"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","fail","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","fail","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"f544178d-fb3a-4d3c-bb78-afcca7a8b6ee","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.319","QA - Contract Coatings"
"531612e2-e00c-49e0-a19d-10ecb8911799","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32"
"5dd15708-81ee-4793-b127-6f1c2022c155","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Hanlon Plumbing"
"de1709c6-7672-40b6-a9e6-5af2985b7d76","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - HelRimu"
"d845dee6-7eba-44d7-9964-060ef710ba9d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Gilcom"
"2c1a71ae-0edd-4259-9f97-e9f35fad4bb9","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Rauland"
"20e50f1e-f946-4c6f-aa45-035d6e38904e","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Premier Fire"
"3c8e5944-1bdc-407f-83ab-60af762d1e2d","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Data Talk"
"ac82a475-7b95-4839-96ae-d80bfb98717d","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - VAE"
"22dc9f7b-2f05-4b6c-bc64-c522945c538f","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Contego"
"40eeb345-5f63-48c3-87b2-2654a1c89e2a","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - LCL"
"d182f5f1-b407-405b-8aa0-feb613ff5625","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Alpha"
"82aa0963-d1b3-42a0-9ca9-a0df8f63abb3","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - LCL - Part 2"
"723aa697-6822-49cb-af41-5c402229aaf8","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Patient Bay- Acute Treatment - EDM - 1.32","QA - Contract Coatings"
"588bbc3f-b089-4dac-8276-3147b67f1a95","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321"
"24e46eef-cfad-4f93-b01b-de50ed29c6ab","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Hanlon Plumbing"
"50fee9a2-f29c-4551-9681-c242466275bb","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - HelRimu"
"6b49c9a7-e037-47b4-9858-8d9f9a12f3e6","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Gilcom"
"767995fc-a05b-49e8-95c1-453eca0cea9d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Rauland"
"4d47da0d-3bde-4ace-989c-4504329c2ff0","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Premier Fire"
"a412cca7-dd53-4a2f-8d4e-ce9e2c877fd0","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Data Talk"
"6f6d8db0-2fe9-4879-9686-658dbd5ca744","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - VAE"
"e52f9326-b307-45d6-8755-344f248a6d0e","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Contego"
"cc989ae5-f3dd-4d0f-84a2-1e50c7de040f","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - LCL"
"2a0c35ca-7846-437e-842b-75da27167b99","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Alpha"
"c78188f7-8dba-442a-a563-fc4643c08f75","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - LCL - Part 2"
"5c440fb5-0e34-43ce-a32b-ba955aa61771","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.321","QA - Contract Coatings"
"4fd84ed7-4c81-4ed5-a17a-333588465ca6","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322"
"8de43088-b094-4cb0-b4fd-0e3723914d58","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Hanlon Plumbing"
"b3dc7efb-039a-4b36-aeb5-c95934e4d0cd","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - HelRimu"
"4ee03716-c5e2-46c6-8072-aa08b65583fb","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Gilcom"
"122338cc-dfb9-45a9-b70a-d42e59712f05","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Rauland"
"7984b314-5dea-4836-88af-00d1c7e525c2","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Premier Fire"
"8b6ea9e3-dfa1-4532-8452-e2f182da253b","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Data Talk"
"0d45ba5a-1df6-439e-a4ee-2bcfa814eb51","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - VAE"
"1b1d8939-e229-4eb9-84d0-3aac1acc2331","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Contego"
"01bedf23-6926-43d7-8126-14f7257e6f79","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - LCL"
"b53bf67e-d002-48f4-8baf-69fc94b59cb6","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Alpha"
"3729ce84-5031-41ce-bcd1-1bfb87a1c9db","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - LCL - Part 2"
"12e209c7-f748-42f5-8518-76e66254c999","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.322","QA - Contract Coatings"
"3b356e9c-79d3-406d-8097-99c4ee11c274","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323"
"ede964bd-85c9-4977-a1f6-069a68a177dc","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Hanlon Plumbing"
"f21846a9-fb78-4db8-b470-6f8a4de45eb5","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - HelRimu"
"989b5487-9bb0-4896-9217-d7353c233922","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Gilcom"
"5010ea58-97d9-4665-84c2-09838118d44c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Rauland"
"a4598888-03b1-4ca3-bdae-e040a28fdc8c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Premier Fire"
"5781828b-50ae-4aba-b0cb-ac3228528599","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Data Talk"
"fe5492a7-1c9e-48dc-8153-aaccc6dc4173","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - VAE"
"280401bc-56c3-4775-92e3-a4443b8bd03d","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Contego"
"bcf5e6ed-a0e1-4599-84b1-35949d9af489","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - LCL"
"5121f918-a80f-4c1a-a89b-a6056f7289b3","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Alpha"
"6bcdae09-c3bc-45d2-9a4f-20a39ba9fb35","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - LCL - Part 2"
"fad3165f-be29-4be8-aceb-c04256a42e90","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.323","QA - Contract Coatings"
"7efa1bfa-195c-41ca-a859-6fd52551d0ba","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324"
"8c1b425a-716f-4ac7-942c-e3a2d9298dba","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Hanlon Plumbing"
"9eac56d5-e6a7-4a34-b2de-bb9f4829425d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - HelRimu"
"5fad5360-fe38-47f1-8d36-b0bd6b284aae","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Gilcom"
"47da8344-3164-4b16-a876-fa0a98b7567d","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Rauland"
"bdfc7274-0e77-472c-9620-bea125a41896","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Premier Fire"
"d04c8ccb-d612-4332-945f-d1e0ebcb25aa","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Data Talk"
"001555b5-2297-42df-845d-aa3c3c4b7cb0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - VAE"
"fd8c6f3e-d11d-4a50-94af-72196dddb8f7","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Contego"
"003dc807-cbc6-4f0f-b542-a3e6be50461a","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - LCL"
"b637d704-4137-4d90-bce7-f3bba0e88095","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Alpha"
"27731147-b6ca-4fee-93de-c6b9aaa74681","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - LCL - Part 2"
"b895287a-0904-4f7a-8b85-ec6c79c5415c","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.324","QA - Contract Coatings"
"2f50b027-26af-4d6a-bf54-ed9e4df4b628","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325"
"172b9f56-fff7-4ae1-9788-aaf74028517c","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Hanlon Plumbing"
"b1360c31-296e-4640-8256-6384052c004c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - HelRimu"
"9d14a545-7580-487b-a81e-839e2382913f","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Gilcom"
"a843f5a7-23ba-481f-aee0-835602c4396c","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Rauland"
"92a09bd3-c973-4e38-9d20-00b62761b9dd","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Premier Fire"
"b83e7488-4eb2-4e1f-bf32-37748ce2c9f9","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Data Talk"
"3862dc14-0ccf-4910-bfe6-6060c0a58ae0","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - VAE"
"621f27b9-4cbf-45e3-8837-703246e82510","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Contego"
"dcf37050-232c-419c-8d57-5bf8c1b35dd4","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - LCL"
"c5b0dcc0-a08c-4440-b5df-6dafbee89ae6","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Alpha"
"98d37c54-1e9b-49e2-99d3-bbcda80b6a7b","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - LCL - Part 2"
"6277f170-4095-4efa-a3a7-604d4a37cc52","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.325","QA - Contract Coatings"
"e365c626-a21a-4bf2-9a5e-3331264bac8d","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326"
"ffa6f420-d1b2-40c6-99de-3379e8ef2327","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Hanlon Plumbing"
"96e99997-a4f2-45d8-8c3a-e5ca0410027b","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - HelRimu"
"4ada9863-715b-4e5b-95b2-c7629de903bf","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Gilcom"
"3d51c56d-8594-4fa5-8246-8dd28b31c92f","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Rauland"
"ad82851c-9df7-45b7-adef-01f94226838f","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Premier Fire"
"82410196-4833-4fdd-8fda-c0f2794c7999","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Data Talk"
"1fe2d961-dc34-43c9-be79-f1891aed2a78","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - VAE"
"415c1953-f37f-440c-a875-dcc73cbbf737","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Contego"
"b71c1728-7da5-4f04-bd27-f3a12724a1eb","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - LCL"
"ca27dda8-ead6-4d16-98b7-e43e6b2e039e","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Alpha"
"1d5f2030-1dac-47bf-9112-cee647c21ce7","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - LCL - Part 2"
"d3791344-f572-499a-82cc-9afbb6563c62","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","Bay - EDM - 1.326","QA - Contract Coatings"
"b83ab5a3-6b07-4768-bbfe-da769a3889c4","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332"
"7523ef7c-3b90-4e55-b525-59f5f8ca1f3e","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Hanlon Plumbing"
"7ebca5c9-092c-47c7-844a-cb87f20b509a","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - HelRimu"
"b58490c1-7e91-47c7-b3ab-3c436776e01e","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Gilcom"
"34f1560c-61ce-4e13-a34d-382c32e9a870","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Rauland"
"61784280-4618-47f3-82a9-e4d0c49277bb","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Premier Fire"
"ebbf9b74-45e1-4441-a5a9-ef57444db706","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Data Talk"
"02f96127-fa4b-43ba-be66-3d1ab9b57309","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - VAE"
"1685e2ed-67ee-4aff-ad68-3d8de75a536f","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Contego"
"e68541af-0cf7-487c-9c6b-c45f7df44753","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - LCL"
"5aef253d-5b3a-40fe-bfeb-f2740325a591","","not-started","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Alpha"
"8b8e01fc-bbbb-41bf-9088-bcab8913d37f","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - LCL - Part 2"
"14276ea1-5a7e-4938-950d-044b7dc4d6ca","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.332","QA - Contract Coatings"
"d3ca2e77-3461-46ba-9f59-f985750b3c59","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401"
"c422bc31-e900-4183-b685-cdb24de1e8c1","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Hanlon Plumbing"
"41495eed-1898-4ae6-aeac-87f5ea003320","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - HelRimu"
"b91af725-b0c2-4a8b-84c6-00ef4d3838a5","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Gilcom"
"2d1c6d56-8595-4b26-bffa-45835cc86d63","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Rauland"
"677c4f20-21fb-441c-9bf0-e1b0a60ab4a1","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Premier Fire"
"e20efefb-8705-46fa-9d11-19049996fec5","","pass","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Data Talk"
"915e34d9-1411-4d91-bff2-b772054b5b9d","","not-applicable","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - VAE"
"5f6c7c00-75ea-4cc9-84da-62b05b628434","","pass","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Contego"
"093d1900-8083-4f98-9221-b5567dd09c76","","pass","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - LCL"
"e4bf9a4e-3fd9-4981-8a68-38dfc4faba1c","","pass","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Alpha"
"f2717549-d9e5-41af-92b0-52528a966a53","","not-started","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - LCL - Part 2"
"a94843dd-1318-42e6-b1b2-226058b0fb17","","not-started","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC PT - EDM - 1.401","QA - Contract Coatings"
"51eb66bc-9d58-4d28-809e-388411dd4d00","","work-in-progress","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 1","WC/SHR ACC - EDM - 1.402"
"65593fa1-2b5e-47b9-8a9d-45a546b03904","","pass","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 1","WC/SHR ACC - EDM - 1.402","QA - Hanlon Plumbing"
