"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f12e6f2a-b2fc-4966-80d0-d4a467ec75d3","","","","folder","TRUE","FALSE","First Fix to Walls"
"f6b5697e-7648-49d4-a8e5-d1c06a534566","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0"
"e661aac3-3b25-4bb4-aef6-4b5650f7c8a5","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1"
"2f088115-8901-49bb-9658-793076ac43a9","","","","folder","TRUE","FALSE","First Fix to Walls","Level 0","Zone 1","Circulation - RAD - 0.004"
"78e72feb-e939-443e-b319-39b08d6f7c28","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","WC ACC - EDM - 1.809","QA - LCL"
"f0187da3-e4b7-4679-8183-a5a4bf9d5078","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","WC ACC - EDM - 1.809","QA - Alpha"
"713ecbbe-7bcc-4cb7-a864-6ec03cb728f0","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","WC ACC - EDM - 1.809","QA - LCL - Part 2"
"cfb76c8b-9a99-40d5-a905-fa6d5f6b7db4","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","WC ACC - EDM - 1.809","QA - Contract Coatings"
"ae5b602f-c7aa-4de0-870e-ff5ba8c03832","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81"
"6486a79d-cef2-4789-8a08-0637a33d0bce","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Hanlon Plumbing"
"be6bc9f1-651f-44b4-b268-ef90d83aa3a6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - HelRimu"
"89d45314-423b-49ef-bc70-e351dc77252b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Gilcom"
"ec7b4bfc-fed2-4388-a709-f42fee0144a4","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Rauland"
"cd5677bf-5bfe-4f15-949c-8101d906deab","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Premier Fire"
"6fa428cc-ca8e-49ff-9a7f-ba19dd4a4589","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Data Talk"
"49b8f837-4582-4349-bb75-7794bca3bbc2","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - VAE"
"d82f1b0c-96e0-45cb-af8c-66322482ad43","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Contego"
"57a64f51-d7ee-4fd2-b55d-869578d664c2","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - LCL"
"71620f8b-e173-49f4-9b4c-be240d2778db","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Alpha"
"fe817fc3-04f7-481f-8368-e3a881beee6f","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - LCL - Part 2"
"6987937d-3337-4dd9-af4c-018bbbc0659c","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Reception - EDM - 1.81","QA - Contract Coatings"
"9bc05869-17d4-4623-a218-a3b78834a2f4","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85"
"0be8ba7c-796d-461e-ab29-a368b6954a3c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Hanlon Plumbing"
"3335c6a9-2336-4d7e-9533-d193a59950a5","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - HelRimu"
"2980fe58-12a6-4670-8767-62789d1298b2","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Gilcom"
"73a6c4b6-6f06-4495-a2c2-d45287b8cf44","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Rauland"
"8749a7eb-3957-4c95-8778-570ff72ab9b8","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Premier Fire"
"ca1482a8-84c8-4909-a59d-1d7e1d87d31d","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Data Talk"
"9bda7f1a-def7-4a79-9cd5-d5f120d4f3a5","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - VAE"
"b082659d-abbc-44c6-9958-7ab45d0ee942","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Contego"
"a750b711-28a3-4907-bdda-7fe2f25680fe","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - LCL"
"fba2a69f-1329-4b64-aeb5-39e78274b40c","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Alpha"
"b6340048-9051-439c-9204-5a71c83aacd3","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - LCL - Part 2"
"c8ae8cb1-4f83-4f7e-bf66-9c3c1114c6c2","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Triangle Cubicle/ Bay - EDM - 1.85","QA - Contract Coatings"
"bbb9cce2-51a2-45c6-a4e4-2994b9ec1134","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851"
"bcd73961-4e40-4337-afad-8ca0b8516594","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Hanlon Plumbing"
"6cf761bd-72e8-4d95-876f-937411b1cf6f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - HelRimu"
"06429c4b-e90f-4a27-877b-752594aeb748","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Gilcom"
"81d99a3c-ec15-477f-8334-2cf2bb2d4f00","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Rauland"
"c8088a5d-736e-4abd-abf4-848570f824f9","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Premier Fire"
"0a312e6d-b6fb-45bd-860a-49584bcf39af","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Data Talk"
"e5a12691-6f16-46fd-b101-6205429d096d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - VAE"
"0d819552-3a08-4a37-ae5d-e647a3c396fc","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Contego"
"f720de77-0461-44df-9b15-92259fcce1ba","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - LCL"
"71f3fc39-5bcc-4910-a740-7584d22d996b","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Alpha"
"4ab821ab-bdee-4a54-9719-4c7730c1d204","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - LCL - Part 2"
"108d498a-44da-4403-867b-7cf69331f202","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Ambulance Triangle - EDM - 1.851","QA - Contract Coatings"
"337f98de-ba1c-4e5e-b02e-a1ac038fcd1e","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852"
"dd868d05-0358-40b3-b55f-1705d44db003","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Hanlon Plumbing"
"0a0da72e-7ade-4e2e-b0b6-9b361d3d136e","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - HelRimu"
"592ca299-5389-453c-8a75-76f6df8acf65","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Gilcom"
"2e452882-9f21-4d0e-aa17-3f7906c7b920","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Rauland"
"ea7bbef4-de62-47b9-9e2c-c8bae359f88c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Premier Fire"
"d5366c47-c3e7-41bc-bbe6-1ba6d225777f","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Data Talk"
"05b0f82c-f63e-4e5a-9826-fe92fc7959ed","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - VAE"
"2fbf0adc-6448-4b12-a3d1-6af8a47f1aac","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Contego"
"289e2404-a1d5-4f37-a49b-80960367d49c","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - LCL"
"50170273-4332-4594-902e-1f663d40d855","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Alpha"
"e88424a1-aa58-4d02-becb-702001f8e215","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - LCL - Part 2"
"43be618a-ba4c-45b7-8f2e-599fefb0e09d","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Bay- Height/Weight - EDM - 1.852","QA - Contract Coatings"
"05080db5-0029-4cec-bcc2-f0d42e89b158","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855"
"0a610c25-6ea4-4cd9-a1f8-c676d6e16521","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Hanlon Plumbing"
"59ee9206-662f-4054-9573-e1ebd2122bb6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - HelRimu"
"7b44b926-404f-4b1c-a999-4979f75a68e6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Gilcom"
"fe121d34-dc5a-43f9-a24f-6eeff3f25c19","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Rauland"
"9aaac1e2-7076-466d-8f95-497d0d332204","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Premier Fire"
"f250c67d-0296-4003-bb48-698e0a81ff8d","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Data Talk"
"17e0814b-440b-4c99-b467-5e052cbc176f","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - VAE"
"44c8ecc9-ff8f-4971-8f3d-509392b70071","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Contego"
"cfbeb708-ee2a-4d50-b636-4e7dfef620f6","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - LCL"
"fef5ffed-aef6-4a1f-80d3-d0e7b27125ec","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Alpha"
"b5300f94-6be9-4257-b6c2-e327853287f5","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - LCL - Part 2"
"44ab722e-ad5a-4042-b51a-c2a2f60b0044","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Maori Health - EDM - 1.855","QA - Contract Coatings"
"2ba32508-8a60-47ee-ae31-2782730bf4de","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857"
"bcaee7d4-8bb6-49b5-8b60-d9296a4f5cbe","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Hanlon Plumbing"
"7d5b9bb7-68ce-4b83-a141-cab2f308080d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - HelRimu"
"d3d47564-98d3-4185-b561-d1c66aa6c4ff","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Gilcom"
"5195dd83-e3e2-4561-bb5d-b52963831957","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Rauland"
"15985f75-576b-492f-8189-9082a3009178","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Premier Fire"
"730eb609-d5db-48bc-9ca6-ec9170c566ce","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Data Talk"
"848130f9-bfaf-45c0-9040-527e631759a6","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - VAE"
"da736f72-005a-4df8-bc60-69c808e837ce","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Contego"
"cea52c0d-54df-40fd-8d26-06cb2ecbe6de","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - LCL"
"4f6c8ab4-ecd5-4b75-b7c4-b15c49ad9420","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Alpha"
"6431d8ce-af28-4cc9-b58a-6fe9356e8928","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - LCL - Part 2"
"bde25e60-6363-412b-8fae-ad64520d4b06","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","HWB - EDM - 1.857","QA - Contract Coatings"
"d6337bfa-bd8d-4b15-a2ac-7848dfe559ca","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001"
"f3f9be19-87c0-4318-98b1-3ac876026e64","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Hanlon Plumbing"
"2ef6b465-f196-465e-874b-700f2316eee1","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - HelRimu"
"b4307fdb-5192-4325-92c1-d4cb2ddce1f7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Gilcom"
"e9beca85-bfdb-4bcb-a5db-8a8391a1a880","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Rauland"
"9aab6728-8d0f-43ca-b6c5-be6a472bda7c","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Premier Fire"
"8bdb602a-7378-43ef-bbbb-bdcebd47d555","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Data Talk"
"290d34ca-a85a-4014-ab49-2b635446fb7b","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Lamson"
"ca6597e4-0cfe-442b-a0f5-e408667a487d","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - VAE"
"83b15130-17e3-4cb4-9335-81dd46aac2f8","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Contego"
"562d38c4-c3da-426e-8a7b-a97d147191c6","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - LCL"
"1dbd1e30-a575-4292-9565-e52a3a255fed","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - LCL - Part 2"
"71e8cf8e-afa0-4655-8966-7de8f67c5fff","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Alpha"
"18392fd8-2f0c-4694-a99f-c8081eaa3b73","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Circulation - EDR - 1.001","QA - Contract Coatings"
"f690f4e9-a414-4e41-9cc8-56ed45d64a09","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101"
"cefa5eb0-37c1-43e7-bc96-7ff6053fe962","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Hanlon Plumbing"
"f0f401f5-0629-45cf-9505-84cd8bbb6ec7","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - HelRimu"
"982c3b1e-2284-4b87-b930-6c68edd102e4","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Gilcom"
"36ba734a-4137-4d66-82b0-a8d1f3df8e98","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Rauland"
"bc7e7d8e-f1ca-4646-aeb3-172acd638933","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Premier Fire"
"04ffe05d-6cba-430c-bff2-bddcf1c7e679","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Data Talk"
"11ab75cb-f7fe-4ce6-9cbf-d8d09433eb2a","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - VAE"
"c317f2ab-1e2f-4234-b010-0e910b00f8ba","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Contego"
"1a17c0ff-6bcf-4728-87f4-e0091e326e8d","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - LCL"
"42158cec-c68a-45cd-a65a-7068201297c5","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Alpha"
"4991fd1c-2a37-4afa-b45c-cb01652cc48e","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - LCL - Part 2"
"a862c501-cddd-475c-b976-4e089ca0aa90","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","U/Sound - EDR - 1.101","QA - Contract Coatings"
"9069845e-0ad4-4cac-af1e-36cae2faebcc","","","","folder","TRUE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102"
"d63a95d1-832f-44a1-b522-69d1588bb220","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Hanlon Plumbing"
"85421838-50d4-41b2-a861-769d1acf6270","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - HelRimu"
"64c8879f-97c4-4cba-b8ef-5bece66a59f0","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Gilcom"
"eae40386-733a-4d30-89c1-5fc0105c6bfb","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Rauland"
"d5682771-5bc0-4ca3-a882-8abb95d2eeb2","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Premier Fire"
"04e0a8ca-607c-4845-b1ce-be87660d1c3f","","","QA - Data Talk","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Data Talk"
"63592a39-25b3-4702-90c8-f6a184b93a19","","","QA - Lamson","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - VAE"
"87a448d9-d845-4fd9-a860-e55c60dd2e12","","","QA - Contego","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Contego"
"5d0609c4-198e-47ca-b6d9-11243714f392","","","c50f52b098358d81d007e5777ad4adc6bd1dadeb225ec1592fa298f0d968200a","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - LCL"
"5c2fa8e4-a283-4a54-9cd3-62be75702fd1","","","QA - Alpha","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Alpha"
"8331e3b4-05b5-4aa6-b324-9f2df289e725","","","QA - LCL - Part 2","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - LCL - Part 2"
"5b7f77ff-1af3-4956-b11a-2cfbedca5eef","","","QA - Contract Coatings","checklist","FALSE","FALSE","First Fix to Walls","Level 1","Zone 2","Store - EDR - 1.102","QA - Contract Coatings"
