"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883fbdd8-484c-4738-8090-c6c51fb5f51d","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"89663762-af85-5690-adbc-a2af4d9cd90a","","checkpoint-status","not-started","Job Details Checklist:3d098030-e418-4675-b5b1-7520caf5ee77","","TRUE","TRUE","Job Details","Project details entered below"
"a551f5d6-8996-496d-a4e4-47423b805579","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture"
"e9b8cf87-f7fb-429e-a54a-6bd37edba0a4","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels"
"b751ea7f-e569-4df4-8ce8-14492158a487","","folder-normal","fail","","step","TRUE","FALSE","Precast Manufacture","Panels","Building C"
"373b155f-ff1d-4202-8bcb-6fab8906a5fa","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01"
"4c768774-9eb8-5588-9099-85a3f88390f9","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-01","Precast Element Details"
"75c4e190-324f-53ee-82b8-f95f0ec3c284","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)"
"a64acbef-7c7b-52ec-9675-176d917be620","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Main Reinforcing"
"1e02ef92-857c-523b-ad40-2b87d2f2704d","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Starters"
"b949d7c8-f513-5e2e-ae4b-abd4b3ccb506","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Stirrups"
"c8609aaa-2fae-5a37-85ba-734b3def678f","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Lifters"
"4a74b428-fa2d-5306-9cff-9907d0dad783","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"a366b0f0-de36-5cad-a51d-db27d85c46e7","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Tie wire Trimmed"
"ac0b1ab1-4555-54b4-8a7c-9651308dc735","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","General Photos Attached"
"8cbe5052-1989-574c-9014-a277e75c5bae","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Concrete Docket Attached"
"88049cb6-014b-5a61-833f-da0b93dd5fa8","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"16a5205b-b759-5266-9129-e646813bccce","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Post Pour (Table Supervisor)"
"3fd10a5e-e8ad-569f-be7b-80df7e2e7645","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:011988be-f85f-4982-ac4e-b38005829f51","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Post Pour (Table Supervisor)","Confirm formwork has not shifted during placing of concrete"
"56327ec7-01ea-53c6-9311-dd682c930ea3","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:76ff4f8e-3455-4f9a-b0ba-666b97833255","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Post Pour (Table Supervisor)","Face lifters placed in correct location"
"ec983deb-0ce5-5064-a795-77e81a1e775d","","checkpoint-status","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a:ad8ff1a0-6dec-49f7-9e37-900190a90c67","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Post Pour (Table Supervisor)","Roughening Lines Correct"
"0b3c320c-7fb6-5b58-9f3e-510be8086221","","checkpoint-group","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)"
"d6a75200-ca01-565f-9131-2495e989d4c5","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e6b064-135b-4970-bc0f-2546302171e5","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Panel correctly labeled (check against shop drawing)"
"c88e84b3-a490-5733-a503-bfb528396fa2","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:e6c5e5c5-6852-4003-9d16-39c4cb350dbe","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Grout holes for Drossbach Ducts have been drilled (top and bottom)"
"a8455fa7-31aa-5aa9-af9d-d57733fa408e","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:56b159f9-3248-40e1-93d6-65d10aef0265","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Bottom of Drossbach Duct is clear (any slurry/grout has been removed)"
"b87d1e3f-40b9-5b74-a52c-9b420080cf76","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:3f743f29-ffa5-4c98-861f-2f4538934a04","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","All lifters have been cleared/cleaned out (including top lifters for install)"
"ef612458-f682-5778-9f22-425b5c60038a","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:6e151f2c-1aea-4e9f-8a39-67f32a7a864b","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","All Inserts have been exposed and nail plates removed (caps that came with Ancon fixings should be put back on)"
"8d176407-5679-5a8c-9333-2ddcbcddb435","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:2d6e8696-933b-4cc6-8c77-5022cd7b9a52","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Stitch joints have been jet washed"
"9e3c74d0-6034-50f0-a1a3-f8b42ba8a5e5","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:93b9787d-01fd-4329-b273-ffa611d0b113","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","MF roughening's jet washed"
"0f40bfa2-aa94-5132-a060-4075235bef5d","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:914e3e46-ff77-4c1e-9cd6-68e95560cf07","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","NF chamfers and square edges rounded with cup stone"
"5e2d568f-df98-507b-92e9-daf64e4cde42","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:29141e77-230c-4730-9ee5-c7e1154f64c7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Weld plates cleaned (NF weld plates to be cleaned with cup stone)"
"8fe15f5a-5648-57a4-a464-25c9723e7ddd","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:7df3d99b-fd2f-4f5c-b342-49e0c0c77e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Grade 300 starters bent up for transport (only bend starter down if transport height is increased by bending up)"
"99fa2b84-9727-5edc-83b8-9ba08e63040b","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:b9226aa3-a7b3-4984-a07e-0eccc606f8b7","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Grade 500 starters are straight"
"385142dc-90ea-5641-9658-e7c268964bb2","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:5a662ac8-5324-46be-9f10-a95e8560313c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","NF Quality acceptable (attach photo)"
"9caeefe4-87e9-5e70-96cc-37378c11d9b1","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:62092cdc-b8a7-4c62-8b45-f6a626b21b4d","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","MF Quality acceptable (attach photo)"
"60c547b1-0b32-5cb2-ba9f-a423701a2653","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:ce5dad22-2dfd-48f0-965a-ea2f8b68cfd1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Structural repairs required (if yes photograph before)"
"6765b8f1-1fe3-5a98-a2e0-cb14dffb23aa","","checkpoint-status","not-started","1. Standard:1f80346c-9123-45a3-8936-50ea508c88a6:d3e25f44-1624-4154-bf04-eba35b26b459","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Demould Inspection (Yard QA)","Shop drawing checked off"
"d5b35803-09c6-5c60-860c-4ca0e92fbd32","","checkpoint-group","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Overall Panel Quality (Yard QA)"
"c4cde073-1a38-577d-9d6f-851dc1ffdac6","","checkpoint-status","not-started","1. Standard:4617a534-6160-4bc3-a752-3471546931a2:2f318a3d-ca93-4700-8e8d-01f94e206b03","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Overall Panel Quality (Yard QA)","Overall Panel Quality Ratings Recorded Below"
"897e3dca-224a-5bad-a268-4e8c6bc0edda","","checkpoint-group","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Loading Out (Yard QA)"
"42d2aa3f-0c56-5afd-814f-0b78226c0ce9","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:0bd8001d-5ed9-4869-ab96-060ed89d02c2","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Loading Out (Yard QA)","Load Docket Given to Driver"
"afbbb7d9-7a42-5855-a154-6c10548ec368","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:e02acfd2-7889-4046-b780-ce16fe02e827","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Loading Out (Yard QA)","Photo take of Panel on Truck"
"cab36066-de09-5dc8-9f1b-ff10f823b067","","checkpoint-status","not-started","1. Standard:d4ca5b98-3953-4889-80a6-ebd3fa525a3a:4c41b5af-368a-4395-8e1b-949e64f5a502","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Loading Out (Yard QA)","No remedial work required on site"
"86c74361-2ac3-5209-951e-30ecb0b0b109","","checkpoint-group","work-in-progress","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-12","Test Results, Certificates and Documentation (Reo & Yard QA)"
"f1848648-6a4c-5ddc-b76e-e97d67fcc147","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:1e3071dd-4e8a-4340-b0a5-2bb273e9bf8c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload reinforcing detail sheets"
"0c0470f4-c643-532d-95e5-6060526e7f15","","checkpoint-status","pass","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:d2c59a81-31c5-4cf1-ad9f-ffb5eae98a87","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Photo of Reinforcing Stock Bundle Tags (Cast # Tracking)"
"a4c1114c-3c4f-56a0-a0f8-6dfabf3c1cec","","checkpoint-status","not-started","1. Standard:d5983ea3-a2ee-4f20-bfab-4da717da2479:61db57d7-8ee6-41f7-b4b7-0b4ef3f0109a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-12","Test Results, Certificates and Documentation (Reo & Yard QA)","Upload Concrete test results"
"bc8e95d2-95a2-45af-a3f7-b7882e238fb4","","checklist-sectioned","work-in-progress","1. Standard","checklist","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13"
"98c7c818-7753-5760-bdda-67dc98578a55","","checkpoint-group","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13","Precast Element Details"
"de26c4b1-7c77-58da-b96c-fc4ea777a0c5","","checkpoint-status","pass","1. Standard:d84a9143-8c84-4cc2-b575-bd3288fd86a9:1932e93b-d3e9-402f-83d0-e322d0c77950","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Precast Element Details","Concrete Details Complete"
"b45c277e-46c1-59ca-b83b-8c27d2066498","","checkpoint-group","work-in-progress","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)"
"cdaeebc3-51b2-5fff-b030-f3ff33431138","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:21d3dbc3-941c-48c6-a5ee-c5b912086cbb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Operative on the reinforcing cutting line has uploaded clear photo of open stock bundle boar"
"e1205e8e-b5bf-5281-b65e-74c04896ef28","","checkpoint-status","pass","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:bb308721-634f-4bbe-84b3-d179a4e31d53","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Cut and bent bars checked off against detail sheet"
"f01c72b5-2137-53a4-a85d-f2629019a6d8","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:61dd630f-70fb-4725-9653-100c8b5910fa","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Perimeter bars and spacing marks confirmed"
"b52315c2-c46e-5d15-9f47-39b522af50c3","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:6f468d98-e7a3-4541-956f-64ebaa447fb1","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Cast in Items checked and marked on cage (Dross Ducts, Inserts Weld Plates)"
"fd40f823-4c33-51aa-8cb9-730e3e18949c","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:5f0cdd3a-3cf3-4908-a9a4-9f9c9b156a08","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Overall cage dimensions in plan checked and there will be sufficient concrete cover to edges"
"51f783ca-7331-504a-82f9-934d44e5f4a1","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:2f4fa979-ff3c-4149-a392-16a2624a489a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Overall cage thickness checked and there will be sufficient cover to MF and TF"
"833a3b28-0ac6-5e70-b2e3-513d3f4c3bfd","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:e8337ee1-4b43-4477-897a-dbee87ff9293","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","There is sufficient cover to rebates around openings or along edge forms"
"a4264146-2068-5a29-b584-e5e64d471cb7","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:60e24774-6ebd-4386-b1a7-eea778d30cad","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Weld plates can be fitted to cage in correct locations?"
"e273c3bd-d6e3-5992-93ef-af974e7b47f8","","checkpoint-status","not-started","1. Standard:eec9927c-b1c5-4c74-ad8c-55127dd66414:b6cb4e1e-70c6-44ed-9da7-8c45faeb52bb","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Reinforcing Yard Checks (Reo QA)","Reinforcing details checked/highlighted off against shop drawing (upload photo)"
"1d632879-a289-55a5-9f95-08238a16872c","","checkpoint-group","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)"
"60d211a1-0caa-51e9-b049-b9343cdb0de8","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:d40db9c7-f72c-4b19-90ab-3ec27f928208","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)","Sides Straight & Magnets Fastened"
"21323dce-9e06-5bbc-9d68-c509b656ff67","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:2b3fa28c-1d02-48bd-b200-601d54771389","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)","Mould Face Clean"
"875dc11a-8c2e-5b1a-9c3a-64f30e16ceca","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:e6e2a50f-eba6-40cb-9fce-8a4a426d4cf9","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)","Length/Width/Thickness/Cutouts"
"ad4bee3f-c823-5a13-9ef3-c2c8d11ad124","","checkpoint-status","pass","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:13fc42e5-8241-4772-aec1-1a316f3a7e9c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)","Edge Details & Rebates"
"ce641496-418d-5a73-be48-4e212230628c","","checkpoint-status","not-applicable","1. Standard:1e24fb9c-0bdd-444d-a575-d59e48a8d185:27cc08be-13b6-47e1-ac43-9706d28bba35","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Formwork Set  Up Checks (Tables QA)","MF Weld plates in correct location and siliconed to table"
"064e978f-d4dc-592c-9e46-a0ca71b0da0f","","checkpoint-group","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)"
"6a2b780d-4c81-5508-958b-e654990f577d","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:047df753-120f-4610-94b6-da1a778ffb3a","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Main Reinforcing"
"86d8b6ab-cbe8-505a-adaa-ca7e8bfcd410","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:02e1bc10-24ee-4489-a785-f76908e00040","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Starters"
"fa2201eb-4e6b-504d-9163-385ac43a8636","","checkpoint-status","not-applicable","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:cf30138b-9391-404e-9b21-a90eaaddc739","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Stirrups"
"a04cc270-3fdb-52c8-8b08-7d0adbee2eee","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:2c93000e-df16-4f5a-abd6-6dd011d50995","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Lifters"
"b7fd7729-38e3-58eb-ac65-b96417a2d944","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:8b61f742-fb4b-49f1-adb7-6a95ea675e1e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Mould Cleaned & Oiled"
"4d02ac0a-c665-5ea8-8ef1-4f87d965b782","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:d055ca06-4e18-49ac-a1e8-81e7ac04fd05","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Tie wire Trimmed"
"6059e626-a296-571a-b1ca-0452cfc2e9b9","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:e6f91a9a-a7f7-4310-8447-569cab61266c","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","General Photos Attached"
"677cd9c9-0bf8-5b67-8400-1567c1117ecd","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:3405a17f-5544-4ff9-b719-a98f61a86cc4","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Concrete Docket Attached"
"220cfa43-943f-5cae-912f-8c9b7b37585f","","checkpoint-status","pass","1. Standard:9a76a47f-01c0-4044-bc2e-e73b04b40309:952645dd-8ca5-4f13-8211-12855b63e93e","","TRUE","TRUE","Precast Manufacture","Panels","Building C","HRC-13","Prepour Checks (Tables QA)","Shop Drawing Checked Off (attach photo)"
"7b369dfd-d8e7-509d-a994-bdcbb22852ac","","checkpoint-group","not-started","1. Standard:6fb22540-791f-4672-893d-f31573baf76a","","FALSE","FALSE","Precast Manufacture","Panels","Building C","HRC-13","Post Pour (Table Supervisor)"
