"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","fail","","folder","TRUE","FALSE","Site QA"
"ed704b45-014f-485e-b3ef-3fec5ea2d7b6","","fail","","folder","TRUE","FALSE","Site QA","Doors"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","fail","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","pass","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Basement 02","Fire Rated"
"023d53be-684d-400f-9f9f-790a790022c3","","fail","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04"
"dca9e31a-6994-43df-98b9-7a5503f355bb","","pass","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Standard"
"b0bff8e7-be84-4059-b7d0-4828d23c681b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated"
"8912ded3-6261-4999-a18a-d8cfd84fff76","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.001.D2"
"31970ce4-9049-4afe-9f83-6241e70ab850","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.005.D1"
"9fc8f33e-92b9-4769-b068-0006a0883a31","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.005.D2"
"8da3e2df-0edc-4b96-9822-e5c0a4e2c641","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.005.D3"
"58f2fda7-b61d-4adc-9d6e-d7cbdd688728","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.008.D1"
"5ffa8c57-dee0-4e01-adb1-3994c46b4fec","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.009.D1"
"6c9dd2c3-8460-416a-839f-7622d98ed92c","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.011.D1"
"1cf74bf9-8df7-4c33-9e3d-63784b73bb4d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.013.D1"
"9d1f07d3-b157-404f-a855-59477db75f3e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.015.D1"
"8e50aa83-46ea-4671-bb4d-9c4e86675334","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.017.D1"
"0791c578-ca0f-4277-bc0d-48dd8a3cc55a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.019.D1"
"4f87bf6a-be23-4445-afc2-971b286af8d3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.021.D1"
"32e3bfdb-f47d-41e9-b29a-bbd1f3ec125d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.023.D1"
"2d3a9814-4ac6-4513-baa0-eac3c84f504e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.025.D1"
"4a6e2a3d-b3ca-426a-83b4-546a3af5abdc","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.027.D1"
"5b2b6786-98d5-4733-92b6-55a6ed6dce5c","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.029.D1"
"12b357a2-e9c8-47ae-a778-ff447e15c590","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.030.D1"
"85a59be4-3c93-49d1-b8bf-4e592effe19f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.031.D1"
"b75a931b-6441-419e-b3a7-ecc96370b30f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.033.D1"
"74f3d65a-e8a1-4bdf-beca-e33fd69cb976","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.035.D1"
"ab935d69-8621-44b3-8c88-e75878284661","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.037.D1"
"5602bbaa-a5c8-42f5-83a4-cc4ccae39e53","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.039.D1"
"4c2270eb-8d1a-48c8-9daa-46358ff92a77","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.041.D1"
"91ae95c1-6f8d-4012-b5f3-5fa2e6c97945","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.043.D1"
"7e2e6d1d-86f1-4361-a29c-14763e215f40","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.045.D1"
"fcf75080-ffa0-44ef-89bf-bfb0d1feca05","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.047.D1"
"61887b3c-8c08-4996-bd1a-af388d4259da","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.049.D1"
"48320060-2afa-445f-a16a-c7be0e48169d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.052.D1"
"4be052aa-0da4-449c-980c-67566f7a2946","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.100.D3"
"0e0af937-751c-4d9e-991d-198584cb4b52","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.110.D1"
"c04204ae-0ba4-4e4a-a988-be1d6b3cf8b8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.185.D1"
"565b5cd8-7152-4c12-bc38-f9e01dcc6055","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.186.D1"
"809c27bb-f273-4683-ad57-3a3be2b50e1e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.227.D1"
"60bef0a7-935a-40ec-8f67-5a4da5e72011","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.230.D2"
"9b2b908f-c634-41eb-8940-91170f4ec19f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.233.D2"
"e7e05997-97e6-4b8c-a2f0-775cabbdcd1b","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.235.D1"
"f073a331-b813-4764-8474-b1986aeea7d3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.248.D1"
"c2246961-ddab-4887-ac1e-67cc21efde6c","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.248.D2"
"d16dbac1-93af-43a2-b5b8-3fddae92fa09","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.248.D3"
"47efdfa4-77e6-4380-9814-0c81b049a48d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.250.D2"
"c70d835e-2ed9-4558-a46b-75391a8ed662","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.255.D1"
"a4f68704-8f6d-48ae-bdf8-88fbe9f1a7f6","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.255.D2"
"1fa74197-55d2-44c6-8bfd-bafec81c744f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.255.D3"
"f7d93d53-c671-4b8b-9a0e-d70665c55ba8","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.267.D2"
"59d192fc-6c0e-4107-a6ee-e9fadb590fd3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.267.D3"
"196bd249-da31-4a6e-9bc9-c0865a2db6a7","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.275.D1"
"0f7cde4a-cebd-4ef5-aa67-c4fb1e2ba20a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.275.D2"
"861d2b9d-0832-4056-90d3-482dcbcdb762","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.279.D3"
"94aa4f7b-f9e6-456e-910d-bce4ccda6c7c","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.308.D1"
"1d633620-baa2-4d82-9097-c9372d29335f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.309.D1"
"3d95afb0-4ba7-45c7-a114-6babff4eae55","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.353.D1"
"8435fb08-4241-47ab-bc81-64fb8d176f3a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.354.D1"
"e1d42ca0-ad8b-4307-8f51-2bfef3cc39e0","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.356.D1"
"0826c5a6-e555-47bc-9d2b-fd55aad99ae5","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.358.D1"
"879133e2-5df2-4251-91c1-a3f86b30be4a","","work-in-progress","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.378.D1"
"172eee50-2e09-4b8b-988a-c5721beb148f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.380.D2"
"3184b1b7-d3b8-4a72-baf8-9800aefb4774","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.394.D1"
"e205bfac-88d5-4a12-a87c-c0cebaa3cf35","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.394.D3"
"207cd170-4f87-4eb3-9a35-f639497ff981","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.395.D2"
"722cd127-2ad6-409d-a733-4b9169954db6","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.462.D1"
"5ac6824b-dfdb-4ef3-9430-d12cb8202ec3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.463.D1"
"e8f3d523-5e56-416a-b3af-21ba063ac124","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.510.D1"
"48267c25-72f8-401e-bb29-449ecc3eaa93","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.510.D2"
"8e5389a3-881c-493f-ba82-fd1e6d6fc500","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.511.D3"
"5861cac3-8f3f-4eb4-8cdc-e6b724e93e13","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.511.D4"
"e8a18aa7-b55a-4824-997c-03b830417892","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.513.D3"
"8c012ac9-bcec-4bc0-87cb-16f03d900cc1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.513.D4"
"0218e2ce-34e1-4773-8b7c-1c0f516085fc","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.515.D1"
"f906e4ab-bd8b-45eb-8772-1626ffcb406f","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.515.D4"
"5c92acfb-c614-4800-8cb3-87ebac44ecad","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.515.D5"
"ba6ce3d0-f6ca-4c5d-b721-40eb1f3721a1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.527.D2"
"85a4a8c6-e4c2-4fee-a1db-8d3a2a17c130","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.529.D1"
"bb502b4f-f12e-4396-9228-ae3e0ab0bfae","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.530.D1"
"ae8f79be-8890-477a-b40f-46bbcb53aa50","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.530.D2"
"1e636847-3a5b-4586-a23b-1d92246190ff","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.550.D1"
"fe5437e5-766d-4883-b812-4809cc9eda53","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.550.D2"
"11f8e252-bbc2-4f66-bbe1-4747f8dfc511","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.554.D2"
"3c86e8b5-d1ac-4670-9167-cb37fa8b2306","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.555.D2"
"91ddcfe9-0268-4754-bdf5-2034e1b4b672","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.556.D2"
"d57a434f-b970-4130-80d7-68322a7126a6","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.557.D2"
"0e4f8945-c7d3-457a-bd49-287ced15d8ee","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.557.D3"
"fdc21a9d-f126-402d-aeb0-a126bb79c4d2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.558.D2"
"677e3231-5160-4aae-b85d-b3d7562e051b","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.565.D1"
"daa13353-71e7-4f56-b171-c8038e154616","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.565.D2"
"b09d2246-ce42-48e4-a51d-cb9d7fc23164","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.566.D1"
"fdde04df-76a7-453f-8162-b75471d0560e","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.566.D2"
"4ffa01fc-69b8-4fc0-9320-181e6bb24e4a","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.581.D1"
"902dede0-a62c-4237-ab8a-78d39ca5cb16","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.581.D2"
"d59347b1-aa1d-4b51-a462-4f09f1199932","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.581.D3"
"e3965954-8f2d-49e8-b37b-b09242a9e09d","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.582.D2"
"7c3ae9a1-77ab-462c-98e2-4c3a1629d904","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.588.D1"
"50601ad8-2cff-48c3-af5b-7fb41476bcd2","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.590.D1"
"c5cc8186-64f1-4308-95d9-0acfca3d11e7","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.590.D2"
"decfe677-6dc7-4b1c-83ce-3ece462ddb12","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.590.D3"
"2a7332ad-525c-434c-a76c-62016a55f2be","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.591.D1"
"f986d825-a0cb-4b83-bf76-86c1f53485a0","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.591.D2"
"f8ca9756-8991-470d-b0af-411caca1abd3","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.591.D3"
"4362d4b0-46aa-4006-9d3d-79cdc8ae7cf6","","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.597.D2"
"76ad1af9-28be-4bca-b90f-0368655f22b1","","pass","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Fire Rated","04.B.696.D1"
"b9c73a50-1272-4b07-bad6-bb567321a732","","fail","","folder","TRUE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Mental Health"
"1f493672-764c-490e-99ef-2f4de93d828e","","pass","Mental Health Door checklist (Zone A / Bldg. B - GF/L01/L04/L05)","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Mental Health","04.B.105.D1"
"22cdc8cd-4cf4-497d-9d4f-78c5c03f3e7d","","pass","Mental Health Door checklist (Zone A / Bldg. B - GF/L01/L04/L05)","checklist","FALSE","FALSE","Site QA","Doors","Zone A (Building B)","Level 04","Mental Health","04.B.106.D1"
