"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"599f4f8b-22f3-4d0e-b3f3-728ee02a2fd7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"8df70a0f-179e-4702-8704-0c7c1355c78d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Zone A (Building B)"
"b57776c5-d087-49bd-b43d-1d6eefec67dc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02"
"a37b4d08-ac8e-4274-b240-e2fd385e4550","","checklist-sectioned","not-started","Standard Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Basement 02","Standard"
"2042c8e7-c547-4937-af95-e909b7e8778e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Basement 02","Fire Rated"
"fdcf9499-2def-4085-b6f6-be50ec009df5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.209.D1"
"fff04cfc-6e3d-4154-ae7a-36fe7bbaa07b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.209.D2"
"44cc429d-e719-499a-a4e6-a14aae7581dd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.211.D1"
"eb3a461a-d022-4652-9134-4c2e4e96640c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.274.D1"
"5e5fc5ff-3d4f-42ce-81f4-75e37150f7f1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.274.D2"
"5e86c79e-17e1-4b6f-bdb5-d0d3f941120e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.274.D3"
"62df322e-fed9-486d-af0e-7eded2805350","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.276.D1"
"4dde9dab-e9a1-4bb0-972d-9f91e93c7931","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.311.D1"
"44916aab-f091-4b13-a491-0956e279f6f4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.472.D2"
"1bb3873e-8f8a-44ea-8ddb-a26fe6cec36f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.515.D1"
"c3e36f2d-c308-4356-8d21-9135da516043","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.516.D1"
"5f1359cf-50c1-4c7c-856f-6841d40b94aa","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.516.D2"
"eedcdae2-5e86-40fc-ad89-96cc7c42ccf1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.550.D2"
"7d765517-fe6d-4cb7-bf7f-25bb3b4fdb3e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.551.D2"
"a27ed9e6-ddee-4708-b85f-108b2d49bd62","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.552.D3"
"5b3ab2cb-c430-4b42-8785-df36473d24d9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.561.D1"
"418d7e90-1748-4888-979f-877263853134","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.561.D2"
"3bfbfada-5341-4568-83cd-67efe0db6a35","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.562.D1"
"51790c49-7c02-4493-a0f0-26d6e5e78492","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.562.D2"
"97684ff1-3249-4b11-9f69-f3b66f2ce8b1","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.564.D4"
"4d53a26d-766e-4626-8d3a-c9049c78d9c8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.577.D1"
"ce7e4764-a3da-4e92-bd27-8341e807fbae","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.578.D1"
"250b423a-0781-43c7-8d17-9f31efbf9489","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.581.D1"
"1beecbb3-99b0-4d66-b134-35f9a69f5b7d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.582.D1"
"1e562705-2487-4306-8cac-926fbe321238","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.582.D2"
"1f00f6a2-6ab0-4ebb-bd6c-d53e21c705d5","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.602.D1"
"aa685d03-4c12-436f-bb9f-2005b2411388","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.617.D1"
"4ee5d194-c6fd-44ea-92e8-71d409f33295","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.622.D1"
"eac182cf-2ab5-4aab-b976-ec205b89b192","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.623.D1"
"abb33dd7-410e-4e80-9dfe-04e23ac8bfae","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.624.D1"
"d67df694-1307-4431-a1f1-36c818b7290b","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.625.D1"
"232d566a-61af-4784-a7e9-dabc03992a3c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.627.D1"
"ce83cdfa-aeb2-4b6b-ab28-2449420da265","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.630.D1"
"00fafcc9-0940-4fc6-9b38-943d30533f68","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.630.D2"
"bcd0c2d4-7f46-44b8-ae01-8867491defef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.630.D3"
"bcb290f3-985e-4723-b543-dafaecad1cf8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.631.D1"
"5efb1cb5-bf3f-4933-bf09-5f9e084d702a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.640.D1"
"12286063-21b5-43de-a99c-7d4b8a06ddf3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.641.D1"
"0b4d4e15-3e09-4cbc-ba03-2caac025a826","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.641.D2"
"81dae616-9ab5-4f10-89a7-f0355ddec965","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.641.D3"
"96340b5b-e798-41fe-a737-95511e4c2277","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.645.D1"
"02b739e2-e1c8-4f80-b0d5-410cf96a9899","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.645.D2"
"673231fa-5f57-4450-a014-9539ce000502","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.646.D1"
"bd47c192-3bc7-49bb-b8b8-75052108f711","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.647.D1"
"595c9788-856c-4315-a7b4-2617243107d2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.647.D2"
"37963625-d829-458d-99d1-d33f6da9f481","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.647.D3"
"0e6fd672-7291-4711-bf29-73c7f627799d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.648.D1"
"5be5fd4e-bc2a-4439-a2fa-9fc39dbb985d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.648.D2"
"d119e4e4-5ae1-47db-b6c8-995d503a5cdb","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.648.D3"
"ec11ca96-5729-4e63-98a6-73ca2190f496","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.649.D1"
"ae45504c-a42f-4419-a7fe-9512d1de0b8a","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.650.D1"
"09d94212-8047-4f54-bb4b-8271acb0a5ad","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.652.D1"
"022f79e5-d60d-4da9-9949-b5c068569093","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.672.D1"
"bdb02b77-be80-4879-849b-e570ef75ffca","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Fire Rated","01.B.750.D1"
"5d7ce23a-cd7a-449f-abd7-87a66d018719","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health"
"4ca9b1f3-d574-4ed4-8663-e8e60a54682f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.003.D1"
"3a194b3a-ac34-48bc-bd71-8faaa5109556","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.003.D2"
"2bdfd3fa-4184-4245-acdc-b19f90c82bf8","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.008.D1"
"164892d1-9ac5-4cb4-8814-9a31c4d52485","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.009.D1"
"7471a159-df18-4387-8532-e9feeeb349ea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.010.D1"
"fd71f220-0cc4-4d31-a7a0-edbe5dfa1e9f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.011.D1"
"fad52259-e442-4015-9181-7c18653447d0","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.013.D1"
"9a95680c-4ff5-489e-840d-bb02c55624c9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.014.D1"
"d4f65c67-26cc-417b-b2a7-7fb561a71457","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.015.D1"
"ef243f68-f2dd-4a5a-87a3-b5ad96183efd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.016.D1"
"de9a0c02-c302-4c98-8756-37e2844cc6f3","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.017.D1"
"743a21a4-fe70-4336-9643-92c56e12c90c","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.022.D1"
"9de9008b-03d8-412a-9aed-b765825e162d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.022.D2"
"990bd21d-fe68-465d-8552-c4d26a4fbdb2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.023.D1"
"3aac7745-3dd4-4294-8fcf-62a82b63dcc6","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.028.D1"
"c1992521-b6a2-44cb-99d4-644db4592b3e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.031.D1"
"d0e798c4-e015-46c3-a791-12a2011d2b4f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.032.D1"
"c8d3afb2-0fa8-44d4-b1f4-f764ac20a4db","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.033.D1"
"bca6c5f1-8e6b-4cf9-aea8-ed78e68889ef","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.034.D1"
"d5d83786-675a-4178-8691-4003fe4ef8ea","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.035.D1"
"c80cc0a7-2361-483e-ac84-79a852399fbd","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.036.D1"
"24ca88fb-a812-4011-8fb8-3a7833bb98d4","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.037.D1"
"deb8d63a-3c26-4f6a-8e64-1534593a5a9d","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.038.D1"
"9084bd5d-0e78-40d6-b644-f3e97d00db3f","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.040.D1"
"c0087aa8-c4a3-4e7b-aaec-79e808dcfcf2","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.041.D1"
"044f3b47-ae57-4695-ba8f-4cd6258757c6","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.042.D1"
"26d1a7bf-fa6e-4d9a-a9c9-62bc1ff3ccaa","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.043.D1"
"6847b622-020f-452e-82ac-b416480a1bc9","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.044.D1"
"dc7fa41d-e688-4cc7-ab34-5c69562356bb","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.045.D1"
"538bd5cd-db0f-42fd-9296-4f84b4edf795","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.046.D1"
"3ef54dff-b8cd-4db4-93da-4df6505eed71","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.047.D1"
"26dbf162-8950-4d6f-9f9b-1a96a8fb3f73","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.048.D1"
"3059ebf1-e93f-447a-a9dc-2284e176e571","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.049.D1"
"721c6c20-3fe7-400d-989b-e66c643eb75e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.050.D1"
"5a254aa5-86eb-4b64-90c7-916ac39a9b0e","","checklist-sectioned","not-started","Mental Health Door checklist","checklist","FALSE","FALSE","Site QA","Zone A (Building B)","Level 01","Mental Health","01.B.051.D1"
