"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e165698e-5a7f-4c94-b00f-d41b6ed9d3e2","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"09bb6d48-54b8-419f-aeff-2ed4760c089f","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations"
"82ea0af4-59f7-47d4-9420-61eb36e4d425","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A"
"cd9a533c-8f20-456d-9654-2b17a069f052","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings"
"1b201aef-dbb9-4a9d-964d-5661923ed023","Child Concrete - Pre Pour(37a3351c-6c92-59ff-9e57-48aba8f6ec77) -- Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checklist-sectioned","pass","QA - Concrete Pour","checklist","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17"
"37a3351c-6c92-59ff-9e57-48aba8f6ec77","Child Reinforcing checked and correct(3253a35a-f604-5216-abf6-5134105ea885): DataPoint Size and type correct to specification(451dfd4c-8f28-589a-9ead-f7ccdf2bd341) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Foundations","Block A","Concrete Foundations/Footings","Concrete Pour for Area:Block a footingsA12+ to A17","Concrete - Pre Pour"
"d47c0a41-3990-5ad3-b72f-da2956720b16","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Global Fire","Trades QA received & attached as applicable"
"c154d8fe-2736-49ea-b9d7-f6abc2db2f80","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Ice & Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Ice & Fire"
"1bfa7718-8a07-557d-9132-6674fc06013f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Ice & Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"5bdd2737-6d94-5c61-8511-8509330867a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Ice & Fire","Check that fire doors have been filled"
"ae279f4a-5e4e-58d6-a1d1-50b55997f410","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Ice & Fire","Trades QA received & attached as applicable"
"54fb179e-d415-52c2-960d-9d7f76768b13","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","ed72e36af3a66aeab6e33c8e1756621218caa4efcd371080a7a856864a72370d","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Post Wall Linings"
"f3667edf-3fe1-5c51-9723-8a830f8a480a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Post Wall Linings","Ensure installation guide has been followed for insulation"
"c57e5274-ecef-56a2-b5f5-61d5999e93cd","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Post Wall Linings","Ensure installation guide has been followed for fire rated walls"
"a124d350-8826-5953-ba80-63a3de59b788","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Post Wall Linings","Trades QA received & attached as applicable"
"17223f54-d288-4425-9d5f-e9e290cc326e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Tiling","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling"
"704da949-25a6-5cfb-a0ad-0ed8bf5c2a05","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","Waterproofing completed as per specifications"
"6ae28575-9a7b-5682-94d0-f5d7de40162b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","All floors fall to wastes & don't hold water"
"9463f7c8-8179-5160-bd46-d5d057f0cdae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","Ensure all tiles are fixed correctly"
"4c5e3e9f-8aaf-53ea-982d-7a71226c01e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","Grouting done"
"1bf64658-b1a5-5a91-b390-1b7084890388","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","Silicone sealed"
"7adec27d-ad26-59d0-81e2-d1625d265aaa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Tiling","Trades QA received & attached as applicable"
"d8a11498-9fbc-59a6-94bb-dfa4f83b39ed","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","722f1da1f02f69eb1e78213e41f5a03614a3f5e61b8d9c37df04de11933e66c3","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Kitchenette fitout"
"0e815a10-0faa-570c-b66a-544e46905cd7","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Kitchenette fitout","All bathroom joinery installed as per specifications"
"0248d761-e4ba-5789-9176-6fb25f275580","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Kitchenette fitout","All kitchen joinery installed as per specifications"
"6261b6ac-f2b1-5464-b293-4667ec098ff2","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Kitchenette fitout","Trades QA received & attached as applicable"
"ac07e136-ffcc-4668-865b-b062ef1a1b8f","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Hardware fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Hardware fitout"
"e77cd8e8-25b1-5d17-8c56-6a2de625f783","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Hardware fitout","Hardware installed correctly to plans"
"77e31c47-591c-5a95-a103-b9d0d8f4b01d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Hardware fitout","QA received"
"a66374f9-da32-5a8e-9eb2-e422b3053174","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","4b10dd0d6280413a807e6bed66c343f970a62851fcba99ef21fb9ce0312554cd","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Services Fit Out"
"c2f83147-8602-5ccd-9f3e-26d8c8176a46","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Services Fit Out","Plumbing fitout have been tested & commissioned"
"ee9ac761-9862-5bcf-a304-4ddf7b45f9da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Services Fit Out","Electrical fitout have been tested & commissioned"
"47cad6ef-bacf-5d01-af90-d399f03d2ea9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Services Fit Out","Air Conditioning / Mech fitout have been tested & commissioned"
"0c754eb1-6512-5d30-84d1-421707468281","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Services Fit Out","Trades QA received & attached as applicable"
"1e3f8cd9-18d3-5a5b-b824-21e87145677a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","c88caa8bffb5ff0e04ea423aa2cd83f3a1cc43d658ffc4de778424b565a8c6ec","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Internal Painting, Framing & Carpet"
"d18becc6-c83f-5a4f-8ceb-111ff688b640","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Internal Painting, Framing & Carpet","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"82d883a5-8ad7-57b9-88e2-523e9279df66","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Internal Painting, Framing & Carpet","Painting completed as per specs, correct paint product and colour used"
"4f91c138-a490-525c-9316-b764ddce05fb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Internal Painting, Framing & Carpet","Carpet installed as per specifications"
"1bbfb35d-72bb-5d6c-801e-2059bbeeade4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Internal Painting, Framing & Carpet","Trades QA received & attached as applicable"
"8dd80ed3-f92a-5bc5-8cc7-2307f0570a4d","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","be165696aac53a9e7925d4a91a546c2b4be5219ad6af24dd7f80b787a3d08c27","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Fire System"
"c91bee8e-9062-5035-a572-303b9b2e377b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Fire System","Smoke detectors & sensors fit off completed"
"edf03c52-337a-5591-a183-cb3ed63042ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"e01b46e3-3c16-5953-bf96-27f9eb1de944","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Fire System","Sprinkler rough fit off completed"
"510abd2f-9e65-52ee-92bd-907d47aecb6d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Fire System","Sprinklers commissioned"
"11107ed1-a459-57f7-b489-c31e44f8a0e7","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Fire System","Trades QA received & attached as applicable"
"ef1669b9-a992-5846-a598-cf741c844396","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","3949a3ea4fd7cbbc03e81282263723103031e37d2884d04c0962821f3077cdf1","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 13","Scarbro Final Sign - Off"
"26ff12d9-e33e-59b6-923a-735fe2e4bfef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 13","Scarbro Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"90115642-0be7-4549-bf06-edcb6de0371f","folder-progress has incorrect meta.stepType checklist-sectioned","folder-progress","fail","","checklist","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14"
"c5178fad-47b7-556c-846f-e228f1568f11","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","6eab088d1f46a344558f56c6c083e037b6242121a3c19b22cdb2d7fe53160db4","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Plumbing First Fix"
"cf6771a7-b3e0-56ea-b306-6afd3a7b8050","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Plumbing First Fix","Plumbing first fix complete"
"f20473b2-ff5b-594b-9491-6eef053f3e17","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Plumbing First Fix","Trades QA received & attached as applicable"
"71c4a09a-d2e6-5469-8ceb-eb953b32c16e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","425472abb2922f2f69723215788d80fa64f3b7dcbe97e11477df8f0227eb2f25","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Electrical First Fix"
"16002009-6dc1-583e-a87b-60cd24d690b4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Electrical First Fix","Electrical first fix complete"
"d456f99f-05a4-5cc5-b050-c5bdb8cf8011","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Electrical First Fix","Trades QA received & attached as applicable"
"52dd1896-0408-5169-ae1b-72a34bce7993","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","b319bc42b81e78043cceada52ae82e3bbd2d170ad2d90cd90e112ac892876368","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Mechanical First Fix"
"f8be3c35-8b31-52ad-bb06-dd7f7e609fdf","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Mechanical First Fix","Electrical first fix complete"
"a5b8bbbe-732e-5c24-aed5-f4898086d21a","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Mechanical First Fix","Trades QA received & attached as applicable"
"eac89074-5919-46d6-8db8-2a04ab4446d2","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Global Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Global Fire"
"49c6d173-0975-5ffa-99aa-8089192de2ca","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Global Fire","Ensure all penetrations have been installed as per specifications"
"76599b1c-c462-514a-92b4-9a1bf5c6afbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Global Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"5d47df81-6fab-5fdf-be6c-b1de48e0a4f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Global Fire","Trades QA received & attached as applicable"
"659ade22-80b4-4250-83cb-95793c17fb80","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Ice & Fire","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Ice & Fire"
"c0cf428a-035c-5c7e-abb1-0586ebf6e433","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Ice & Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"293e0f48-66fe-5529-9403-01f38b6a1296","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Ice & Fire","Check that fire doors have been filled"
"8621b799-9e32-5030-98a9-86856275d07e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Ice & Fire","Trades QA received & attached as applicable"
"3ad3aa96-f313-579d-944d-117e9c971e5a","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","ed72e36af3a66aeab6e33c8e1756621218caa4efcd371080a7a856864a72370d","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Post Wall Linings"
"a238d31a-88f8-57b9-90ae-de9dc1324b18","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Post Wall Linings","Ensure installation guide has been followed for insulation"
"6a9c8ed8-ae73-5241-b7d3-226c8f261f43","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Post Wall Linings","Ensure installation guide has been followed for fire rated walls"
"29092b33-058a-5176-a170-dc6b111dbb7c","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Post Wall Linings","Trades QA received & attached as applicable"
"ca94c01d-e832-4dfa-8aa8-ef53a745ce3e","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Tiling","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling"
"db5a044f-d70b-55b8-805f-52a6d56f70d5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","Waterproofing completed as per specifications"
"1a6a875a-50ca-5e0c-8a98-7f41feb09948","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","All floors fall to wastes & don't hold water"
"d0d999c8-893b-585e-9d6d-cefb78d271af","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","Ensure all tiles are fixed correctly"
"dbab1a3f-b7e4-5264-b085-a10a28b88efa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","Grouting done"
"fcb78414-384a-504a-83ae-0ea0ec76675c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","Silicone sealed"
"df9a73f1-f13f-58b8-a5c1-3b8223ac5309","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Tiling","Trades QA received & attached as applicable"
"6a81004c-f678-55d1-b444-598b778e02bf","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","fail","722f1da1f02f69eb1e78213e41f5a03614a3f5e61b8d9c37df04de11933e66c3","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Kitchenette fitout"
"3aced274-f6d7-5236-9e5d-aeace71b0dc2","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Kitchenette fitout","All bathroom joinery installed as per specifications"
"738a7289-3300-5549-b071-cc1c23872611","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Kitchenette fitout","All kitchen joinery installed as per specifications"
"facab8e7-fd59-589a-b458-b2d3cf30a472","","checkpoint-status","fail","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Kitchenette fitout","Trades QA received & attached as applicable"
"61e46d3b-1ade-4e78-ab5c-1f88cb63b393","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","_TEMP - Hardware fitout","checklist-flat","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Hardware fitout"
"c8bdfbfa-c17d-54b9-80b5-509fbef86ad3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Hardware fitout","Hardware installed correctly to plans"
"0e3acdd6-121c-5f22-9c4f-2d7d41507c44","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Hardware fitout","QA received"
"9c15090c-03b5-5fd2-a8ec-1e35dd6949e6","checklist-flat has incorrect meta.stepType checkpoint-group","checklist-flat","not-started","4b10dd0d6280413a807e6bed66c343f970a62851fcba99ef21fb9ce0312554cd","checklist-flat","FALSE","FALSE","Site QA","Interior Fitout","Block B","Unit 14","Services Fit Out"
"a3d06638-b163-5bb3-8c14-139968759818","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Services Fit Out","Plumbing fitout have been tested & commissioned"
"8084c356-e914-5eb5-bd2e-a3c6aa85c3a8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Interior Fitout","Block B","Unit 14","Services Fit Out","Electrical fitout have been tested & commissioned"
