"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"09d4cd0c-6ca6-4820-873a-9696a88fa175","","folder-normal","work-in-progress","","step","FALSE","FALSE","Project QA"
"fcbe85ba-d898-4d27-b258-8f1403c64eaa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding"
"1f5e1ac6-71f8-4e06-8cb8-41a0d35002c8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof"
"44c7b785-d428-4726-ab04-a558e38df940","","checklist-flat","work-in-progress","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Roofing & Cladding","Zone 1 Lower Level - Roof","Install perimeter edge protection"
"03a33173-10d7-59c5-aee6-f5cdac7e722b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","AHU Install Peroid","E4M Second Fix","Commissioning"
"d0c7392d-2c72-5006-b967-54826f454d31","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","AHU Install Peroid","E4M Second Fix","SBC QA"
"d1e6b675-c92d-4bd6-bd2d-4f0a4e5be42e","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up"
"c673c0ad-e7bd-4f09-af91-c3ca9e0159d9","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 1 Structural Steel"
"f43df16f-6abb-5527-a14f-05f9a4b4d150","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 1 Structural Steel","Installation Completed"
"da50f38a-c4ed-5920-87aa-458da29e9988","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 1 Structural Steel","SubCon QA /Consultant Inspection."
"64fdee70-c416-521c-913f-5bd3f4531eeb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 1 Structural Steel","Commissioning"
"3c272823-b79c-5570-b4e3-5fe1e2cfa6c9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 1 Structural Steel","SBC QA"
"b1800ce4-183c-459e-afd3-d9da55a1cd72","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P1"
"82ddfbd6-ce13-5efd-911b-74fb46671970","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P1","Installation Completed"
"78e40a33-98be-59df-b8a4-4e607b313563","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P1","SubCon QA /Consultant Inspection."
"6b84077e-947d-57ae-90a5-6faff8e6226b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P1","Commissioning"
"9b903992-9458-5eb6-bc76-1ec50b594015","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P1","SBC QA"
"1daba257-d928-4577-af48-a8deb22aba89","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 2 Strucutral Steel"
"73f18458-52f2-511e-80b6-9ee12945e66d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 2 Strucutral Steel","Installation Completed"
"e27a76e7-6fff-5a2c-9f3d-a8857a94c472","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 2 Strucutral Steel","SubCon QA /Consultant Inspection."
"63cd71e8-ac97-5eaf-902d-c7bc03f2139e","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 2 Strucutral Steel","Commissioning"
"f7c6f64a-807a-5c47-8fd9-4c9786933a41","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 2 Strucutral Steel","SBC QA"
"8c4309d1-a035-442d-9511-87a5effb6f55","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P2"
"8d354a98-570b-5133-8bdd-f254bd3f6b47","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P2","Installation Completed"
"a5e6dfe7-f5cb-55a8-831f-cb696ef43a27","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P2","SubCon QA /Consultant Inspection."
"00eebfa2-8015-5909-9b6e-8aeba88b86b9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P2","Commissioning"
"ae726c79-62d6-59e6-aac3-6b3bc6e96ede","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P2","SBC QA"
"b04df47b-c9bc-4945-a0d7-86e73b7befd1","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 3 Structural Steel"
"b27b9681-be3a-5b33-9e34-981845236767","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 3 Structural Steel","Installation Completed"
"2de7ace1-f0aa-5f87-9554-2560d0ce04a5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 3 Structural Steel","SubCon QA /Consultant Inspection."
"aa9eeea3-5133-5073-bf41-ca40014c0e93","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 3 Structural Steel","Commissioning"
"0ec0cbea-3c78-55b0-9d50-5097003c46a3","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 3 Structural Steel","SBC QA"
"cd8f012b-bcc3-424b-9595-7f096388ad83","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P3"
"efc8092d-dce7-535f-8bdf-015b2225278a","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P3","Installation Completed"
"c0e85e58-4e5b-570a-ad66-59886f8b924c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P3","SubCon QA /Consultant Inspection."
"bdca0950-93ab-59db-9614-0b3db988bfa5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P3","Commissioning"
"f7807cbc-4a4f-5d7d-9fe0-606f8fc63319","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P3","SBC QA"
"06aa27b9-e524-4e09-b476-d54eda8d619b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 4 Structural Steel"
"6482887f-7716-5dd8-86be-a6b59065f367","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 4 Structural Steel","Installation Completed"
"dd4433a9-a225-5dae-a405-226f4e0dea13","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 4 Structural Steel","SubCon QA /Consultant Inspection."
"c4d6dd31-d640-5348-9987-41ec02469b6c","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 4 Structural Steel","Commissioning"
"0141a45a-5e64-51bc-b76a-84f506b38ceb","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 4 Structural Steel","SBC QA"
"05325041-a1ba-41aa-803b-fe008cc1ed0b","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P4"
"b5b9ec01-01dd-54d7-b9af-e6bb6799e369","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P4","Installation Completed"
"017b75d0-e402-5659-93dc-089e98ab01a6","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P4","SubCon QA /Consultant Inspection."
"a9e8f15e-40fa-5524-b299-54c34d9c1318","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P4","Commissioning"
"da6dfec9-4fa8-517d-b596-cbf9bc4d155d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P4","SBC QA"
"9c963c2b-ef49-436b-846f-18805acb7c04","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 5 Structural Steel"
"ee88b27f-824c-53c4-9626-5777692f7217","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 5 Structural Steel","Installation Completed"
"58fc912f-03c1-53bb-8929-230ba0dcdbfd","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 5 Structural Steel","SubCon QA /Consultant Inspection."
"63ec090c-500b-57e2-9a12-81f60e5436fe","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 5 Structural Steel","Commissioning"
"b440c388-d9b0-5240-842a-182af4ce5433","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Stage 5 Structural Steel","SBC QA"
"5fef5604-d91e-4c20-a841-5c3f6523d086","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P5"
"6ecef5d3-1243-51dd-a7e2-e7ead45af91d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P5","Installation Completed"
"30776723-f0d9-5cec-a6b8-4135786f25b7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P5","SubCon QA /Consultant Inspection."
"9ab261bc-365d-57ab-bca6-3c8e3556d000","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P5","Commissioning"
"0dc95683-8fc3-5ff7-beb5-0c44e54185d4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Louvre P5","SBC QA"
"517b5127-7acc-414f-9aa8-886f00935de6","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Filter Bank Installation"
"f58c1a8e-2ae0-5d73-a25c-aa2da5eb99fc","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Filter Bank Installation","Installation Completed"
"014c8aad-ca28-5d04-8147-40d91de20502","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Filter Bank Installation","SubCon QA /Consultant Inspection."
"9d411e7e-8213-5d06-9d73-7a71f235aae5","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Filter Bank Installation","Commissioning"
"4202663a-5657-5ac2-958c-ea597306b6a9","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","External Louvre Build Up","Filter Bank Installation","SBC QA"
"5d95e369-2df0-4415-a214-0e32f4dccebe","","folder-normal","not-started","","step","TRUE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework"
"0824ab09-b9af-4bcc-bb7c-86ec2d58cfc3","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Weld Checks and Pressure Testing"
"e3c64322-74b0-5e3e-a6ab-61a18e995e2d","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Weld Checks and Pressure Testing","Installation Completed"
"132ab606-43ac-5e4f-982c-46e81a54ac86","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Weld Checks and Pressure Testing","SubCon QA /Consultant Inspection."
"34d93cbf-619c-5f36-a6cd-5631bd42af5b","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Weld Checks and Pressure Testing","Commissioning"
"925af0a2-53c9-5633-be8f-9be572e569a7","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Weld Checks and Pressure Testing","SBC QA"
"4250aa6b-e40b-4899-99d4-463d1f1da4c5","","checklist-flat","not-started","30763d4ab14cd46e050774c307c81c98f80248031dff01d4a746609e0c320f34","checklist-flat","FALSE","FALSE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Lagging Chilled Pipes"
"903503b4-c400-5fe1-ae8c-f813983322f0","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Lagging Chilled Pipes","Installation Completed"
"02d121c1-2d6c-528d-aba0-8c32ee20eda4","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Lagging Chilled Pipes","SubCon QA /Consultant Inspection."
"97c22b28-ed68-5776-89fc-6fc1b5ef0356","","checkpoint-status","not-started","","","TRUE","TRUE","Project QA","Internal Services & Fit Out","Level 00","Zone 3 - AHU Services","GL2-8","AHU Plant Room","Chilled Pipework","Lagging Chilled Pipes","Commissioning"
