"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7ca4e09d-df4f-4dfd-8cb6-0270bcf54cf4","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"d99a27a3-60c0-4b76-a6f3-54ba6f49e816","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"0601fdb7-6626-45d1-826d-4a466b605c1c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"03e2201a-c4c0-4a91-bd1f-56d863b3ba05","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","weld plate details"
"4f3fc38f-52cc-4285-8150-acf3006b85cb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details"
"bef143a1-453e-453d-9180-58b179c56a4a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Edge Detail"
"6e32c57e-9d05-4e06-8579-55f642f3727e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Bar Projections"
"8d62cf6a-4958-4da6-ba70-772f3071b551","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","weld plate details","Weld plate details","Cast in items"
"362f10ea-d07b-4f28-994a-f70951cbe867","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Panels 1 - 30"
"2415f1e5-3963-469d-ace9-b9a35be2fb90","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 1 - 30","Panel -1"
"87f34ac2-2102-4714-beaa-78cbe1aba354","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"2266f176-62f0-4d95-b48e-30004b3ea29e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Pre-Pour Check","Make mould to Green Status"
"8710e76f-cbaf-4791-8502-3a58d0f83f2e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works"
"b0484bd5-24e4-4ff1-a9bc-fc8ecd0b5305","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Concrete Works Details"
"2920ebe4-2fbd-4d68-bead-9a6d8e67be11","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Wilco Sample Taken"
"a5d1e776-7498-4167-9371-0a6091bfad93","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Bridgeman Sample Taken"
"750e0c51-6971-420e-a344-8b7c6e5d6078","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Concrete Works","Supervisor Approval"
"35b0db62-89dd-4a95-a656-da453af2a5a9","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check"
"683d821c-91fc-4804-a9ff-a9e0e4305bd9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Edge Detail"
"3f845f2e-3b6e-46ea-a52a-aa888bcb88f3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Bar Projections"
"75a55e29-7307-4eeb-b743-80e524ca284b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Post Pour Check","Cast in items"
"8740681e-c0ad-466f-b7cc-a0dd5c4cb46e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Stripping and Stacking"
"41283352-2d42-4312-a5a3-aa56a3831c4e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -51","Stripping and Stacking","Stripping & Stacking"
"5a56d750-b15d-4b3c-afa5-734e4f334f76","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -52"
"7945ea70-4c9b-4382-b963-5d60371cb66e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check"
"c4019a63-bfab-481e-a382-7c7fa66f3f8d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Dimensions"
"1cd2ad88-b189-4f6a-84b4-77ceb2abbea3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Clean"
"9bb4d980-b97c-4875-927d-905ccbecb1b6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould Oiled"
"ca859666-18cb-44bb-9f41-0f112c472117","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Mould - Workmanship"
"1935e7ea-a448-4e90-9bd8-efb1f6863a5b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Reinforcing"
"56403cad-f068-44a3-8f76-c4030cd40455","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Cast In Items"
"f454acc1-01cf-4004-8ab6-e60613dcb4b8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Marker Position and No."
"112311ba-f21f-4c34-9dfc-b00237cca2f9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Pre-Pour Check","Make mould to Green Status"
"08ae97b6-b795-4fb8-85c9-5e7dff1a335a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works"
"f022e50d-3e2e-494a-ae3b-87782464cb61","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Concrete Works Details"
"2058398d-81e1-4a50-9496-aab2aae123f3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Wilco Sample Taken"
"f4df367f-f98a-4a44-af2b-20541b0cc7a5","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Bridgeman Sample Taken"
"a7d351c2-5f49-492c-acdf-aee4545ac24a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Concrete Works","Supervisor Approval"
"427d7161-4482-4996-8dc5-0fb79c0eabd4","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check"
"ae0976c8-8819-41f5-98fb-a10349139ced","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Edge Detail"
"ad602de7-ca09-4338-905c-e14b758823cc","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Bar Projections"
"8056da14-1d42-4849-aab0-89044c98687f","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Post Pour Check","Cast in items"
"cd168ca6-8de9-4446-9375-c45a422b05b6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Stripping and Stacking"
"8b7a9b70-d85e-43f0-8065-c9587278444a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -52","Stripping and Stacking","Stripping & Stacking"
"f1e7c292-9c9a-4791-9d42-274bde631759","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -53"
"5d4c18a4-b522-47c3-b4b6-232ddedddbb5","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check"
"8b1a176b-f9fe-4c91-b9e7-2afe9aca563e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Dimensions"
"e0ce939c-2a5b-40a4-a876-0ffc6e9ab88a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Clean"
"9b8f1383-b92f-4c59-bebf-26e35784b53f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould Oiled"
"57f9e849-a2a3-4aa8-8d85-36aae217b1cf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Mould - Workmanship"
"ded8736e-9fa2-46ba-b84d-4cdf063dba7e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Reinforcing"
"ffb6ff1d-be79-4f04-b439-710734b44c78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Cast In Items"
"abbb8b85-0758-4063-aa50-6d55378588c3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Marker Position and No."
"fb0c8298-a59f-4541-ac70-47b06e5762ac","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Pre-Pour Check","Make mould to Green Status"
"2b3e4ba7-8155-459c-aa2a-e85ef5517c31","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works"
"b2a98df5-20ca-4f68-af71-9733ad50eadb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Concrete Works Details"
"6b7ad23a-ebda-4e20-83d0-85e04c65be51","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Wilco Sample Taken"
"448a0449-c579-45c9-82fd-d6a502e31508","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Bridgeman Sample Taken"
"6306f372-fa68-45a0-b590-1bc17b98ce54","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Concrete Works","Supervisor Approval"
"6cd613b0-9802-4d53-a27f-6c199d0bc280","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check"
"5acaa4b3-5e23-4b4d-8493-04d189ae7b4c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Edge Detail"
"87f5a395-dd3a-47cd-9a36-18168243a37c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Bar Projections"
"cc9f2d68-116b-41fc-b713-9a66ed0f0e3b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Post Pour Check","Cast in items"
"6f7aa15d-1fe1-4817-83e2-2fc2f12ddc80","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Stripping and Stacking"
"0d2f3fc1-3eac-4731-bd14-b6981e86598d","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -53","Stripping and Stacking","Stripping & Stacking"
"e175b4fc-2455-44b4-baac-459c9058e7f1","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -54"
"f3656f11-dd24-40a0-9a19-98b91e9be99e","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check"
"2ba0d49c-6b4b-4f61-97c5-9c7ad51a679a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Dimensions"
"582057d9-5d14-4a45-9c08-612b5eebd209","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Clean"
"2462be3a-ae1c-4e27-a20c-1c4af8ab09d6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould Oiled"
"fda2dbf4-c6cb-401e-8d43-3f3d4901a32a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Mould - Workmanship"
"5d94f4ce-4af5-432c-b293-c73e0f428bd3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Reinforcing"
"a9f6a3ad-6ce2-4850-960b-31a53f912b8f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Cast In Items"
"14ed476a-a380-4123-9fe7-17432b618ddf","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Marker Position and No."
"ea4240d9-7f75-4565-92c4-3d0503bce059","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Pre-Pour Check","Make mould to Green Status"
"93f4a6ed-16a8-466a-80d6-3ad70425c9aa","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works"
"6f31415b-dce9-42cd-9dd5-91571450622f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Concrete Works Details"
"18b6df44-8746-46fe-9fad-19540e1e0e69","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Wilco Sample Taken"
"d2f4b89e-0352-4c1a-98b8-5087b7b75149","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Bridgeman Sample Taken"
"c2876713-e044-4183-a090-fe08e9330f94","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Concrete Works","Supervisor Approval"
"92a5673b-6aa8-4b87-abe9-e2f04edfb2dd","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check"
"f6016009-fced-4dec-9dff-67813a895c20","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Edge Detail"
"6f7253c5-8271-4c54-ba12-edb3f48bb8ec","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Bar Projections"
"b83fdef7-8ba1-465d-bded-54b0d6cc021b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Post Pour Check","Cast in items"
"1f376c6a-d4f8-4b25-af3f-42af232019eb","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Stripping and Stacking"
"ac274de7-5acf-438d-b31a-3dc160b24e56","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -54","Stripping and Stacking","Stripping & Stacking"
"1609867b-3669-43f3-9335-27d0f04a28a2","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -55"
"54b8cd80-7513-43f7-b20a-51069cbc3278","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check"
"ec9f5b2e-88e7-4a69-b471-5a50665152f2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Dimensions"
"8bab8d7f-2314-4eba-9a83-f5c03300c8b8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Clean"
"f5cff14a-5894-4564-99f2-b4d30ed1f32a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Oiled"
"d7878fcc-00b5-4ae2-9035-7f2f430a2934","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould - Workmanship"
"19ef58c5-8687-4b85-a2f9-7aa5bc687287","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Reinforcing"
"732f92b9-56f5-47ef-8f2c-08a579f7ea8b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Cast In Items"
"ae52777e-b2f4-4845-86b2-b62cadecba8e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Marker Position and No."
"b3186eeb-6a78-4a9f-8817-1eb6b1eb5c78","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Make mould to Green Status"
"d3eaeadb-c1fe-4212-bc6d-5b2c0d01a0e3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works"
"5a7ff408-4ee7-4d56-8c03-e0c78ed5188f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Concrete Works Details"
"e97aefc4-a65a-4ada-957d-1612ea7ccca2","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Wilco Sample Taken"
"e79059ed-ab60-43ad-b3ea-ae73f99f0c95","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Bridgeman Sample Taken"
"18b5b9d5-6e64-439f-9b8f-f7e6c5914c81","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Supervisor Approval"
"20745acd-1d3f-4583-9541-4f405b787769","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check"
"59778159-eadc-4c9c-bd0a-b0d64ac929a1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Edge Detail"
"ae93276b-aa73-4ab9-8fe1-89d40be91053","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Bar Projections"
"d474fc94-0bb3-4dd6-8b4a-3aa746657afe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Cast in items"
"395004f6-82bd-41db-abcf-ca8a52da58eb","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking"
"7684eb3e-41a1-4e96-8e98-eaf98781496d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking","Stripping & Stacking"
"59c39ea8-1007-47f0-a4ad-36bfd90b21c7","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -55"
"b2457b31-d7b1-4bad-8f12-dc800ce47c92","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check"
"e8e0059a-1c7b-4fff-8988-4d906543cba5","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Dimensions"
"3d5edc8e-89db-4192-aa75-5a92007e75ec","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Clean"
"553c1afb-1f6f-4a2d-982f-9b8ab889d2eb","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould Oiled"
"ca668f75-3ed7-487b-a63a-a95fc113869d","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Mould - Workmanship"
"2af4dec2-5fd8-4dee-baf1-5add52759774","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Reinforcing"
"fa5cf370-ca4d-4efb-a238-f72e50c27cd3","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Cast In Items"
"7ab5e3ec-008f-4fa5-bf31-30fdb324d625","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Marker Position and No."
"46a72158-a657-4be7-8ed3-020f68b862eb","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Pre-Pour Check","Make mould to Green Status"
"d524ed41-d727-4c44-ba0b-ab73ee496e84","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works"
"4b6a56e4-4c68-4cf2-b3e0-7d1f5ab004bf","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Concrete Works Details"
"7951bee8-4a38-4202-bef0-763c5d79a53e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Wilco Sample Taken"
"4a74e740-a339-44d7-b4cd-37d13c634109","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Bridgeman Sample Taken"
"59665f4f-1360-41b2-8d93-3b57c2b4abed","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Concrete Works","Supervisor Approval"
"515c3425-b004-4b2d-9d7f-7b2320fcbef1","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check"
"722128b7-2d5d-432d-8284-74a537057dda","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Edge Detail"
"52525c96-e5cd-4aa0-8413-f7211983af58","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Bar Projections"
"613a369f-7247-432f-bd8b-cc04a5437bbe","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Post Pour Check","Cast in items"
"ee818d6f-fd1c-4be0-be07-7995ed856013","","checkpoint-group","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking"
"8f72d772-f5b3-44f1-b9f9-e252849b845e","","checkpoint-status","not-started","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -55","Stripping and Stacking","Stripping & Stacking"
"292c0708-3102-4ee4-b0e6-0afc3cb75da7","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels 31 - 60","Panel -56"
"448bb19f-4c18-4aad-afaa-734a4c0e9018","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels 31 - 60","Panel -56","Pre-Pour Check"
