"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"fe3737ec-9cbd-42e2-93e0-83b8cdbdeffe","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY"
"cff6eccc-b398-4773-9c5b-b02791b3435b","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001"
"e81d2cda-eb5d-490c-9097-1d3f355d9403","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1"
"63f992cd-82ad-580a-aed0-e807bc92c56e","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P001","Pre-Pour Checklist 1","Product Detail"
"047cfded-e20e-5ca8-9693-3b0bb3d2f154","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"e5ac505b-d8e7-5286-87c0-e3d82352c87d","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"b1a8216c-4e49-56ad-8d83-b50e19b47201","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins"
"9020009d-7805-5814-b3b9-2f2d677b4e3a","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"32ac23b2-05eb-5581-a01d-064bbf57b243","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"3f724d73-f043-5170-8919-217a29cfdb55","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"410f88b3-b77f-5c60-8e4f-972c8dc5f13a","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"9d0cc323-e220-52c4-ac83-27f18d25b68e","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"bac0b1c2-f042-53fa-a000-9158683fb915","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"7d4e4777-66c6-5d90-967f-7107c66c50c5","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"e4bad395-4cad-54ea-95dd-a54194be686d","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"922d0704-f5ec-58c3-8ac9-9be115de6b7d","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"97ccd26a-48e5-5650-a67b-cc4200a72564","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"7ff12705-6e12-5918-af5f-9307228528b2","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"ac1523a2-5496-51ba-ac7a-29373892a205","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"27c15749-c760-5a24-b45f-a7b211609cf1","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
"f9453c7b-a845-58b9-b52a-efa91bc266f2","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:3814317c-2f36-41f8-90ff-3e82d38d9f19","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Insert Photo"
"b6280c55-66fd-54f9-8bc0-ebe72f5a4edb","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c1b2e65e-761e-4cbd-8e49-2327b604394e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast In Plate Photo"
"2eb5488a-6919-5c7e-abb1-126acd636a51","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:7f6e72fd-61e0-4019-aef5-f1811355e1b7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Fixings / Cast Ins","Penetration Photo"
"5d67e229-63d6-54e8-8b16-26a5d4a29da2","","checkpoint-group","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks"
"02f0e67b-9a69-5ea9-ab34-6b29c6cb6166","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:6c8bbf16-a6ff-4bd9-8ed4-933a91d76417","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks","All SD Dimensions Shown"
"2bd34c61-9a5a-5f56-bf07-8490af749ed8","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:9bfb6b82-4553-425d-8c5d-f7b11ccef887","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks","Photo of For ""Construction"" Shop Drawing"
"b70a310d-a767-59e3-ba8e-1326fd22a2c1","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:f6a6f3c3-e8de-4f22-bb4b-82a888ed9b8d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks","Panel ID Tag Placed"
"e498efe1-7627-5a35-808d-007c37db72b3","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:788889ae-a4ca-46d9-a1b6-b83c0a5d78c8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks","Product Cleared For Pouring"
"0a70b815-9334-5377-befe-691d56f60df7","","checkpoint-status","pass","Pre-Pour Checklist 1:21422afa-f6af-4343-83e4-64da9761b74d:c23f8dac-cfd1-4d5b-b829-38f3c8573c22","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Pre-Pour Checklist 1","Final Checks","Inspector sign off attached below"
"cb423610-6628-4a6a-961a-6d793927a64e","","checklist-flat","pass","Concrete Delivery Checklist","checklist-flat","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist"
"587e31ac-9622-519e-88ff-52c740ca66f5","","checkpoint-no-status","no-status-started","Concrete Delivery Checklist:592cb40a-40a3-495c-8cb3-7968eae2adbd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Details"
"6b326874-43e3-56c6-b4f4-bf918f2b9d5a","","checkpoint-status","pass","Concrete Delivery Checklist:f969e7af-20ef-4487-963d-c470a2d67dfb","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Picture of Concrete Docket"
"f19bc9a1-df17-5c52-9eb4-d6986cba2d8f","","checkpoint-status","pass","Concrete Delivery Checklist:3799c218-8671-41b2-ac33-8b7c3a0fd8fd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Load size match order sheet"
"cd3f909d-4014-5b9e-8c1e-f7034af1f11a","","checkpoint-status","pass","Concrete Delivery Checklist:28400e61-b2ab-48eb-8ac4-1f8a446c2c3a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Mix type match the order sheet"
"3004d421-8c05-5d86-9ecd-ee92bde424af","","checkpoint-status","pass","Concrete Delivery Checklist:47a6ad5d-dae3-4128-b7b8-7965ecbb7ad0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Mix color match the order sheet"
"594bcb66-ce0b-52b6-b596-991a2b499c22","","checkpoint-status","pass","Concrete Delivery Checklist:b9259093-0262-4fae-ba49-be674e4ba849","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","MPa match the order sheet"
"fde9fd28-3323-5ee1-87ad-95affa928476","","checkpoint-status","pass","Concrete Delivery Checklist:06c16106-c31c-42a1-9d01-49f1d28796d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Spread / slump within range"
"8f03af21-ee53-52fa-817c-e044600b6f31","","checkpoint-status","pass","Concrete Delivery Checklist:2c14a410-ef01-4ef6-8ca3-963c09661c04","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Water Added (N/A if no)"
"2bda0703-3f6c-52bf-ac38-8a2024b7b66e","","checkpoint-status","not-applicable","Concrete Delivery Checklist:033ab66e-528f-48f9-b427-2be90e1cd10f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Concrete test taken (N/A if no)"
"9b0c5199-930d-52bc-93dd-c21a321b4ee1","","checkpoint-status","pass","Concrete Delivery Checklist:76cb840b-5fea-44e1-93a7-8f38b56287b3","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Picture of spread check before dispatch"
"ef66d331-e4ae-551a-bea7-75f431e3938d","","checkpoint-status","pass","Concrete Delivery Checklist:644e4a08-4619-4900-8321-8dcea55cdb2f","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P009","Concrete Delivery Checklist","Inspector sign off attached below"
"d18e7a02-a3c9-468d-a75f-55d567c46b96","","folder-normal","pass","","step","TRUE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010"
"08608af3-abf4-48ac-b45a-efc15c81ed9d","","checklist-sectioned","pass","Pre-Pour Checklist 1","checklist","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1"
"520b9c95-4fc0-52cf-a4fd-77a4c144ceae","","checkpoint-group","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Product Detail"
"bcd962b7-f64a-5d79-80cf-1504f47c29f8","","checkpoint-status","pass","Pre-Pour Checklist 1:1f5ad4e3-2440-49d1-8cc6-8da58cf41420:d90bfa34-8b4c-4a15-bb28-723c46deeef4","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Product Detail","Details"
"2221c899-e698-55de-bfd1-829e6f37f873","","checkpoint-group","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork"
"1ea43833-cda2-5733-875a-5db46208de4c","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:3f0cdcab-4b3f-476d-b56b-b16ee107e388","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Check Length"
"17d4edb1-2577-51d4-b5d3-ff7122a804a6","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:52ec7df5-ba4b-4cfb-a76e-660dcfff8f63","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Check Width"
"55cfbe81-6cb1-5748-b342-abcd35e3193f","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:478266b9-d083-4b39-8262-306e351e2909","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Check Thickness"
"27d1bff0-8ea7-54df-b6df-e25ace3e54f8","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:dcc56b68-3340-44ea-92f1-17fa5704ae43","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Check Diagnonal"
"4dab9626-f76b-52f4-8900-5371c1634b47","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:5320e261-0158-45f1-80f6-3ac8bfd372dd","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Sideform Trueness"
"e7c1373b-83bf-5614-af86-125a163092db","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:826c421c-3819-4e01-a290-04d4799f9553","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Magnets / Forms Secure"
"b0f0e904-a322-597d-8afa-8a2f2b139744","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:fbfd6b1e-be95-4fed-ace9-bd78d0e8e3f9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Splayed forms checked"
"e0e8cb6c-b9da-5b37-9ee6-6f3f2632580a","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:809900d9-8079-4836-8656-f6783a846e5c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Penotration dimensions checked"
"6e3a7cda-cf26-5f63-8e8a-0ba180acd69a","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:344dceb0-c2d3-4e2c-afd4-2f75ec739272","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Curves / Radius Checked"
"d50b351f-8e82-59d1-9ecf-f8981d458004","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26a843b1-0618-4e73-9fb7-82c2d06c617c","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Rebates size and location checked"
"c783791c-8909-5327-810f-eea5584ef75f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:f2115ccc-c889-4060-9566-a6369573178a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Weather steps dimensions checked"
"ae2331da-9a3d-5bff-a3df-ad2618dc89c0","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:b8c4f4f1-454e-4936-a39c-ed94b5d75f1e","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Weather steps orientation checked"
"a1da50eb-fdd6-5d82-af83-0d7b3c36b2ba","","checkpoint-status","pass","Pre-Pour Checklist 1:42c9fa11-750c-4886-a6b6-88596bff77de:26681f59-631d-4176-aa8e-8dcb2fcc9401","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Formwork","Form release applied correctly"
"53148153-c2f4-585f-87ae-bee2567823d1","","checkpoint-group","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement"
"99a71703-bc0c-524c-bc60-7b40f3d5a8f5","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2f21ec73-92fc-4e82-836f-b3989297918d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Reinforcement mat as per shop drawings"
"741d2322-f61d-555b-826a-2f1ae287c35e","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1e0aeba2-4fe3-4650-8304-d891167a56a9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Reo Mat Orientation"
"1c310057-759b-5615-bc96-a0e67f4bae39","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0c210185-a25b-4466-84b2-1a5e37dcaa5d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars Size Correct"
"a66b3c0c-8db6-50e9-97d5-3700d9fb595f","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:9a489e36-4f9d-4f76-b76d-f289d5e9e5b8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Perimeter Bars No. Off Correct"
"52326a2a-3cdb-58c7-86e0-5f321b9073f6","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:947f18c1-05a0-4f0e-9d2e-8b6895718245","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Additional Bars Correct"
"00a2bc51-92f3-5c3c-b5d6-4ced3cf3ef67","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:0921695a-8f0a-471f-b834-4beb5804a7a0","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Reo Changes Noted"
"05eb968a-a40d-57d3-80d4-8483fb4a0ccc","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:1adcf415-b514-4ed5-ab0b-4a5706df10d7","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Reo Changes Passed By PM"
"68fda1b0-7249-5ad0-bd10-1a7c5de60afb","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:2b194a7c-1046-4ad3-af5a-5e70144d6d87","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","COGS / Laps As Per SD"
"e3e9e6ca-bf08-5598-9c40-6bd14c2fc2d4","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:5dcaf330-b436-4a1a-a794-710950fb0b0a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Any Splice 40 x Dia Min"
"1ea5ecc5-f44e-509e-ab88-02575c20f53d","","checkpoint-status","pass","Pre-Pour Checklist 1:67e25267-f2b1-4a07-855d-ecbd0989ca8f:78b57408-913e-4838-8887-f9f714bfe8d9","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Reinforcement","Rebar Photos"
"f0d78d28-37e6-578c-b408-b25f6baeb9d1","","checkpoint-group","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c","","FALSE","FALSE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins"
"d37338b8-5d1b-519c-94d3-ff0c9af041f8","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:2a353ad3-4ca2-4a79-a2ff-22f917e27dc8","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Location Checked"
"ce9b10c8-f79b-5612-b2bc-35f89ea910bb","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:976aa919-133c-4371-af4a-65684fe4851d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Ferrule Cross Bars Inserted"
"dd249b0c-8c21-5b4a-ac19-81fd62323cb3","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:014bcf87-a1fd-4abd-ab69-4cf240288554","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting Inserts as Per Lift Design"
"7e274f65-e73f-562a-98c5-32419c2c0639","","checkpoint-status","pass","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:04949cef-6019-4944-9abf-bc21c636b45d","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifter Type correct"
"d0398545-db07-5715-8a6f-6f0780a4e756","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:0e605e4f-634a-42b2-97b8-af21d479bcf2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Lifting V Bars Inserted"
"77c3d2db-96cc-5931-a099-3bbc62b73818","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:c4ec3f31-2fc9-42de-882d-31d8f5f7c1a6","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plates Per Design"
"18b4763b-9a23-5a74-ac11-dd3e16894e1a","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:140de006-93d1-4cc6-8d8a-175509f130b2","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Cast Plate Location Checked"
"b3d2de6a-787c-5bfc-a83b-01186fe24937","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e4b203fb-fcb1-4e06-93dc-1fbccdd4ec34","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Additional Cast Plate Bars Inserted"
"5096a613-5f24-549e-8d74-1b4ce431f629","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:1ef55d89-2b7e-4009-81c3-5e8f3153538a","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Starter Bars Correct Per SD"
"2c8826a5-2c58-5135-8e81-38195ddb71e2","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:e446f9b8-7a10-4207-93df-b1e230f0ec45","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Pertruding Bars Orientation"
"6ce6cbe2-fca3-5b6a-aad0-e305915d5005","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:a417c0c9-137f-42cb-a33e-36be0df4875b","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Size Checked"
"cd16eb66-16a4-5360-abe4-2c6fa73d5dfd","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:77f6b57d-9e42-4987-acff-cc1cfadef084","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Exit Orientation Checked"
"7d803d32-2678-5ba3-b34f-91b48e6ce885","","checkpoint-status","not-applicable","Pre-Pour Checklist 1:6abd83fe-cb5a-4016-b8af-151bbb00796c:84a235aa-1b45-4714-9676-71e05dbd6e80","","TRUE","TRUE","PRE-POUR & CONCRETE DELIVERY","P010","Pre-Pour Checklist 1","Fixings / Cast Ins","Grout Tube Photo"
