"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","work-in-progress","","folder","TRUE","FALSE","Project Start-Up","Management Plans"
"6f0e740a-f893-495a-98ad-2b3244e7bf7b","","work-in-progress","Project Startup Witness Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-067 Line 15 Pits (N1.15.01 to N1.15.02)","WP405 - Inspection of pit foundation - N1.15.01"
"26b37f2f-9462-4ff3-bace-2366b5b996e9","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-067 Line 15 Pits (N1.15.01 to N1.15.02)","SR00565"
"68119573-734f-4083-aaa7-96b291971b93","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-068 Line 15 Pits (N1.15.02 to N1.15.03)"
"92298e18-f645-4260-b1f9-aa487ab2b4da","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-068 Line 15 Pits (N1.15.02 to N1.15.03)","R11-SW-068 Line 15 Pits (N1.15.02 to N1.15.03)"
"68cef8ed-ae09-4d71-ad74-377b3b1de403","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-068 Line 15 Pits (N1.15.02 to N1.15.03)","HP1098 - Inspection of pit foundation - N1.15.03"
"bc54f2a0-1063-4ecd-be9a-d6333a451a89","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-068 Line 15 Pits (N1.15.02 to N1.15.03)","SR00566"
"b805c39d-2aa9-405d-a7fc-d55924fbc978","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-069 Line 15 Pits (N1.15.03 to N1.15.04)"
"5464473d-e7c0-4db9-9e3b-c07c3b435ed6","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-069 Line 15 Pits (N1.15.03 to N1.15.04)","R11-SW-069 Line 15 Pits (N1.15.03 to N1.15.04)"
"be2fe7d8-c618-4871-9a76-988dbd2f517b","","pass","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-069 Line 15 Pits (N1.15.03 to N1.15.04)","HP1100 - Inspection of pit foundation - N1.15.04"
"176fd6c7-d197-4f4d-8773-b8906f00da9f","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-069 Line 15 Pits (N1.15.03 to N1.15.04)","SR00567"
"9f5995d7-57f9-4233-ac22-2d58adf45d2f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-070 Line 15 Pits (N1.15.04 to N1.01.11)"
"e96fab12-7ae9-4d47-9301-d52657033360","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-070 Line 15 Pits (N1.15.04 to N1.01.11)","R11-SW-070 Line 15 Pits (N1.15.04 to N1.01.11)"
"e78a16b2-8826-48e6-976e-7e557908ea2c","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-070 Line 15 Pits (N1.15.04 to N1.01.11)","HP1102 - Inspection of pit foundation - N1.01.11"
"c148e9ee-382a-49c6-88d2-2879751c1210","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 15","R11-SW-070 Line 15 Pits (N1.15.04 to N1.01.11)","SR00568"
"3472f586-9a37-45d1-94c1-f6228cedf3a9","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17"
"5de2d172-e358-4cfe-bd24-ac454423eec3","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-071 Line 17 Pits (N1.17.01 to N1.17.02)"
"cb3fbd3b-43ec-4675-ab32-93c81bb59764","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-071 Line 17 Pits (N1.17.01 to N1.17.02)","ITC 02 - Line 17 Pits (N1.17.01 to N1.17.02)"
"258d7e7d-5df4-48a8-bba6-33417f1e01fd","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-071 Line 17 Pits (N1.17.01 to N1.17.02)","HP942 - Inspection of pit foundation - N1.17.01"
"f9621b77-6edf-4743-9a59-cfd0c1385aa8","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-071 Line 17 Pits (N1.17.01 to N1.17.02)","HP944 - Inspection of pit foundation - N1.17.02"
"15d36edf-f0d3-4be6-ba72-1a49a7d7a3df","","work-in-progress","Project Startup Witness Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-071 Line 17 Pits (N1.17.01 to N1.17.02)","WP337 - Inspection of pit foundation - N1.17.01"
"1365a91e-071f-4180-8b3a-9ae9658bc0fd","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-072 Line 17 Pits (N1.17.02 to N1.17.03)"
"515bd993-ed22-4778-bb7c-2892ab9b72e0","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-072 Line 17 Pits (N1.17.02 to N1.17.03)","ITC 02 - Line 17 Pits (N1.17.02 to N1.17.03)"
"9645dc44-8c92-41d0-bb91-bf7dbee089e1","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-072 Line 17 Pits (N1.17.02 to N1.17.03)","HP946 - Inspection of pit foundation - N1.17.03"
"82668678-f2a1-48e0-aa79-0042984eebb3","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-073 Line 17 Pits (N1.17.03 to N1.17.04)"
"997a68db-8149-4e65-baa7-a386cc54f9e1","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-073 Line 17 Pits (N1.17.03 to N1.17.04)","ITC 02 - Line 17 Pits (N1.17.03 to N1.17.04)"
"f78ceaac-3137-412a-85ef-e066ce02a219","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-073 Line 17 Pits (N1.17.03 to N1.17.04)","HP948 - Inspection of pit foundation - N1.17.04"
"6bf7aaeb-4c9e-442b-aa33-682841f62fd8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-074 Line 17 Pits (N1.17.04 to N1.17.05)"
"dbe3c031-c854-41d8-966a-119199f1a0f0","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-074 Line 17 Pits (N1.17.04 to N1.17.05)","ITC 02 - Line 17 Pits (N1.17.04 to N1.17.05)"
"f77a047c-33c5-43ed-a347-46b51daab6e8","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-074 Line 17 Pits (N1.17.04 to N1.17.05)","HP950 - Inspection of pit foundation - N1.17.05"
"54d22dbe-3925-4794-afaa-f9cb92b0a647","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-075 Line 17 Pits (N1.17.05 to N1.17.06)"
"6b3b0ae3-5db3-44ab-a873-11a8100c9009","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-075 Line 17 Pits (N1.17.05 to N1.17.06)","ITC 02 - Line 17 Pits (N1.17.05 to N1.17.06)"
"7e243bae-b598-4250-b52d-26793f26e084","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-075 Line 17 Pits (N1.17.05 to N1.17.06)","HP952 - Inspection of pit foundation - N1.17.06"
"28de131e-7753-493a-ae4e-8eb7d29a26e5","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-076 Line 17 Pits (N1.17.06 to N1.17.07/N1.01.12)"
"be0b114c-7068-4c2a-9412-0da2077827b7","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-076 Line 17 Pits (N1.17.06 to N1.17.07/N1.01.12)","ITC 02 - Line 17 Pits (N1.17.06 to N1.17.07/N1.01.12)"
"8eab5ced-73f2-4e4c-b7a6-7994aaedc4f7","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-076 Line 17 Pits (N1.17.06 to N1.17.07/N1.01.12)","HP954 - Inspection of pit foundation - N1.17.07/N1.01.12"
"ea36d8b7-9fa4-481e-94a8-cb1d3ba4f67a","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-077 Line 17 Pits (N1.17.07/N1.01.12 to GPT)"
"7186f8fe-7042-4541-b737-6dfdcfb61258","","work-in-progress","9922ddb6f87ffbb467baa6f5ee1e2e7bc064545b1f219bf5fbb74fed3e7fe9ca","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-077 Line 17 Pits (N1.17.07/N1.01.12 to GPT)","R11-SW-077 Line 17 Pits (N1.17.07/N1.01.12 to GPT)"
"728e9de8-dac7-44e9-b03e-5324b7f6e148","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-077 Line 17 Pits (N1.17.07/N1.01.12 to GPT)","HP956 - Inspection of pit foundation - GPT"
"d9281f58-8b49-4d0d-bb5c-3b85346979a5","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-077 Line 17 Pits (N1.17.07/N1.01.12 to GPT)","SR00915"
"35f0ba5c-1191-49e7-b886-3191f51a1d74","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-078 Line 17 Pits (GPT to N1.01.13)"
"3772f6b1-3a36-41b3-bbfd-81451f6c1261","","work-in-progress","9922ddb6f87ffbb467baa6f5ee1e2e7bc064545b1f219bf5fbb74fed3e7fe9ca","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17","R11-SW-078 Line 17 Pits (GPT to N1.01.13)","ITC 02 - Line 17 Pits (GPT to N1.01.13)"
"ad8ce140-5c62-4f7d-8d89-8c23c8ee4a00","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A"
"f15fb808-9950-4f40-9972-aa032601fa9f","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-079 Line 17A Pits (N1.17A.01 to N1.17A.02)"
"4362e892-7c28-474d-a63c-b80df99aeb6b","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-079 Line 17A Pits (N1.17A.01 to N1.17A.02)","ITC 02 - Line 17A Pits (N1.17A.01 to N1.17A.02)"
"b4620f07-b3a7-4689-a49f-69db9cfdddf9","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-079 Line 17A Pits (N1.17A.01 to N1.17A.02)","SR00897"
"266a3468-8efc-4bdb-aa8d-7d9aa6816251","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-080 Line 17A Pits (N1.17A.02 to N1.01.11)"
"4c48de89-5302-4e09-95fb-6d3e1b2a3e35","","work-in-progress","9385edab561db81a5fd35be883b1de975c84f7917dec191797996529471c44c7","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-080 Line 17A Pits (N1.17A.02 to N1.01.11)","ITC 02 - Line 17A Pits (N1.17A.02 to N1.01.11)"
"08da42c6-da73-408a-a867-c478a85e5576","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-080 Line 17A Pits (N1.17A.02 to N1.01.11)","HP1236 - Inspection of pit foundation (pit 17A.02)"
"1e163e93-a8d6-4658-a04a-f8e35ad6011b","","work-in-progress","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 17A","R11-SW-080 Line 17A Pits (N1.17A.02 to N1.01.11)","SR00898"
"e076dd65-6f2a-416e-b176-81e617de75f8","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18"
"a78be464-54ef-4e0c-9853-9bda7e368100","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)"
"7acd1cce-fce5-4809-a08e-b0f6e4f71583","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)"
"567b1900-bc88-424a-9db0-920587a3eb7b","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)","HP1103 - Inspection of pit foundation - N1.18.01"
"306e0af9-47f9-4bd8-9ea8-69565829301c","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)","HP1005 - Inspection of pit foundation - N1.18.02"
"10d5f63d-180a-4898-93a0-f66baa77ff39","","work-in-progress","Project Startup Witness Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)","WP414 - Inspection of pit foundation - N1.18.01"
"7ec5cde0-4bd4-419b-9e62-03745cfe1842","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-169 Line 18 Pits (N1.18.01 to N1.18.02)","SR00569"
"9e44d290-a530-4b9d-a8d4-6579fd4c1a5b","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-170 Line 18 Pits (N1.18.02 to N1.18.03)"
"260bbbe4-089b-449b-b401-c59dea3529d3","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-170 Line 18 Pits (N1.18.02 to N1.18.03)","R11-SW-170 Line 18 Pits (N1.18.02 to N1.18.03)"
"12675b71-932a-4811-a1cc-c5f183ea6109","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-170 Line 18 Pits (N1.18.02 to N1.18.03)","HP1107 - Inspection of pit foundation - N1.18.03"
"99226bfe-93a5-4866-989d-90cc7e5d1cfa","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-170 Line 18 Pits (N1.18.02 to N1.18.03)","SR00570"
"82f69b64-2e44-4214-9292-b12b0c35ec37","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-171 Line 18 Pits (N1.18.03 to N1.18.04)"
"7bf05100-1424-4179-b63d-18772a264a9c","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-171 Line 18 Pits (N1.18.03 to N1.18.04)","R11-SW-171 Line 18 Pits (N1.18.03 to N1.18.04)"
"1241b12f-613e-40b5-8595-e4e26a09915f","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-171 Line 18 Pits (N1.18.03 to N1.18.04)","HP1109 -  Inspection of pit foundation - N1.18.04"
"4a6eaa26-47e2-4f8f-b842-79c8bd0fa287","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-171 Line 18 Pits (N1.18.03 to N1.18.04)","SR00571"
"702f40fd-5140-4786-9dd3-66276b3a61cd","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-172 Line 18 Pits (N1.18.04 to N1.18.05)"
"a1d3ddc2-3a6f-4e42-a0ed-3379d3ea45c3","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-172 Line 18 Pits (N1.18.04 to N1.18.05)","R11-SW-172 Line 18 Pits (N1.18.04 to N1.18.05)"
"c43e5b03-ad87-45c5-87aa-94c50630fd21","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-172 Line 18 Pits (N1.18.04 to N1.18.05)","HP1111 - Inspection of pit foundation - N1.18.05"
"032e9bec-924a-4f78-aad2-4abfac251fb2","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-172 Line 18 Pits (N1.18.04 to N1.18.05)","SR00572"
"285ec44f-901e-45b0-b571-744de8aef709","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-173 Line 18 Pits (N1.18.05 to N1.18.06)"
"7c2b1d6c-c837-4ca0-8ca4-2ef72bb6b9c5","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-173 Line 18 Pits (N1.18.05 to N1.18.06)","R11-SW-173 Line 18 Pits (N1.18.05 to N1.18.06)"
"1b50f7f8-cb97-410b-949d-83a48743c4a8","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-173 Line 18 Pits (N1.18.05 to N1.18.06)","HP1113 - Inspection of pit foundation - N1.18.06"
"76a281d9-e64a-45df-ae75-98410d0d488d","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-173 Line 18 Pits (N1.18.05 to N1.18.06)","SR00573"
"65e10b4e-1a0f-4f5c-9788-4715c70d6496","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-174 Line 18 Pits (N1.18.06 to N1.18.07)"
"9b2ce932-d4a0-44c5-b6a8-ebcf2dd917fd","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-174 Line 18 Pits (N1.18.06 to N1.18.07)","R11-SW-174 Line 18 Pits (N1.18.06 to N1.18.07)"
"49e184a8-7a55-46d5-8e9e-19a109b3ae47","","work-in-progress","Project Startup Hold Point","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-174 Line 18 Pits (N1.18.06 to N1.18.07)","HP1115 -  Inspection of pit foundation - N1.18.07"
"5b822902-50cf-40c8-aa47-ad27741576b5","","pass","SURVEY REQUEST","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-174 Line 18 Pits (N1.18.06 to N1.18.07)","SR00574"
"70869661-2210-4c3b-8e85-121414f4258d","","work-in-progress","","folder","TRUE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-175 Line 18 Pits (N1.18.07 to N1.18.08)"
"13282626-5c30-4e7d-b10f-f55724e4a2c9","","work-in-progress","ITC 02 - R11 Stormwater and Drain Installation (R11) Rev 1","checklist","FALSE","FALSE","Project QA","Civils QA","Stormwater Construction (R11)","Lines","Line 18","R11-SW-175 Line 18 Pits (N1.18.07 to N1.18.08)","R11-SW-175 Line 18 Pits (N1.18.07 to N1.18.08)"
