"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"68946fea-33a1-4d64-aa8b-cd6695295f77","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1"
"72f7db51-d00a-4358-b2e0-2fcf16fd4d79","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01"
"34a6c912-8b68-4aef-88e7-8bfd5dbecad8","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor"
"14c27a31-947a-4856-bc57-a90841600708","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)"
"c5174fae-b860-4d09-b1e6-873e1ddd1538","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas"
"7f5ff510-ae4c-4e2f-b39e-f0664e90f6d9","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","Care (Special Care)","Common Areas","Lounge 1"
"75a1b7c3-30b7-4cda-8123-592658294913","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G24A","Install DB"
"b6b96886-61ba-480f-a390-37c32ac77dcd","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G24A","Fit off"
"2b882315-4fd8-4920-bece-c01d16062ef2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G25A"
"44f3b681-442f-4e16-832b-6e6904067e2e","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G25A","Pre Wire"
"7cfc166f-01da-4631-ba2c-955061ca4edf","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G25A","Install DB"
"1c143a35-3812-4aee-b0a6-6e472d880971","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G25A","Fit off"
"68eac8af-79be-457c-8a8e-099e2ccaee1f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G26A"
"f6eafeda-f794-4db2-9c16-791f02e44241","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G26A","Pre Wire"
"fe0d9db2-5bce-4f24-ae67-bbc56c9f5168","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G26A","Install DB"
"12789964-f3d6-424f-9cb4-7eaec4bd5ce1","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G26A","Fit off"
"b01f7d5f-2978-4c8c-b31f-8c0a6ad1505f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G27A"
"8aee48b6-871b-4e87-86bd-717ecb0b3210","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G27A","Pre Wire"
"188bcf0d-0fe8-42bb-a534-df563e4cd5b0","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G27A","Install DB"
"43104ce9-fa13-488c-a87c-3d820c51bcdb","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G27A","Fit off"
"710e43b0-f0cb-4af6-82d3-e05e350aa2ba","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G28A"
"0ae0baef-b781-4978-8a90-f7ec6fc9aa31","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G28A","Pre Wire"
"67103b21-7655-414b-81bb-e916912a797b","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G28A","Install DB"
"e5bc7a82-a7e1-48d3-811e-a21b7ea0de1a","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G28A","Fit off"
"5d50514e-0708-41c1-94d7-114621d441b2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G29A"
"c49f2f59-064d-4109-8017-a14e0cfcbd99","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G29A","Pre Wire"
"2789159a-0b82-4407-9e0f-eaad7e289c46","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G29A","Install DB"
"e3591b64-fb4b-4c68-8a0f-38afd17c0fd5","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G29A","Fit off"
"424cbf51-690a-420d-bf2e-0c11eec5d956","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G51A"
"854b8c75-3db1-4f2e-aeed-4326a38674a0","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G51A","Pre Wire"
"d939c292-32f7-452e-b913-3e4553e1a284","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G51A","Install DB"
"decc1f76-6395-4770-a46c-dbb6a9e54076","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G51A","Fit off"
"2af0d9d6-a1a7-4104-bca4-570061400131","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G52A"
"9180666b-7bdc-4bc7-9300-a50059f45705","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G52A","Pre Wire"
"b1102960-9bee-4bab-8234-82b85b6f921a","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G52A","Install DB"
"a2bb3b8b-0941-4d7e-ba76-d3155703211a","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G52A","Fit off"
"564c9beb-c288-4b3c-8767-bade90decdaf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G53A"
"ebc8d4c9-fbd4-467c-9e0c-1680c91de381","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G53A","Pre Wire"
"9658691e-5343-481a-b547-d307e5ddeec2","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G53A","Install DB"
"d6715b83-adb8-4abc-b14d-119c7e830537","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G53A","Fit off"
"409e988b-1b23-425b-ad86-69b7d6ae6754","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G54A"
"22b588a4-c259-4942-b1c3-446cdd0afaa6","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G54A","Pre Wire"
"1079cbe2-e641-46c3-ad4f-3ee5e243c6a7","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G54A","Install DB"
"d0a1fdca-8257-4d68-b251-8ed28c5e37ec","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G54A","Fit off"
"fceade2f-618a-43dc-bf27-da3525315f36","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G55A"
"703c7ba6-8944-4741-a0c4-65174276b54a","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G55A","Pre Wire"
"5ec93af0-894b-4294-845d-b9e0a9c035af","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G55A","Install DB"
"125359bc-49cc-4ff8-b6c7-4384e2f094af","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G55A","Fit off"
"29e6fd49-ae9b-4360-9459-9139e805be84","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G56A"
"ff6681f6-dcc9-41c2-a37e-1a69f3118c47","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G56A","Pre Wire"
"ea74642a-e61c-458b-bdfa-ad3a1dd35f68","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G56A","Install DB"
"0b4ccea2-e997-4eee-9902-e4bfcd5ae06c","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G56A","Fit off"
"e0355234-c2a7-4cd9-8e4c-fbdc0b0da53a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G57A"
"85459ffe-2d38-4581-a1d6-b0cf2bdd58b9","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G57A","Pre Wire"
"bc638cb6-846e-493e-b6f5-e72f2753549e","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G57A","Install DB"
"15b0db51-188a-4087-96d6-1cf21057508d","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G57A","Fit off"
"84d5eac1-37f2-49a4-b2e4-936b3393047a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G58A"
"e1e73a28-3fdd-4152-a7f3-dc41c7f360b1","","checklist-flat","not-started","Stage 1 - Residential Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G58A","Pre Wire"
"2daaeb7e-b00a-4a73-a9f8-d8e204967cf5","","checklist-flat","not-started","Stage 1 - Residential Areas - Install DB","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G58A","Install DB"
"f8cea4a5-f28f-4875-a4a8-d6265ee98ed6","","checklist-flat","not-started","Stage 1 - Residential Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","ALS (Assisted Living)","Residential Areas","ALS G58A","Fit off"
"b30866e5-1616-4e57-8cb9-0c7294d99dc6","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Comms Room - Assisted Living"
"44bb0f34-3416-4403-925e-efb0bf27da07","","checklist-flat","not-started","Stage 1 - Comms Room Commissioning","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Comms Room - Assisted Living","PABX Room"
"9cad60bd-cae7-4b78-b67c-ea64969e3627","","checklist-flat","not-started","Stage 1 - Comms Room Commissioning","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Comms Room - Assisted Living","Comms Room"
"6bdf983c-0bf1-42b4-9d44-11b3e0aa060d","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Ground Floor","Repeaters"
"cbbef667-f168-4130-ad19-2ee2a67da777","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Repeaters","Pre Wire"
"8c99a91d-3284-4ace-86d9-654d08b9c291","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Repeaters","Terminated & Tested"
"36a72272-4888-40b0-91d4-c8b56080746c","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Ground Floor","Repeaters","Fit off"
"b6010e02-06f2-4996-b371-b5fa4815d6e2","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Level One"
"d0402365-cc50-4f69-bda4-817581b796d5","folder-progress has incorrect meta.stepType folder-normal","folder-progress","not-started","","checklist","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)"
"7bba8270-7c8b-4fc3-be7a-94f183f0a016","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas"
"2c49c172-667e-4f36-937b-111b4112fb1a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 1"
"27113728-dbdf-4782-91d7-05482bb2c126","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 1","Pre Wire"
"60887f82-f0a8-4763-9691-e6576335aa3a","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 1","Terminated & Tested"
"2e39a915-02af-40b5-b75b-c8310fc08f6b","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 1","Fit off"
"ed3e722b-24df-41ea-97a9-1042249f499a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Corridor Area A"
"93044245-4f05-4175-93d9-a7884bc361e0","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Corridor Area A","Pre Wire"
"b8d267da-9384-40c9-8db5-3d7fd50bea53","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Corridor Area A","Terminated & Tested"
"e8884321-5481-4b26-8ad2-a54707e05b03","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Corridor Area A","Fit off"
"77e8ee13-56d3-4a3f-a540-79e1387b1179","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Stairwell 1"
"b51619e6-5ef4-4151-a811-27bfc6d2632c","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Stairwell 1","Pre Wire"
"ea542f3d-a71b-4a6a-bc4c-bee72fb961ba","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Stairwell 1","Terminated & Tested"
"493b5de6-3e08-4780-bcfb-a674f44b7e11","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Stairwell 1","Fit off"
"0631fafc-86c0-44e6-8a47-79467af59045","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 3"
"5fba9d1e-a8dc-4c7d-9c75-0ef96a1b885d","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 3","Pre Wire"
"df3b5c51-5a1c-481c-90e8-a69ef48bd49c","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 3","Terminated & Tested"
"d1b550e4-554a-40a1-80c4-e5d931dae55e","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Lounge 3","Fit off"
"b62f3978-c4bc-423c-8d79-0065fcb35caf","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Dining"
"fd3199e7-73b3-46d8-baf6-9a9acba3212d","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Dining","Pre Wire"
"531327de-d39e-4432-a726-9cb51458d12c","","checklist-flat","not-started","Stage 1 - Common Areas - Terminated & Tested","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Dining","Terminated & Tested"
"c06fcedc-4024-4f7a-93a8-f97f17a30db8","","checklist-flat","not-started","Stage 1 - Common Areas - Fit off","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Dining","Fit off"
"c48c6d52-5241-488c-851c-d1953bb44600","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Roof Terrace Small Lounge 2 - Care"
"3c79bbc1-87f9-47be-bfd2-ce884d448060","","checklist-flat","not-started","Stage 1 - Common Areas - Pre Wire","checklist-flat","FALSE","FALSE","Stage 1","B01","Level One","Care (Special Care)","Common Areas","Roof Terrace Small Lounge 2 - Care","Pre Wire"
