"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ee2d1a87-5029-57cd-b79b-36b33c1abd7d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"9173777d-2f26-5536-ad82-6db060a31654","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations"
"3f3d9f08-fbb4-5bf6-b254-4c979c9ec28e","","folder-normal","pass","","step","TRUE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing"
"57937ae8-dbcf-514e-9f5f-32f99561b62e","Child Concrete - Pre Pour(482ce240-5f0a-5b5b-8e0b-2288a3283565) -- Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checklist-sectioned","pass","f691c14580ed2eacb1c89be9d572fdd4af587cba9139f74d6d7569ec2b31fcd5","checklist","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit"
"482ce240-5f0a-5b5b-8e0b-2288a3283565","Child Reinforcing checked and correct(fa961180-cfd9-5057-b146-e8137ec1950e): DataPoint Size and type correct to specification(4746d3b9-af2c-53ca-bef1-03ee77a1ca28) is missing 'button' values","checkpoint-group","pass","","","FALSE","FALSE","Building A","Foundations","Concrete Pours/Reinforcing","Lift pit","Concrete - Pre Pour"
"cd94c486-c45d-5188-b7d7-1ebfcee75f4e","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"59b4ab4d-bf31-5ee5-8a54-3dd0e44b8fc4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","H3.2 bottom plate used"
"ed1822b7-1e0c-5cbf-81ea-3684aa55d994","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","Studs are correctly fixed to pre-cast panels"
"cd8de644-d3d8-5690-8e54-71840cec5502","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","Ceiling fixing installed"
"0575b470-8c07-5a6f-b5ee-f2242345ef66","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","Lintels above window openings"
"4ad933e6-117d-5262-b59d-12a351366418","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior framing","Request Sign Off"
"75b300d1-cc0f-5165-9618-323312b166f6","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Interior strapping"
"579bbd89-7bfe-541e-8682-38a6459cb64d","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior strapping","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"c7666e2b-0720-5265-8ab4-f0f469c274ff","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior strapping","H3.2 bottom plate used"
"0ab06cbe-cd7b-54bb-bff9-125a7c0a927f","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior strapping","Studs are correctly fixed to pre-cast panels"
"52d76f6f-45bd-5b47-8e38-da2a4c8cf053","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior strapping","Ceiling fixing installed"
"49622b17-3b87-5a41-ace6-44c04d0353a1","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Interior strapping","Request Sign Off"
"88ad9e6b-7879-5256-9656-27f7b9b7a9f3","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Steel Stud"
"1157a864-8417-5953-b27f-83a68b3dc4de","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Steel Stud","Trades QA received & attached as applicable"
"7da543b7-412c-56b7-9f39-a3e8a9b8a337","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Plumbing First Fix"
"fa459caf-707f-591d-9c66-639cf7cdbbd6","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Plumbing First Fix","Plumbing first fix complete"
"7b212f96-ada0-5ce9-ba18-3712ba600e80","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Plumbing First Fix","Trades QA received & attached as applicable"
"dba2ee51-ebc8-516c-a176-1f4002c70331","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Plumbing First Fix","Plumbing fitout have been tested & commissioned"
"d58b7694-4390-565e-ae47-871fdc669d12","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Electrical First Fix"
"9271e6d7-b5fb-579e-a504-18e5bbb90528","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Electrical First Fix","Electrical first fix complete"
"0519502d-5f8f-5426-a5a8-5ee474a1e6f2","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Electrical First Fix","Trades QA received & attached as applicable"
"dee60635-5cde-538f-afe5-c4c649ab458e","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Electrical First Fix","Electrical fitout have been tested & commissioned"
"14df81c1-9c05-5883-9ee1-e6bdd4b4e84b","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Mechanical First Fix"
"c4e05a45-5c62-5112-a1ab-ce2b44fb5364","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Mechanical First Fix","Electrical first fix complete"
"0885ebda-89bb-5415-8261-c27d6cad1a5d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Mechanical First Fix","Trades QA received & attached as applicable"
"d7b19306-b8bd-5912-9070-4a63aea922c4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Mechanical First Fix","Air Conditioning / Mech fitout have been tested & commissioned"
"a967053e-acf9-5811-a789-1f495a3226da","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Passive Fire"
"e14c919d-7d27-57b4-9abf-dc79a1e896ad","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Ensure all penetrations have been installed as per specifications"
"318fa22c-ef76-569a-86c4-47f62e40f7e1","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Ensure all fire collars have been installed in accordance with manufacturer's specifications"
"6d298020-53f7-5ddf-b1ac-101c98f8f78c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Ensure that mechanical ductwork is suitably sealed when passing through firewalls"
"e7c78170-f860-5c96-a29b-148bd6616604","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Ensure that suitable access is provided to mechanical fire dampers"
"4b5b470d-b525-5cfd-bb47-05c21344dc36","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Ensure electrical cables have been suitably sealed when passing through a fire element in"
"a7652091-b30a-56f6-bb79-97f3b97e82a8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Check that fire doors have been filled"
"f324b031-8e3a-5b08-a4f9-ce475ed07245","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Passive Fire","Trades QA received & attached as applicable"
"dd0c8553-6cc5-5457-be34-44d47afb42b1","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Preline/ Wall Linings"
"c7b378b6-ebb7-5b61-9f67-c9fed5e5bed9","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Preline/ Wall Linings","Ensure installation guide has been followed for insulation"
"139a8149-daf8-512d-bd69-2ed0bd7ce2a5","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Preline/ Wall Linings","Ensure installation guide has been followed for fire rated walls"
"fa4fc3e4-c473-5a3b-af80-9361bc274f0b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Preline/ Wall Linings","All service noggs and fixing noggs complete"
"e7e87f84-2326-5406-878c-3f0838bd8b5d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Preline/ Wall Linings","Trades QA received & attached as applicable"
"87bb525a-aa6d-51a7-8c0c-a8ecae83183b","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Postline/Wall Linings"
"63eef506-d940-593a-a31c-5108bcefa10b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Postline/Wall Linings","Plywood in bathrooms correctly installed"
"8365ab89-a610-5b19-a428-a3eeb6ccbce9","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Postline/Wall Linings","Gib screwed off correctly"
"ba532047-d721-533f-bf89-91197efd8cb3","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Postline/Wall Linings","Gib in bathroom correct"
"ee1e2d0f-ff9a-55e9-9ffb-a18ff2f4e5f0","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Postline/Wall Linings","Trades QA received & attached as applicable"
"65201135-91a8-5303-8ae8-deaff5f055f3","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Gib stopping"
"87cb4cf1-a4d2-5328-a725-eca299bf1bdc","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Gib stopping","All stopping completed and specified level of finish achieved"
"dc5caaca-01fb-506c-a032-fcb5f6482917","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Gib stopping","Trades QA received & attached as applicable"
"da5d76fe-7686-5e30-a180-3732c3c6bdfe","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Painting"
"37480970-baed-5afd-91e9-192ce9d41100","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Painting","Trades QA received & attached as applicable"
"38f2756f-cea0-5510-8689-cfda6c92debf","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Bathroom & Laundry Waterproofing"
"af488bed-8a49-5817-ae18-4ccfcdbf267d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Bathroom & Laundry Waterproofing","Waterproofing completed as per specifications"
"5ac2ac2d-9d45-53a5-82c2-547f501ad08d","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Bathroom & Laundry Waterproofing","Trades QA received & attached as applicable"
"a31f2aa6-f2e2-5a73-af7b-d3940eaa739d","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Joinery Fit Out"
"7b2847c6-02a2-549e-853f-59066b505b4c","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Joinery Fit Out","All bathroom joinery installed as per specifications"
"dfe502ce-5171-5880-bd15-1dd75a1f4e3b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Joinery Fit Out","All kitchen joinery installed as per specifications"
"7e4b76bf-61a9-5c13-9b2f-7cfcbcae2fe1","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Joinery Fit Out","Trades QA received & attached as applicable"
"811fb8ff-2058-5c14-ae38-166d13d08640","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Floor coverings"
"6ee0db7c-21e0-5a3d-b322-1bf0573cc371","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Floor coverings","Vinyl installed as per specifications"
"a1657c4e-9d5a-5d2b-bc47-8f3cf7c4913f","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Floor coverings","Carpet installed as per specifications"
"c85fe26e-b5d3-5ec8-a6ea-e4464b9f4beb","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Floor coverings","Trades QA received & attached as applicable"
"8462b391-5f59-5b3f-8b01-f92736a81812","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Fire System"
"1a474fb9-1809-511c-9dce-960393883584","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Fire System","Smoke detectors & sensors fit off completed"
"a8d119be-dcb3-5e3e-86e1-8799ca29d080","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Fire System","Smoke detectors & sensors tested as per manufacturer's instructions"
"9818c584-268b-51e0-afe2-517c0d65b3b2","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Fire System","Sprinkler rough fit off completed"
"a356dba8-b0d0-51fe-a7be-70d8b27881d4","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Fire System","Sprinklers commissioned"
"da15c9a3-fd08-53a0-b425-9b53ed4e42de","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Fire System","Trades QA received & attached as applicable"
"721c02ef-5f3a-5733-b576-a84427b96f6d","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A103","Woodview Final Sign - Off"
"92741e47-b6cc-41a2-b304-bbd9e81a60a8","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A103","Woodview Final Sign - Off","All apartment work is completed as per specifications / drawings. All relevant trade QA reviewed & approved"
"60d6d3bf-55e1-53c8-b44e-c9f070bfb253","","checklist-sectioned","work-in-progress","be28f9e6f9df052b097ad2d6d6ef6de082025131466a093c886db52eeb1c1412","checklist","FALSE","FALSE","Building A","Interior Fitout","L1","A104"
"240596dc-6a8a-5b11-ada2-07ef8f7c036c","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A104","Interior framing"
"b0a8ffc3-5d8d-51f4-a35f-3ed604684a54","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"b0a210ce-4817-5bd8-bb86-90021984a219","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","H3.2 bottom plate used"
"ed8aa739-e415-5ae3-ab66-6927cfd1f5b7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","Studs are correctly fixed to pre-cast panels"
"a353ece3-5758-5b71-b63e-b3f96b138330","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","Ceiling fixing installed"
"7ead2f5d-818b-5d30-8d0e-9760e68070ca","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","Lintels above window openings"
"a32a5ccd-155d-5099-9953-a42f1717acc8","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior framing","Request Sign Off"
"e9d24ff8-4629-5a5e-99aa-e482eb09ba6e","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Building A","Interior Fitout","L1","A104","Interior strapping"
"b5e2d6a4-eae6-5500-9d1d-b3c114d91ff9","","checkpoint-status","pass","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior strapping","All studs are set out correct, and are plumb level, square & installed as per manufacturer's recommendations"
"ec4dc937-f91d-55bd-8555-30ed989e86c7","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior strapping","H3.2 bottom plate used"
"b9a687d2-8c85-5dfb-8cfc-a437d93b98f5","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior strapping","Studs are correctly fixed to pre-cast panels"
"bd635a4a-f046-592b-8b1c-7d5db4395175","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior strapping","Ceiling fixing installed"
"d8e76681-8c65-5ddd-88c1-95bcd318d4b3","","holdpoint","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Interior strapping","Request Sign Off"
"81bfe825-eacc-5970-82e1-c6140aad5e3b","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A104","Steel Stud"
"92912f0b-ecae-5874-b73c-9b0cc8f77e66","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Steel Stud","Trades QA received & attached as applicable"
"e2cb6818-ca85-581c-b89b-1b08839ace5e","","checkpoint-group","not-started","","","FALSE","FALSE","Building A","Interior Fitout","L1","A104","Plumbing First Fix"
"c481948c-a28f-5bec-ba75-d4470867a640","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Plumbing First Fix","Plumbing first fix complete"
"41900ebf-e12e-5fcb-9264-938eb1fa5e0b","","checkpoint-status","not-started","","","TRUE","TRUE","Building A","Interior Fitout","L1","A104","Plumbing First Fix","Trades QA received & attached as applicable"
