"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"28062c4c-357a-494e-a704-4868522d2224","","checklist-flat","not-started","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"9e5183dd-d548-56e1-afbc-7b9dfaa541fd","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"86dd241c-d1ee-43cb-9bf9-704e1ba68964","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA"
"ba4b7a60-5de9-49fd-ae8f-181986639bed","","folder-normal","not-started","","step","TRUE","FALSE","Panel QA","Panels"
"457c6233-507f-42dd-baa1-5536373201ab","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-01"
"0a6c9eeb-0540-5dc6-8ff8-39920cb2d8e0","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-01","Precast Element Details"
"b1d40c2b-c2eb-56f1-9b14-2f76cc96e393","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Precast Element Details","Concrete Details Complete"
"054131b8-9374-51a1-b768-6a3a53587794","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Formwork Set Up Checks"
"dd9f195f-9353-5ee6-a843-9263f211931c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"29adf34a-2793-5360-b655-d00b861a45c7","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","Edge Details & Rebates"
"53ee0b89-aa92-5dab-a3c9-8d5f6912fafc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"57cd768e-9b4c-5f16-9e9c-5a2478647d8e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","MF roughening's"
"14c9bf6b-7ae9-5e54-8ba8-ceb47f87ff24","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"01e79cb9-4a8a-592c-ac1d-7855d46cae7b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Formwork Set Up Checks","Mould Face Clean"
"8789be9c-a8d4-5a20-b3cf-b7e213e352da","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Prepour Checks"
"1773a068-cfdb-507a-b73d-d552458e8d09","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Mould Cleaned & Oiled"
"17825187-adcc-5d6e-b4ef-315c5af14d59","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"71449ed7-a847-5a33-8b79-300971661738","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Check covers on all sides, MF and TF"
"b06ccccf-f420-5d99-9e01-0ee5e506d67f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"1cf4e655-4194-5206-b513-8f677e72cbec","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"f6c91196-1e18-5759-94ec-9998278adc48","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"bc7baa0b-aa1a-52f3-8927-be6efa65f6d1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Lifters"
"aab170d2-735b-59f3-b4c4-fdd01ae215c0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Tie wire Trimmed"
"e061fdce-7109-520d-b299-a4d274d17ba4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Panel fully clean"
"13a11314-e40d-5501-a4c8-1415401252b9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","General Photos Attached"
"970e3dbf-49de-5602-98e5-e3291a16f385","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"8abd27e2-a57f-596d-bdfa-482df581ced4","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Demould Inspection"
"10329c6a-9fbd-5299-9027-6a28377e279a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Demould Inspection","Demould Inspection complete"
"0cbb344b-7409-5298-a9a6-b4e0454ca3a8","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Loading Out"
"d481802d-c60c-52b1-b83c-b1f0cac38e32","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Loading Out","Photo take of Panel on Truck"
"6cd80f87-fd52-5e59-8a1c-82797ffc653c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Loading Out","No remedial work required on site"
"a4e63745-6868-5fbe-b4e3-ee499560f56f","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation"
"a1d28af8-7259-57fb-a586-4727e6b9c668","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"0b6c017a-83f8-545e-8383-085f37974af8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation","Concrete Docket Attached"
"5554e057-2b16-5bf8-a26c-e9bccb83c3db","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation","Upload Concrete test results"
"00351775-a9ef-5ff9-8ac8-b4a392f0737b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"4e26a3a5-f798-5f8e-91c4-32eccffc5841","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-23","Test Results, Certificates and Documentation","Upload Lift Designs"
"2f9703e3-1c63-49cd-9b72-56b5bfc08ef3","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-24"
"4a1fdf64-3c20-5856-931c-d2bfe23beeb5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Precast Element Details"
"2a0e2654-d1d1-55ee-b0c7-c50337118798","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Precast Element Details","Concrete Details Complete"
"56fc844a-4c37-5649-bcfb-070bb1a5a8fa","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Formwork Set Up Checks"
"6974b20b-26af-535f-88ec-cbfac4e026b5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"21caa398-86dd-5080-8ae5-9cfe4481ef20","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","Edge Details & Rebates"
"77907b2c-5e67-52c4-94e4-9f3831f99ac1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"881cc66c-f4ca-59a3-847f-1aad7c9fb075","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","MF roughening's"
"4efc2dbc-d5d3-5ef9-9c2a-6ef8baf86df8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"ec0298f0-23bc-5877-b07b-2de0d5f6f18c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Formwork Set Up Checks","Mould Face Clean"
"32e86502-f2f5-540a-a200-fcb1772f3993","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Prepour Checks"
"c312c4bd-c4cd-569c-a0a1-53f3014cc2d8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Mould Cleaned & Oiled"
"7616f9b4-bc09-5903-98c2-a59947a5df7d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"1df21a02-91fa-56ff-9430-84588c4e2376","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Check covers on all sides, MF and TF"
"90926071-ea60-51ba-b6bc-d4c5e6be47c4","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"6505b4a8-34f6-57de-9147-0efc18b3e2c5","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"eb81f709-809a-5945-a1c4-d3e5786e3bb9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"b171ac84-69de-5074-986f-7ad31110931e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Lifters"
"6ffcc28e-f820-505f-99fd-b59c3cf1704f","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Tie wire Trimmed"
"d0238952-3957-5721-bff8-0b2f0bef830d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Panel fully clean"
"9588ad05-5694-5b5e-bec4-5be47cb27b37","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","General Photos Attached"
"99ab0882-d87c-5b56-982d-55f6959ae47c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"ddc605b8-22a8-550d-8bf1-d4357c912c01","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Demould Inspection"
"de0b276a-fa67-5ecd-83fe-80f082a71df8","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Demould Inspection","Demould Inspection complete"
"1c8dae69-4f81-515a-989f-04b3b8111aa1","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Loading Out"
"e852d11e-6e19-5c0d-94ec-1c29fe823b44","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Loading Out","Photo take of Panel on Truck"
"7387091f-386e-55fb-b553-0623e85b2411","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Loading Out","No remedial work required on site"
"cd3b09a6-4e78-581b-bc65-417dd567ab07","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation"
"e81ad695-7bc8-5bb7-97ec-4b6ae123ce39","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"e182c4dc-9846-51e1-8011-41f2f6bd0079","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation","Concrete Docket Attached"
"0d3066b1-43a8-564d-86a0-3f16dd83eb25","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation","Upload Concrete test results"
"41a3ac77-1ddd-52c4-bb72-7cb69a19f833","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"92ba2552-82a2-5477-93bd-985f7931250b","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-24","Test Results, Certificates and Documentation","Upload Lift Designs"
"8897f819-9917-4ff3-acf8-aafd3b8811e6","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-25"
"40a7589c-289e-5434-963d-c6a4cd140fd5","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Precast Element Details"
"ba681c01-550a-56d0-8e88-5fb767511f94","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Precast Element Details","Concrete Details Complete"
"6bf23ef5-092b-566d-8c18-17ab32e98798","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Formwork Set Up Checks"
"fe444d22-f5cd-50ce-bd0e-46cc3a528ab0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"470a1a21-2a8f-569e-9e25-8789855534fa","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","Edge Details & Rebates"
"2e789710-2b5c-5b38-86b2-8ad45ba04a58","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"2f33c4b6-6066-51b9-a242-cc90cb704ba1","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","MF roughening's"
"d3fc9d6c-8cbc-5645-81ad-2a5891dadb73","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","Sides Straight & Magnets Fastened"
"0e193b1a-cf41-583b-92c6-da892d5961fb","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Formwork Set Up Checks","Mould Face Clean"
"3ae9d746-1cdb-5816-aff5-2031dfc49897","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Prepour Checks"
"ffa23a1d-de0a-5ba6-a74b-83a1b7c765ba","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Mould Cleaned & Oiled"
"29f16394-8d86-5939-a5ef-9d064115d2ad","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Reinforcing details checked/highlighted off against shop drawing (Bar sizes, grades and spacings)"
"09e0d2e5-b23b-5a83-bc41-c635e0c05508","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Check covers on all sides, MF and TF"
"0d45756c-03a3-5f0d-8f34-7eb3ab538b94","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","There is sufficient cover to rebates around openings or weatherproofing details"
"c115e01d-0c71-5048-a969-25fd192cf492","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Starters (Size, Grade, Setout and Length)"
"c8ca2324-9b27-5703-80ca-8e561a4d863c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Inserts on TF (Weld plates, RB's, TIM's, Penetrations, DB's, Rebates)"
"da1651d3-ff74-5805-beae-16b41abeebc6","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Lifters"
"601b5fde-45a2-5806-9dcd-c5e641505897","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Tie wire Trimmed"
"1cc930fe-b66d-5438-b2d5-00c9ffb601fc","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Panel fully clean"
"080a0061-4d4a-5e1d-a48e-132e5ed5a80a","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","General Photos Attached"
"d4b8053d-74cf-5450-a7e1-488496537872","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Prepour Checks","Shop Drawing Checked Off (attach photo)"
"d8dc50d1-96e7-5e01-98db-f32a51449cec","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Demould Inspection"
"4cef39cf-59a6-5837-b375-5b3f8584b2ed","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Demould Inspection","Demould Inspection complete"
"9be6b901-582e-5d93-847b-328324dc37ee","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Loading Out"
"37706e27-840f-5b10-9653-8810b1206403","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Loading Out","Photo take of Panel on Truck"
"aa16604a-11cc-5c73-81de-911fcc61eb2e","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Loading Out","No remedial work required on site"
"4e437263-5aae-599c-8233-21a4738f62e7","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation"
"1e80e78d-a762-5090-97fc-d20afc2bfa17","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation","Upload reinforcing detail sheets"
"d9050fd2-c7fb-5ff7-a086-942f176ffeef","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation","Concrete Docket Attached"
"ad6e602d-d8ec-5b4b-8ca9-6aef4a450170","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation","Upload Concrete test results"
"50d6630f-4e2f-5fbd-9c1d-674cc308296c","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation","Upload Photo of Reinforcing Cast # Tracking"
"0c1279d9-e7ec-5de5-9517-e390fb9095c0","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-25","Test Results, Certificates and Documentation","Upload Lift Designs"
"7e0fa2e4-a235-4176-ac80-3d3f9be22520","","checklist-sectioned","not-started","Precast Panel QA (V1)","checklist","FALSE","FALSE","Panel QA","Panels","P-26"
"067f9a11-f069-5805-9aa4-c7b1095ad206","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-26","Precast Element Details"
"2236a657-d042-5e14-a2c6-f12a42eb44c9","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-26","Precast Element Details","Concrete Details Complete"
"bcddc34c-957d-594f-920e-c7433a8b580e","","checkpoint-group","not-started","","","FALSE","FALSE","Panel QA","Panels","P-26","Formwork Set Up Checks"
"31aa7e8a-25fd-5ea9-a887-c54740041b51","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-26","Formwork Set Up Checks","Length/Width/Thickness/Cutouts/Diagonals"
"4b6f2373-0db4-58de-b3ae-ee97e19eb444","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-26","Formwork Set Up Checks","Edge Details & Rebates"
"a9aa7898-7702-5e5d-93a0-6e7887ac286d","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-26","Formwork Set Up Checks","Inserts on MF (Weld plates, RB's, TIM's, Penetrations, DB Bottoms)"
"1ed77f00-f505-57f0-a7d1-fd41726540ca","","checkpoint-status","not-started","","","TRUE","TRUE","Panel QA","Panels","P-26","Formwork Set Up Checks","MF roughening's"
