"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6e936bb5-606b-41a3-82ff-7ee237f22eeb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour"
"1c801ddb-0943-4ac6-937c-c18fa3233f16","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure - Prepour","Basement - Shotcrete"
"9e1a4831-dfa9-4854-bf3c-ee4d71559887","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.02"
"66fff73c-dc56-4f63-82af-e1b52adefea4","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.02","Walls"
"0ddb0aeb-6e43-4cab-8837-ca6c78f7d202","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.03"
"a80eded6-3390-4933-b73a-834a0f31eae7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.03","Walls"
"d4c4e7da-3ddd-410c-8458-02c79358a0e1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.04"
"9f69e969-3f1f-44b3-b7ec-1b846dc84712","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","VT.04","Walls"
"aada9b36-56cd-4f99-9d63-7991e3f95b03","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","eB1.SSS.16"
"62321e3b-41ac-4301-a4fb-5bb0607cb30f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","eB1.SSS.16","Walls"
"5e29a712-7237-456b-87b0-ad2ed3c1b04e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","eB1.FE.01"
"662d0c52-aeb0-4736-8148-8759fa489314","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 2","eB1.FE.01","Walls"
"d8b84d9e-5718-4bf1-af8d-54e6342261a9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3"
"6f23f65a-6582-4522-beda-77d07ce2be5c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3","B1.SV.01"
"419e1d61-29c0-4e26-89af-10ac2f8dc842","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3","B1.SV.01","Walls"
"7f147791-9e8c-4f90-aba4-2c64262986a8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3","B1.SV.02"
"240dad96-942d-4692-8c7f-e47589999dc3","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3","B1.SV.02","Walls"
"fc780650-e806-4c6a-987c-08fab855b919","","checklist-flat","work-in-progress","4797c58f45f5e22a0f2ec94b003003c185cc7aad6ab00df1436683dd30600c1a","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Zone 3","B1.SV.02","Ceilings"
"98366ee8-98b3-42ea-a6bc-be282979ff7c","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Basement","Scar Activities - Alimak / Tower Crane"
"a898d5ea-3bc4-4565-8f84-d5f39c630ace","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Basement","Scar Activities - Alimak / Tower Crane","Wall Preclosure Checklist"
"1548e3fa-04b0-408a-ad5f-ff516e09f8bb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor"
"6bc19ac2-baa1-485b-a50f-2fcb59ec877f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1"
"bc8a1180-4af5-45c2-b200-c5ad3a00de49","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AD.04"
"3c3929cc-1ef7-4da1-8984-7fe020f75719","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AD.04","Walls"
"f4c8a594-85fd-42f9-93a5-d73fdff38b7b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AD.05"
"37c5c59f-da8e-48b5-ac92-7123decd5d14","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AD.05","Walls"
"057b0129-911e-420f-b3b0-abfee8246e5b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AM.07"
"d5b5d861-739b-494c-818d-9b677d7be852","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.AM.07","Walls"
"d777c3b9-879d-422b-968e-64538a42932d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.CS.01"
"59322215-79cd-4f50-9738-27bf14401e89","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.CS.01","Walls"
"8ba393f7-eebb-4b91-9308-68d50ad7758d","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FBB.01"
"fcf098d3-7b57-444d-800c-004c0b0b52c2","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FBB.01","Walls"
"60fa85d5-517c-4313-a1ed-68d6f405a56e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FBS.01"
"39d6f8f0-d39c-4e6a-a601-45adb0585dd1","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FBS.01","Walls"
"e5a9a064-a091-4bc7-9ebb-d4eeb3df01bb","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.01"
"8b426c17-cdc2-46b0-ba84-3eece7c35c83","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.01","Walls"
"62dac00a-434a-4a97-9b9e-f42c67721ab9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.02"
"7432a3d6-cd78-4f8b-a225-a7eb604dca2f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.02","Walls"
"29eafa1c-c1c3-429e-9a84-2e8c1e966152","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.03"
"f3eb2157-1401-4ef2-a380-9e0ec35318fe","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.FO.03","Walls"
"2cd7070d-69e8-43d0-95a1-be6e009fcf94","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PC.03"
"4348c80c-7176-40cc-980a-cc6d08dfc7a6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PC.03","Walls"
"11126d55-a979-49ba-9bd4-5500320f740b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PF.02"
"b181b5f0-7be1-46f5-a174-f3a236c8e5f0","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PF.02","Walls"
"9d71008b-7abb-4559-864a-c47d796a3755","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PF.03"
"ce3a1581-357c-4e00-8143-934e212a80c7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","LG.PF.03","Walls"
"9e232b08-2570-49ed-890c-8107be0c339b","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","VT.06"
"380c68ec-fb37-4c67-bcce-5d46bf92c845","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","VT.06","Walls"
"3a70bc5f-f9f3-4bcc-a459-8f2708a8e780","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","VT.07"
"e5667579-c470-4985-8578-95787b459d0c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 1","VT.07","Walls"
"f7614d44-e80c-4a3d-8809-243a29c48ded","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2"
"c6d4d815-f6cd-493d-a8f1-84470b1bc1a0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.06"
"8cbf7b13-2b86-4795-9519-eaefdab6859d","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.06","Walls"
"16870c01-655f-4e05-897f-bb64c227504a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.08"
"4a5f0561-23ae-4fb5-9f44-5a1b2427edf8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.08","Walls"
"c104550c-a9ce-41fa-88a2-fcc412d0ebb7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.09"
"a68bcf49-7ee5-41c3-9a14-cea0582747c6","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.09","Walls"
"6d8cd9b0-3af6-44f0-9bad-c64bf7c4be5e","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.12"
"33a6f9e4-fd23-4582-9a63-14bfd3c18d3a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.12","Walls"
"3fd4336c-1979-408e-b534-c7dbecc5ed69","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.13"
"c159ac23-590a-40c0-ae00-d41a745f08d2","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.13","Walls"
"bbc6fbd5-4dc9-4191-beca-5e7c29b33efd","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.14"
"2659a478-0261-464e-96fc-1f22fadb9e8c","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.14","Walls"
"c3bd5356-164b-4a5f-bdae-1278bd942dd1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.15"
"6cb9e1f7-40a6-4d4f-a3e5-598e3cd00640","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.15","Walls"
"f331400c-3503-46ab-88a8-97f9e561f260","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.16"
"bdf7f6d4-efa5-4bda-90e6-9fcfcddb2af9","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.16","Walls"
"25b3705c-15ea-44b5-9f96-7eda725178ee","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.17"
"d57caa9b-7e2c-4871-9f57-e2d3f086027a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.17","Walls"
"b49b3034-5b2f-4165-b604-ffacd8edd36a","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.18"
"ae0e3416-a0ab-437f-8459-a87cb7a6c837","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.18","Walls"
"96115e82-c579-4ac2-8421-c0a5ee78455f","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.19"
"f1fb731c-0907-4106-9ce2-3a3aa862aed6","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.19","Walls"
"9d02b109-e819-4d17-888e-428a7dfd02ae","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.20"
"188ddade-75f2-4745-a94d-9fb750489678","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.20","Walls"
"c561f5ad-bebb-435f-a4ab-1b3781e0f1a1","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.21"
"3a73cf77-188f-481b-bccf-28e13184bd4a","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.21","Walls"
"b9eed2c7-3581-4449-8c06-d1dc3e454df9","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.22"
"1ac50a36-1088-4466-a974-65b0f2a0e915","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.22","Walls"
"7d1bb1a1-a101-4908-a715-bb74dd1c0076","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.23"
"dd9805a9-a87d-40d7-a8e9-e8523e4c4bfb","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.23","Walls"
"73ced2f9-3885-47b3-8069-3b24ee1fc257","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.24"
"5bccca06-1f8a-41d8-8172-f3890f8cac33","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.24","Walls"
"95abec2f-2e9a-4c72-86ba-09e2e2739d13","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.25"
"7054f958-e32a-49f1-9d98-12bbb1511bc7","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.25","Walls"
"4fdecf48-3ee7-4f3d-a907-0c279dcd6c4e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.10"
"d406e091-d406-4d00-873f-81042a599f0b","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.10","Walls"
"5fe75b5c-62ed-4f2c-9f19-ae3612e7bdd8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.11"
"b95364c4-e1e7-44c2-b23d-d2c015657fe0","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.11","Walls"
"048486c8-db22-49a0-9359-7b2b2541e0aa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.26"
"9f0c6689-88f6-441d-bfc2-41e4adc38eb7","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.26","Walls"
"320e94cf-e3c4-4b15-b227-b83468deb3b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.27"
"6060d7b1-7fa3-4bd7-af69-2664a6909efe","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.27","Walls"
"963e6aed-91c9-4857-99ab-448b2ed12d9f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.28"
"cd02bc75-2185-408b-8218-d20edc14cfad","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.28","Walls"
"e1f08251-14bc-453a-94a3-5f4050203460","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.29"
"12669716-05ec-49dc-b196-d5301e90ff79","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.29","Walls"
"36e775c6-4ddb-4fb1-8fb8-e3627c73a1e8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.30"
"ad6a3d2b-d413-4734-91b7-ccaa4005a446","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.AM.30","Walls"
"01ab00fc-05a1-4f11-b906-a13451975be0","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.01"
"8467735b-5b37-4604-adc4-535a39c730c8","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.01","Walls"
"d2d05c0d-07ab-4c63-8db4-74236a303bbc","","folder-normal","not-started","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.02"
"a6bff08b-a04a-40c4-bf42-907d4967ce6f","","checklist-flat","not-started","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.02","Walls"
"300f0f66-5f2c-4534-9135-ee01a1a5502c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.03"
"aaadc881-0561-4b17-b0c3-c4458e113133","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.03","Walls"
"fe713571-4cf6-4330-aaca-e36aa6804411","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.04"
"f7855d84-9486-4e18-8e22-967578236bef","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.04","Walls"
"99df8228-3d62-404b-85a0-2fc6bf5ac8b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.05"
"27372844-9339-4157-8057-6e2216c5007d","","checklist-flat","work-in-progress","1 Pre-close-up checklist - Partitions ","checklist-flat","FALSE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.05","Walls"
"21fab070-30d8-43d8-a8a8-41fa668afea4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Finishes - Pre-Sheeting","Ground Floor","Zone 2","LG.DR.06"
