"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d937442b-4018-4d42-b8c0-caadabe62c8a","","checklist-flat","not-started","Job Details","checklist-flat","FALSE","FALSE","Job Details"
"f1b556bb-9dec-4aca-8685-15e98b3e01f8","","checkpoint-status","not-started","Job Details:eb09983a-2e71-472e-90cd-231129859fcc","","FALSE","FALSE","Job Details","Project details entered below"
"007d726a-3616-4852-bfb6-5d460fec8746","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"86ef93b4-c72f-49e8-b5f7-d07e54635616","","folder-normal","pass","","step","TRUE","FALSE"," Precast Manufacture","Barriers BR03"
"4a2e9eac-ddec-403c-8272-31a98f10fe36","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR03","BR03-1"
"39034d2b-fcdb-46b5-801e-69896b03f25f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR03","BR03-1","Pre-Pour Check"
"06567bb6-31c6-4a72-b570-113f0c63da2d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Concrete Works","Concrete Works Details"
"f61a5a0f-37eb-44c3-948c-4f48f920748b","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Concrete Works","Wilco Sample Taken"
"657adc58-4ade-4e9b-b034-d648fb84daf5","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Concrete Works","Bridgeman Sample Taken"
"39da769d-baa5-40cb-9aaf-b260642174b4","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Concrete Works","Supervisor Approval"
"b70a2eb7-c305-4db5-8a2e-ad845e0228a2","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Post Pour Check"
"e3a9c0fa-a479-4b36-a144-99b2aae8edc5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Post Pour Check","Edge Detail"
"5a6b9cc0-decd-411d-8070-2f9c1cab966e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Post Pour Check","Bar Projections"
"db6d250e-9f1e-4c30-acf0-fdfdfbe54450","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Post Pour Check","Cast in items"
"46c7459a-19a3-4e88-84c7-fb1730ed26cd","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Stripping and Stacking"
"6fcfc822-2f51-42ee-b7cc-da16df05cb93","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-13","Stripping and Stacking","Stripping & Stacking"
"511fe88f-32f1-497a-9ece-ddc75c32bb11","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR02","BR02-14"
"839257f1-f313-4968-86f7-2d22f0395a95","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check"
"03449598-99c7-465e-8845-712f76aaff83","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Dimensions"
"42785f87-96ef-44f1-8298-a316b05e63b2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Mould Clean"
"6070ffb9-1fc4-4674-8876-3b9de00afb3f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Mould Oiled"
"55cf26bb-babd-41e2-89e2-883a46c64cc8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Mould - Workmanship"
"e1d9c1b9-f59a-40e5-97d9-7c1898a8f837","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Reinforcing"
"908f9548-0194-4d51-bfc3-a0db9009a5e5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Cast In Items"
"fdff8931-6434-4f1b-a2ee-507a8ef19b08","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Marker Position and No."
"30259aa0-cb93-4e5b-8354-731840cb273c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Pre-Pour Check","Make mould to Green Status"
"18fe20df-197b-4703-8598-599036a09f85","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Concrete Works"
"a4f67114-5969-4b84-ba64-bbf6abbb7ea1","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Concrete Works","Concrete Works Details"
"fdab4206-d6eb-4199-a4c1-715513364c46","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Concrete Works","Wilco Sample Taken"
"91b0da56-1da9-4d73-a12a-d6283069ae5e","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Concrete Works","Bridgeman Sample Taken"
"4edc1590-a33f-4710-a438-db671a6aa6e7","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Concrete Works","Supervisor Approval"
"506e35f8-d187-43da-81d3-54de93f36732","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Post Pour Check"
"dfbdb6f3-621e-408c-a36b-276d4f3ec394","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Post Pour Check","Edge Detail"
"ed90ff07-cb5f-48cf-9239-5bb9c86af254","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Post Pour Check","Bar Projections"
"2bda96c6-b6a3-46b3-850c-9018bc5a4488","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Post Pour Check","Cast in items"
"072aa3c8-d9fa-4307-aa6b-bd80c85fed25","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Stripping and Stacking"
"38f2a0a4-3c2c-4519-8f18-2cbb99253812","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-14","Stripping and Stacking","Stripping & Stacking"
"4b699134-0ad3-4c4b-bfc4-8314369efbc5","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR02","BR02-15"
"b1dfd6cd-e863-4d10-bfeb-cae889ceb787","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check"
"f038a003-9102-40ad-8a0a-66f2fd4278b2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Dimensions"
"3bc1d1c3-ae81-4cf4-947c-23829905ed1e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Mould Clean"
"c455a421-1f9d-4e93-9046-8b2cdb71fd97","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Mould Oiled"
"e31bb6ea-5ff9-4376-91d8-94e17d3aaa3c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Mould - Workmanship"
"ad8d591d-28b7-4c82-9b49-f07191bc775f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Reinforcing"
"7f53699a-dd6d-4c62-8705-da312579addf","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Cast In Items"
"cfbedcc5-b9a7-4650-aad6-65296f053645","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Marker Position and No."
"1e2ee1e9-06df-4f89-b44a-1cabad352272","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Pre-Pour Check","Make mould to Green Status"
"29e03a5d-9b97-46c1-8e3a-d62669c4a59d","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Concrete Works"
"a568fd55-a3ff-4eb5-b8bd-1b8abf1f23dd","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Concrete Works","Concrete Works Details"
"f2aeae7b-cf38-4f62-bdde-beb4d84ed099","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Concrete Works","Wilco Sample Taken"
"1672ca7c-5be4-4408-86f5-563c24cbe5e2","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Concrete Works","Bridgeman Sample Taken"
"e97b84b0-67af-4e32-bdf7-6addc3491c2d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Concrete Works","Supervisor Approval"
"807eb884-919f-4ec2-bec6-d676f0276145","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Post Pour Check"
"115c1970-6890-4f88-8cf8-719c7817e39a","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Post Pour Check","Edge Detail"
"4c74e0a6-4f17-4707-81c9-280f9e6083ec","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Post Pour Check","Bar Projections"
"f151ac82-b210-41bc-a03b-3bde489948b8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Post Pour Check","Cast in items"
"2efe88af-8d2b-411e-8065-fa40d3fea755","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Stripping and Stacking"
"2b01585b-3923-476f-8fb3-c818e5c10db9","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-15","Stripping and Stacking","Stripping & Stacking"
"4a7bb167-0e1f-4bbe-8ace-fd1d72bb1c56","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR02","BR02-16"
"8d33cd90-1ab0-4e91-b35c-ad7b8a17da3f","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check"
"f00bb08b-2748-4454-9e1a-e0340ae5402c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Dimensions"
"3a5dfbb8-ffdd-484c-ad09-01758a8439b8","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Mould Clean"
"db9ce45d-b02a-433a-9383-f3fb6616eb1d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Mould Oiled"
"d28e40f1-0027-4cf3-bec0-31c843bfeac6","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Mould - Workmanship"
"8aab23d4-5351-49ed-b051-149a73c3cdef","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Reinforcing"
"fd1afe8f-d3ff-4eb4-89c7-0ddf2fd81c8e","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Cast In Items"
"88792740-ab08-434f-b972-7a45e5eb2e6f","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:f88df7c6-8851-42fe-ba1a-ce2eccad4958","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Marker Position and No."
"e8e79bf1-dec7-464b-b8d0-7d250409c0e5","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:36ebd842-22b8-45bb-90b1-242be7619e65","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Pre-Pour Check","Make mould to Green Status"
"2067baec-aaa6-4e79-8e1a-8fd68c659685","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Concrete Works"
"0b014557-f82b-44cb-af2f-7e444095f277","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:ff615882-67b2-4134-b4df-7410118fcd9c","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Concrete Works","Concrete Works Details"
"3ffd981d-f357-440d-8553-bf556b1cfe32","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:16dceb70-a166-4d30-9f94-d27fde296a23","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Concrete Works","Wilco Sample Taken"
"e5ffd4ea-5744-4f6b-a33d-1e8b810d399a","","checkpoint-status","not-applicable","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:a721c96c-029e-492e-ba0c-d17af09f439f","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Concrete Works","Bridgeman Sample Taken"
"25192ecd-c6c6-486f-9df1-d0665c3c27ce","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f3c8982-bb92-4d6a-aff0-f45e833721ff:9ff58403-6c25-402b-9f37-2e287866b6fb","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Concrete Works","Supervisor Approval"
"e7fe9cf1-472a-46e0-a83f-f741d701501d","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Post Pour Check"
"e984788d-aaa9-4f23-a4d6-5a5cf9cb5a1d","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:fc0c3f4a-d4f9-41dd-b546-1b983fbb307d","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Post Pour Check","Edge Detail"
"ddc3adc3-4afc-479a-8174-16f8cbe3768c","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:6e3f3f1e-8a20-4043-98be-48de49917aa9","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Post Pour Check","Bar Projections"
"4a94324b-d86e-4475-b59f-38553f4afe02","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:7a7c8184-f9a7-4290-b413-080da158d0fc:ea59b6b3-498e-4f64-9c9c-32a14ddd6eb1","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Post Pour Check","Cast in items"
"9dc5c2a8-0029-4e3c-864d-9dae29c2a34a","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Stripping and Stacking"
"a43f9e1e-acfc-4543-978e-2508bed6cf3b","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0f0c1337-675a-44e7-a00c-17761a995086:065e5fad-f2ef-447f-a912-439dd75c83ed","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-16","Stripping and Stacking","Stripping & Stacking"
"98a97719-b0b1-45c6-86dd-1461a6b935d8","","checklist-sectioned","pass","SYS - Add Panel (v2) [old version]","checklist","FALSE","FALSE"," Precast Manufacture","Barriers BR02","BR02-17"
"105e5ce5-b0fb-52e2-ad2e-ffaa979d3f5d","","checkpoint-group","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check"
"78055e78-2672-5229-9208-121d6e675088","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:5757d01a-c6a6-4582-b765-051563118a04","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Dimensions"
"be07060a-b428-5c2f-b585-3582d80d9d11","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:06437515-1423-488a-90d4-d2b8a66ff034","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Mould Clean"
"88d66592-650d-50fc-aaaf-b77c6959f5ac","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:cd9d17bd-fc50-4ad8-ab67-7a37a9afc275","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Mould Oiled"
"5e04493c-e7e1-554c-aa26-ea73f71a1838","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:fdff7411-3909-4be4-a089-3460d5def8be","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Mould - Workmanship"
"b97c0819-7498-5b32-84a2-4de9666913b2","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:26f0370f-1702-41aa-9ef3-7b41a49d8593","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Reinforcing"
"541ae555-b094-59db-b134-71d9b143bb81","","checkpoint-status","pass","SYS - Add Panel (v2) [old version]:0fc12751-796a-4e18-8b91-911a57350d34:697558e0-522e-4231-a857-e33ea4249422","","TRUE","TRUE"," Precast Manufacture","Barriers BR02","BR02-17","Pre-Pour Check","Cast In Items"
