"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0a2ef68f-234f-4489-bf49-dbad693ac7dd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0eed8881-9539-426c-ae07-54f99fd3fc01","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Documents for Reference"
"5a392417-1968-41f8-abb0-3ef9d1d26582","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Welder Certificates"
"146e238b-3017-4bf6-956c-4d5f0a72ff59","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Calibrations & Conformity"
"00563a5c-4b02-4e95-9d5f-8cbd2c39a5bf","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Extruder Serial Numbers"
"d1532e47-1b04-43ad-8001-12fb6c49ddb8","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","LEISTER Tool Serial Numbers - Weldplast "
"24eca42d-d299-4b34-903f-0909d118411c","","checklist-flat","pass","Add Reference Document","checklist-flat","FALSE","FALSE","Site QA","Documents for Reference","Goodburn Spark Tester"
"64829cba-c0ac-4a08-8bb7-80c892b7810c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings."
"c9a11949-58e8-42c9-811d-dfe8d22e3480","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500"
"9dbd897b-1d95-4bf5-8466-d8dbc9d6856c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1-500","1 to 25"
"d0be2972-299b-4f87-8736-c5abf0d75506","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1626 to 1650","Daily Prestart - Date:25/7/23"
"e7ebb2eb-0ab7-411f-abf2-3dcbd9423c00","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675"
"d79b51b8-0ddb-4657-aee6-186ac38c063e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Prestart"
"701c05c3-1887-45f5-822a-ca570d5862ba","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"603e0c7b-8327-4593-92e6-ee8d65336e18","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Welding Record - Phase 1"
"a6fa2cc7-f3c1-4620-b15c-e1dea3e1d644","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Welding Record - Phase 2"
"adebf20c-bca6-41ee-afe1-8210c1166fde","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Electronic Testing - Phase 1"
"32d71afb-009e-40fa-88bf-ba9f4fddfe9c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1651 to 1675","Defect Repair"
"fcf61375-d547-4d27-bb32-e1e5178e33ab","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700"
"6e6e6b7d-7357-45bb-bb0a-04f1816e0f13","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Prestart"
"6f4b0c42-1575-4a90-aa75-c3a118a2bdbb","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a0c156a3-bf9c-4799-a3c6-3c01574f94be","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Welding Record - Phase 1"
"1327c3e1-5b5f-4d60-8fe9-176f0dc636d8","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Welding Record - Phase 2"
"738211d4-3df8-43ac-b7a4-e4a961cdcc67","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Electronic Testing - Phase 1"
"90b4ea34-be74-4ccb-94af-8111fd3b6228","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1676 to 1700","Defect Repair"
"bf96feaf-5bef-429f-a4c2-dddaf18cd24f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725"
"7dea9333-1a31-4ebe-bd4e-76d5d5930963","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Prestart"
"17797021-2a48-4c87-ba79-5ffda46ac54f","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"700f23ed-6fb3-4d1c-a804-6fb9d99d4f9c","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Welding Record - Phase 1"
"4ebccde0-ef30-48d4-bbe0-7f8673ae9405","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Welding Record - Phase 2"
"95aeccd8-721a-4918-804b-4d886b6575dc","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Electronic Testing - Phase 1"
"141bd39d-ec53-4638-b172-51b57274adda","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1701 to 1725","Defect Repair"
"a77bbc75-0f36-449e-ae58-dbf2946b2668","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750"
"fd1e21e2-fd6e-4a01-b655-301446ca5b6c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Prestart"
"cca106a4-bef8-4e9a-80cd-786e06706f81","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"5246749b-38ca-45d3-bf11-62a4bd1c54f9","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Welding Record - Phase 1"
"60f732d4-7be9-4610-a143-2a9325195cde","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Welding Record - Phase 2"
"4855d8ad-1682-42b7-b4dd-d1f8ab65be12","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Electronic Testing - Phase 1"
"01db068d-3afb-4d40-8302-e243fbb9b600","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1726 to 1750","Defect Repair"
"290d0f56-faf7-412f-a206-db02aeb59ef9","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775"
"a69fd975-4675-4981-8057-77649ca59f6f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Prestart"
"fa787405-542a-47b0-9fe3-46846fe4e179","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"a9d9d0cc-c6c1-4ffe-9c92-7c7e83f7e839","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Welding Record - Phase 1"
"e2335ed4-db56-4f72-958d-faa53d05daca","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Welding Record - Phase 2"
"36264503-1458-43f2-ba63-8e212dc3ae64","","checklist-flat","not-started","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Electronic Testing - Phase 1"
"a1fee68d-cde9-4d38-bdaa-8359c4b14c69","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1751 to 1775","Defect Repair"
"aec135bf-73d6-4bdf-9492-05bf9ecac76b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800"
"83a54f20-1438-43dd-91d1-c9343356d03a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Prestart"
"7b89f610-c8a9-4e3c-9e6b-eaefc01f3c0d","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7ba9c566-f550-4607-b6ea-56d11c86f121","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Welding Record - Phase 1"
"15f5e243-32f4-4f87-bc62-dd65ad2def61","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Welding Record - Phase 2"
"40c05d12-7d1a-4c14-a442-b7465348cf76","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Electronic Testing - Phase 1"
"72bab2c5-fcd7-4fcb-ad31-98b40f4cbf16","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Defect Repair"
"25ace077-a749-4c07-8190-97ac8c95c2a9","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1776 to 1800","Daily Prestart - Date:27/7/23"
"eb562092-faa8-4fcb-8d5b-6e9192db1207","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825"
"cd6bad71-e6e3-4be6-b298-38e600e1ab02","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Prestart"
"5ef96722-a10d-4147-a4a1-818bb6499eb5","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"89cc7a51-db5a-4429-b5fe-ae4d55843bb2","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Welding Record - Phase 1"
"ac5bdd79-eb57-41fd-be97-b3c096f74467","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Welding Record - Phase 2"
"e9914ca3-e91b-4735-b6ab-3cd3a90a0063","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Electronic Testing - Phase 1"
"12162c74-b605-4da6-836b-06866be4234b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Defect Repair"
"d47a74fb-b6fb-4e0f-ba95-bf3281aba2f5","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1801 to 1825","Daily Prestart - Date:26/7/23"
"9601be48-2349-41c4-b7c5-f2f1b285b64a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850"
"24b776f0-95fa-4427-a35e-ed4a9aa1d2ca","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Prestart"
"069b2596-0cd2-4298-a1dc-f2be28096a61","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"09e06235-5519-49c1-b657-8eea7bd46220","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Welding Record - Phase 1"
"780e4c34-4b92-4b58-99bf-822ecd52c6bb","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Welding Record - Phase 2"
"b8fde2b7-ffb6-44d3-b250-b189e1161cfa","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Electronic Testing - Phase 1"
"4a5545b4-45f8-46ec-a539-1ca3e2664367","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Defect Repair"
"e95843cd-3bb0-4f77-b34c-5ef14d3f8dc6","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1826 to 1850","Daily Prestart - Date:28/7/23"
"1d849d8a-aaa8-4a57-9689-7f295e424073","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875"
"f5f2a7e2-1d62-4e54-b77b-3e6ed638ab96","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Prestart"
"d1e3263f-f874-45fe-ba26-3613fe79392e","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"7b2f3be9-d407-42f2-aec9-7a8828b8cb28","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Welding Record - Phase 1"
"d0993494-bc00-4eea-9989-d7ffa534d9f0","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Welding Record - Phase 2"
"1806f1b6-7611-48ab-b35b-02f03b14155d","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Electronic Testing - Phase 1"
"cb7914b2-7acb-45b6-8c1c-d27b9dfb2654","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1851 to 1875","Defect Repair"
"414b0964-8256-416f-b288-99673604b8ae","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900"
"1231fa9b-0d43-4398-9bec-723ecbb2cf15","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Prestart"
"7e5b7f4e-7752-48b1-8ae2-5ed7f9d9d95d","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"342f7ae3-1f0b-4154-826b-9e2f8c2eb182","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Welding Record - Phase 1"
"bf501a8d-9817-42fb-8784-74de9261f0a1","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Welding Record - Phase 2"
"32b24c04-b726-4d94-8d9e-758f75a26740","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Electronic Testing - Phase 1"
"5e24461a-f18b-4c1a-994d-e7d439d8fe41","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Defect Repair"
"cdaedac9-22e1-49fe-ae73-4c1032942a2c","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1876 to 1900","Daily Prestart - Date:31/7/23"
"6e71d9c3-d32c-4f31-8ec6-45d9aa3a7cff","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925"
"7584a532-0049-43d0-8841-c1b7c48f1fd5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Prestart"
"1dd6ad02-9f3b-42d6-ab69-73bf460140ff","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"38a5f502-3ca3-428b-ba91-b7da030e550e","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Welding Record - Phase 1"
"14b56cf9-e21c-4819-a59a-aa8ff4517dcb","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Welding Record - Phase 2"
"25268c41-a96d-41ee-906a-1a8943f09cbf","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Electronic Testing - Phase 1"
"65b0b4fe-e016-4fe4-9524-ec023c89ebea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1901 to 1925","Defect Repair"
"4c9933bd-fe66-40ef-8500-d386769d7f99","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950"
"d050f7e0-fda2-4db5-93d1-7495f33d1edf","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Prestart"
"515b7eea-fe4f-4762-bb03-f12d225aaf18","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"e1478393-f6a1-4b21-9011-98211d525560","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Welding Record - Phase 1"
"f46ff69d-06c5-45de-93b9-50f3d581b68d","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Welding Record - Phase 2"
"83a534d6-b2e4-40ac-aa3b-1506695b3326","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Electronic Testing - Phase 1"
"5c889fc0-a71c-485c-9c56-4463bb2c3dbe","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1926 to 1950","Defect Repair"
"d85d358c-6fad-442a-9f6d-370e2875e00c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975"
"4d4126fd-be58-41f9-bb4d-cad7d67ff57d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Prestart"
"564812dd-19bf-49cc-84af-a32f1aee1a44","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"0da57b93-31ec-4986-87c6-28b0a6422518","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Welding Record - Phase 1"
"553c2f0e-0892-42a7-b303-3fc6ec19dd96","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Welding Record - Phase 2"
"f47bb34c-5581-4071-8ec8-158b41fe15c2","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Electronic Testing - Phase 1"
"5e37f625-d98b-43f1-af53-47d2a56021b3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Defect Repair"
"8c0fd88a-87b1-4995-afbe-e75dc1619517","","checklist-flat","pass","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1951 to 1975","Daily Prestart - Date:1/8/23"
"3f8736f4-b4dc-4ffd-8768-6b3f2607257f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000"
"1145624c-3818-4fcb-ada5-f042950f6a0d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Prestart"
"e9156335-5f31-4cb9-bb02-d0531c8b8868","","checklist-flat","not-started","QA - Daily Prestart Checklist","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Prestart","Daily Prestart - Date: DD/MM/YYYY"
"4fc430a7-e028-425f-9c0f-871e8afa5cab","","checklist-flat","pass","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Welding Record - Phase 1"
"b3476e3a-1fe2-4969-b28e-03a4bae50fba","","checklist-flat","not-started","QA - Welding Record","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Welding Record - Phase 2"
"349e32f4-0bb1-4f82-9f89-1477dcb671d3","","checklist-flat","pass","QA - Electronic Testing","checklist-flat","FALSE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Electronic Testing - Phase 1"
"f4871899-fad3-42b8-86c2-f987c7bd3511","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 1501 - 2000","1976 to 2000","Defect Repair"
"cd01f9d9-5eca-4e7b-ab27-9a225a436d50","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500"
"b49d1ff2-8277-4548-91b3-e3f43bd47459","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2001 to 2025"
"e4508ee1-f072-4d6b-a26a-ba8e2474ac0f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Rings.","Rings 2001 - 2500","2001 to 2025","Prestart"
