"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"355ef459-b353-4bd8-8662-10c122f66761","","folder-normal","fail","","step","TRUE","FALSE","QA"
"be662c48-8e32-49c7-a243-9edd3ffb8210","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Foundations"
"d2e622a3-4b9c-49f0-83b2-1afef7b2e0a6","","folder-normal","not-started","","step","TRUE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)"
"d4272bb5-d005-42b1-a428-f277e51cf633","","checklist-sectioned","not-started","Add Stormwater Mainline","checklist","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)"
"91558a18-b950-4297-9166-aa9a4f74d7b4","","checkpoint-group","not-started","Add Stormwater Mainline:c29e82db-5e6e-42fb-8312-adaab8433f9d","","FALSE","FALSE","QA","Foundations","Zone 1 - (Grids 1-6 & A-F)","Stormwater (Main Line)","Pipe Laying"
"c7580ffb-fc93-4bfe-8fc6-2ca521191990","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:4ceef594-5ae5-4fc8-9cc7-d7d11c21275b","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Correct pipe size, material, class, level, grades and joints as per spec"
"0fb5ef70-41bd-44ed-89be-d4a97d8d9fa2","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:70f4aafa-ccff-4f77-90e8-48322e6ec99f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Correct support and brackets"
"b78c81eb-6309-436a-b918-4765c485589c","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:c2330d47-8de0-408e-957b-112d4f0614fa","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Correct Seismic bracing as per spec"
"366bf58d-bab0-4776-9e98-9ae8beb26995","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:33cc105f-d478-4c38-9349-8affdd88f07f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Testing completed as per specs"
"03004238-e1bc-42ad-8537-80aed7b77589","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:aafcd082-26a9-4174-99e8-3f247faec00d","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","All open end of pipes protected and covered"
"3e62411b-531f-4579-8cda-ca67065a41e6","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a0f40fa5-6898-4623-88c3-877e2f3f69dc","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Any clashes with other services checked"
"7233f72b-bd5c-40b2-8b79-0cc444853e8e","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:2d77f714-a700-43a3-b7be-d8ae2bedff99","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Pipework identification and labels applied"
"79b7d780-8f2f-4f30-ade1-bc0a1b0b3c00","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a0a68faf-5f8e-449b-8065-2b8b17c34df4","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Watermain","Area left clean and tidy"
"4415e2a8-dbb4-4d12-8e3d-77bae5c0a783","","checkpoint-group","pass","Basement checklist:653e24c4-0ba8-4c1d-b7f9-bcde481a6558","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Inspection"
"3359f3a4-e823-454e-bd89-4d9400762dde","","checkpoint-status","pass","Basement checklist:653e24c4-0ba8-4c1d-b7f9-bcde481a6558:3a4141ca-3ec3-44a9-bdf7-2f48a7286d55","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 2 (Grid 6-12 & A-F)","Inspection","Council Inspection completed"
"5aeba30b-716a-42fc-b449-f737e802a97f","","checklist-sectioned","pass","Basement checklist","checklist","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)"
"0741df93-4dc0-4a6e-8932-d8667b467e14","","checkpoint-group","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater"
"87f788e9-6779-4c36-a118-d97f13a09b85","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:66f4ce3d-1897-4304-9cf5-bdf345200fc2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Correct drawings and revision"
"10751796-aebb-48fd-b445-85e23c7da8dc","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:11c70670-8bb6-4175-a6d7-dfe7ab9c90d7","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Setout completed, checked and accurate"
"a3e220ee-4af7-4f19-83e2-6b84904afc18","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:72037394-d3a5-4b78-8bc3-dd34777eb630","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Correct pipe size, material, class, level, grades and joints as per spec"
"e7ee88b8-d46d-4757-9b9d-7e00b502b430","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:bd155f7c-122d-479f-aa68-2aec7e2f06c2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Correct support and brackets"
"cef41a60-4cd3-45df-90da-f8a76ec2dca9","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:e3dce7fb-bedf-4060-af71-c4fd2ee98ab9","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Correct Seismic bracing as per spec"
"d02d336c-327e-4eec-b4fc-04596a39c682","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:a31c2ac1-aa8d-44fb-ba3f-0aadf2878c4f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Testing completed as per specs"
"4494ceab-eccc-43d6-96b6-5a1baf9ab35c","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:a38ba9b5-debb-479f-9e95-dbd8ab73b233","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","All open end of pipes protected and covered"
"9e5e5c11-d384-4be8-b94f-9031a7ecc5bf","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:5be69d78-1a73-46af-bb50-490244ced891","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Any clashes with other services checked"
"6c097fe9-6dd4-42b2-9322-6a7360814991","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:6f53d427-eb7c-42c6-a98a-ee603b5c5834","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Pipework identification and labels applied"
"68d36e1c-3e8b-4f01-b5f9-75fe7b426ebb","","checkpoint-status","pass","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:3976ea0c-01a0-4669-88ed-00420c604e99","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Stormwater","Area left clean and tidy"
"ea23518d-c06a-4459-a75c-8bf98ba1f6d5","","checkpoint-group","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer"
"551e5961-83fc-4ba5-9787-69c4f7683571","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:5cee44fb-92b0-4f08-9856-1fe912bcbc3d","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Correct drawings and revision"
"4a27b29a-975f-47af-98a1-164a3eb15336","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:5de11d90-f5e0-46a1-90a0-eac4431b5e36","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Setout completed, checked and accurate"
"f925d380-3a5d-49f0-8b04-46c1a0881ef1","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:83e98673-e369-490b-95a8-55fdec2cf7e5","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Correct pipe size, material, class, level, grades and joints as per spec"
"549684be-4967-4c2a-a45a-e0aedebb7b42","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:1643030a-bb43-40ff-b257-c0c382fb1f64","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Correct support and brackets"
"86b5c248-0e32-41ca-aaa3-717b2afb2c92","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:7634f14e-aa38-4e1b-ab6a-14fb847d5ca9","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Correct Seismic bracing as per spec"
"5ac059d7-e92e-4186-bccb-0b8a79b17505","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:f85b0554-5763-4c27-b1c5-edd96e9be9b0","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Testing completed as per specs"
"ac31567f-38e1-4af6-bee2-b638ea146435","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:4dc67e80-d59d-4efe-bc11-a31aa3547910","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","All open end of pipes protected and covered"
"338641b7-e9fb-4065-acb2-a5bb063d2f6d","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:13bba1fe-6f95-4301-8844-862cbe4b1e81","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Any clashes with other services checked"
"2d0212fe-e577-4819-9a6a-ad7942d1ecba","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:f41104ec-8857-4489-9726-076c9f636b88","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Pipework identification and labels applied"
"2f0139cf-000e-40cb-8066-d493b499ffa7","","checkpoint-status","pass","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:933b2917-29c9-4674-8d3b-53e40f576d50","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Sewer","Area left clean and tidy"
"912d320d-cea3-4508-8aa4-0df91dfadb3f","","checkpoint-group","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain"
"86354f08-b0e4-4ba4-9279-39b33881b192","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a58b9d00-5b17-41b4-8a7a-a222c3415778","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Correct drawings and revision"
"b461eba4-e876-4c27-9464-9913e3fe715b","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:4a06adfb-c571-460a-8a4b-2b3901f378e2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Setout completed, checked and accurate"
"64aad8d2-1261-4e06-b93b-44b3230a69e1","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:4ceef594-5ae5-4fc8-9cc7-d7d11c21275b","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Correct pipe size, material, class, level, grades and joints as per spec"
"5d211e27-2c79-4e43-84d3-09aa69de83b2","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:70f4aafa-ccff-4f77-90e8-48322e6ec99f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Correct support and brackets"
"3eb4ad3c-e403-41a5-a9d5-d21b838acf43","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:c2330d47-8de0-408e-957b-112d4f0614fa","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Correct Seismic bracing as per spec"
"69bd3803-e94c-4951-b0aa-0051a8ef65a2","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:33cc105f-d478-4c38-9349-8affdd88f07f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Testing completed as per specs"
"bf9e3d65-35ca-4079-af29-9b6f96294fd3","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:aafcd082-26a9-4174-99e8-3f247faec00d","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","All open end of pipes protected and covered"
"c22d9ac1-784b-45f5-bdaf-907a3b7e97cc","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a0f40fa5-6898-4623-88c3-877e2f3f69dc","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Any clashes with other services checked"
"67cbf844-c695-41f4-8c49-bba1a2480fab","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:2d77f714-a700-43a3-b7be-d8ae2bedff99","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Pipework identification and labels applied"
"2cdfc7b1-b666-4c06-8300-5aa998d34939","","checkpoint-status","pass","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a0a68faf-5f8e-449b-8065-2b8b17c34df4","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Watermain","Area left clean and tidy"
"f052a5a6-c99d-45fb-b480-a82ef1c55315","","checkpoint-group","pass","Basement checklist:653e24c4-0ba8-4c1d-b7f9-bcde481a6558","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Inspection"
"bfcc5512-ce92-46ff-a4e0-43c93cbac449","","checkpoint-status","pass","Basement checklist:653e24c4-0ba8-4c1d-b7f9-bcde481a6558:3a4141ca-3ec3-44a9-bdf7-2f48a7286d55","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 3 (Grid 1-6 & G-K)","Inspection","Council Inspection completed"
"f42ee59d-899c-4fe4-bc12-a131e0203429","","checklist-sectioned","not-applicable","Basement checklist","checklist","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)"
"0b0f1c9a-6c6a-4251-8a36-412f85dc2815","","checkpoint-group","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater"
"0d8c8880-b080-48d5-98e7-d5459577cee2","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:66f4ce3d-1897-4304-9cf5-bdf345200fc2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Correct drawings and revision"
"ddb0ebb0-7a90-4d61-81ea-557d92ebd8c9","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:11c70670-8bb6-4175-a6d7-dfe7ab9c90d7","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Setout completed, checked and accurate"
"67d4571d-c073-473f-a22e-064034e1768b","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:72037394-d3a5-4b78-8bc3-dd34777eb630","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Correct pipe size, material, class, level, grades and joints as per spec"
"44025f09-c361-4fce-b033-d4a90e3284c8","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:bd155f7c-122d-479f-aa68-2aec7e2f06c2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Correct support and brackets"
"3e49ee7c-d779-4a19-a35c-82c9f0fc3632","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:e3dce7fb-bedf-4060-af71-c4fd2ee98ab9","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Correct Seismic bracing as per spec"
"bddeaee9-c470-4344-8976-f058578fa208","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:a31c2ac1-aa8d-44fb-ba3f-0aadf2878c4f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Testing completed as per specs"
"2f2ca849-9faa-4df9-9ef1-87291cd4db66","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:a38ba9b5-debb-479f-9e95-dbd8ab73b233","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","All open end of pipes protected and covered"
"a45c0d5d-1412-4816-a04b-0d1209ad7cc6","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:5be69d78-1a73-46af-bb50-490244ced891","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Any clashes with other services checked"
"32ef9a7f-b6f0-44e1-99d2-8f140386dd93","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:6f53d427-eb7c-42c6-a98a-ee603b5c5834","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Pipework identification and labels applied"
"b60ec5a3-d2ce-45c0-af25-914379b8f542","","checkpoint-status","not-applicable","Basement checklist:47de3db5-cb2f-4985-849e-f74fa852c648:3976ea0c-01a0-4669-88ed-00420c604e99","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Stormwater","Area left clean and tidy"
"44b434c6-3d88-4b98-9ae5-4a7b1600b081","","checkpoint-group","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer"
"89db85fb-077d-491e-8601-d0fba16b380f","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:5cee44fb-92b0-4f08-9856-1fe912bcbc3d","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Correct drawings and revision"
"56cdeb15-9d35-4192-9461-36c7cdec3bca","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:5de11d90-f5e0-46a1-90a0-eac4431b5e36","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Setout completed, checked and accurate"
"5685ba65-ef20-49ac-87ee-ea453ea6268e","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:83e98673-e369-490b-95a8-55fdec2cf7e5","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Correct pipe size, material, class, level, grades and joints as per spec"
"fafa2620-3b80-46c1-a1d0-603050817b41","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:1643030a-bb43-40ff-b257-c0c382fb1f64","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Correct support and brackets"
"49e5868a-4c4b-4891-83d0-290896e1eab3","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:7634f14e-aa38-4e1b-ab6a-14fb847d5ca9","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Correct Seismic bracing as per spec"
"591ed6ef-6a25-47a4-a74b-ef3b38d6b595","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:f85b0554-5763-4c27-b1c5-edd96e9be9b0","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Testing completed as per specs"
"f0bfcfa2-f20b-47b8-ac4f-681fff4c411a","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:4dc67e80-d59d-4efe-bc11-a31aa3547910","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","All open end of pipes protected and covered"
"5209a696-2a04-43bb-9516-5d40bc33972c","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:13bba1fe-6f95-4301-8844-862cbe4b1e81","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Any clashes with other services checked"
"be620b1d-53b7-4d04-a192-0182b98b8fbb","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:f41104ec-8857-4489-9726-076c9f636b88","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Pipework identification and labels applied"
"93f867f7-5494-46ab-bc54-422e18b93195","","checkpoint-status","not-applicable","Basement checklist:e9f7a7ad-c325-452e-89f7-bd19b93fea1b:933b2917-29c9-4674-8d3b-53e40f576d50","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Sewer","Area left clean and tidy"
"e7a8c27f-0bd9-4463-bad2-a96a248ab5a5","","checkpoint-group","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain"
"3cf5dd73-3e21-4624-b8a9-20ac232c13a6","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:a58b9d00-5b17-41b4-8a7a-a222c3415778","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Correct drawings and revision"
"c28cfd8c-1893-45fd-8dc5-0b8efc66c736","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:4a06adfb-c571-460a-8a4b-2b3901f378e2","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Setout completed, checked and accurate"
"76452231-84ab-4b96-ab1e-c334ea1775f5","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:4ceef594-5ae5-4fc8-9cc7-d7d11c21275b","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Correct pipe size, material, class, level, grades and joints as per spec"
"b9d38d0c-c025-4777-b9c2-e7f73e026b16","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:70f4aafa-ccff-4f77-90e8-48322e6ec99f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Correct support and brackets"
"b8cbab35-c82d-404c-ac0e-f787b23187ae","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:c2330d47-8de0-408e-957b-112d4f0614fa","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Correct Seismic bracing as per spec"
"6606cfb9-74dd-46a9-8095-e43934c03f60","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:33cc105f-d478-4c38-9349-8affdd88f07f","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","Testing completed as per specs"
"271d4579-245e-47dc-95ee-3d213251adc1","","checkpoint-status","not-applicable","Basement checklist:cdeef541-644f-4d01-b1a9-fd752d628708:aafcd082-26a9-4174-99e8-3f247faec00d","","FALSE","FALSE","QA","Lower Ground Mezz(LGm)","Zone 4 (Grid 6-12 & F-K)","Watermain","All open end of pipes protected and covered"
