"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6290af21-5663-4d5a-be00-a8657aef119e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"996a56de-d4c9-452e-9aa4-76d767c22ec2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1"
"4b213afc-b104-4e58-83b5-546a14d0c082","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building 1","Ground"
"83c1068b-c27b-4a2c-afe7-9455513f633f","","checklist-flat","not-started","Suspended Slab Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 1","Ground","Suspended Slab"
"df890775-bbb6-5e79-8c5b-fb46bf6a017c","","checkpoint-status","not-started","Columns Checklist :621e4b51-e1de-4e05-acf9-4da69e61efd5","","TRUE","TRUE","Site QA","Building 3","Level 5","Columns Checklist blank","Column plumbed"
"2ae10c12-9ad8-57cd-992e-56ffbdcdfc10","","checkpoint-status","not-started","Columns Checklist :5102dbe8-0804-4ec8-9b64-3501e652c323","","TRUE","TRUE","Site QA","Building 3","Level 5","Columns Checklist blank","Correct class of finish"
"799e79e9-ea3d-43cd-a67a-883642af1dcd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 3","Level 7"
"8b7c1437-2671-447d-a98d-68f803ea7e9a","","checklist-flat","pass","Suspended Slab Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 7","Suspended Slab"
"7fd10501-4479-5631-a59a-6c98ae31937d","","checkpoint-status","pass","Suspended Slab Checklist :3947ea2b-facd-4749-ac73-1c80ddbaac9d","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Area accessible & ready"
"dc38f73d-fbbe-5704-b274-9703bbd5062e","","checkpoint-status","pass","Suspended Slab Checklist :e7f07020-a12a-4b8a-bca0-9f83c12e46f0","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Drawing references entered "
"bf78da20-3dc3-5c70-baa2-e420a0a31b07","","checkpoint-status","pass","Suspended Slab Checklist :b967e09c-be6e-4b2b-9f7a-4e367aadfec9","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Materials used complies with design documentation"
"6ea42469-9868-5a41-8381-17a3b3e649b8","","checkpoint-status","pass","Suspended Slab Checklist :81aeb2ee-272a-4735-9f61-77de7e9f474f","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Datum point used & soffit RLs checked"
"0997fea8-20b2-535f-b4f9-7126976c8c16","","checkpoint-status","pass","Suspended Slab Checklist :8cc2a0d9-4bd6-4f28-88a1-119bab08e03c","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Grids marked by builder"
"9844eed9-5047-5903-8b40-77415cd95ffd","","checkpoint-status","pass","Suspended Slab Checklist :bf5033ed-1002-49c4-9424-be8f10284c18","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Surveyor points given for outside of building"
"1dba3337-a573-5dd6-90cf-bf2b8e23e4b6","","checkpoint-status","not-applicable","Suspended Slab Checklist :04454014-f553-4f6c-a114-a01aa90ee809","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Fillet & drip mould installed"
"8bd261c9-18f0-53f3-9dbc-63dc59dc54fd","","checkpoint-status","pass","Suspended Slab Checklist :06a6ddd3-37c2-4f93-9de2-20d0b86dbe4a","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Check set down position & RL"
"6574f59c-894a-5ad4-9b81-38a1f92502f7","","checkpoint-status","pass","Suspended Slab Checklist :68612817-3815-4447-a061-ba05d79ebaa4","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Check penetrations installed "
"27ba2429-43b0-5ffb-a470-3d68f7c44530","","checkpoint-status","not-applicable","Suspended Slab Checklist :55c4297c-810d-4caa-adb1-a007c3ec8f0e","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Prop drop head wedges are secure "
"31ed3014-8dfb-5bfa-953c-7f05c0417a85","","checkpoint-status","not-applicable","Suspended Slab Checklist :43fee141-a2dc-42ac-85df-fe121c3b2805","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Column blockouts installed"
"58f60b4e-d02c-5561-8511-0fca3477e387","","checkpoint-status","pass","Suspended Slab Checklist :206fc3d6-048b-4f82-be19-a0c03967ad6a","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","check back propping as per design"
"e1f9c0d7-f25b-5d54-b124-adb58389e368","","checkpoint-status","not-applicable","Suspended Slab Checklist :837ad028-b375-4a8e-a566-4bf65bea430a","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Blow off deck"
"f17b79f2-94db-5835-9153-2773e3026301","","checkpoint-status","pass","Suspended Slab Checklist :fb4c163e-1b65-4191-95d4-328e02cda023","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Engage external consultant (engineer inspection)"
"d0612c5e-c023-5fa4-bb86-d62588fd944e","","checkpoint-status","pass","Suspended Slab Checklist :f053e458-da43-4b02-a1b4-80772da5dc79","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Correct Class of Finish"
"5f3e172f-73d7-53a0-95b0-b07170495259","","checkpoint-status","not-applicable","Suspended Slab Checklist :231bb06c-baf8-470a-8f07-3ad1c530eeb3","","TRUE","TRUE","Site QA","Building 3","Level 7","Suspended Slab","Stripping, cleaning & materials removed"
"45c00e3d-f25c-49e5-a553-17c96d526f4a","","checklist-sectioned","not-started","Climb Track Checklist","checklist","FALSE","FALSE","Site QA","Building 3","Level 7","Climb track"
"ee165bac-63fc-596b-9b32-2abf92c4c00a","","checkpoint-group","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56","","FALSE","FALSE","Site QA","Building 3","Level 7","Climb track","Pre Lift"
"1156db4d-8498-5b2b-ac57-4564bf385d55","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:4cf3e491-d1e9-4604-a433-5266911aa0c5","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Confirm concrete strength MPA 15 has been reached at connection points (Builder to supply) "
"1f004c0d-616a-553c-a3a8-f6170a859f27","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:bb437a06-0cb2-4063-90f4-0498754c68c0","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Signage in place (Stripping in progress/Jumping in progress/ No access) "
"433de6df-eb94-509b-bf78-fde1b2edd9e5","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:a9860a12-f438-44ff-8689-0c818317c507","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Exclusion Zone in place "
"793ef8ad-f511-559e-a1e3-e67fb2be5645","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:d60da7d8-7481-4c81-a815-864b844ffaa7","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Spotters in place on slab below jump (outside exclusion zone)"
"f615e60e-e86f-5089-82a6-632c03304bdb","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:d2c0f2ea-d852-4389-8644-ee3696e287fe","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","All Platforms cleaned and clear from rubbish "
"a655aaf8-0fbb-5d1d-afd7-5a6aee0cd591","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:f18dc788-9faf-46cf-b2a0-71f86f57ab93","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","All loose materials removed from edge "
"43b94e6e-0c1e-5aa7-ada8-024442558a15","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:e9869f46-66e9-4ba9-a686-f31c47c1f854","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Clear communication between team leaders and Crane crew (toolbox talk)"
"17fb3390-acc9-5a74-843e-be813d872080","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:b2a34276-081c-4d44-8ced-423ae36c1ce4","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Ladders available and secured "
"77586941-9a59-5a7a-99ec-47e858567121","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:27f75df9-8f9f-4eeb-8629-45bb9e95aa93","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Flipper systems lubricated "
"4fbc3ff4-6ad3-5397-95f5-ec9092657121","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:61aab4c0-9a0f-493e-97a1-6bb173c7ffee","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Trailing Decks clean of debris "
"cc8b0644-5f6e-5c51-a1c0-aa220c54999a","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:d3973614-1df3-4cfa-b517-8b29c84b644a","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Trailing decks clear of protruding ferrals in walls above "
"bb8eedce-8543-539a-959c-1c5587ef897e","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:2660669c-f5f8-4bc1-8c95-44141c396bd7","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Check exclusion zones in pit below are in place "
"9d5a691b-deb4-5f0e-b679-b786cc785fd6","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:a9bf8dee-0fe6-41d8-b5a2-fa8678443915","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Plumber to check pipes to water cooler "
"389be69f-f023-5e99-b4ba-2f959055f748","","checkpoint-status","not-started","Climb Track Checklist:2de8659b-8cfb-4e17-ae07-db4e420f0c56:069b8e64-6893-436d-b4a4-9db034641e67","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Pre Lift","Transfer RL heights "
"d1a5f2c4-1d80-55bd-9425-0b3776243a3c","","checkpoint-group","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9","","FALSE","FALSE","Site QA","Building 3","Level 7","Climb track","Post Lift"
"80fbecc5-e6ce-5f60-b2f8-1576b3754feb","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:60c83187-38c9-4b30-a905-eb83773c8de1","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Confirm connection points are secure and all engaged "
"8aab2c98-1e2a-531f-8a75-9848e688c6da","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:1b75bb10-d900-4077-99dd-b9bce9e74363","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Confirm mesh secured to doors and penetrations"
"1ed7cca3-4568-5369-851c-9d4064fb0e04","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:f85d54a0-ccc0-4d05-ad8b-ccffef9ac7e2","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Signage in place "
"b7613e1f-561d-5fcb-a272-e26e15e2fce7","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:8542d381-c77b-41a6-b580-3e91640696ec","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Screens and mesh infills are in place and secure "
"0d9d0d04-c771-5416-893a-50e70ebf00fd","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:ba228f7c-4e30-40e2-9604-c3c6b28b2cac","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Loose materials are stacked and secure each day "
"a744c084-43b0-53ad-8bdd-1f5eff32da62","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:a70c5f30-1137-47c1-b027-70914f8a7e01","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Platforms cleaned and clear from rubbish "
"7b821373-9070-5a90-b1e9-6509e3323148","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:1c159be7-cd0d-487a-b33d-2222fb0dab38","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","All loose materials removed from edge "
"cf19dd0f-e1bc-5516-84d5-311f183852e8","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:9abb21e7-6512-49b3-afa5-5f2cddd19ce9","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Loads on platforms not exceeded "
"e5c6c6bf-2567-5dc4-9a34-fb71547d59f1","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:86948387-bff2-4c15-9dc9-d48f4ad93eee","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Ladders available and secured "
"00b93ed3-3e23-5a0c-8241-93e18a5f5bdf","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:f9fb47d9-b676-4c04-bfdf-721ef8400c3e","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Access is clear and marked "
"f63041f0-12f3-58a3-888e-777528090192","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:2ad6829d-c5c7-4f13-8ba6-8c21f334f0cc","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Power Board connected"
"778d89f1-5d5b-5f40-869c-77a5e79558a5","","checkpoint-status","not-started","Climb Track Checklist:84eaf7bf-101f-4568-9c27-b347d18c81f9:bacdbcd5-8446-4350-a841-b9d9e0b77bd4","","TRUE","TRUE","Site QA","Building 3","Level 7","Climb track","Post Lift","Confirm ready for lift with all involved - Team Leaders"
"72dadbb9-1b57-4fcf-b2e3-0e7823a49754","","checklist-flat","not-started","Walls Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 7","Core Walls"
"10620f79-ea2f-58f5-b23a-c016acb06bf1","","checkpoint-status","not-started","Walls Checklist :3389534a-910a-4e1b-8a4a-f048404a6050","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Area accessible & ready"
"72fb46a3-2225-57e4-887a-f9fc43abc027","","checkpoint-status","not-started","Walls Checklist :1ad8f403-01e5-406e-955c-190221cb8183","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Drawing references entered"
"e1deff14-3f2e-5113-baa2-b66b4af86539","","checkpoint-status","not-started","Walls Checklist :996ebf32-7397-4b4f-9e97-22441153ecd2","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Current plans in use "
"6991dc5d-0a01-55d7-a3c7-da8984a1abf2","","checkpoint-status","not-started","Walls Checklist :e1f4ed79-2875-4e96-b26c-8d5a7938abf9","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Survey points given for 2 points"
"c0fafcf2-d7ad-517e-b1d0-c0bb1935a2cc","","checkpoint-status","not-started","Walls Checklist :a4b95336-e4d2-4792-bc7b-562ebef9e04b","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Land shutter bracing props secured plumb shutter"
"82127da0-9183-5728-a005-e655be545200","","checkpoint-status","not-started","Walls Checklist :558851fa-db42-4a4d-9a1b-cd4d4d3ff5e7","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Datum RL supplied by surveyor pour height marked "
"6e11fb95-afe2-5647-94f0-3fcf1f7f7919","","checkpoint-status","not-started","Walls Checklist :19a48055-fbd4-49ab-ae91-508d1c7c62ea","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Blockouts steps penetrations marked & installed"
"c718cbb7-66fe-5d2e-acec-3941b6813e7e","","checkpoint-status","not-started","Walls Checklist :0a9ffd15-921b-434c-8de4-dabfe0bdaedd","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Steel tied & clear from Z bar holes"
"cc87802b-2dfc-5160-b314-6cbdf68d4ef0","","checkpoint-status","not-started","Walls Checklist :7bd47776-f60f-4049-80dc-f76cd0241741","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Couplers & rebate boards installed "
"0c44cbcd-d2ab-54dc-a7c0-f95dd655b2f5","","checkpoint-status","not-started","Walls Checklist :209c67ca-4fca-4551-bc5e-6b176145f383","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Base of walls cleaned "
"89b3a8e8-a36a-5c7d-a57c-efeff7db42f1","","checkpoint-status","not-started","Walls Checklist :29ae4dbd-04fa-48dc-9802-60dda94b77c7","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Closing shutter installed"
"a11f8e36-7546-5825-a869-0568fa79c584","","checkpoint-status","not-started","Walls Checklist :8fe0ac92-b9f6-45bf-aa7a-c596590028da","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Z bars secured wall straight & plumbed "
"b9624877-4477-5bbe-8729-12a6e4a178ce","","checkpoint-status","not-started","Walls Checklist :a838d578-bdeb-4a22-bb0f-6da54942684f","","TRUE","TRUE","Site QA","Building 3","Level 7","Core Walls","Correct Class of Finish"
"2eaa58eb-0683-41d7-a74e-22425eb98249","","checklist-flat","not-started","Walls Checklist ","checklist-flat","FALSE","FALSE","Site QA","Building 3","Level 7","Stair Walls"
"27558ec5-c747-54f9-9b4f-7f6c452acfa4","","checkpoint-status","not-started","Walls Checklist :3389534a-910a-4e1b-8a4a-f048404a6050","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Area accessible & ready"
"28354c39-202b-5a21-b9e2-dfe881145bc1","","checkpoint-status","not-started","Walls Checklist :1ad8f403-01e5-406e-955c-190221cb8183","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Drawing references entered"
"2053292b-cb82-54b3-8edf-ce24a5974cf9","","checkpoint-status","not-started","Walls Checklist :996ebf32-7397-4b4f-9e97-22441153ecd2","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Current plans in use "
"a6541a39-b980-5030-868f-9e6a087fbd34","","checkpoint-status","not-started","Walls Checklist :e1f4ed79-2875-4e96-b26c-8d5a7938abf9","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Survey points given for 2 points"
"6ea615e7-5878-5a2a-9ccc-8d4a6c62456d","","checkpoint-status","not-started","Walls Checklist :a4b95336-e4d2-4792-bc7b-562ebef9e04b","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Land shutter bracing props secured plumb shutter"
"59145238-8354-532b-b3a6-52c0be9d98ba","","checkpoint-status","not-started","Walls Checklist :558851fa-db42-4a4d-9a1b-cd4d4d3ff5e7","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Datum RL supplied by surveyor pour height marked "
"ea8fd6cf-d035-52ba-9c7b-d5fd6b1fd6e2","","checkpoint-status","not-started","Walls Checklist :19a48055-fbd4-49ab-ae91-508d1c7c62ea","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Blockouts steps penetrations marked & installed"
"4b8238f4-f18f-5f79-8397-f94f5224ce88","","checkpoint-status","not-started","Walls Checklist :0a9ffd15-921b-434c-8de4-dabfe0bdaedd","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Steel tied & clear from Z bar holes"
"0ad048b9-9c6e-524b-a82d-f4e1bc735132","","checkpoint-status","not-started","Walls Checklist :7bd47776-f60f-4049-80dc-f76cd0241741","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Couplers & rebate boards installed "
"0a8a0f66-20ea-5fb6-998e-dea26190e4aa","","checkpoint-status","not-started","Walls Checklist :209c67ca-4fca-4551-bc5e-6b176145f383","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Base of walls cleaned "
"4d969f0c-ce47-5322-a3cf-03f49b098a48","","checkpoint-status","not-started","Walls Checklist :29ae4dbd-04fa-48dc-9802-60dda94b77c7","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Closing shutter installed"
"80ef7028-e9fd-57fd-a917-35657394b236","","checkpoint-status","not-started","Walls Checklist :8fe0ac92-b9f6-45bf-aa7a-c596590028da","","TRUE","TRUE","Site QA","Building 3","Level 7","Stair Walls","Z bars secured wall straight & plumbed "
