"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"4bf01d52-2549-49a3-a8bf-bad0681c0354","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fe22c2fd-941d-4e65-bb78-43c812765efc","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6"
"ae2370c6-3bf9-409c-8231-8ad1f557938a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building 6","Basement"
"c0491013-079d-4653-9998-9583cf77f323","","checklist-sectioned","pass","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01"
"ff175408-21c3-5951-bfa4-0b204a4b7268","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Basement","P 6BC01","Drawing"
"d246ea5c-9807-5c22-b619-80cd901acf71","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement"
"449577bf-5a83-5f26-af75-d92c0f388d3a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Correct Mesh/Cage (photo required)"
"ce752578-4a5a-547e-acdc-3465ede76d64","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Correct Lig Spacing/Mesh Centers"
"aa06201e-1f70-5a06-b5a0-85e53de73d87","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Correct Cover"
"8d534a71-aaab-59bc-adc3-885e000226a8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Lifter location & Type Correct (photo required)"
"13ac5c65-3e71-5408-a895-b53f16a02233","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Starter bars & couplers (photo required)"
"34acb509-1f09-5cae-b973-3a30c2867af0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Strongbacks installed - If required"
"5eef8c2d-0648-5663-9497-844d4bc5532c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"65591105-f4ac-5110-a53b-3f5893877d7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Reinforcement","Ferrues Installed - (photo required)"
"5833ddfd-bd5d-567c-820d-356e1145946a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Concrete"
"d7070681-7cee-5529-ba62-c8b309ba14d3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"f7b1b071-9b63-5448-82ce-8c351cd3c334","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Concrete","Concrete Test"
"2a5fb582-c0b6-532d-8a4f-f979239c1461","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Concrete","Concrete Test Report - (photo required)"
"3ec78df6-e75b-5e6c-b25c-e9e7b63ea9af","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC04","Post Pour"
"936ce900-edbb-57b1-95db-45cae71cf621","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Ferrules exposed"
"698e962e-4333-59b7-b21c-9aecad462727","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Grout Tubes Open"
"c83204cb-4027-554d-b372-336404416333","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Lifters installed central to panel"
"124abdc6-8728-5ba7-b82e-0b5b2630fd83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Lifters Cleaned"
"b21bf401-f6f5-52d4-862f-2a53a82137dd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Patching required - Pass=No / Fail=Yes"
"d12e9e86-26d7-52d3-aeea-cdddec072237","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","ID TAG filled out and correct"
"7779f535-e943-5e15-854d-1e3f97dcfc47","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Strongbacks installed - (photo required)"
"2402cd58-58c0-5ee8-ab9f-d8cc64ed593b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Chamfers Installed"
"abdc505b-eb02-5099-9695-18fb6ae18278","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Panels QA sticker completed"
"63aaa2db-ba1c-52a0-b9dc-467cb0a37633","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC04","Post Pour","Panel ready for delivery, damage free"
"c5ec33c2-1aae-423a-8154-d66ff05fef24","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05"
"0ea7ba0e-c038-5c5c-95a1-fb2044e7a021","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Drawing"
"64328721-fdfc-50b4-82dc-c6f503b2157c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"59219110-7776-5ccf-a008-e5ab0aa951c9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Panel Properties"
"39348f51-2005-5275-9fe8-f4ddec3af254","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Panel Properties","Properties - Pass once entered"
"47fcd0eb-28fa-5a20-9d68-c9d8c0509ca8","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Formwork"
"dbdbaea7-6a1a-5900-991c-0b0f978f9ef6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","Correct Dimensions & Square"
"9e9ecb4d-23fc-5c18-a6a7-6cf95d086f27","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","Grout tube set out"
"3ebd9f3d-1f49-5852-9490-4fa0b632c009","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","Magnets Locked Down"
"1e3f0924-a68b-5d71-8a7f-755eeb1c0d2d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","Fillet Installed"
"599e06e0-cc52-5d53-91cf-c226b70e07ec","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","ID TAG Installed (photo required)"
"6fdaf79b-1596-550c-99ca-5790acacbfba","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Formwork","Starter bars & couplers (photo required)"
"0af304a0-5f90-5687-898c-fb9149e38b28","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement"
"11e66b8d-871b-5076-9098-df7de262921b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Correct Mesh/Cage (photo required)"
"8b52cc14-ef1f-5175-9dc4-33f83563dec2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Correct Lig Spacing/Mesh Centers"
"f55e82a0-507c-56aa-bfa3-9bb5fdebbf0d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Correct Cover"
"27187b82-d181-5258-ba5e-fdf81d344c67","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Lifter location & Type Correct (photo required)"
"61315daf-641f-595e-8d1f-8d48166c6371","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Starter bars & couplers (photo required)"
"9ff82587-a863-5b78-864d-a66a3b28651a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Strongbacks installed - If required"
"244c8fb5-e02e-50ca-82f9-d5f034a863ed","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"f540a42a-e766-54cc-bc1c-c13e466a3903","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Reinforcement","Ferrues Installed - (photo required)"
"7649c6b2-0e72-5fb5-bc74-1f39f32acee9","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Concrete"
"ff7ac2c1-88aa-5fc6-8ba9-9129938de19e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"927cf07b-55e9-5ad1-ab04-82b938ad9986","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Concrete","Concrete Test"
"6913d3d3-7cbd-53ff-bdc7-ff084bae0856","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Concrete","Concrete Test Report - (photo required)"
"004e2306-7315-5a5e-8225-811fa286c5c8","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC05","Post Pour"
"10dc3133-1733-503a-861f-5bd5c46f4031","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Ferrules exposed"
"9c291d7d-dbeb-54fd-8b59-d9f256683286","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Grout Tubes Open"
"9b7455d9-ba28-5d96-ad75-3e1825932d2c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Lifters installed central to panel"
"4952234d-b11e-5686-97c4-0b8c8705123c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Lifters Cleaned"
"bd7aac18-5398-5064-9bd9-92a3c0d4b934","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Patching required - Pass=No / Fail=Yes"
"a4795ee9-bd0e-54cd-9c84-f93b0a7a139f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","ID TAG filled out and correct"
"96f1d3b9-9f6c-5635-85ad-1843eec013fa","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Strongbacks installed - (photo required)"
"bf74a1a3-0bfb-5df1-8d68-60c8b0fb9e36","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Chamfers Installed"
"8ed506b1-559b-51fe-8c3a-857f0c671d7c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Panels QA sticker completed"
"5c561614-3224-573e-9c95-a0a33c6e364a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC05","Post Pour","Panel ready for delivery, damage free"
"589ad56e-a4c1-4ba8-b923-32dbcab04c94","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06"
"a6364346-8338-551a-aab9-dc8212943183","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Drawing"
"6121eb0d-4cbe-58b5-beab-7b958260b437","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"72dfe364-68a9-5afe-86f1-330340f90dce","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Panel Properties"
"3e0696d3-81a6-5af5-92b8-46926b3b452e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Panel Properties","Properties - Pass once entered"
"256dce40-d7cb-58c5-bea5-5d027aa4f11a","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Formwork"
"46a488c9-c095-5f61-8e8b-0d1a782e3232","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","Correct Dimensions & Square"
"cfc495dd-cda4-5501-84b7-13dd0e570b07","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","Grout tube set out"
"2f0f0372-baa9-5c5c-8246-e3214f53bb5c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","Magnets Locked Down"
"c1cc0110-1587-5622-b4c3-1a4d2afdaad6","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","Fillet Installed"
"77607cfb-d825-5e80-a80e-ec5f5bda318d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","ID TAG Installed (photo required)"
"41b350db-cc1d-59d0-9992-196cfe52845c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Formwork","Starter bars & couplers (photo required)"
"f436599e-d01b-5b0d-b82e-40f7360b0932","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement"
"d280e447-eb7e-54b0-8e00-5b54a7fc6029","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Correct Mesh/Cage (photo required)"
"451070b3-8f3c-50a6-9407-8cd016ea9f11","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Correct Lig Spacing/Mesh Centers"
"d93f492c-23c4-5c38-b825-6c9fed23cf39","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Correct Cover"
"4475d324-3ee9-5397-8efe-f2e489a89c43","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Lifter location & Type Correct (photo required)"
"3f3cc515-5662-56e1-bf8b-873a9bd1b9c1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Starter bars & couplers (photo required)"
"b7f9d0af-2e3a-518f-b7b8-ede94481cefc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Strongbacks installed - If required"
"818d6adc-0850-5657-b560-e898f7738f51","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Engineer Shop Drawings attached - (photo required)"
"33d06595-5688-596d-a1c2-a94d09261a48","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Reinforcement","Ferrues Installed - (photo required)"
"e053c0de-3621-54fc-8728-d2bdd4f40d0e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Concrete"
"e4ee3526-465b-5776-a758-b801ec7e4f4f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Concrete","mPA Correct -> Concrete Docket - (photo required)"
"bdfdff32-72c7-5fc9-83ea-0a91c9c68bcd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Concrete","Concrete Test"
"b65de73a-799f-5b06-876f-e220948f9575","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Concrete","Concrete Test Report - (photo required)"
"778275fc-b28d-5709-adbf-bedfb4ab156f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC06","Post Pour"
"4ebeff78-95fe-50f5-9e8c-d3980ac54c87","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Ferrules exposed"
"ea69dc18-af01-5fb1-b269-8b5695438516","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Grout Tubes Open"
"6e4359f6-cc9c-51cc-a73b-c8ea4ece7cbe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Lifters installed central to panel"
"d7f5c9e1-7da0-517f-a933-24a821fc45c3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Lifters Cleaned"
"39e21f3a-90e0-5d3a-bf18-2ab9d25ac59f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Patching required - Pass=No / Fail=Yes"
"a45517ee-de51-5c58-899e-b629c91c94a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","ID TAG filled out and correct"
"8169327b-8e44-5558-a037-77f8591bbb83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Strongbacks installed - (photo required)"
"7879f458-6c4d-56a0-9058-9435971ac9cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Chamfers Installed"
"35d315c0-61b9-5e37-a46c-54ad34c2f82f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Panels QA sticker completed"
"719eea2f-6fd1-58d2-a141-b164c2502ba0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC06","Post Pour","Panel ready for delivery, damage free"
"e8e15483-b995-4c51-9a55-764d87ff42aa","","checklist-sectioned","work-in-progress","e05bb294b90756210e81611c028ed9f23f18aa057832964e9b09435d72144b06","checklist","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC07"
"3f427dcb-3a8f-5051-9674-6f0a97c945fc","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC07","Drawing"
"b92e968a-8dae-5f39-9736-1638dee5b49d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC07","Drawing","Revision No - Attach photo of drawing below &/Or input details"
"d8287d96-b89f-5596-a010-2d096cc9ffdf","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC07","Panel Properties"
"4a4313e6-698d-525f-9e18-d91b2a4d1877","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC07","Panel Properties","Properties - Pass once entered"
"3f717786-9bc0-5c6c-9d50-b734184e36d7","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Building 6","Ground Floor","6GC07","Formwork"
"0f7637c9-affe-507c-bc5c-24faab9cd4a2","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC07","Formwork","Correct Dimensions & Square"
"f1a69f10-63c2-51b8-bda3-eca182ba6ce9","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Building 6","Ground Floor","6GC07","Formwork","Grout tube set out"
