resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,,Tier 7,Tier 8,Tier 9,,,,
,step,,,,,,,01RAP058,,,,,,,,,
,step,,,,,,,,Patient Bay - Holding - 9m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet,,,,,,,
,step,,,,,,,01RAP057,,,,,,,,,
,step,,,,,,,,Waiting - Sub,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 600x600 - Supply Grille ,,,,,,,
,step,,,,,,,01RAP088,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-1B-RAP-AVSU-04 - Beacon Meades or Equal and Approved - Area Valve Service Unit ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low Temperature Hot Water Black Steel,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Drain Condensate PVC,,,,,,,,
PVC Pipework Install,checklist,,,,,,,,Motorised Valve Low Temperature Heated Water ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGSAnesthetic Gas Scavenging Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper,,,,,,,,
,step,,,,,Zone 8 ,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20102 / BCA-DWD-112-ME-30157 / BCA-DWD-112-ME-20157,,,,,,,,,,
,step,,,,,,,01RAP038,,,,,,,,,
,step,,,,,,,,X-Ray - General ,,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 300x300 - Smoke Damper,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-RAP-AHU008-VAV-034 - Holyoake HCV-225 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
,step,,,,,,,01RAP043,,,,,,,,,
,step,,,,,,,,Change - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP042,,,,,,,,,
,step,,,,,,,,Change - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP041,,,,,,,,,
,step,,,,,,,,Change - Accessible ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP040,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP046,,,,,,,,,
,step,,,,,,,,Report,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,01CLC053,,,,,,,,,
,step,,,,,,,,Corridor - Patient Treatment Areas ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-040 - Holyoake HCV-175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-042 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R08 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-1B-RAP-AVSU-02 - Beacon Meades or Equal and Approved - Area Valve Service Unit ,,,,,,,
,step,,,,,,,01CLC037,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01CLC026,,,,,,,,,
,step,,,,,,,,Store - Equipment ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01CLS004,,,,,,,,,
,step,,,,,,,,Store - Consumables,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S02 - Hoyoake CFPP 450/24 450x450 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01CLC024,,,,,,,,,
,step,,,,,,,,Consult/Treatment,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-039 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC035,,,,,,,,,
,step,,,,,,,,Staff Base ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S25 - Holyoake CFPP-R 615/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,01CLC033,,,,,,,,,
,step,,,,,,,,Office - Clinical Workroom,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-038 - Holyoake HCV-175 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-AHU024-ATT-038 - NCS Cylindrical Attenuator HP-2D-M 615x300Ø - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC032,,,,,,,,,
,step,,,,,,,,Dirty Utility - Sub,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
FCU Install QA Checklist ,checklist,,,,,,,,,112-1B-CLC-AHU024-FCU-009 - Temperzone IMD95Y - 30 L/S OA,,,,,,,
,step,,,,,,,01CLCL031,,,,,,,,,
,step,,,,,,,,Medication ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S07 - Holyoake CFPP 450/24 600x600 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R04 - Holyoake EC-125 600x300 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R04 - Holyoake EC-125 600x300 - Return Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 750x300 - Smoke Damper ,,,,,,,
,step,,,,,,,01CLC017,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-035 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC008,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-036 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC013,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-037 - Holyoake HCV-200 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC014,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
,step,,,,,,,01CLC015,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
,step,,,,,,,01CLC016,,,,,,,,,
,step,,,,,,,,Consult,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-041 - Holyoake HCV-200 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,01CLC011,,,,,,,,,
,step,,,,,,,,Waiting 30m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-CLC-AHU024-VAV-054 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
,step,,,,,,,Ceiling ,,,,,,,,,
Steel Duct Install QA,checklist,,,,,,,,Ducting ,,,,,,,,
Flexi duct QA Checklist,checklist,,,,,,,,Flexiduct,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Low temperature Hot Water Black Steel ,,,,,,,,
Steel Pipe QA Checklist ,checklist,,,,,,,,Chilled Water Black Steel ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,AGSAnesthetic Gas Scanvenging Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,VACMedical Vacuum Copper,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,MAMedical Air Copper ,,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,O2Oxygen Copper ,,,,,,,,
,step,,,,,Zone 9,,,,,,,,,,,
,step,,,,,,BCA-DWD-112-MG-20102 / BCA-DWD-112-ME-20158 / BCA-DWD-112-ME-30158,,,,,,,,,,
,step,,,,,,,01RAP063,,,,,,,,,
,step,,,,,,,,Anesthetic Preparation,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E14 - Holyoake RL-23 500x350 - Extract Grille complete with removable Grille and G4 Filters ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT202Oxygen Outlet,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT502Medical Vacuum Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT102Medical Air Outlet ,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,OUT402Anesthetic Gas Scavenging Outlet ,,,,,,,
,step,,,,,,,01RAP091,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,01TRA008,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 300x250 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x250 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x300 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x350 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x300 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x300 - Smoke Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x200 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x200 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 300x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 400x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper Ø250 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,01RAP052,,,,,,,,,
,step,,,,,,,,Toilet - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP053,,,,,,,,,
,step,,,,,,,,Change - Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01RAP054,,,,,,,,,
,step,,,,,,,,Change Patient ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,,,SD - Smoke Damper Ø250 - Smoke Damper ,,,,,,,
,step,,,,,,,01RAP089,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x350 - Fire Damper ,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper 350x350 - Smoke Damper,,,,,,,
HTM02 -01 B1 Carcus Test,checklist,,,,,,,,,112-1B-RAP-AVSU-03 - Beacon Meades or Equal and Approved - Area Valve Service Unit ,,,,,,,
,step,,,,,,,01RAP046,,,,,,,,,
,step,,,,,,,,Reporting ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R06 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S05 - Holyoake CFPP 600/30 600x600 - Supply Grille,,,,,,,
,step,,,,,,,01RAP050,,,,,,,,,
,step,,,,,,,,Office 1P,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R02 - Holyoake EC-125 300x300 - Return Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
,step,,,,,,,01RAP049,,,,,,,,,
,step,,,,,,,,Store - General ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Smoke Damper QA Checklist,checklist,,,,,,,,,SD - Smoke Damper Ø200 - Smoke Damper ,,,,,,,
,step,,,,,,,01WCO003,,,,,,,,,
,step,,,,,,,,Meeting 12m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-1B-AHU022-ATT-052 - NCS Cylindrical Attenuator HP-2D-M 615x300Ø - 130 L/s Attenuator ,,,,,,,
,step,,,,,,,01WCO004,,,,,,,,,
,step,,,,,,,,Meeting 20m2,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
,step,,,,,,,01WCO028,,,,,,,,,
,step,,,,,,,,Corridor,,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 350x300 - Fire Damper ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-WCO-AHU022-VAV-046 - Holyoake HCV-125 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S04 - Holyoake CFPP 600/30 600x600 - Supply Grille ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,E02 - Holyoake EC-125 300x300 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-WCO-AHU022-VAV-051 - Holyoake HCV-225 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Attenuator QA Checklist ,checklist,,,,,,,,,112-1B-AHU022-ATT-051 - NCS Cylindrical Attenuator HP-2D-M 615x300Ø - 350 L/s Attenuator ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-WCO-AHU022-VAV-047 - Holyoake HCV-225 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-WCO-AHU022-VAV-052 - Holyoake HCV-150 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 700x600 - Fire Damper ,,,,,,,
Fire Damper ,checklist,,,,,,,,,FD - Fire Damper 600x600 - Fire Damper ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T06 - Holyoake EC-125 600x600 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T05 - Holyoake EC-125 450x450 - Extract/Transfer Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,T01 - Holyoake EC-125 200x200 - Extract/Transfer Grille,,,,,,,
,step,,,,,,,01WCO010,,,,,,,,,
,step,,,,,,,,Workstations - Allocated/Non Allocated ,,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,R07 - Holyoake EC-125 600x600 - Return Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
,step,,,,,,,01WCO008,,,,,,,,,
,step,,,,,,,,Workstation - Allocated/Non Allocated ,,,,,,,,
VAV QA Checklist,checklist,,,,,,,,,112-1B-WCO-AHU022-VAV-049 - Holyoake HCV-350 - Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
Grilles & Diffusers QA Checklist,checklist,,,,,,,,,S06 - Holyoake CFPP 450/24 - Supply Grille,,,,,,,
