"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2969c12f-b90a-5eec-a836-5d63a70f9d3b","","","Project Details","checklist","FALSE","FALSE","Project Details"
"6d506d64-3a3f-499a-b827-4fc9eba80496","","","","folder-progress","TRUE","FALSE","QA - Mechanical  Inspections"
"1f6078a8-f98e-5703-becf-70fb2d89fe79","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5108","Pressure Test Report QCC-01.01"
"b0220553-ae05-5ab8-99b5-7760d791914b","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5108","Supply and Mount Warden Controlled TMV Valve Sets"
"37a2fcde-446c-467c-acd2-fab2508d3c13","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5056"
"9787f5ea-4218-5d7e-b7eb-f283f4018564","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5056","TMV Manufacture Checklist"
"786c4d71-d041-5d53-9d70-0213b128c3c4","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5056","Pressure Test Report QCC-01.01"
"4298a8bf-0bf9-58d1-b385-4182750977e8","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5056","Supply and Mount Warden Controlled TMV Valve Sets"
"7d775f44-4e40-4aca-a1ce-5c83c360a3d9","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5055"
"454caa2c-cee5-5a85-ba30-1b696cdd4fb9","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5055","TMV Manufacture Checklist"
"38fcb044-8cac-5539-ae9f-87b72ff77d7a","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5055","Pressure Test Report QCC-01.01"
"3312cc21-12f4-5f33-a788-92e951cc98b0","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5055","Supply and Mount Warden Controlled TMV Valve Sets"
"8a0cb4d8-8558-4ec5-a29f-7e1a9c1ca2f1","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5064"
"347f5e5b-0b1c-56dd-845f-1ee24a6a8488","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5064","TMV Manufacture Checklist"
"2d95dc11-053c-535c-bf0f-93070f5a4e10","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5064","Pressure Test Report QCC-01.01"
"79a24703-c2e0-570c-b641-8e91d68a1c1b","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5064","Supply and Mount Warden Controlled TMV Valve Sets"
"12bb2ccb-c92e-4dc0-83b6-d6f3c7ff21d7","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5107"
"15b4c47d-e5d4-51a7-beb3-62d06a3120c2","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5107","TMV Manufacture Checklist"
"107d98de-62c7-5fcc-9350-94ab567357bf","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5107","Pressure Test Report QCC-01.01"
"78419b63-a4f4-55f9-b1a7-c3d5531164de","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5107","Supply and Mount Warden Controlled TMV Valve Sets"
"78b6d216-274e-4f3d-a824-71da2acb1808","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5067"
"867f93eb-92ad-5d5d-b345-4972706a87f9","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5067","TMV Manufacture Checklist"
"15890ecf-6a61-5cf7-bcb6-d35a9b28f962","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5067","Pressure Test Report QCC-01.01"
"055b6901-1e5d-5cb5-9ae7-459ce9c0e5eb","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5067","Supply and Mount Warden Controlled TMV Valve Sets"
"8965d97d-4013-4c4e-a6e8-fcfa30dd0898","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5050"
"41eca5c5-27ce-59c0-955e-925e63e807a4","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5050","TMV Manufacture Checklist"
"f191b0e0-bef5-5019-854f-0015d597330e","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5050","Pressure Test Report QCC-01.01"
"ac7330b7-7dff-5361-916b-c0eb6d9aabb4","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5050","Supply and Mount Warden Controlled TMV Valve Sets"
"3d254021-d2d7-45ec-8178-030c52dd2876","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5062"
"91cfba22-06ed-551c-a881-0eb66991c828","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5062","TMV Manufacture Checklist"
"66060c7e-b0c4-5805-b6b5-e25e24cec701","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5062","Pressure Test Report QCC-01.01"
"04686f0a-7085-5dab-9706-f0a4f988f5dd","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5062","Supply and Mount Warden Controlled TMV Valve Sets"
"c99896fd-1244-4e34-9178-614a62f5236f","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5051"
"63eba8cd-867e-51c9-8f97-dc66c5e34072","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5051","TMV Manufacture Checklist"
"c6bbd611-74ab-54a8-8088-ba2f96a73995","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5051","Pressure Test Report QCC-01.01"
"d66e0e38-e3b4-5fb9-8a53-08fac2478b53","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5051","Supply and Mount Warden Controlled TMV Valve Sets"
"e87883a1-a245-4baa-a441-f72e3df8feb1","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05068"
"834519f0-37a3-5891-bd20-2e7a25bdbd21","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05068","TMV Manufacture Checklist"
"60c36c2c-ceca-5900-87c5-ee65ba16e453","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05068","Pressure Test Report QCC-01.01"
"7a3de646-ad51-5f3e-9212-5f4bc88ec47f","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05068","Supply and Mount Warden Controlled TMV Valve Sets"
"fb2b73d9-271e-4ca8-a8f8-29bee1a876f6","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5042"
"82039bf3-7524-5e3c-a3a1-a53949390255","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5042","TMV Manufacture Checklist"
"1b49901b-e05c-52e1-95d6-0353847baed7","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5042","Pressure Test Report QCC-01.01"
"1e8c7653-552b-56ad-ba31-8c68b73c0056","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA5042","Supply and Mount Warden Controlled TMV Valve Sets"
"7908c1d6-134f-4c2a-9866-149077bcbd36","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05398"
"926e2ffe-1326-5db2-b57f-70c92cac4f67","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05398","TMV Manufacture Checklist"
"cf6393a8-75ba-5e35-900e-a7769b1536f6","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05398","Supply and Mount Warden Controlled TMV Valve Sets"
"56b90f2c-72ba-54a8-983b-a8e2c7a5a131","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 7","NZA05398","Pressure Test Report QCC-01.01"
"3fba55ad-7f2f-48e5-9cf2-3d0c0a241178","","","","folder","TRUE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8"
"18b8b8e1-5de0-4a23-be1e-a877348fc19c","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05459"
"75f25e33-fdae-5a6a-8d78-86d01a9ceaeb","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05459","TMV Manufacture Checklist"
"e8b98f89-2a11-56fa-b2f5-a088030f6e29","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05459","Supply and Mount Warden Controlled TMV Valve Sets"
"c9ee53ce-44ba-504d-bf66-152cca463f68","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05459","Pressure Test Report QCC-01.01"
"5af93f65-2ad3-462d-86b5-c05d051f2a70","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05467"
"c2f26245-81ed-5568-ab8f-62183a9f075f","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05467","TMV Manufacture Checklist"
"5a66a12a-5cbe-5cbf-9f68-10e8801048cc","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05467","Supply and Mount Warden Controlled TMV Valve Sets"
"21948589-9349-5c15-b42b-01ebbcced288","","","Pressure Test Report QCC-01.01 v2","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA05467","Pressure Test Report QCC-01.01"
"718b26f8-1a13-497a-afea-4e45e6153de3","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5061"
"af0c0229-8c6a-554e-ada5-f86963fdd5c8","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5061","TMV Manufacture Checklist"
"6b712a8a-f384-553f-8d58-88538cc67533","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5061","Pressure Test Report QCC-01.01"
"b7275de7-d2e0-5ef8-aee9-014d8afcf8a4","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5061","Supply and Mount Warden Controlled TMV Valve Sets"
"51a4acde-86fc-4658-858a-0feb4f9ae531","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5054"
"f1603c5e-e875-55b9-ad2c-709e168c0392","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5054","TMV Manufacture Checklist"
"8966c308-2e92-5e0d-9e66-89779763f7b4","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5054","Pressure Test Report QCC-01.01"
"08575456-82d7-54ef-bb86-40e36a6d9cba","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5054","Supply and Mount Warden Controlled TMV Valve Sets"
"6dec5d0f-3869-4ee7-8007-c8e0bc5d3063","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5066"
"5ccbd47f-154e-5741-85e1-10adbb6c4906","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5066","TMV Manufacture Checklist"
"6748e29c-0226-5628-9954-9221add49d28","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5066","Pressure Test Report QCC-01.01"
"8ad7c9cb-0969-5937-9b65-8d5da194205a","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5066","Supply and Mount Warden Controlled TMV Valve Sets"
"a60645fd-bfbe-4d9b-9954-885a5fb64c37","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5060"
"5edbd5f4-236e-5380-890d-8d545793df03","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5060","TMV Manufacture Checklist"
"52627d02-7571-5186-9e94-b701b6e5b6c2","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5060","Pressure Test Report QCC-01.01"
"53e3aece-bada-5c2d-9851-44fe9f51f0ef","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5060","Supply and Mount Warden Controlled TMV Valve Sets"
"ade6039c-83cd-46d6-8b72-e0d296929a5f","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5031"
"f8625d89-b1e5-5b97-8e85-681a935afd71","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5031","TMV Manufacture Checklist"
"e0f485d6-c696-594f-be73-ae2b2d692c25","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5031","Pressure Test Report QCC-01.01"
"27bf5f53-407f-5030-a859-d8ab90077f95","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5031","Supply and Mount Warden Controlled TMV Valve Sets"
"2894a1e0-b62a-452b-96a4-84e333155a8e","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5059"
"347aab6f-783b-5834-a9a1-8ca541c02bbd","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5059","TMV Manufacture Checklist"
"f4838194-e67b-544d-977d-417a66117645","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5059","Pressure Test Report QCC-01.01"
"19bfce38-f2ab-5025-8e1b-a8164e984f04","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5059","Supply and Mount Warden Controlled TMV Valve Sets"
"e0177e3d-7733-4b42-8fbc-db8141991dc3","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5065"
"b722d03d-7ce1-5b6a-b19d-95a104b599a7","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5065","TMV Manufacture Checklist"
"8173e0d9-191f-5c2b-bd51-930a0a6a0799","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5065","Pressure Test Report QCC-01.01"
"c286a146-b3b8-51db-9af0-7ff7ec403c4a","","","Supply and Mount Warden Controlled TMV Valve Sets","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5065","Supply and Mount Warden Controlled TMV Valve Sets"
"b19c30d8-718e-439e-a2c4-b73e5478f7ee","","","","folder-progress","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5041"
"bf16151f-5a4d-5266-9232-43767e189c2b","","","TMV Manufacture Checklist","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5041","TMV Manufacture Checklist"
"c859a15f-c423-53c0-85cb-8312494f9252","","","Pressure Test Report QCC-01.01","checklist","FALSE","FALSE","QA - Mechanical  Inspections","TMV Box Installations","A02 Section 8","NZA5041","Pressure Test Report QCC-01.01"
