"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a956a4bc-6144-49c2-987e-f1968de6a602","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"0dfef658-7904-4b3a-8e85-75d78eda0678","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Prefab"
"124849e5-d340-4984-96c3-4334bd2f383e","","folder-normal","pass","","step","TRUE","FALSE","Site QA","Prefab","Basement 1"
"c0510d3c-3200-4b0f-b383-c67005267f39","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01"
"50bba2fb-8425-59ea-8198-1721a5520efd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Basement 1","25293 514-B1-01","Set Out"
"235b8dc7-1ab8-52ca-a3ef-af598108339a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Central"
"f1e721e7-490f-5a70-8bcf-17840ac2688b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Far Side"
"a76e9546-f15f-5c42-817e-8d2156db7cd5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Bar"
"d251b742-447f-56ce-8235-bf558f84dc87","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Mesh"
"3cc55280-7ebc-553a-add7-37c2a979954c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Penos"
"10b1bef2-4cad-5102-b792-83f712d6aeb4","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Rebates Near"
"e9d89d28-dd59-5b88-b0d6-2862f4417ebb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Rebates Far"
"c4b59a76-a42d-5ca5-81ef-f8f3978fcfbc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Propoints Near"
"4a192917-70a2-5936-b787-2b21ce259e0d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Propoints Far"
"7efbd13d-2264-504c-9db4-1cda45208831","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Correct Heights for Panel Thickness"
"a4f6f0f9-aac9-52af-b3e5-fe879e45111b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Grout Tubes - Top"
"b20d79ad-5267-55fc-9ed0-d8d0a29a36e6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Grout Tubes - Bottom"
"4840802e-96e9-5982-80c0-f696d610f4b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Spouts - Near"
"3d752988-73c6-5aab-8c33-ccb8a70cc855","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Spouts - Far"
"78a08a24-9841-5545-9347-f272b80124a2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Structural Connections"
"52907dfc-cb67-5d2d-8f23-2420c2691be7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","M16"
"aab5bbf9-7596-5cf8-a6c4-a778fd709c40","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","M20"
"98f2e44f-a479-50d7-a996-b159bcc83a29","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Cast Plate"
"e716e549-31cc-5a4a-a9a6-92e81c5298e3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Correct Heights for Panel Thickness"
"d42e08f0-9bac-5e86-9302-6bbadf8a425d","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Slab Connections"
"c3c9ab10-f636-5f6d-9cf2-e5ea07fe0129","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Lifters: GAL Top"
"72b9eba8-9545-545f-b4e0-6e8134fffe00","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Lifters: GAL Side"
"52cb9b1c-004c-55fc-9614-1e43475de18d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Lifters: GAL Face"
"cdba1c17-cc5d-5bcc-9988-032ea49ac937","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Prefab Built By"
"f3c36434-3a40-58d2-9fa7-6643ded03660","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25571 514-02-29","Prefab","Checked By"
"f68e7685-fc57-404d-a9d0-1304eab844a0","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25572 514-02-30"
"4d96506c-7f7b-559c-9036-64d73a04dcc4","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25572 514-02-30","Set Out"
"1e94105d-b465-5feb-beae-de6b29aa30ac","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Set Out","Attach any relevant documents or photos"
"a54cfb2a-aefd-526a-bedb-591e37ace230","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab"
"6255a971-736b-510f-b8e7-730206fd015e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","U Bars Top"
"daf95c5c-ad79-54a2-b4f7-d6a467abaf1d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","U Bars Bottom"
"32b9bdb4-c496-51ce-9649-48933b4f741e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Sides"
"deec942d-914f-5b88-b495-3261364da81b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Trimmer/ Corner Bar Near Side"
"d304143f-208b-50f0-af80-707916cd5202","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Central"
"5a7b3640-4f2f-58ed-997e-3706303d202f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Far Side"
"a3d0d34e-a23f-5858-b4f0-2364a8060522","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Bar"
"01fb0e09-69c2-53d5-b285-0559c73ecc25","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Mesh"
"7bae028b-6cbe-5ef7-a421-b71f9a416223","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Penos"
"367b63b8-6cbb-5092-996f-a70e1e6ffcd8","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Rebates Near"
"f7c34299-b547-5b13-93ea-41f614f47389","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Rebates Far"
"a3a2a6aa-3d32-5c7d-9be8-60e94aea9966","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Propoints Near"
"af84dff9-c6d7-5775-b5bc-00eaca6781a7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Propoints Far"
"c457a593-48e6-50bd-b9a9-7c971e4edc9f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Correct Heights for Panel Thickness"
"aa2b82bf-30a8-5a20-9ed7-5427118c17af","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Grout Tubes - Top"
"1c4e450d-0ecf-5ed7-955e-df836b2ca8b0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Grout Tubes - Bottom"
"1b71880d-c85d-511a-b629-cf30044dff6e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Spouts - Near"
"7756516a-529d-5792-a24a-b33b2c4ca7d8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Spouts - Far"
"96b9009c-d304-5c5d-b218-248743b9ba04","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Structural Connections"
"324adec4-b3c6-55e6-8ece-86719be39867","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","M16"
"d87503c2-96cd-540e-b320-89f9a9dc412f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","M20"
"74c238ea-fb82-556b-8ef7-d0ca33c2ee9e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Cast Plate"
"f60ef591-da73-50c3-a9bc-6b5dbb5639d8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Correct Heights for Panel Thickness"
"70dabe7c-4049-5200-a519-1da1fd1456c5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Slab Connections"
"68d0ae1f-b9e1-534b-ab10-324e840d4374","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Lifters: GAL Top"
"cc8884ac-86c2-54be-8217-f46c1ce552e6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Lifters: GAL Side"
"adacddaa-56b1-5dd8-b007-9e576c90ae80","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Lifters: GAL Face"
"0f0f020f-8fd2-5876-9130-46d1e1923844","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Prefab Built By"
"71101a95-3101-56d4-8962-3d78cea929f7","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25572 514-02-30","Prefab","Checked By"
"b96a6dea-1638-459e-ba0c-4b61101b2ee9","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25573 514-02-31"
"6d2bce9f-a7ce-5061-b224-a0b1aeee5fd5","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25573 514-02-31","Set Out"
"779f505e-ee02-52a4-996b-d536cac9ce7e","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Set Out","Attach any relevant documents or photos"
"41eb9b71-e8fe-5270-a87d-0c631d1caffd","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab"
"7fddda48-ae75-56ec-a75b-4c9400fe6689","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","U Bars Top"
"665cdbd9-c7df-525b-a0ff-c330e88bc457","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","U Bars Bottom"
"82e22fd6-5ded-55f1-bbc3-9093e06bd9b5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Sides"
"495c5809-3ddf-5e52-b89c-e973e4416edc","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Trimmer/ Corner Bar Near Side"
"af4d3ed1-1279-5717-ad28-dc1583547464","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Central"
"c14356eb-0b24-5c16-b2c6-85e2cfd0422f","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Far Side"
"255bcda1-ef95-5d8d-aa2b-58d4b06850a5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Bar"
"321671c3-1639-56b0-8a6e-78230c12f086","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Mesh"
"7c133d0f-9718-5b37-b227-2bdeeaa53458","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Penos"
"cc7807c2-1aef-57a9-9d93-37a685dd819a","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Rebates Near"
"5d30e0c5-d4c6-5973-96f8-e61136ed6a95","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Rebates Far"
"5b1a8001-b30b-50b2-b99a-d137392ae022","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Propoints Near"
"52e1cac1-3c43-5647-b026-623e56a45126","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Propoints Far"
"fa8df82b-5f5d-595c-a4d7-0182fec3bd5c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Correct Heights for Panel Thickness"
"176bcdf9-3131-5b2b-b7e4-4fae51b152de","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Grout Tubes - Top"
"689a0065-672e-5da8-beb3-c4ec76c23f1a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Grout Tubes - Bottom"
"d9b183a0-7220-507e-8d51-b511b54667cc","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Spouts - Near"
"0db835f6-72b0-5f05-b6bf-9941d9d6d61f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Spouts - Far"
"a3629ab0-29e9-50fb-be19-0cce9052dc67","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Structural Connections"
"e1753ef1-5de9-52d4-8ee3-1884f99f4768","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","M16"
"04a4bb09-f6ce-57b5-8c4a-1477eb5ccf32","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","M20"
"f574fd69-5272-5507-8e09-819e653a7f4d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Cast Plate"
"9c150b64-b21d-5df0-a1e6-d10a41593f8c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Correct Heights for Panel Thickness"
"cfa35bbf-f30e-5d8d-9069-9038fbcd81ce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Slab Connections"
"c57b1d7f-18e1-5719-8ddf-d8a3c5de98b0","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Lifters: GAL Top"
"2fefdb69-3260-5707-9782-066e79626e2a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Lifters: GAL Side"
"acdb4dc6-14fa-5a2c-bf4d-4a08633183c4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Lifters: GAL Face"
"17675d2d-fc38-548c-8d71-b5ee3b44da9c","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Prefab Built By"
"64007709-1375-5a25-8c61-17498e12339f","","holdpoint","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25573 514-02-31","Prefab","Checked By"
"50987a41-e733-4327-bb0d-0bc9c6da3d19","","checklist-sectioned","pass","ecb2479798b1587856a70a3357c9fe2237629a137416afc7f984a3c2dfb120e3","checklist","FALSE","FALSE","Site QA","Prefab","Level 2","25574 514-02-32"
"b40186ef-d796-557c-9d99-d1a74ae73ba6","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25574 514-02-32","Set Out"
"ef58615d-f9c7-56c5-b3eb-bb0d1de5a73b","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Set Out","Attach any relevant documents or photos"
"92e6d447-1a2a-5798-a346-6c745e54fd8f","","checkpoint-group","pass","","","FALSE","FALSE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab"
"70454766-192f-546b-8a9f-a2a4b29db28b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","U Bars Top"
"968ec1ee-7ff8-584f-8519-9980d91ce0e9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","U Bars Bottom"
"5d032610-c520-5e40-8350-a9bb11de1e01","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Sides"
"25cf08b0-d92e-59f0-a40e-56eba32b0b05","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Trimmer/ Corner Bar Near Side"
"9cc15cd1-ee61-57f6-9da2-a78f6e6a5f84","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Central"
"c4de440f-7822-53d5-89f2-aed0c675f409","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Far Side"
"06695c26-7bc7-515d-9d21-2b8bdc318979","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Bar"
"1bab0a28-a2fb-5841-b8f3-2e5aac49a6ce","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Mesh"
"11084ff9-dfc9-59f2-af43-12e5e8c28e78","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Penos"
"9affbcaf-80cf-5f46-8f8b-a62e515391f5","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Rebates Near"
"cfc03e9a-a7dc-5453-8549-dafbf3919cd8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Rebates Far"
"5e757b4b-eb21-5c5b-8b5a-27204e005279","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Propoints Near"
"bd938942-aa5d-59d5-8739-f57a7ee6539f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Propoints Far"
"02bc2e0b-dc01-5b4e-91bd-2213c5b4a723","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Correct Heights for Panel Thickness"
"30b72078-4438-59e5-9320-b74dc0cb31f8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Grout Tubes - Top"
"30d2847d-f8cc-5423-a9ee-600084794258","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Grout Tubes - Bottom"
"31217efe-4261-573f-bd84-d138ae2e382e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Spouts - Near"
"bd06e08f-0420-5067-95b7-f264be2aaa7b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Spouts - Far"
"08a60b02-6115-5c79-a17a-1ffa0315c040","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Structural Connections"
"00f0d952-e622-5d31-8bcd-410e6a7e9a90","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","M16"
"d66be2ec-368b-5bff-b83b-ba2b58f3ee5e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","M20"
"1e7e45bc-e60b-5a21-9a11-9f57027709f6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Cast Plate"
"9f8a825c-d744-5d0e-8af4-87976b192ab5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Correct Heights for Panel Thickness"
"dd782acb-e70b-5572-a4f1-fef38ded5496","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Slab Connections"
"0200221a-b97d-5f82-9415-15989170ba39","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Lifters: GAL Top"
"18b6c32d-5730-5797-a4af-31e93fb80668","","checkpoint-status","not-applicable","","","TRUE","TRUE","Site QA","Prefab","Level 2","25574 514-02-32","Prefab","Lifters: GAL Side"
