"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f578d366-4477-4c15-910c-0d5ddc886ede","","work-in-progress","","folder","TRUE","FALSE","BC1"
"32fe7d95-cb90-44d9-a583-6d9bbd7182db","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA"
"3866bf06-e67e-46d9-83fe-f18f5870c7e0","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil"
"cae6d94c-d8f0-4348-9344-763849d5b4bd","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Civil","Drainage"
"6b21a2f4-77bb-41a4-9edc-60e275c11b87","","not-started","Civil - Drainage Checklist","checklist","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage"
"d3522c82-964e-57cb-a66f-96e9dc286b05","","not-started","","section","FALSE","FALSE","BC1","Site QA","Civil","Drainage","Civil - Drainage","Pre-start"
"67454aec-8d74-5d3c-baa3-682ca6cf4711","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-start","Check for clash"
"9057be16-cf41-5986-8da1-04dd94beef54","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-start","Upload drawings, detail /Mark up plan"
"aa13591f-8829-55ab-a416-7d4bbf6ab096","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour"
"da80c896-622a-5834-89c0-67fbb34d12b7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Service trade sign off/QA"
"112ab2d6-d2e2-5118-8c03-4a5fee34de19","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Waterproof sign off/QA"
"3f2075b9-0ed1-52a2-bbbd-6351c6836095","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Formwork signoff/QA"
"783be80f-e146-5b93-ace8-1bbd361fc9f4","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Check levels"
"b4eed64c-af28-5f5b-ba9e-d753e8cd2623","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","GN inspection- Prepour"
"7cb44268-7c26-53bc-abab-458b5627b072","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Structural Eng inspection report received and close-out"
"bbfe38e4-689e-5e33-a055-f08a6c4ff145","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Council inspection report received and close-out"
"2f8c4558-b561-5802-9dde-e12cba79de41","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pre-Pour","Pour sequence mark-up"
"a7760617-376f-5ff8-bfcd-4c1a540642e7","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Access/Safety"
"3be281d3-e3d4-531f-8327-ba326b8a94d2","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Access/Safety","Clear access for trucks/pump"
"723a9be1-2af7-564c-b015-5104f6813ad7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Access/Safety","Exposed reo capped"
"79c6d6ce-4f59-537f-8efa-118e1687f7ea","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Access/Safety","Safe access to all areas of pour"
"4f26f8c9-8c5b-5ba7-9ca7-5ca60bcce3b4","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pour"
"909a7d32-8aef-51f8-913a-b14206613566","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pour","Concrete Dockets and test report received"
"e5fedfb7-8cc7-5cf5-9c9c-295b1b0d576d","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pour","Curing agent"
"171ccafa-64f4-5f16-b793-fcce0ef4ce4a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1 & GB2  (GL: 8/ C+ to E+)","Pour","Pour QA received"
"0e86732f-53ff-468e-aa5c-ef56c04ba3fe","","pass","Footings","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1"
"f4744436-c349-541b-b8a5-7a3b2fe829f9","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-start"
"e350cbc2-ecf5-5634-8246-7f54ef2bd71b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-start","GL and datum provided"
"674b8420-6668-5bb5-a677-51aee8aec443","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-start","Geotechnical Eng subgrade inspection report received and closed-out"
"42bc50b8-8103-5ae0-9133-7c87ed7be3f0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-start","Check for clash"
"802a58a5-274b-5545-8576-19436c4edba5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-start","Upload drawings, detail /Mark up plan"
"75530f7c-9574-51f4-bbd7-21817cb8ead4","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour"
"65e4f3ed-eab9-5e87-8a2d-a1f7af561887","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Service trade sign off/QA"
"b105356d-ecc6-5e92-b755-e33e03dd268a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Waterproof sign off/QA"
"4e7cf28a-eb89-53ee-a372-934065f0916e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Formwork signoff/QA"
"5eb38276-92f5-5c12-91b0-689c5116309e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Check levels"
"f5858fa9-c1db-5b04-96fd-30d8e7e99f21","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","GN inspection- Prepour"
"c0679e2b-39cf-5561-b1aa-4bdcb93ac150","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Structural Eng inspection report received and close-out"
"bc23e47b-a5d1-5be6-9e85-da65d1b952e8","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Council inspection report received and close-out"
"89381300-8ee7-5edc-82da-efded2a89f96","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Stop-End checked"
"c1d9ba55-fb21-5d45-a0a7-9e3eb51ea9bf","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pre-Pour","Pour sequence mark-up"
"c39e06d3-7cc9-5169-a16f-8a10ce28e739","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Access/Safety"
"35bf14f9-3fee-5deb-ab25-ead9f9197dd7","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Access/Safety","Clear access for trucks/pump"
"d072d084-49d4-5735-a753-5aae44136ade","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Access/Safety","Exposed reo capped"
"a3aa4f84-b4fe-5825-90a5-70a7ecb55e3d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Access/Safety","Safe access to all areas of pour"
"160127bf-4990-5fce-8d36-af1ee2e00354","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pour"
"ca5b5092-f8f8-565a-b723-f27fc3d21166","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pour","Concrete Dockets and test report received"
"4c18d019-4796-54ed-a865-ff5ebd2575de","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pour","Curing agent"
"6699957c-5ae2-5590-b42b-d6416d3e6d46","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- Capping Beams GL A-C/GL 6-9.1","Pour","Pour QA received"
"1964f1b8-719f-41b0-86d0-8701171c21f8","","pass","Footings","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)"
"c6abdd94-6b4d-5d5e-a5ea-b396ea474f32","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-start"
"a40cd7d2-2084-588d-95ab-b1a766f3096e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-start","GL and datum provided"
"4489ba1b-8462-595f-b3c6-dd01d697692a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-start","Geotechnical Eng subgrade inspection report received and closed-out"
"ba75fd71-9a7e-5c53-bbbc-9d9507576eb4","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-start","Check for clash"
"d7874a7c-fd2f-5e19-9ce4-331958714895","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-start","Upload drawings, detail /Mark up plan"
"c7023d1c-0ab1-50c6-8c28-c56133af9aa6","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour"
"2390d654-52c4-5293-b671-2674ddfc76de","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Service trade sign off/QA"
"5c2e7508-d304-5eca-ae9d-661f4666fe1b","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Waterproof sign off/QA"
"3cecb626-cafa-567d-ae5d-cd69e6ab7e48","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Formwork signoff/QA"
"9add707f-4ca7-5f30-b24c-17a1d9b4ae99","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Check levels"
"6ff3e8d4-d70a-5e48-ab32-89bd363e8149","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","GN inspection- Prepour"
"37e92905-5e7d-5e5b-9e89-841ffe85d0d8","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Structural Eng inspection report received and close-out"
"709cc4b7-54df-58e0-8442-ec491cd089ef","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Council inspection report received and close-out"
"bd2d2613-c2ba-5bf8-8560-aec60428f647","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Stop-End checked"
"ff9066be-813a-5891-8a68-a3e82ed435dc","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pre-Pour","Pour sequence mark-up"
"0867fcfd-d74d-56ec-b215-bb992f63f310","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Access/Safety"
"3be0c8f6-c345-5306-b807-6f1f5f20347b","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Access/Safety","Clear access for trucks/pump"
"f61f406d-622e-52a7-ad10-01e9d4434151","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Access/Safety","Exposed reo capped"
"de9c5930-c829-5e2b-8762-6849eb3308e0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Access/Safety","Safe access to all areas of pour"
"937757b2-54ca-5728-9a34-9240d68ed3d9","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pour"
"74aeda92-1a86-5f48-9ee8-3b193b90bf99","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pour","Concrete Dockets and test report received"
"1fd5c08a-dfc8-5590-a201-b9204d6682a7","","not-applicable","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pour","Curing agent"
"508ccb49-6bdf-5c04-b2b5-4f2462b7068a","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Foundation","Foundation- GB1, GB2 (GL: 4-8 / B- C+)","Pour","Pour QA received"
"88159535-15f0-4ef5-aeb3-5c8336b94a3e","","work-in-progress","","folder","TRUE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel"
"13d9cdab-d5e7-4d34-8667-58e117081bff","","work-in-progress","96b9a75ec64bcd5fb8d3805c510f6c3f7a9d44cef163fc090ea2c203009d4bdf","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  "
"bef0b5c5-8836-5eee-b837-f5c9a633f1c7","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Pre-start"
"0fcd0df4-db60-5f92-b274-bf9ea5d2b22f","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Pre-start","PrePour PCP inspection done"
"511a213a-1d4e-5321-8bbe-0129eda2c7cb","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Pre-start","Timber guides installed – including spacers"
"8ee58034-87e2-5ce5-9c1e-8ec167073310","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Pre-start","Deadmen on site and in position"
"7b41fd8b-f746-5e7c-9908-c46cb6b4c504","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Pre-start","Check for clash"
"5b14a263-dd39-50a1-a706-a771f9581230","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install"
"8c675023-dfd7-567f-951d-3c2df2763159","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Check for damage/defects on arrival"
"53f4ef89-705b-565b-8e82-6c54931a3292","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Props & propping bolts onsite"
"62df2bdc-4ed7-58f0-8a10-a0222237c9cb","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Panels unloaded correctly"
"db8b0c67-b31b-550d-8345-a53561f22c83","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Measure internal dimensions"
"b111bffa-b953-5f4e-9ef0-f673c3b98731","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Panels Plumb & Flush"
"81b4ff92-0574-53a2-876f-b6374feb5cf5","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Delivery & Install","Props Installed"
"f7aa4101-1b59-5caf-ab5a-4467e73e4ac9","","pass","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Grouting"
"ea68468c-2471-510e-9ad6-81f8cd1ff67e","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Grouting","Drypacking done"
"3acc515b-62ca-598e-add6-52ef9f17ea21","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Grouting","Grouting pumped"
"2a9ee893-6d52-57e5-abe1-de850cb9e1c8","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Grouting","Sealed between panels"
"9d254898-c69d-5f11-b3ab-757ba981beca","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Post Checks"
"a69f0454-2731-5c2e-9366-a60b3055ffe0","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Post Checks","PCP supplier QA received"
"8d5037cb-e3f3-504a-9a95-e253453ca8da","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Post Checks","Subs installation QA received"
"918b02dd-e8e4-55f3-9087-f85564d55c5b","","work-in-progress","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Post Checks","Grouting, Drypacking & Sealing QA received"
"c26fbd1b-acb0-5809-912f-01850108872d","","pass","","checkpoint","TRUE","TRUE","BC1","Site QA","Structure","Section Q2","Precast Panel","Precast Panel- W8 (Panels 26-28)  ","Post Checks","Vertical check done"
"ab9f6a7c-0f83-40e7-8710-e31996f5c07e","","work-in-progress","96b9a75ec64bcd5fb8d3805c510f6c3f7a9d44cef163fc090ea2c203009d4bdf","checklist","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Pre Cast Panel- W5 (Panel 33-35) "
"74111c87-e2d3-55db-98ae-74d1180d6cb9","","work-in-progress","","section","FALSE","FALSE","BC1","Site QA","Structure","Section Q2","Precast Panel","Pre Cast Panel- W5 (Panel 33-35) ","Pre-start"
