"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ac1e80f6-7d2c-4ea3-bd5d-947529ddc55e","","fail","","folder","TRUE","FALSE","Building B"
"f897c01c-597d-447f-9e97-a494b80e1084","","fail","","folder","TRUE","FALSE","Building B","Basement 1"
"57d1f404-9633-467e-a0b7-0257eb56cf34","","pass","Reference Drawing","checklist","FALSE","FALSE","Building B","Basement 1","Reference Drawing"
"d2de7f6c-1599-4aed-8e50-be76aa98c95c","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)"
"b7c1fd55-958e-548f-95d3-51d1341ceb81","","work-in-progress","","folder","TRUE","FALSE","Building B","Basement 1","Blue (Superceded)","Lunch room (B.029)"
"8dc8d036-e881-5982-9ed0-6387cc29a940","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.289)","Pre Grid Sign off"
"90a82292-a14c-43f2-96df-3084084d4abe","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.289)","Pre Ceiling Sign off"
"5db0afd1-892f-42a0-9b60-45dfa3adac09","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.290)"
"b6ebc5be-af0a-52b3-a175-a11ae65395ca","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.290)","Pre Sheet Sign off"
"b6dee935-5d79-538a-877a-4c2634bb6896","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.290)","Pre Grid Sign off"
"a7aa48dc-94bb-4531-b89e-2254887d0557","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.290)","Pre Ceiling Sign off"
"decb1bce-1c37-40f0-bf56-8734c4e889f7","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.291)"
"4c85658a-ad33-5f0b-bcd7-25114b64d89b","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.291)","Pre Sheet Sign off"
"ee73c590-7142-566b-b013-3f250d8c2c5a","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.291)","Pre Grid Sign off"
"d263780c-429c-4c6e-a40f-170c6d58dfb4","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.291)","Pre Ceiling Sign off"
"a2ce3cb7-c607-4f64-897d-4aeef047b495","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.292)"
"35c87730-182e-5ce0-a861-e5df85c2f02f","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.292)","Pre Sheet Sign off"
"2ad71916-0694-5ed3-a288-8dd9342c6d4e","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.292)","Pre Grid Sign off"
"c8d1f7c1-80fd-492b-8e50-c5b1dbafb54e","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.292)","Pre Ceiling Sign off"
"2271bf59-2338-4859-8b0c-9324ad17b67d","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.293)"
"a046279f-3ee5-5a55-8297-cb7ce8c7d868","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.293)","Pre Sheet Sign off"
"3e09fd69-6664-534c-a771-36e2b79ff7fc","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.293)","Pre Grid Sign off"
"dab505bf-e547-4de7-b946-98b6143cad89","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR A (LG.B.293)","Pre Ceiling Sign off"
"d41111cb-c0ef-4a04-a7d8-41b8b9803c79","","fail","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.295)"
"a2a8ec3b-035d-5632-b1ed-54afa8934562","","fail","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.295)","Pre Sheet Sign off"
"b7899292-283f-5152-b74e-934274ceff65","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.295)","Pre Grid Sign off"
"8094deb5-5cbf-4d37-af01-ac037d6c69cc","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.295)","Pre Ceiling Sign off"
"b67694b4-1661-4189-98f5-bb2fe7cd75c2","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.313)"
"9d84bf3e-b6e6-4dad-9fb2-8f85865cc37d","","work-in-progress","Pre Sheet Sign Off - Lower Ground","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.313)","Pre Sheet Sign off"
"e4d2e931-55ac-454f-8d35-3cac0d970329","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.313)","Pre Grid Sign off"
"b368049c-5357-4e9f-af2f-0a3f484d7ca1","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.313)","Pre Ceiling Sign off"
"f65b4bc7-9907-4350-aafb-68217c6024cc","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.323)"
"963ee0d3-8555-5f12-beb3-3f2af87697bd","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.323)","Pre Sheet Sign off"
"2d3a8ab0-a70a-4ff6-b14c-8631ceb53978","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.323)","Pre Grid Sign off"
"d75be455-9a50-4cfc-9f3b-417ac128a7af","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS PPE (LG.B.323)","Pre Ceiling Sign off"
"c32124d5-824a-43be-8594-8f88ca722d58","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.336)"
"12d50136-393a-454e-a2c2-d28c58853722","","work-in-progress","Pre Sheet Sign Off - Lower Ground","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.336)","Pre Sheet Sign off"
"cd51fd3e-b31f-4ca7-9310-721b3b149317","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.336)","Pre Grid Sign off"
"68d7f1f4-f89d-4442-abc0-f1e2f0f24305","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.336)","Pre Ceiling Sign off"
"9fe930bc-504f-4be2-b529-4f846bc2f222","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.337)"
"16bc487b-11e9-544c-98ab-6da82195a611","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.337)","Pre Sheet Sign off"
"0d05a3cc-85dc-4d43-9e04-a090ce187af8","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.337)","Pre Grid Sign off"
"ebafe56c-3bf9-451b-884a-ef29b0ac6633","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.337)","Pre Ceiling Sign off"
"136d6394-ee41-49cc-ac03-14044a0e3e1a","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BBEV (LG.B.338)"
"5861c823-a4ee-5c95-b5b3-4574be0344dc","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BBEV (LG.B.338)","Pre Sheet Sign off"
"b6828d67-340f-4ec6-83a9-b5bd9c09cf51","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BBEV (LG.B.338)","Pre Grid Sign off"
"43de3142-71ae-4a61-b527-07e084ef1ee6","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BBEV (LG.B.338)","Pre Ceiling Sign off"
"8655bfdd-581b-4997-9099-3a9a6380926b","","fail","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","ST STATION (LG.B.339)"
"a4f5a763-e717-563e-9900-ac60fd819307","","fail","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST STATION (LG.B.339)","Pre Sheet Sign off"
"dcad0478-1a4f-5b9a-9bc8-5f185e008574","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST STATION (LG.B.339)","Pre Grid Sign off"
"ac3daf47-a85f-55b0-be02-5871b9b7b49c","","work-in-progress","Pre Ceiling Sign Off - Lower Ground - Old Format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST STATION (LG.B.339)","Pre Ceiling Sign off"
"f8062350-12c3-411e-a9c1-21f960e2b13b","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BRES (LG.B.340)"
"da7feb5d-9dc0-5f31-a94a-dc755605e8b8","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BRES (LG.B.340)","Pre Sheet Sign off"
"b67ba346-59b7-4cea-b253-5cf70076a306","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BRES (LG.B.340)","Pre Grid Sign off"
"b7ef996f-08c8-4667-bbe6-93811176c15f","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BRES (LG.B.340)","Pre Ceiling Sign off"
"95abae89-f7b2-4155-9775-4e67c2fe39ba","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.341)"
"233ec552-1e65-5b1d-acf6-6949435c31ee","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.341)","Pre Sheet Sign off"
"589a33a7-ef61-4391-93dc-f3a4d2f89f76","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.341)","Pre Grid Sign off"
"cb56952f-3a35-40c3-a8f5-60005492402a","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","HWPPE (LG.B.341)","Pre Ceiling Sign off"
"2cf75bc3-0978-4917-a281-1582c8f03957","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.342)"
"e426d90a-a745-5a3f-81c9-a1724b22e124","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.342)","Pre Sheet Sign off"
"f477c85d-1dd3-4cb2-8618-e7dbe2755820","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.342)","Pre Grid Sign off"
"d33b0a55-80bc-4c30-9547-9be69ae06de6","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.342)","Pre Ceiling Sign off"
"55908669-e675-4a8a-b9e3-a20191f9dd6a","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","PBTR NA (LG.B.343)"
"c99a5878-797e-585e-8478-1f5674234b65","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR NA (LG.B.343)","Pre Sheet Sign off"
"1f33fa55-7f93-4b7f-bbbe-5fd4e85af9d9","","work-in-progress","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR NA (LG.B.343)","Pre Grid Sign off"
"0413c21c-7dfc-4e86-8949-ddcea6fd1121","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","PBTR NA (LG.B.343)","Pre Ceiling Sign off"
"b00e859e-ecba-4814-bd1c-78863e19028a","","fail","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.344)"
"ffdedc78-ec83-5b69-b33c-427938dd53c4","","fail","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.344)","Pre Sheet Sign off"
"40234223-e115-4701-b0c6-187a26189fef","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.344)","Pre Grid Sign off"
"0b731dc7-8347-46d4-8de0-b1583d5a79ed","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WC ACC (LG.B.344)","Pre Ceiling Sign off"
"c6d30052-e0f2-4630-a883-96a1f664bf02","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","SHWR PT (LG.B.345)"
"452adef4-cea8-5801-8c37-de80e6268b4c","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","SHWR PT (LG.B.345)","Pre Sheet Sign off"
"55d13009-5573-4771-9f20-b3c5e6ed8ae6","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","SHWR PT (LG.B.345)","Pre Grid Sign off"
"7589ea48-6ce8-43be-9c33-62fa71c549a1","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","SHWR PT (LG.B.345)","Pre Ceiling Sign off"
"6d372fe4-9a54-41df-895f-427d90dcfaaf","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","ST CLEAN (LG.B.346)"
"53f82876-cbe4-53d2-b738-62517e714f0b","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST CLEAN (LG.B.346)","Pre Sheet Sign off"
"f82100c0-355e-4607-b87f-253e6a64e551","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST CLEAN (LG.B.346)","Pre Grid Sign off"
"85568714-a287-449a-8c6a-367b0e43aab6","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST CLEAN (LG.B.346)","Pre Ceiling Sign off"
"ae593922-486e-40ca-8072-7fe017caf2ad","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","ST GEN (LG.B.347)"
"e675f023-07db-521c-bf8f-feaefcbda076","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST GEN (LG.B.347)","Pre Sheet Sign off"
"86ad0435-f7c5-4126-b498-d1f15c5e256f","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST GEN (LG.B.347)","Pre Grid Sign off"
"132e72f4-6dfe-4e46-a00b-2610aeb732f1","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ST GEN (LG.B.347)","Pre Ceiling Sign off"
"379b513e-827d-49aa-9e01-418199c73626","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","OFF 1P (LG.B.348)"
"094e48db-9658-5921-9ee0-21193be6c668","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","OFF 1P (LG.B.348)","Pre Sheet Sign off"
"61bc7d5f-f2c5-4592-81a3-32be0f253c5f","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","OFF 1P (LG.B.348)","Pre Grid Sign off"
"424f56b3-9982-4358-be4f-75348427832d","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","OFF 1P (LG.B.348)","Pre Ceiling Sign off"
"33b8da35-6832-4dcf-bc28-1b38eccee3ab","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BLIN (LG.B.349)"
"6b9d23a8-7bd7-527b-b74f-83275144fa1d","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BLIN (LG.B.349)","Pre Sheet Sign off"
"e0bd8cbb-ee80-4fb7-9268-5039e51b0a66","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BLIN (LG.B.349)","Pre Grid Sign off"
"2260975f-2f41-4959-b740-e35c370c68bc","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BLIN (LG.B.349)","Pre Ceiling Sign off"
"026dc317-7a49-45e0-82b6-ac19fbd8f007","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.350)"
"6e771cdf-fab4-5d35-8bc5-308e71280476","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.350)","Pre Sheet Sign off"
"1c950625-12b4-4b89-bf64-283c09bd2225","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.350)","Pre Grid Sign off"
"dfba9821-2d20-4b9f-9423-7128e94135d6","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","CIRC (LG.B.350)","Pre Ceiling Sign off"
"83f53f3a-37f7-49b8-a373-0ce951358460","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.351)"
"d0410475-1f88-5d16-b1d6-df8c3da41fd2","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.351)","Pre Sheet Sign off"
"823b636b-3cb0-4b6f-8ba6-1f2ea0352c5d","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.351)","Pre Grid Sign off"
"2cf56598-289b-49a2-95c8-e4484fd27183","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","WS IN (LG.B.351)","Pre Ceiling Sign off"
"be648c04-ede6-4fed-ad80-1ea6165d9dff","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","1 BED BA (LG.B.352)"
"b395ace6-caeb-5efa-aca6-ecbd326609b1","","work-in-progress","Pre Sheet Sign Off - Lower Ground - old format","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","1 BED BA (LG.B.352)","Pre Sheet Sign off"
"aa8d740c-3d2d-47bf-bb3d-394cb0455859","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","1 BED BA (LG.B.352)","Pre Grid Sign off"
"f58258f8-9f5a-4051-a612-d8669dddba96","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","1 BED BA (LG.B.352)","Pre Ceiling Sign off"
"4eaa89a9-546d-4a5e-9efb-d499b6e39b89","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","ENS BA (LG.B.353)"
"7cb99e9a-4a26-49a8-b5cf-0871f73cdb0d","","work-in-progress","Pre Sheet Sign Off - Lower Ground","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ENS BA (LG.B.353)","Pre Sheet Sign off"
"9d40da98-c3a3-4bbd-b3c2-94823ed0acdd","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ENS BA (LG.B.353)","Pre Grid Sign off"
"a84ea802-b45f-4b8c-872a-1b60a433bd85","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","ENS BA (LG.B.353)","Pre Ceiling Sign off"
"d1939002-f6ba-41f7-b395-74a8ea6cf0ec","","work-in-progress","","folder","TRUE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.354)"
"b8408c00-72eb-4b5a-ae22-b38a1657bbbb","","work-in-progress","Pre Sheet Sign Off - Lower Ground","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.354)","Pre Sheet Sign off"
"60561b6c-f9d6-48dc-ba61-fd4fd253ff66","","not-started","Pre Grid Sign Off - Basement 1 - Zone 2","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.354)","Pre Grid Sign off"
"50e4efd1-e65d-4bee-8fb1-226647d85c79","","work-in-progress","Pre Ceiling Sign Off - Basement 1","checklist","FALSE","FALSE","Building B","Lower Ground","Area D","BMEQ (LG.B.354)","Pre Ceiling Sign off"
