"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"c4bcc5eb-6f48-43b2-a775-2e16a0b251fa","","fail","","folder","TRUE","FALSE","Building A"
"d1d08869-42cd-451a-8cb4-e455493875ae","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1"
"7e8f85a8-8301-4e2a-81c8-463fa3968dee","","pass","Reference Drawing","checklist","FALSE","FALSE","Building A","Basement 1","Reference Drawing"
"86b673b6-f71b-412b-8c60-bea208520996","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1"
"6a4a3a7e-767e-42d2-a7bd-37318929fe99","","work-in-progress","","folder","TRUE","FALSE","Building A","Basement 1","Zone 1","Waste (A.184)"
"61a04424-c0b0-59d2-8a7f-3ad355e90e3e","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","LIFT LOBBY (LG.A.232)","Pre Ceiling Sign off"
"afac4607-a9c1-5c8d-b840-7422eafc4c2a","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.2","DISP (LG.A.410)"
"9f268bd6-da2e-5404-a4ad-71de857af5c6","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","DISP (LG.A.410)","Pre Sheet Sign off"
"808694a1-d4b5-58c6-a207-adacb9d36ecd","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","DISP (LG.A.410)","Pre Grid Sign off"
"48ce5fae-9325-5940-8848-4755c868e9e1","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","DISP (LG.A.410)","Pre Ceiling Sign off"
"a29ec87d-dab4-5094-b70d-916586cd2c43","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.2","TRAVEL (LG.A.411)"
"58480756-ce30-5cf6-8dd9-edf7d167df0b","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","TRAVEL (LG.A.411)","Pre Sheet Sign off"
"0aea4aad-f135-5d4b-98cc-3389d17ef2a3","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","TRAVEL (LG.A.411)","Pre Grid Sign off"
"ffcecb19-4b4c-56a9-88c6-5f88cd272b22","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","TRAVEL (LG.A.411)","Pre Ceiling Sign off"
"2e925d01-86ca-582a-947d-d5fe9b4d209f","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.2","STAT PATH LAB (LG.A.412)"
"5be43bf3-4bf2-5833-b842-88421512b2f2","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","STAT PATH LAB (LG.A.412)","Pre Sheet Sign off"
"6353f150-e90d-5ea1-ac84-b6905b7e27bc","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","STAT PATH LAB (LG.A.412)","Pre Grid Sign off"
"27c8e76f-8973-506b-88f9-9a53fa32c268","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","STAT PATH LAB (LG.A.412)","Pre Ceiling Sign off"
"b4d74de1-5092-54e0-a4cb-975df2218d2e","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.2","CLRM (LG.B.153)"
"84352009-77a7-5bc5-b918-9ac416c4fc5c","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","CLRM (LG.B.153)","Pre Sheet Sign off"
"d43116d7-e42d-5102-a1b1-651a1bf09f46","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","CLRM (LG.B.153)","Pre Grid Sign off"
"05feb395-85a4-5315-af1c-9c2e2a5f0875","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","CLRM (LG.B.153)","Pre Ceiling Sign off"
"eca95190-75bd-5974-9004-ce32433275c1","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area B.2","MECH RISER (SA4-LG)"
"ba24c3b7-701f-56a0-a168-dce9fe2b6533","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","MECH RISER (SA4-LG)","Pre Sheet Sign off"
"1715d31c-73c3-56f5-a5cc-877104c52c5f","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","MECH RISER (SA4-LG)","Pre Grid Sign off"
"81efa0cc-5535-51c4-9a92-fdda5dd4fb36","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area B.2","MECH RISER (SA4-LG)","Pre Ceiling Sign off"
"4c80eea7-50bd-5950-b387-4d5f8511436a","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area C"
"5406cc20-320f-5449-be5f-2ae77d761611","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.001)"
"016781f9-21d6-5ddd-b6e4-ffc21279a5f2","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.001)","Pre Sheet Sign off"
"9fc0e8af-c9f6-5c7c-8ce2-0ea10b2c8758","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.001)","Pre Grid Sign off"
"aac8fde7-b641-50e9-b694-49c86fc5786c","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.001)","Pre Ceiling Sign off"
"06d89510-dc0e-5665-adf6-c34f9b278324","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","PAC (LG.A.002)"
"9e1b7e2f-74cd-5b0b-bf4f-51daf122f780","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","PAC (LG.A.002)","Pre Sheet Sign off"
"dc812d17-a590-5e06-82e3-35da3b895b65","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","PAC (LG.A.002)","Pre Grid Sign off"
"4e2172a9-cba3-5578-b4e6-80900186e517","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","PAC (LG.A.002)","Pre Ceiling Sign off"
"f92eacf3-7d73-5264-8e83-ed909ded5a9d","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","CEL (LG.A.003)"
"80d9c9f5-1e3e-51a6-8f3f-83b1c64a85b5","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CEL (LG.A.003)","Pre Sheet Sign off"
"0c26b043-fdb3-5343-a08e-295e6e4a9ca3","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CEL (LG.A.003)","Pre Grid Sign off"
"68a92b38-9072-53ad-b5b9-9e41f88db213","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CEL (LG.A.003)","Pre Ceiling Sign off"
"bd56f369-7637-5aa5-bce0-cf4f7f5a1f48","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.004)"
"65799938-5f4b-5848-a353-97842865cb2c","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.004)","Pre Sheet Sign off"
"cda7d6ff-76d3-5da0-bb56-26a8f94d1080","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.004)","Pre Grid Sign off"
"d84ffdf4-9e0f-5536-93e6-f1107d171b76","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.004)","Pre Ceiling Sign off"
"8ca13bb5-5639-53f5-b1ab-0cb16a6fc78d","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.005)"
"2b1c7d52-562d-596c-911f-87edf6dcb46b","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.005)","Pre Sheet Sign off"
"7aa7f167-0fdc-5b9a-9de5-f7381f90af98","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.005)","Pre Grid Sign off"
"b5f01e66-f3c8-5714-8ddd-089ba01f41ce","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DROP OFF (LG.A.005)","Pre Ceiling Sign off"
"6aa66170-1fba-5203-ba08-feb9a68e2e38","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","(LG.A.006)"
"9562c8c0-f70e-568d-8373-860d31ca8283","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","(LG.A.006)","Pre Sheet Sign off"
"de81821b-79d7-5116-9c24-4da52e3735ad","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","(LG.A.006)","Pre Grid Sign off"
"81a1b77f-6b71-59e8-ab95-a0c480f4d083","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","(LG.A.006)","Pre Ceiling Sign off"
"fa36f551-54e4-5eaa-83b2-37257b14589c","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","OFF-2P (LG.A.007)"
"90825ed8-814e-50f0-b4b1-2905754d54d9","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","OFF-2P (LG.A.007)","Pre Sheet Sign off"
"9233385c-ead7-5dd9-be83-401d52c6fddd","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","OFF-2P (LG.A.007)","Pre Grid Sign off"
"79201d9b-1c39-5d0d-acd9-9e06f9871f5f","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","OFF-2P (LG.A.007)","Pre Ceiling Sign off"
"4db2ac24-88c6-50ef-bc20-d699a95e83e8","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","CIRC (LG.A.008)"
"c5c686df-3a3b-5e81-8605-840304e98f14","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CIRC (LG.A.008)","Pre Sheet Sign off"
"58363468-63c5-5187-8bc7-be4abde5818f","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CIRC (LG.A.008)","Pre Grid Sign off"
"8c5c27c8-1c73-521e-a689-3903c452f635","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CIRC (LG.A.008)","Pre Ceiling Sign off"
"b3b07f8d-657a-5429-b350-6da172019f46","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","DECONTAM (LG.A.009)"
"7d904692-b9e8-5594-9620-41b060b01823","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DECONTAM (LG.A.009)","Pre Sheet Sign off"
"6639965e-07d9-56cb-8207-b5c3ca3f7eaa","","work-in-progress","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","DECONTAM (LG.A.009)","Pre Ceiling Sign off"
"ffdff639-9513-5ccb-a29e-65b3977316be","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","BIOMED WKSHP (LG.A.010)"
"7e019f67-e238-5c5a-a98e-60968b18b6da","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","BIOMED WKSHP (LG.A.010)","Pre Sheet Sign off"
"479b59c6-8f8a-527a-a279-cf3399f354b0","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","BIOMED WKSHP (LG.A.010)","Pre Grid Sign off"
"64f0b1b9-7e99-5582-b137-d963c5b7e8e0","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","BIOMED WKSHP (LG.A.010)","Pre Ceiling Sign off"
"6cde9a4f-ead8-5d2d-b20a-fd57dda03ee0","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","ST EQUIP (LG.A.011)"
"17f94b7e-0fce-5cfd-88b6-77a23a219608","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST EQUIP (LG.A.011)","Pre Sheet Sign off"
"87fe8afa-23f8-5b60-af03-0f148c22af21","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST EQUIP (LG.A.011)","Pre Grid Sign off"
"74ff32a8-f193-50b1-8cc3-7107fa746803","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST EQUIP (LG.A.011)","Pre Ceiling Sign off"
"8a8d65a5-c42c-50d8-9fbd-2d205c1a2b1f","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","MECH WKSHP (LG.A.012)"
"e597965e-18a6-5b11-b669-f62cdac7f956","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","MECH WKSHP (LG.A.012)","Pre Sheet Sign off"
"0d19060d-c011-5527-a152-3904b4914044","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","MECH WKSHP (LG.A.012)","Pre Grid Sign off"
"d37d71de-3dee-5435-b4d5-bb7ab8f45197","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","MECH WKSHP (LG.A.012)","Pre Ceiling Sign off"
"4fdef34d-699a-56ce-98ae-de8dfe719f70","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","ST SPARE EQ (LG.A.086)"
"311f3244-a63a-50c7-b771-d7c2557b4428","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST SPARE EQ (LG.A.086)","Pre Sheet Sign off"
"9bf2ae88-ce35-585b-b315-548dec5ccb0d","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST SPARE EQ (LG.A.086)","Pre Ceiling Sign off"
"39989e10-91d7-5cac-9595-4d6ab1920430","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","ST NEW EQ (LG.A.088)"
"53408d87-d03a-512b-b192-359e06c3a884","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST NEW EQ (LG.A.088)","Pre Sheet Sign off"
"76b89c1c-4a9d-575b-9c2d-46c0887496be","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST NEW EQ (LG.A.088)","Pre Grid Sign off"
"daaaaf4d-09bf-55d3-a55e-8a70936a4776","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST NEW EQ (LG.A.088)","Pre Ceiling Sign off"
"5d493c26-23f9-5fe7-b178-50c78bec60cd","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","ST AWAIT (LG.A.089)"
"ff9a3119-655b-504d-8c22-4613f14febc7","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST AWAIT (LG.A.089)","Pre Sheet Sign off"
"58c3d661-612e-575d-863c-258ab56358d7","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST AWAIT (LG.A.089)","Pre Grid Sign off"
"2b83ce7b-9e06-5bf5-abf0-b4ebb1860b5a","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST AWAIT (LG.A.089)","Pre Ceiling Sign off"
"99c8331a-f110-5e95-bc7c-6e55dcac56fa","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","CLEAN UP (PAC & CEL) (LG.A.090)"
"822f3cb4-1086-5284-9043-a253efb223c1","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CLEAN UP (PAC & CEL) (LG.A.090)","Pre Sheet Sign off"
"e492779f-899e-53c3-b702-a6898c8c9c82","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CLEAN UP (PAC & CEL) (LG.A.090)","Pre Grid Sign off"
"c53a3d4a-57b6-5a83-90f0-7fad79c823fc","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","CLEAN UP (PAC & CEL) (LG.A.090)","Pre Ceiling Sign off"
"3999783f-b398-5dfb-bb9f-9bac07391f5c","","fail","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","ST OUT (LG.A.091)"
"7822aa13-74b2-5c96-8c4e-e48159235783","","fail","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST OUT (LG.A.091)","Pre Sheet Sign off"
"fd2b7f2b-fd34-5307-8973-6703a04a1ebd","","work-in-progress","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST OUT (LG.A.091)","Pre Grid Sign off"
"57a28571-cd83-5e06-9407-cf05b84113fd","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","ST OUT (LG.A.091)","Pre Ceiling Sign off"
"d5df62a1-4b53-5b20-95ea-afb55253c830","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","LIFT LOBBY (LG.A.233)"
"c37cdcbd-a9a6-5ef3-a789-3ec08ad65d03","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","LIFT LOBBY (LG.A.233)","Pre Sheet Sign off"
"d1a2c3fb-1471-59ca-9225-dbb9bd99e134","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","LIFT LOBBY (LG.A.233)","Pre Grid Sign off"
"c58b3f73-abc1-5dd5-af98-d334bc8678f8","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","LIFT LOBBY (LG.A.233)","Pre Ceiling Sign off"
"f7ebdf86-1a90-5088-aaf9-fcbdaaef1d5f","","work-in-progress","","folder","TRUE","FALSE","Building A","Lower Ground","Area C","TRAVEL (LG.A.234)"
"f8006b70-9e8b-5bf6-843a-5ec0d853a278","","work-in-progress","Pre Sheet Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","TRAVEL (LG.A.234)","Pre Sheet Sign off"
"dd2b99b0-0f1e-5065-8b70-1ee3cd50468d","","not-started","Pre Grid Sign off - Lower Ground - old format","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","TRAVEL (LG.A.234)","Pre Grid Sign off"
"f4306fc0-8e4f-5ebc-afb0-427b87872bdc","","not-started","Pre Ceiling Sign off - Lower Ground","checklist","FALSE","FALSE","Building A","Lower Ground","Area C","TRAVEL (LG.A.234)","Pre Ceiling Sign off"
"f5b76627-beb0-4301-b317-cd87d2d348cf","","fail","","folder","TRUE","FALSE","Building A","Ground"
"bf645ca6-d22b-4666-9be2-c9c8e0fd0e63","","not-started","Reference Drawing","checklist","FALSE","FALSE","Building A","Ground","Reference Drawing"
"6981c3be-4a8d-4600-8e1e-a240943a4466","","fail","","folder","TRUE","FALSE","Building A","Ground","Area A"
"d260d2af-e3ee-4300-8e59-d1ba41d33b4a","","fail","","folder","TRUE","FALSE","Building A","Ground","Area A","FD RM (FD-A-L00.2) (T0 3-L8)"
"d4cb06c1-202e-59f1-86c0-b8f4f53c10e9","","fail","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Ground","Area A","FD RM (FD-A-L00.2) (T0 3-L8)","Pre Sheet Sign off"
"b061bc63-4057-4116-b145-0fb85496bfb7","","not-started","Pre Ceiling Sign Off - Building A - GF","checklist","FALSE","FALSE","Building A","Ground","Area A","FD RM (FD-A-L00.2) (T0 3-L8)","Pre Ceiling Sign Off"
"00508b1e-f2ad-48ac-963e-78dd5601c6c5","","work-in-progress","","folder","TRUE","FALSE","Building A","Ground","Area A","WAITING (GF.A.002)"
"cab277b2-b1a2-578f-a23f-b76ce3eb4bf7","","work-in-progress","Pre Sheet Sign off - Ground Level up - old format","checklist","FALSE","FALSE","Building A","Ground","Area A","WAITING (GF.A.002)","Pre Sheet Sign off"
"ec67c39c-e6a0-46e8-8afa-093dd5241fba","","not-started","Pre Ceiling Sign Off - Building A - GF","checklist","FALSE","FALSE","Building A","Ground","Area A","WAITING (GF.A.002)","Pre Ceiling Sign Off"
