type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,,,,,,,,
button,• Installation Records from Subcontractor,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Material Conformance Certificate,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,5.0 Backfill,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.1 - Bore access excavation,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Before backfilling the bore access excavation, the pressure grouting shall be inspected by the superintendent or representative.",,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been completed?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.2 - Material Properties,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause Table 733.081,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Backfill material properties to be as per Table 733.081.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test Report (if applicable),"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.3 - Filling,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Unless otherwise specified or shown on the drawings, selected and common backfill shall be placed and compacted as follows under, around, and above the conduit after the sections are bedded:",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Place and compact selected backfill 400 mm above bedding (in non-trafficable areas) remaining fill to be common backfill.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Place and compact selected backfill to subgrade level (in area’s to be paved),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.4 - Compaction - Areas not to be paved and below pavement,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - All pavement material shall have during compaction, uniform moisture content within the range 85% to 115% of the optimum moisture content as determined in the Modified Compaction test.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Compacted to refusal using handheld mechanical equipment.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been completed?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.5 - Compaction – Area’s pavement layer,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Where specified, pavement material shall be assessed for compaction in lots as defined in Section 173. The number of tests per lot shall be three.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• All pavement material shall have during compaction, uniform moisture content within the range 85% to 115% of the optimum moisture content as determined in the Modified Compaction test.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• All pavement layers shall be placed and compacted in layers to a density ratio of not less than 98%. The calculation of density ratio shall be based on Modified compactive effort.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Compacted to refusal using handheld mechanical equipment.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Test Report (if applicable),"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.6 - Warning Tape,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - AS/NZS2648.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Where marker tapes overlap electrical tape to overlay communications tape:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Marker tape 100 mm wide complying with AS/NZS2648.1 coloured orange with black lettering “DANGER BURIED ELECTRIC CABLE BELOW” inscribed at regular intervals installed 300 mm above the conduits in all trenches where electrical conduits are provided.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Marker tape 100 mm wide with two stainless steel tracer wires coloured white with black lettering “DANGER BURIED COMMUNICATION CABLE BELOW” inscribed at regular intervals installed 300 mm above the conduits. In all trenches where communication conduits are provided at least two meters of each tracer wire shall be anchored to and neatly coiled in each communication pit.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Where both electrical and communication conduits are provided in a trench two marker tapes shall be provided one for electrical and the other for communication conduits.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,"6.0 Installation of Pits, Lids and Cables",,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.1 - Location of Pits,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Pits shall be located in accessible locations for maintenance activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Pits to have a maximum spacing between cable pits of 100m.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H I,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.2 - Cable Pits & Pit Lids,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.09 TC2200 TC2201 TC2202 TC2203,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Before the pit lid surround or pre-formed collar is cemented into position an inspection by VicRoads Superintendent or representative must be carried out.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Install cable pits in accordance with the design drawings and VicRoads Standard Drawings TC-1210, TC-1220 and TC-1230, TC2200-TC2232.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Top of pit lid matches the surrounding finished surface level fits neatly without movement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Pits watertight and suitably drained.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• All conduit connections to cable pits shall be neatly made and the ends of the conduits trimmed off and fitted with a conduit bush. The area between the conduit bush and pit wall shall be stopped with a suitable sealant that bonds to the pit wall and the conduit.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Heavy Duty Pit lids provided for pits in the road pavement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Entry conduits to be installed at: 80mm +/- 20mm into pit (VicRoads),,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all of the above been completed correctly and to a high standard?,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Pit & Each possession,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.3 - Detector Pits for Traffic Signals,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.10,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Install detector pits in accordance with the design drawings and VicRoads Standard Drawings TC-1310 and TC-1320.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Fix pit cover securely using the fixing device supplied.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been completed correctly and to a high standard?,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - S,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,7.0 Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7.1 - Location of Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Foundations shall be located in accordance with the drawings and approved at the pre-installation meeting.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SSSE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7.2 - Foundation Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR730 Table 730.111,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Foundations and footings shall be as specified in the VicRoads Standard Drawings for the specific item of equipment they are to support, as listed in Table 730.111",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Where alternative foundations are proposed, they shall be approved by the Superintendent prior to the Contractor installing the foundations.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7.3 - Inspection of Foundation,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR730.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All foundation works shall be inspected by the Superintendent prior to the Contractor covering the works.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7.4 - Concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR610 Table 610.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Concrete is to be vibrated, and not dropped from a height greater than 2m.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Concrete is to be tested as per VR610 and should be a minimum concrete grade of VR330/32.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,8.0 Completion,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,8.1 - As-built Information,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR Clause 733.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Identification and recording as follows:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• All conduit locations not identified by pits immediately installed at the ends shall be marked with pegs 75 x 38 mm stakes projecting 0.4 m above the ground, with the top 150 mm painted yellow, or as otherwise agreed by the Superintendent.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Conduits under road pavement shall be marked with stakes clear of the road pavement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Conduits not under road pavement shall be marked with stakes at the ends, at changes of direction, and at intervals of not more than 30 m.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• The actual installed location and depth of conduits on the as-built drawings.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been completed correctly and to a high standard?,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• Survey Conformance Report,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,9.0 Work Lot Close Out,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,9.1 - Test Reports,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VIC Roads Specifications,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Test reports received and reviewed.,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been proven to meet and/or exceed minimum tested requirements?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NATA Endorsed Test Reports,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,9.2 - Product Non-Conformance,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - CQMP,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - All Product Non-Conformance(s) recorded and closed (if applicable),,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Has all the above been proven to meet and/or exceed minimum tested requirements?,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE/SS,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record -,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,• NCR reports,"Yes,No",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
checklist-sectioned,"1630-P200-SYM-QAC-ITP-0037 Rock Beaching Type 1, 2, 5.",itp,,,,Yes,"1630-P200-SYM-QAC-ITP-0037 Rock Beaching Type 1, 2, 5. REV1",75ee6ce0-f337-49ab-a144-852c2b064490,,,,,,,,,,,,,,,,,,,,
checkpoint-group,1.0 Pre-start activities,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.1 - Conformity and Lot Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.02 IFC Design,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Beaching finished surface shall conform to the levels, lines, and grades shown on the drawings or specified.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.1 - Lot Map,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Lot map,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-no-status,1.1.2 - Environmental Permit,,,,,,,,,,,,,,,,,,,,,,,,,,,
button,Environmental permit,"Yes,No,N/A",,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.2 - Material Approval,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - The contractor shall nominate material source, supply specified test results, and provide a representative sample for approval by the superintendent.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.3 - Beaching Material - Type 1 Ungrouted,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Type 1 Beaching material shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Field or quarry rock >50mm diameter and of mass 20-70kg with at least 60% of Qty greater than 40kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Placed that the length of rock protection >100mm and the total layer thickness is >225mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record - Import Docket,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.4 - Beaching Material - Type 2 Grouted,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Type 2 Beaching material shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Field or quarry rock >50mm diameter and of mass 10-40kg with at least 60% of Qty greater than 25kg.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Placed that the length of rock protection >100mm and the total layer thickness is >150mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - R,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record - Import Docket,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1.5 - Beaching Material - Type 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Type 5 Beaching material shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Design accepted by Melbourne Water and record of acceptance provided for superintendent approval.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Field or quarry rock >50mm diameter, angular in shape, and 5% mass of rock fines for interlocking.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Unless specified, the minimum d50 shall be 300mm rock sizing of depth 2 x d50 (600mm). the minimum d50 shall be 300mm rock sizing of depth 2 x d50 (600mm).",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Prior to start of works,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Remarks/record - Import Docket,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-group,2.0 Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.1 - Geotextile Placement,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR210.05(a),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Geotextile is not to be placed without written superintendent approval.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Geotextile placed shall be without punctures or tears and rolls with imperfections shall not be used.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Covered with fill material within 48Hr of placement.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,SI Key - H,,,,,,,,,,,,,,,,,,,,,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.2 - Bedding and Geotextiles - Type 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03(b) VR210,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"Acceptance criteria - Type 1 Beaching Material shall be placed on non-woven geotextile >250g/m2, laid with no kinks or folds.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Geotextile shall be buried 300mm below beaching edges and placed under and around excavation for toe wall and other perimeter walls.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Geotextiles are joined with 300-500mm overlap.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.3 - Bedding and Geotextiles - Type 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03(b),,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Type 2 Beaching material shall not require bedding unless specified or in design.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.4 - Bedding and Geotextiles - Type 5,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.03(b) MWC 7251/08/103,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Type 5 Beaching Bedding shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Developed in conjunction with Melbourne Water.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Well graded, and 0-100mm size for granular bedding.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Granular filter thickness >100mm.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Key - I,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Resp - SE,,,,,,,,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2.5 - Preparation of underlying surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Ref docs - VR713.04 VR210,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Acceptance criteria - Beaching placement surface shall be:,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,"• Excavated, compacted, and trimmed to provide a FSL of beaching in accordance with IFC design.",,,,,,,,,,,,,,,,,,,,,,,,,,,
label,• Any scours or hollows backfilled with class 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,
label,Freq - Each lot,,,,,,,,,,,,,,,,,,,,,,,,,,,
