"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"7280c873-51b1-477b-9141-4ba1d939f0b8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1"
"e152a84d-243f-4984-afb1-69dabe1bb762","","folder-normal","work-in-progress","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A"
"b3cf88dc-c891-4b04-b559-ffd2db8cc777","","folder-normal","pass","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A"
"6c9f3fd1-01e6-4f91-bd3b-176c5300d704","","checklist-flat","pass","21bcae137638761056170d7fed6d50b13c9e14674efdef9fa4233f07a1fc7f48","checklist-flat","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side"
"94e40ec2-c264-5bbe-a781-972551173591","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Substrate is clean, dry and ready"
"4b44270e-13dc-5ab7-be45-59e6429545bc","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","3 Coats of Sika blackseal elastic is applied on concrete retained blockwall"
"2039d569-4f00-5196-a036-f8c6973724d4","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Protection board is installed correctly"
"263df0d0-b94e-52a9-b136-a30dc6448b0e","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Outside Gridline A","Vertical Blockwall - Left Side","Area left clean and tidy"
"7515546f-e85d-4c5b-8d9c-8e306301a188","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A"
"c8ea2e05-a8e9-44d2-81d6-c80421004ed3","","checklist-sectioned","not-started","QA - Nuraply 3PT and 3PTM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings"
"81a357ac-7f1e-5d7e-9691-e9a68ca49a5b","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Carport - Outside Grid A","Gridline 3, Outside Grid A","Underfootings","Location of Work"
"04601e38-88e3-51b2-a818-9607364a4bcf","","checkpoint-status","pass","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3, J-Q","Vertical Blockwall","3PT and 3PTM Installed Product Checklist on Concrete Substrate","Overall installation free of wrinkles, bubbles, creases and splits."
"626e37d4-167a-4b65-92eb-f6b87a1f59df","","folder-normal","not-started","","step","TRUE","FALSE","Lightbox Stage 1","Block B","Gridline 3"
"4f6f9b17-e4ff-4a32-9876-3ed3dbc28fb2","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8"
"edfeb38d-3f24-5e6f-9872-4a87e00220c6","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","Location of Work"
"2700c15e-f219-5992-8dbd-5c1c719d7eb1","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","Location of Work","Area where product is being installed"
"52212ebe-5e5a-5ac5-8482-79748b49d583","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"63fe6988-24dc-5963-911a-ede0941a9782","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"db84bb57-129a-5d4d-93ab-45002bb7ed4e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"7d20204e-1c7d-5f2b-9ebf-40a6370ab0ee","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"37e9b54e-0f38-5df8-9d01-ffe3384caf46","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"283d2605-badc-50dd-871e-13a101d0f521","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"edaa9408-e91e-5a0d-a1fb-5735eab9a170","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"854f84b2-0ec4-5b34-864c-f8f77cb84c59","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"5d2fe5da-90ff-584d-85ba-6d1b01054225","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"4b1a18f8-9185-580a-ab6d-2105e8a1b864","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"d0628988-018c-5ee3-b8fd-3691dcdce828","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"c444505e-74a1-5a96-8bb3-8fcd0c98320a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"97b2bfd0-a79c-5eaa-9867-298ab8dd2ebd","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"546d2ab4-fb88-5ec7-9793-7a257af5a8d6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"5507235c-77c5-52bc-83cd-708f9456cf59","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"3d69ef28-cf7a-5c3e-969f-071c2464fafa","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 8","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"5d762196-141c-4442-8b5e-dbcbbbe9821e","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9"
"57399d45-c04a-59d9-a878-749f83e73cb9","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","Location of Work"
"f439763d-32a4-5950-8a78-c6c120922466","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","Location of Work","Area where product is being installed"
"252607b6-45d8-5f19-abc1-3ab4e7ba15fe","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"9e5073e1-6408-5335-9384-0d209b2b2faa","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"ee564f06-a4dc-569a-b90e-deee7b77f8f0","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"25216f9d-1de6-585f-8b7d-449c55b12a0e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"685b7ccf-fa2e-550f-a3b8-2540e095050f","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"83971c80-42a5-5f56-9483-2b97b44379b6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"51a7902a-2672-586d-9844-e184b01156f5","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"7bd6e2b9-ae91-55d7-92a3-9df6b8df78b6","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"6a60d991-bb05-5665-b5b2-4b626df17737","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"05173439-80d7-504b-a0f6-2ed80f54f768","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"90597ac4-083c-5108-a86f-424edb5b47ee","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"b2696a41-7b54-537f-bff2-aec3122a9d57","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"1dbb3688-83a7-50f5-b6f8-c148f4e27c23","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"d25c6984-4faf-5bcc-bb4b-0ab23d21368c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"e3958430-330d-5a17-b688-7ff13715becf","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"72c7431b-c6c5-5ed0-9f46-ce8fedacd75c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 9","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"f09020e7-1b1f-4b33-aeca-5b3e47b2eada","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10"
"75fbd67b-4178-5c5c-a9a1-33fa03b49aa3","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","Location of Work"
"54420514-1bad-5979-bb98-674a083bd9bc","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","Location of Work","Area where product is being installed"
"4ff8bd9a-e8ab-57fa-9873-112d4c7f6817","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
"8f2313a4-812f-57fc-8b21-4fe5313914d3","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Underflashings installed to all corners and
upstands (pay attention to parapets,
gutters, junctions)"
"a1d3090a-d578-56fb-9e3b-7f70f92efb01","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters correctly and neatly installed,
particularly the internal corners"
"9f0b75f9-a37b-56ff-822d-fce8529056a7","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Roof drains & overflows installed to
specification and watertight"
"03819cb6-6f1a-5968-a8df-e1a14f081a1c","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Membrane adequately adhered to
substrate with no evidence of bubbles or
lifting. Correct quatities of primer or
adhesive used as per specification."
"f10d791c-a3c2-543a-8848-49d2b2f1fb65","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and basesheet fully bonded
together, no areas of delamination."
"947940cb-e8f9-5ccc-9b30-38cd57768e39","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet side laps 80mm and end laps
100mm fully welded and tidily seamed off"
"2f2125d0-3d21-5b94-a6b7-df6274d60625","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","No sign of overheating/excessive bitumen
bleed from laps (over 2-3mm)."
"3fdd4f48-baa0-5c6d-baa5-04aa9f3f49b3","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Cap sheet and base sheet laps offset
satisfactorily. No three layer lap build-ups"
"5869586d-eabf-56e2-95c6-145f3b7a2e97","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Overall installation free of wrinkles,
creases and splits"
"d04ecee7-b911-5c34-910f-d147fdf38b04","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Nuravents installed to specification."
"a0f17baa-6be1-5fb9-a7a7-e0bfd851cd3a","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All penetration details completed to
specification including under/overflashing"
"098dba25-faca-5aa0-b0e4-cb1482f2f228","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Standard details used throughout including
at upstands, parapets, construction joints"
"f0e950f2-0590-5cb1-a5c7-1a0f95690f36","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","All non standard details installed as per
pre-approved specifications (attach
approved drawing)"
"46eec111-bad9-5bfd-aaea-e818b744f916","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Gutters and outlets have been floodtested"
"01fdc666-c17d-5030-82d2-dfa632b27c8e","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 10","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted","Any damage to cap sheet repaired to specification."
"22e39183-2c77-4909-80b9-ea136b6431b6","","checklist-sectioned","not-started","QA - Nuraply 3PM Installation Checklist","checklist","FALSE","FALSE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 11"
"257417c1-c192-5727-a0fc-cfd3d0a699e3","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 11","Location of Work"
"9b150e1d-41d4-5de2-8695-656d5808aab4","","checkpoint-status","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 11","Location of Work","Area where product is being installed"
"10192e14-d0a9-5134-9131-cbc6f67e5179","","checkpoint-group","not-started","","","TRUE","TRUE","Lightbox Stage 1","Block B","Gridline 3","Cantilever Slab - Unit 11","New Concrete Substrate Readiness Checksheet received from Main Contractor and Accepted"
