"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"98c26acb-cdf8-4497-891f-4178557656ff","","not-started","","folder","TRUE","FALSE","Active Projects"
"31ec2bcf-3d2f-47e3-9fef-96dbc354a293","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)"
"46008034-1533-4eb1-ab05-3aea7f263b07","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing"
"b7f5d2c0-bd95-4dfa-a577-de2fa8946b4c","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in"
"41ad4a7c-e116-4d59-acef-30ca1dd42144","","not-started","WG Install Water/Gas Rough-ins - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist"
"fbc274fb-3291-5159-b841-2ecb2373ae03","","not-started","WG Install Water/Gas Rough-ins - QA Checklist:2ab4993b-dfcd-4af5-92c0-aca186cbb373","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Rough-in","WG Install Water/Gas Rough-ins - QA Checklist","Details"
"8fb4d285-c6c1-5bdc-a716-908662c98a7c","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:b2fdecbc-21b7-4f3c-a002-26f7ff10246d","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Testing kit & equipment have current certification"
"ca2ad122-05d9-5dde-99d8-3841dbeab561","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:08da516d-421f-454d-982e-62103129c133","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Apply test as per latest revision of AS/NZS-3500 Part 1 (Note: Start & Finish testing photos to be taken only within this Checkpoint)"
"d7cb8d0f-549a-5c0a-9ffa-82cad7df266a","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:14dc3119-a948-4b5c-883b-df6c3fde62d9","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","Are all your tasks complete for this job?"
"3d1b676a-68a4-5f21-8b0f-249e93d4bb67","","not-started","TST Test Water Service Pipework - QA Checklist:d2435b4e-4a80-41fc-b5be-cdcb10629b2e:14dc3119-a948-4b5c-883b-df6c3fde62d9:8863105d-c48d-4159-9893-db93ccc13d6c","signoff","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Water Service Pipework - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"30c76dcc-6248-4410-8242-501a1da5e17e","","not-started","TST Test Gas Services Pipework - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist"
"af590e94-43c7-54a0-9e44-b7a64a84d0d8","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details"
"9dd37851-7180-5f3f-8de0-5e908be81c3b","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:92b90125-7832-4131-9979-5fe164154a7a","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Test Gas Services Details:"
"678288ab-33e8-526f-910c-16db0aeb347e","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:78fafd23-f1b5-4501-b1a4-131c256aff4e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Installation complies with latest revision of AS/NZS-5601 & ESV Regulations"
"69e28394-b661-58ca-856f-43fbacf86867","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:6a5108ff-4371-450c-9279-2aa8562c1d08","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Installation complies with current drawings & specifications"
"938cc8fd-90cd-51b9-b54a-c5dc62bf1087","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:fa7e0afd-bc83-4af7-a1ec-1df23aa88dc8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"2feed5c3-e440-5ba4-9962-3881270fbe25","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:0a977ed8-f280-4bbe-8bd4-054e49c7d759","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Testing kit & equipment have current certification"
"21b31c5f-a815-583c-abda-a06d2782a7d9","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:713d9565-622d-4f25-a456-195a0793875c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Apply test as per latest revision of AS/NZS-5601 & ESV Regulations (Note: Start & Finish testing photos to be taken only within this Checkpoint)"
"ddf55d8b-9c40-5991-bb73-dbe404781dd7","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:39309bfe-a372-4b8b-a94b-a8a4e6c0befb","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","Are all your tasks complete for this job?"
"946232c5-634e-54d8-af36-f6801c2b6acb","","not-started","TST Test Gas Services Pipework - QA Checklist:f1c8fa6b-7429-4d26-8fdd-22582a750b14:39309bfe-a372-4b8b-a94b-a8a4e6c0befb:77b524e4-9e62-4549-b888-5f140428723e","signoff","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Plumbing Testing","TST Test Gas Services Pipework - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"50c5d631-72f3-4f8e-b888-73712fd188b8","","not-started","","folder","TRUE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning"
"7ce5ce90-3b4a-4280-ad66-253164517386","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist"
"54b1d511-b3a3-5d5d-962d-80ca8e1f3fd8","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details"
"aa100c71-00fa-576a-bad2-f3704f37a848","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:b9ffcee1-5fe8-46c2-8a7d-06abc1cbc72c","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Commission Rain Water Storage Tank & Pump Details:"
"b0bc40d3-9268-5a3a-9704-71a93408e7bd","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:fa1b5dd7-56cd-4ac9-830c-2c8c8612c5eb","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4"
"2e335085-a3f3-5be3-b60c-625def191529","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:fec96873-fb83-43ed-b7af-f9f1cf4df5f2","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Installation complies with current drawings & specifications"
"7bfaadf4-14a4-53e8-9ddc-0a57cd2028e8","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:331907aa-4152-47a3-95c8-813c4651270b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"0eb78d97-5c06-502e-8fe5-73132d2c1896","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:168b7c9a-6d61-483b-990d-d5c80bf2e537","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"c023a467-460f-58c9-ab00-8575227c4f94","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:38bf16d7-0895-470b-9230-a156f502d074","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check all fixing/hold down points"
"4d2de5ce-b919-5233-bac9-8254dd68dadb","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:883f9491-7d61-436d-b363-5df19abd7c21","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check isolation valves are fully open & non-return valves flow direction"
"3b4e7351-53f5-58cf-b939-e501c1d73857","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:cc60fdd3-8afc-497c-8987-332a257e8573","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check pressure pump & filters for correct operation"
"32cbe18b-5d84-5965-8cb8-a22e253057a0","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:c49ea1ae-ccf2-41d5-9835-8061c0d7576e","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check downpipe connections & tank venting"
"fa35d163-16fe-5896-ba9a-a3afa315907f","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:7f84e511-34d3-47d2-89af-d76c8340ecb5","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check mains water back-up supply"
"9fc7245d-2599-5772-bece-7074e6f6248d","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:a855a8ef-5e5f-435c-a5a9-658819194543","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Check tank over-flows to drain"
"8f0ce8d1-0334-5cbf-b86d-57dc2a965c7e","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:ae5e5bb4-f311-492b-bed5-8931f0ac83be","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","Are all your tasks complete for this job?"
"9632e11f-5080-56a6-9e37-3231f9d88e97","","not-started","COM Commission Rain Water Storage Tank & Pump - QA Checklist:9dd78140-5a98-42db-9806-fbddf09bc036:ae5e5bb4-f311-492b-bed5-8931f0ac83be:a125dc3b-3825-4239-9ace-f46123a72434","signoff","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Rain Water Storage Tank & Pump - QA Checklist","Details","For variation or defect notification, action (REQUEST SIGN-OFF) Sign-off works as complete, action (ADD SIGNATURE)"
"3c22514b-8cc5-4662-9dad-8279e3c992ff","","not-started","COM Commission Hot Water Unit - QA Checklist","checklist","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist"
"e1ca9f4f-c9b0-528f-bb50-05e0cab97f1f","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04","section","FALSE","FALSE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details"
"908ce236-7167-542b-9f04-a99f69be1247","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:4568e344-13d2-4d0f-9d18-5375a21963ac","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Commission Hot Water Unit Details:"
"b62811b0-3f67-5907-a17e-d9537fa1663b","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:f9d63187-1789-439b-b3aa-75167f3ab5b8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Installation complies with latest revision of AS/NZS-3500 Parts 1 - 4 &/or AS/NZS-5601"
"35844958-f43a-550b-8e4b-6ae9b0b99595","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:d3ef061a-8670-43ca-b981-0139d9afe2eb","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Installation complies with current drawings & specifications"
"353cc721-a069-5aa2-8348-6706174bf60c","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:9583f239-6215-407a-97b0-77b961c4692b","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","All pipes, fittings, materials & associated systems were used in accordance to manufacturer instructions"
"0de07661-e991-521d-9227-cdb56f2f2cd4","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:5448d0e4-3dc4-45c8-ae8a-4f49e28071a8","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check regulatory clearances & distances from building openings & air intakes (Gas HW Plants)"
"a564d0e0-ed38-5c15-bb4e-895ea53894b5","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:9d2a5b8d-ff7d-4231-bc36-1c8e0a1fff75","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check all, pipework, fittings, connections for damage, imperfections or leaks"
"7d532032-548d-5c0b-8f08-4c686deb65bd","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:3b8b5f87-980b-47f4-90e2-022a7be9acc9","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check all fixing/hold down points"
"b873ed93-ac35-5081-9751-37ba5d94d71e","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:2e9221b8-fe40-4392-ba13-7d87aab5cb2f","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check isolation valves are fully open & non-return valves flow direction"
"1adc9715-811c-5660-b6de-2057a591c409","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:0284175a-0da5-4f40-93e6-08c7c7128c08","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check water filters are clean"
"12c18ce7-c639-579e-b328-c57aee0d7fad","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:fc86e9ac-c211-40b4-b544-14d2f1d2ff04","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check gas valves & connections (if applicable)"
"c4b99df7-03c3-532c-842a-f336cff9c94c","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:f3390958-f2e5-46ae-9db4-1be8ef1dbda7","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check flue system & operation (if applicable)"
"2806fb1c-baae-5eed-9c39-dc0f1443090e","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:156ba9ae-3b70-4733-88c2-3eb224f29927","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check hot water delivery temperature"
"40a807d9-d559-5d62-9323-4d6fa823e9d1","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:83da13ec-0383-439b-9705-409cdbbb4170","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check solar panels & mounting brackets"
"a989efb2-38c7-53ad-b25d-28bb563ed896","","not-started","COM Commission Hot Water Unit - QA Checklist:cd8401bf-7ffb-4b1c-bce2-f04427b2ec04:7ad5a49a-a6c6-46a1-b8c2-e5179f7ad9c2","checkpoint","TRUE","TRUE","Active Projects","4. Residential House (DEMO FOLDER - RENAME THIS FOLDER AS REQUIRED)","1. Residential Plumbing","Commissioning","COM Commission Hot Water Unit - QA Checklist","Details","Check solar connecting pipework & fittings"
