"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e4d53b8b-082a-4b09-8189-34613b4cfe72","","folder-normal","work-in-progress","","step","TRUE","FALSE","Basement"
"d2d828c6-4005-4f35-b71a-b44c28156042","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A"
"3936abda-b6e8-4e46-8045-db96e0049be6","","folder-normal","not-started","","step","TRUE","FALSE","Basement","Area A","Stair 3 Lobby"
"129fc3ef-85b3-4580-a35b-e3d524a7e3f5","","checklist-flat","not-started","B03/B04 - Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","Basement","Area A","Stair 3 Lobby","Rough In (Cavity Pockets & PMJ)"
"cfb847dd-1384-5db7-8ff5-bd9d6f3dd87e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"178f6717-d3a1-5f0b-86d3-3c9f5813472c","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"919d1821-1733-5fd0-b5db-060b08289855","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"88f91cd4-f1ad-51ad-83e8-269778c4226d","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"a187d68f-059c-581c-862d-42245c7eae5b","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Shower trays installed"
"32d0d33b-9481-55ff-8f1d-871b8b39ac12","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"00fee3f9-586f-5dbd-9afc-597ca10feb40","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"a74d9da4-c5a7-5876-8abd-688308656ab6","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 10","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"b1c790a3-002b-49cb-9197-a81a999d921f","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 11"
"fcf79319-3951-413b-87ef-312f733e073a","","checklist-flat","pass","Rough In","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Rough In"
"a97f0d6f-9085-587e-a30a-c618995c5c4f","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Rough In","Cavity pockets installed"
"3f0e79e6-ceb8-595d-9505-2f07854f0951","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"0cc57041-e3f4-5043-a27b-0c6f8415d0d8","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Rough In","Install Window Reveals"
"68aa9a92-b1c5-4835-bd13-ef1b2be22e5d","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation"
"6651625c-447c-51cb-92d0-f806a8e36df9","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Internal doors hung"
"b290edc3-880b-5c35-90c4-714222618a3f","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Skirting installed"
"fbf119e1-ef69-547a-867f-aaf6bd02ffdb","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Cavity doors installed"
"8f5c0c62-8e76-5c21-9922-0c855b47f11c","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Window architraves installed"
"644b681d-b0c9-5ea6-bda1-d065be4b8911","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Wardrobe jamb installed"
"90a54590-3d18-5c36-bdc4-b992fb487b82","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Entry door hung"
"75c6c2e6-7fd1-5845-8216-d77bc6fe7d01","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Finish floor height: +/- 10mm (attach photo)"
"e931ef65-3c0b-5b1a-9e40-485d4fd25421","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","All install work 100% completed to required specifications"
"a9b42d01-253b-50b1-9526-f6a3a0f7ad71","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Installation","Area left clean and tidy (attach photo)"
"182302d9-8481-4906-81d2-d479f17ca036","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist"
"47b1411b-a808-5cda-b26d-f4bba4957844","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"4bc4d8c7-5fb4-5440-a707-1ea6799b53e9","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"fde512af-64e9-50c6-8b24-19cadc1b7e96","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"f62e18b4-6d93-5304-ac84-3828fcaaa733","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"963e7e86-ab5e-54d1-a7a4-65704feae687","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"5c240b64-e7e6-58b6-a6f0-e40d6045d62e","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Shower trays installed"
"d78a96dc-58dd-5660-a645-68f17f34995f","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"ac7beb8f-0e82-58c9-af3b-4c338c6ddb4a","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"3522f59a-361c-5a8c-bd97-729819346c79","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 11","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"f567abaf-adf2-4a8e-abc4-9c79e144f6cd","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 12"
"6c2cafd6-5217-45d8-b405-187268892761","","checklist-flat","pass","Rough In","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Rough In"
"6f5573a5-910d-55ad-83f2-df8d73ccaf1a","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Rough In","Cavity pockets installed"
"85d7cb1a-e244-567d-99e0-6c909322daf1","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"5085cc34-36e5-5d79-99eb-447d3f7e0854","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Rough In","Install Window Reveals"
"9733ffa6-8435-4820-b259-1a6318c5f837","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation"
"4c9fb6a5-89bb-5595-85e1-ea1cc7810fba","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Internal doors hung"
"92d2d301-b49d-5cca-af0a-0db37f41f1bd","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Skirting installed"
"3d8bcf77-4462-5010-bbc5-0d135d4db228","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Cavity doors installed"
"df53078e-ee89-530e-b1af-1607a1a9f1dc","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Window architraves installed"
"8afc0454-e223-55f4-85db-1ad236d82bbd","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Wardrobe jamb installed"
"328b699e-19dc-5e56-abe7-e3bc8b58e012","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Entry door hung"
"dae0bf44-f9b6-5191-92fe-16675a5363a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Finish floor height: +/- 10mm (attach photo)"
"23e06fe5-3cc4-5784-ae79-c25e15d878b5","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","All install work 100% completed to required specifications"
"bfb17dea-e091-59f7-91f0-dc8d49babb57","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Installation","Area left clean and tidy (attach photo)"
"cc891087-e9de-4bdb-a0bf-993bf2e50e58","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist"
"0a695901-5285-5c38-94e7-c6deae905ada","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"2aeeae3a-19ad-5f96-b799-4bb82d7a1927","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"02a78ccc-5a44-5633-9a2d-2162a179b0eb","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"06e94331-7b5c-5ab0-84ef-81d67285c589","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"46f83c3e-32c9-5127-b0d4-6062b7c7067c","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"c19ac633-f43d-5fe2-adf6-1bb16512f764","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Shower trays installed"
"e30b1a9f-1b66-515f-b3c1-daa0275dd9f3","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"f4969b31-d0da-52fa-b74b-fd8968b3a158","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"39d0a7b0-016d-56cf-867b-edc1aa13f464","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 12","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"af255f77-552d-4723-8ec9-5755b8604747","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 13"
"a9eaa141-a80b-49c2-b4b4-f62ad32a4039","","checklist-flat","pass","Rough In","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Rough In"
"c11deb69-6724-5db3-92d5-a174d075ea52","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Rough In","Cavity pockets installed"
"555aa464-a289-5dcc-8200-656580566ccc","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Rough In","Mark Out Noggins - Bathrooms, TV, Tablet Mount"
"4e48c993-5867-549b-9114-8b718f070276","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Rough In","Install Window Reveals"
"2cc53db7-2e4c-4e7a-a6b4-e0236c00c705","","checklist-flat","pass","Installation","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation"
"8853604f-440e-5e3e-b4f6-7ccb51ca6011","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Internal doors hung"
"131d4448-cda9-5360-bca9-9329e7a423da","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Skirting installed"
"8d044b54-622d-5663-9779-a059599ac754","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Cavity doors installed"
"d093cebd-d0d4-5539-9a42-aac2f890172c","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Window architraves installed"
"c0d2f846-1a26-54ad-8d7d-663e7e30d552","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Wardrobe jamb installed"
"aaa558c6-e7f0-5d5f-87b1-7eb2fe920cd7","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Entry door hung"
"5985be03-7955-5728-bbb8-3d22b3009f37","","checkpoint-status","not-applicable","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Finish floor height: +/- 10mm (attach photo)"
"8b20565e-fdb6-5509-bfe7-14c8daa19675","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","All install work 100% completed to required specifications"
"c1de4a0e-56d5-5578-b92a-2d3d50d0d399","","checkpoint-status","pass","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Installation","Area left clean and tidy (attach photo)"
"211c1b9a-f231-4766-a4cf-a2ca455e952c","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist"
"9cea9de7-f755-50ee-a501-fa462db23d62","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Installation of door hardware and door closes sufficiently"
"2501ebe7-ea77-5e56-9dbd-df157b823ae8","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Bathroom and toilet vanity installed"
"5cac327c-75f9-5f7b-822b-8e53fe619d19","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Handrails, toilet rolls and towel rails installed"
"2009e728-e6f6-55ed-933a-036b27223811","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Entry door hardware installed and closes sufficiently"
"f8f30c52-68dc-5419-9189-de75f387b036","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Fire tags installed on the door and door jamb"
"96905a4c-9053-5506-b003-de0a5c3450fd","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Shower trays installed"
"782c60c2-01b0-56d2-a1a8-f5132690b0fb","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Install TV Brackets, Tablet Mounts"
"9ebcf4d9-62c1-5066-a800-0098a43cbb96","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","Area left clean and tidy (attach photo)"
"ccb3f171-d4c9-5364-83c4-146de8369a45","","checkpoint-status","not-started","","","TRUE","TRUE","B01","Ground Floor","Area A - Dementia Care","Apartment 13","Care/ALS Fit Off Checklist","All work 100% completed to required specifications"
"cefcbb51-c2b1-4352-a36c-0f482f8aa014","","folder-normal","work-in-progress","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 14"
