"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"78a15e3e-20fa-4d3c-9b0f-df4056f099bb","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"61752d13-5766-5203-a82a-4290b70c10cb","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"8f1b661f-5052-4b94-8bad-6d49f694825a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"d81bd13c-5409-49cf-bffd-09a9301bc1b0","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"6d0c1363-a917-57b6-91b2-2f787ce792f4","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"1f50ea1c-cfef-577f-9961-2d8213b45536","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"da8f8f9f-8655-5431-8d69-5e0f232d1474","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"2a166c60-3e09-5207-8985-ff6193cac93b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"44a3a271-4580-4335-8296-20af7937314a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 25"
"a0e4de02-b522-40a6-8202-6890318ab118","","checklist-sectioned","not-started","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 25","Panel -1"
"a51e79d6-2844-5d4b-afd9-64b0b91764af","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 25","Panel -1","Pre-Pour Check"
"d3274cae-14d0-5239-8a85-223eb1f93b04","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Concrete Works","Supervisor Approval"
"1ba31dda-846f-5384-b879-1e98997fa671","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check"
"b7290bce-6683-5f98-b4c5-8be8ff776ff3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Edge Detail"
"c9904b15-8a49-57cf-83ec-f655ca46fd74","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Bar Projections"
"96b58dc2-f1be-5172-9da1-00914aba0512","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Post Pour Check","Cast in items"
"41a61882-e3e9-55e0-a773-ef009bfa5e19","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Stripping and Stacking"
"5e54254b-28bc-5df6-b053-0f66b7cea5d7","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -31","Stripping and Stacking","Stripping & Stacking"
"2a81287b-92be-4ed7-ab02-256d8186deac","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -32"
"7371294e-81c8-58cc-bade-ad396ceebec2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check"
"382287a7-3eca-5bcf-8e95-ca39a86265a2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Dimensions"
"c35ecd04-9ea4-5faa-9b12-cb82c181f46f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould Clean"
"c89768ec-e1aa-5831-9a9a-2cd1322f4a5c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould Oiled"
"e811182e-eeeb-5dec-b1d4-7ea710163526","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Mould - Workmanship"
"0b6ca284-7b1a-5a93-8c32-b408ebbd56d9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Reinforcing"
"248c66e7-b8af-50f1-9c24-f756af86e125","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Cast In Items"
"febafe5a-9894-5af2-8b84-9d221fe4af38","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Marker Position and No."
"6348927b-8530-548c-994c-a4d4f6a9958b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Pre-Pour Check","Make mould to Green Status"
"cb313ae6-2f50-5b02-b9eb-8040da0ee4c2","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works"
"8bb72707-43f9-5d3a-8aea-5929aa21c745","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Concrete Works Details"
"2815e03c-1708-5a80-b148-16b0d33a8723","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Wilco Sample Taken"
"83637acb-47df-5918-8319-bbc4accc1d67","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Bridgeman Sample Taken"
"c602aa70-dd88-5e10-9ab5-8618c1d71b34","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Concrete Works","Supervisor Approval"
"f68e8406-5941-5086-94f7-c9f8fdb27fb5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check"
"2769f2f1-80db-5f42-a8df-20424ab26a4a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Edge Detail"
"37a55c37-1167-5934-a265-63efb0f5d7ba","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Bar Projections"
"945cbfa8-69dd-5b1f-a7da-55921fa989d3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Post Pour Check","Cast in items"
"958c3ff7-0705-56dd-ac91-0330148385e7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Stripping and Stacking"
"bbade89e-67db-53fa-91bb-2ea44347c4ee","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -32","Stripping and Stacking","Stripping & Stacking"
"91e2f0e7-eec8-4adf-98e6-b6c4bb20644b","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -33"
"c0a2c00d-6d8b-578d-990e-417ce7565dc7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check"
"b9b8d4c0-069c-5bc0-aecb-1a51fc8521c1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Dimensions"
"8bd19ca5-59e1-58fc-b767-a0a9b1be0b37","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould Clean"
"5f6947c8-e6af-5d8f-bc61-52d71e40c8af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould Oiled"
"dd15433b-1c91-5fb8-beec-b93c95b6dfa4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Mould - Workmanship"
"944a0b66-5d79-5d79-8e40-c8f19f6f9029","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Reinforcing"
"16aa10ad-0ac9-585e-9bcf-1b62e14e0cff","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Cast In Items"
"46dd92ee-aba8-52e5-b9b8-30e689f3b7b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Marker Position and No."
"321d7e0e-e339-5e7d-b891-7e99ec6783f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Pre-Pour Check","Make mould to Green Status"
"14c39e20-ab93-5878-b082-98706c38dcd0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works"
"c9f2e8a1-b7b6-5ab5-a1b4-f30c2c11fd35","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Concrete Works Details"
"68690c87-0fc7-5104-a417-e15a8ba0fd47","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Wilco Sample Taken"
"e7e845f2-eb44-562f-8458-b50fc27ab3cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Bridgeman Sample Taken"
"feb8ff91-7c0a-5195-93b9-490bf38e9be9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Concrete Works","Supervisor Approval"
"4f355311-8f88-5a89-82f9-9c2584b06d86","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check"
"d7697102-fefa-5728-85e1-a9ed239ad3ea","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Edge Detail"
"c41ed551-a271-58f9-98b9-d8a9ca7930d2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Bar Projections"
"5c1b40a7-c671-52e8-af77-9f547c9ea365","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Post Pour Check","Cast in items"
"10cbc2ec-c46a-5311-971b-863857a17cfd","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Stripping and Stacking"
"45b284eb-d94c-5a97-882c-6a962580e7ef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -33","Stripping and Stacking","Stripping & Stacking"
"740cde76-103f-43ad-b253-d62e914b4626","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -34"
"eeb00d8d-7bd0-5c9a-a797-24252fe25e10","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check"
"845d545e-aa4d-5b48-9888-575a3ae683fe","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Dimensions"
"f96c8621-1de1-537f-9660-aace446dc760","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould Clean"
"2b464413-31dd-582d-bd63-f82be4b532d3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould Oiled"
"f1f21022-7beb-5f51-8600-4e8aefdfcf11","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Mould - Workmanship"
"79855cb2-e3cc-5664-b7d9-3e98e717aab5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Reinforcing"
"37112675-0bfa-55d0-bada-a7970724957f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Cast In Items"
"e4603b8b-c989-58bb-8935-3132eccb6bae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Marker Position and No."
"c2d4ec81-fad4-5344-9244-9eb4ecfddd5f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Pre-Pour Check","Make mould to Green Status"
"2c4d73a2-5401-5574-803c-cf6cb8dd5339","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works"
"f172f8a2-51e5-5d9a-b515-66c2493280b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Concrete Works Details"
"ee3b3a79-97b2-5c02-81e6-c0fa9fc8bd4f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Wilco Sample Taken"
"ba2e89d6-601f-5768-b072-31bedf298540","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Bridgeman Sample Taken"
"a9d513b2-8a51-518d-884f-bd2b25c5dbc1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Concrete Works","Supervisor Approval"
"e669a36c-e348-5be5-8cf1-bb68afc2832c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check"
"984e2283-b6e8-5f9d-84cf-98cb5c982489","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Edge Detail"
"d7666b2f-7e77-5307-829f-b9b03f8b911e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Bar Projections"
"c54d1906-e3ca-5a1e-bfbd-0cba8da836b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Post Pour Check","Cast in items"
"594ef3b4-9d1e-5490-9142-ff90d5a6cec9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Stripping and Stacking"
"a0bf00bc-08db-55a9-b915-eb9d8cac306a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -34","Stripping and Stacking","Stripping & Stacking"
"b6a763d5-d86f-4399-b6f5-f2cbf1c90fdc","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -35"
"f11542f9-7951-5a16-a3cb-2984be0d3dab","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check"
"5d3227f9-ddf6-572c-be48-1aa5286cacae","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Dimensions"
"f81afba6-ed43-584f-b7fd-904420219c53","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould Clean"
"78072e91-bfa2-5b52-b275-e28611bf2ff4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould Oiled"
"1b2b7084-2f32-50b9-b494-8b8a83558ab3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Mould - Workmanship"
"28a79d78-8b9d-5adb-8f70-a3b92d161bef","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Reinforcing"
"6bf0737c-c6a1-534b-988e-68865a6bfe46","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Cast In Items"
"af0b62ec-8bf2-5990-b99e-ddc1f0e36e51","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Marker Position and No."
"348c03ec-f266-5b26-a785-3f1afd4b2849","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Pre-Pour Check","Make mould to Green Status"
"58a69e7f-a2a1-5b11-8d8a-bf4e33699f4a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works"
"64252338-1ea9-54b2-a6b8-eff1d938505b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Concrete Works Details"
"5d8f8429-1e0f-5ada-b9d7-1b142ac6c1a8","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Wilco Sample Taken"
"3bb48c33-a3e0-55a3-b032-5b6d1fa0b6f5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Bridgeman Sample Taken"
"aac15a5a-408a-57c9-b656-f05162e39f8b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Concrete Works","Supervisor Approval"
"6b427052-84c9-5c24-8bb7-8bf1fde14a9c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check"
"f787abaa-a8e3-51a7-9631-91d459312331","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Edge Detail"
"d3353a02-14c0-5fee-8e28-2f8e91920cf6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Bar Projections"
"fc39c042-9f13-5ddf-8ae9-2364a989ca21","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Post Pour Check","Cast in items"
"d1e80186-e4d7-5abd-a03c-507782393b2c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Stripping and Stacking"
"1fb67ac2-4d33-5965-a1eb-1dad5188c728","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -35","Stripping and Stacking","Stripping & Stacking"
"d0ca2ec3-af3a-45fc-b044-ee93aadc186a","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -36"
"6aad6f55-ad4a-50e0-a874-d08b7c25456d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check"
"d91c97c3-169e-5478-aa70-70e0d79b5f47","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Dimensions"
"6181c15d-b0ed-5a67-87c8-2209236bd341","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould Clean"
"86e9ec3b-fa97-5ac6-95ba-8ba19e21fd7e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould Oiled"
"8c77a0d8-a1de-5353-a42c-846654ae135a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Mould - Workmanship"
"c8619f20-49f6-5e09-a982-a30c9887b9e4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Reinforcing"
"8ae39fab-7e67-5838-a9e3-f7b45f30f24e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Cast In Items"
"bdf9adfa-6f8e-57c5-bad8-c1a510228e16","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Marker Position and No."
"73ebbdec-a556-572c-b886-84277fcca019","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Pre-Pour Check","Make mould to Green Status"
"53e4d472-f731-5fc7-a50f-dfe2ce172cb8","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works"
"d0643e37-280b-5840-b8fa-4ba7968ee20e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Concrete Works Details"
"0a2da94c-851d-5664-ab19-6dadd1ef5901","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Wilco Sample Taken"
"2a1501dc-0055-53e8-9554-e4cfe9c0422c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Bridgeman Sample Taken"
"ce45a97f-162b-59a9-b91a-492f0450aad0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Concrete Works","Supervisor Approval"
"7cd4549e-a3a4-52c3-82cc-e4ac0b1bb698","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check"
"34bb7f06-14fc-5326-be97-fe4095f46b1d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check","Edge Detail"
"b30afd60-dec2-5657-9ed4-4627e8b4d2dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check","Bar Projections"
"00dc3b56-30c7-51a0-8015-17b66ca61367","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Post Pour Check","Cast in items"
"fe1c0ead-4aa3-5fc0-bf04-c067389ad13e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Stripping and Stacking"
"c6b1d125-8357-5bc9-980e-ec60cee35826","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -36","Stripping and Stacking","Stripping & Stacking"
"4d8a8ce8-0cfc-42ee-825c-02047e79ba99","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE","Precast Manufacture","Panels 26 - 50","Panel -37"
"e67b6da5-2adf-51ac-89ce-f56010982d8b","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check"
"36b85224-85ca-5b4e-b2e6-bd39f8925765","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Dimensions"
"0980df99-836d-5803-9acc-0fef00ad5657","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Mould Clean"
"278257cf-efad-5679-b626-fe2d195f29f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Mould Oiled"
"0dee5bf9-6ef7-54c3-ac74-c7af2b3e8edd","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Mould - Workmanship"
"602a9bde-27f2-5f05-b167-7f9cf2016c1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Reinforcing"
"58fdb83a-9280-5749-8b73-5182beb17ea2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 26 - 50","Panel -37","Pre-Pour Check","Cast In Items"
