"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"51cdc344-a3f0-4c5c-bc26-3def62e8f8a8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"5a0215d0-f423-4728-8893-8937b99f3ccf","","folder-normal","fail","","step","TRUE","FALSE","Site QA","Stage 1"
"3ab70b34-404a-44b1-b972-624a1d5b34a5","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12"
"8e2c0b66-081d-4c08-961c-2bc2393753a2","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 12","Inground Plumbing Installation"
"3085203a-3190-456c-acd3-d978c1d643cd","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Shower & Tapware Installation"
"025e17c7-6d61-4813-b4e3-1e417ac43464","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Bath & Tapware Installation"
"4bb214b5-d255-4582-ade8-8fa4f3179177","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"567d1116-643b-4026-a823-adf590e96a56","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Washer Machine Installation"
"478b97ad-c1ad-44f7-a25b-0c3e80382769","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"f3335e0d-c358-4d10-b9d4-506564cc7319","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Tundish Installation"
"2822dd24-7af3-443d-abd4-e7fab9b87a0a","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Hose Tap Installation"
"f94f82dc-80ba-45c4-a4ed-241099eb7a18","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Fit-off Plumbing Installation","Gas Appliance Installation"
"8b0642e5-b2f0-4680-9bfe-f7bcc8197fbb","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Hot Water Unit Installation"
"515cf61b-7150-4ca3-8199-e96fa4757aea","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"f78ac3de-de6e-47ea-8742-ccf383d3e859","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Testing"
"a4cdc485-9355-4c07-abd6-cc3270c8754d","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Drainage Pipework (Air Test)"
"a9293ba5-278b-4e2a-acd2-7e5864422840","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Drainage Pipework (Water Test)"
"311652d0-27d5-4488-85e6-b88cbe88562a","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Water Pipework (Water Test)"
"bfe73621-a6b3-43a6-a70e-54893f004800","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Testing","Testing Gas Service (Air Test)"
"6f8654ef-4b64-4072-872f-b2b1963eab29","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 24","Commissioning"
"3f96e279-af49-4dd5-85cc-3a20721d34da","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Fixture Group"
"87ca23e1-18cb-4a83-afda-932438a172ea","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Hot Water Generating Plant"
"726e0346-4279-47ea-b6ad-e5ae00fa1e53","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 24","Commissioning","Commission Reduced Pressure Zone Device"
"98c35bfd-3506-46b4-a0f3-cb57fd46719f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25"
"8c317bfa-981a-43da-a812-d73a1276674c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation"
"714b88ad-b7b0-46ca-ad3d-2a2a2860846b","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Authority Main to Meter Installation"
"e4c01f56-7ef2-4530-b79c-fd0503a58d06","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Drainage Installation (In-ground)"
"abd512ff-0b03-4f0d-9cbe-9aba3e7a5544","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Water Service Installation (In-ground)"
"be67bf6a-5347-4531-8bcb-5ed3231689dc","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"e0cee7c3-e1c1-40e1-82df-6f0db7fb4751","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation"
"6e49465c-6629-405f-8a85-d0c322c4f055","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Waste & Vent Installation"
"49266b4b-d492-470e-bca3-b7af3fb30da5","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"107f01ff-6245-4862-8b1b-f1f7d140068c","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"6671d877-fb46-4ab3-993a-2f08bebc466e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation"
"5e5a5a8e-0fa9-49fb-a04c-f72217f82657","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"27965e04-31cc-480a-a7c4-514a765ae6cd","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"36ad0a57-0ef0-4100-8645-b96d6a555ff8","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Shower & Tapware Installation"
"7e878294-2c5a-4757-af7d-2f532ecf12cc","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Bath & Tapware Installation"
"74a0d70f-7b2b-4d92-a3c4-0d4e2f0699f9","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"0e9f591c-0ddc-419c-96fa-45d6de8fabdb","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Washer Machine Installation"
"9d10a860-13a3-457a-9d1f-0cd803eb4a26","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"d4f7e59a-36ed-4076-a8b6-83c18384a681","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Tundish Installation"
"75fd634e-b147-413f-b334-c045c4f46f6c","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Hose Tap Installation"
"3b7a4aaa-5e30-40f9-bdd4-e3778acbae0b","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Fit-off Plumbing Installation","Gas Appliance Installation"
"636e97c2-1aff-4c90-b462-ab9c7f9c8031","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Hot Water Unit Installation"
"49398de8-84e9-4556-a5c0-4d84e7a165de","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"7c0977c7-5e62-432f-bc5e-67b166875334","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Testing"
"74f39615-a8b3-44a6-8fde-85e24ba4defe","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Drainage Pipework (Air Test)"
"ba1e01a5-b580-421f-8605-9f2285b5af4e","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Drainage Pipework (Water Test)"
"e04a80db-f2ac-4fa8-93e3-951f80521436","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Water Pipework (Water Test)"
"cf2e2300-d7cd-4bf0-942d-47fbca058b9d","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Testing","Testing Gas Service (Air Test)"
"a73e7b39-689a-4c8a-a846-d27f6978d207","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 25","Commissioning"
"c01b8195-4d2b-4b78-b5d2-6d9650fb66e9","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Fixture Group"
"4d8d52d0-2422-4e86-b4f1-5f897f0b0b73","","checklist-sectioned","not-started","Commission Hot Water Generating Plant","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Hot Water Generating Plant"
"f798f063-22d3-4527-87bf-84a287d7c2f3","","checklist-sectioned","not-started","Commission Reduced Pressure Zone Device","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 25","Commissioning","Commission Reduced Pressure Zone Device"
"0ef34228-7cfb-4622-a99f-904c3ceff4a4","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26"
"28f4cada-9878-4968-8db1-2902d1f1418d","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation"
"8078252e-c039-4efe-b375-921ddc666d7c","","checklist-sectioned","not-started","Authority Main to Meter Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Authority Main to Meter Installation"
"6eab1548-6039-4b82-a1b0-1247ac635a7c","","checklist-sectioned","not-started","Drainage Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Drainage Installation (In-ground)"
"ca833484-ced8-4faa-9050-bc89dbdf405c","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Water Service Installation (In-ground)"
"704ca253-fdec-4536-b3c9-f29f0dbb3476","","checklist-sectioned","not-started","Water Service Installation (In-ground)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Inground Plumbing Installation","Gas Service Installation (In-ground)"
"d70d9c18-7ee9-402d-bdae-cdd21ba6f827","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation"
"ae2eb711-24bc-4965-9278-d7b16e50748c","","checklist-sectioned","not-started","Waste & Vent Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation","Waste & Vent Installation"
"cbe0f29f-c587-4068-b42a-ed03f22e5d96","","checklist-sectioned","not-started","Water Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation","Water Service Installation (Rough-ins)"
"51287cc2-780b-4bcb-9fb5-70234916bb06","","checklist-sectioned","not-started","Gas Service Installation (Rough-ins)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Rough-in Plumbing Installation","Gas Service Installation (Rough-ins)"
"81b43378-7e8f-4cf9-b99e-5066b470c78c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation"
"7f8f6356-4ebe-4ff0-b894-4124cf00bda2","","checklist-sectioned","not-started","Toilet & Cistern Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Toilet & Cistern Installation"
"4216a9fe-e208-4784-a680-1051ceb3092a","","checklist-sectioned","not-started","Wash Basin & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Wash Basin & Tapware Installation"
"7b7409b8-0780-4fa7-bf62-8ee86d0bb034","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Shower & Tapware Installation"
"5950b986-e84f-4f1e-b1a5-1bbc3184bc1e","","checklist-sectioned","not-started","Bath & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Bath & Tapware Installation"
"867024c3-079b-4c10-b81e-b85a06fd8c10","","checklist-sectioned","not-started","Kitchen Sink & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Kitchen Sink & Tapware Installation"
"1e28f3af-a934-45a1-9d47-c2956855b16b","","checklist-sectioned","not-started","Washer Machine Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Washer Machine Installation"
"f6beae1a-2e28-4b01-bf6e-a5969eaeaf46","","checklist-sectioned","not-started","Laundry Trough & Tapware Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Laundry Trough & Tapware Installation"
"53f7d0cf-1021-4f7a-86c3-564e2d0a879f","","checklist-sectioned","not-started","Tundish Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Tundish Installation"
"ea615abd-de58-4860-a1e3-891142ce8237","","checklist-sectioned","not-started","Hose Tap Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Hose Tap Installation"
"c55fba12-a2bb-4009-8d6c-28f1a8c19b7a","","checklist-sectioned","not-started","Gas Appliance Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Fit-off Plumbing Installation","Gas Appliance Installation"
"1b7a34f5-eb39-497f-b10e-e5b598c5686c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Hot Water Unit Installation"
"91229698-3ec7-4b9d-a9f6-47e75c7f0ba6","","checklist-sectioned","not-started","Water Heating, Boiling, Chilling, Unit Installation","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Hot Water Unit Installation","Water Heating, Boiling, Chilling, Unit Installation"
"ee93b3b4-d39d-46bc-b33f-bdcda6559d8f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Testing"
"923b5bfb-9abf-4072-b301-a970b47dcc47","","checklist-sectioned","not-started","Testing Drainage Pipework (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Testing","Testing Drainage Pipework (Air Test)"
"c6b506c6-5853-4e73-87d5-6230f29e15b4","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Testing","Testing Drainage Pipework (Water Test)"
"1db91bb7-b73c-4724-855e-619714f80d41","","checklist-sectioned","not-started","Testing Drainage Pipework (Water Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Testing","Testing Water Pipework (Water Test)"
"8f3fcbf5-e9fc-4205-b853-be0d4388923f","","checklist-sectioned","not-started","Testing Gas Service (Air Test)","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Testing","Testing Gas Service (Air Test)"
"c94a6dda-ffcc-40f1-9a4d-2ce74298074c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Stage 1","Lot 26","Commissioning"
"02481788-b782-4ad6-8e41-cdc577ea6760","","checklist-sectioned","not-started","Commission Fixture Group","checklist","FALSE","FALSE","Site QA","Stage 1","Lot 26","Commissioning","Commission Fixture Group"
