"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"625c89c8-21d9-4d78-811d-dcbf3187fc14","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA"
"d4d5ccac-32c7-464f-bba3-97ed7c63ae41","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards"
"5d674ddc-2ba7-4799-a702-e0f3fe113891","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards"
"047ea102-e341-49c5-bce8-0fb8b9de725b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Switchboards","Main Switchboards","SMSB-1"
"7fc636fb-2f63-4f4e-9d45-7a11bd8e57f9","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053"
"92b8f5f1-8580-41c0-bc1f-537868ef31a4","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Rough-In"
"72c433ed-e300-42a6-a611-1295c6f5e0cd","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Cable Support"
"c3dbaea6-d93b-4f09-98b1-921ad6fc1d1d","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Conduit"
"47bacc9a-caa3-4e35-9d39-9fa0589d450e","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Fire Sealing"
"18ef2727-903f-4f22-a739-37126a062e29","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Equipotential Bonding"
"8b0a01b7-c6af-4f1b-8f2a-3325413dcad8","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Fit-Off"
"388d4b89-e48d-44f8-a810-f87e81fad522","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.053","Final Installation Test Sheet"
"7212150b-1f18-45ac-86e3-e7e53e321772","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049"
"010b4b62-f2d4-4b8b-a3ef-500c19f183b4","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Rough-In"
"2525d55a-9449-455c-930d-38e914e99960","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Cable Support"
"1f1ae77d-9c53-4d37-8ae7-109f14e8250b","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Conduit"
"13a2e566-598d-4e4e-9a70-16c2784c7d1d","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Fire Sealing"
"7dd56080-a8ff-4923-bd63-b5bc1714d60d","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Equipotential Bonding"
"889e3291-8e83-4e5d-8e09-08c2b7a5503c","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Fit-Off"
"f006e99c-7ce2-4b5d-979a-fc084b1aafb6","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ASSESS - 0.2.049","Final Installation Test Sheet"
"9769ebed-1e76-48cc-a0cc-36187088ea9c","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050"
"ff8ce3de-d297-4a40-af2b-dcdc71d2191d","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Rough-In"
"8ac40d62-8d5d-4491-b8c5-6319fa379737","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Cable Support"
"4eff9f4b-fab0-402f-b2c6-587f1e2bc902","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Conduit"
"76cb2401-638d-4481-bac7-1b685fc64eb8","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Fire Sealing"
"bdf78bbf-0d3b-4a22-955d-de4bc9e55157","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Equipotential Bonding"
"88fef9f2-6401-44f6-a6d5-7f39a1fe8b1b","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Fit-Off"
"ed00f4e8-cb27-4a23-b16f-1173fe8f2fa2","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.050","Final Installation Test Sheet"
"9e06a380-5eef-4490-9ea1-cf8f475edf06","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059"
"ad244307-de30-4f85-bf10-a39ac8915e50","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Rough-In"
"86f34bc3-206c-44fd-89a8-d0f72c52d3ee","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Cable Support"
"1f606359-ddee-4e3d-a3e9-b37ce5c0cb8e","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Conduit"
"b99c3f0d-1c76-4402-aa8c-1c57b260bb36","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Fire Sealing"
"e52f626a-5f0d-449f-b1ec-ad4223133703","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Equipotential Bonding"
"ccee4e17-9ff1-4889-a318-cd6123d7a875","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Fit-Off"
"554578f7-b31c-4f33-847e-cb0770e807db","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","2 BR - 0.2.059","Final Installation Test Sheet"
"29424787-567e-4098-8d95-a4ad4eaeb6f4","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060"
"6a741e94-eaef-407b-83e1-1c68cb637f64","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Rough-In"
"379d5121-a791-47d3-8b9d-7579fdb016fe","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Cable Support"
"0cf8d18e-7bd8-4ef4-b0c4-81bec84583fd","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Conduit"
"6e0d27f3-4763-4668-9a5d-6c5d843d2f15","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Fire Sealing"
"1f525dd3-a931-452b-9578-34cf2b8ce7e5","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Equipotential Bonding"
"8c702982-5184-499d-a7d4-e3f2deb237ce","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Fit-Off"
"3c2b5136-bfc7-427e-b4e1-d1f7dfb4b740","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS - 0.2.060","Final Installation Test Sheet"
"ece8db5e-a06e-4c1c-a3d3-18f63f73a011","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062"
"79df1f67-daa2-4c30-b797-92dd1d506984","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Rough-In"
"7142a950-9979-404d-9c6e-e250f072bbe1","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Cable Support"
"74f2a878-7a78-4d95-8781-9a9d7eee4a72","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Conduit"
"60b32876-6409-40a4-a9c2-6a826fc70b4a","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Fire Sealing"
"b746a3ec-c7d3-48fa-a864-3e7fd3026407","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Equipotential Bonding"
"e86054fa-63cd-4044-8386-666dc24f131f","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Fit-Off"
"0da9505f-8b87-4cfd-8939-4eb3fa51186f","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","1 BR-BA - 0.2.062","Final Installation Test Sheet"
"a339f523-d9f7-46fa-86e0-4c03a3d29dbd","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061"
"3f17e674-57bf-4858-8489-924c180665d2","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Rough-In"
"3e4e03be-f06f-4975-ab11-89963c377abf","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Cable Support"
"dc90f4ed-c6de-4c5c-bb09-311512f91404","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Conduit"
"77cb35f8-f5bd-4f16-8963-e0349e7236ce","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Fire Sealing"
"4996cffe-fb1a-4983-b879-ecc1b804c808","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Equipotential Bonding"
"64beb17c-c1f4-48ae-a9d9-cf4566f6e78e","","checklist-sectioned","","QA_TEM_080_Room Body Protection Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Fit-Off"
"559dddce-00b3-4dce-9b9d-c2eec8f522bc","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","ENS-BA - 0.2.061","Final Installation Test Sheet"
"81dc6b52-e9ae-482f-8125-0993f506c025","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014"
"4561f532-5903-4746-8b9f-14723b4469bb","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Rough-In"
"e8af040f-38cd-4342-82ec-3fcdaea3b8ed","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Fit-Off"
"0fd326b6-b283-4d86-85f9-f558cea05adf","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Cable Support"
"e3412096-a6eb-497c-9ae5-c482ad1c0d92","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Conduit"
"b9420282-59ed-4386-9a38-1d2152c34abc","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Fire Sealing"
"4095a579-6ddb-42dc-a228-e5d8e2ccfda1","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Equipotential Bonding"
"0d76d830-7d45-4613-8ee4-6ec0616137db","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.014","Final Installation Test Sheet"
"50055fcd-f614-407e-96ab-dd8783acd691","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015"
"f1870946-e15d-4b75-a2b2-04ddb0c372f1","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Rough-In"
"08b4e31c-74d7-4f38-bf9a-062fe9ec1f85","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Fit-Off"
"f7402de4-9dd8-43eb-8877-71ebf69670f1","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Cable Support"
"905e8c89-2f68-48a6-9b92-996774cdc32f","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Conduit"
"f529c528-870f-4d90-a6b1-9795b64145e6","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Fire Sealing"
"84b0f2c8-99c1-461f-8f05-323e7e088a19","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Equipotential Bonding"
"43bb4ec3-519f-4d4a-bb15-ceedbe4ae93d","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.015","Final Installation Test Sheet"
"4ceb3ae0-19fd-4188-8527-2a79e0df7b7b","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001"
"0f95ed3a-8921-429b-8e3a-00e3e0c0df36","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Rough-In"
"60e7b177-f1c4-4b6e-b299-5cffac88c490","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Fit-Off"
"b6a3d788-9611-4612-be8c-34f9856dcf77","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Cable Support"
"39cb9ec3-79ed-4ac8-b49c-52029ced23ff","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Conduit"
"dcb46f3d-1191-4296-8055-f8ca93a6052b","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Fire Sealing"
"2c701791-bfd9-4e20-9d0f-baca24757c9b","","checklist-flat","","QA_TEM_079_Equipotential Bonding","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Equipotential Bonding"
"4cf1a6ec-60cf-4daa-b92b-c5f9e6c44d3c","","checklist-flat","","5270fcb98ed7d7c6467ab4034ebf430445d015879341b4ef25d19e63535d7dfb","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T.001","Final Installation Test Sheet"
"bb37759f-a656-4d1f-a68f-eeefa591fee4","","folder-normal","","","step","TRUE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002"
"18b64055-c102-4681-a9df-13e3a8c0bdec","","checklist-sectioned","","QA_TEM_042_Rough In Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002","Rough-In"
"98e25328-bd2d-467f-9494-70ecdc63b31c","","checklist-sectioned","","QA_TEM_043_Fit Off Checklist","checklist","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002","Fit-Off"
"c51e5220-eeca-4f0e-984b-a16f52e5179c","","checklist-flat","","QA_TEM_008_Cable Support Prior to Cabling","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002","Cable Support"
"25812447-6941-4601-96e3-c7746f475a78","","checklist-flat","","QA_TEM_006_Surface Conduit Installation","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002","Conduit"
"1e88b92e-1ac7-4c27-b5a5-aa992e94975f","","checklist-flat","","QA_TEM_017_Fire Sealing","checklist-flat","FALSE","FALSE","Ripley Sub-Acute QA","Electrical","Level 0","Central Zone - Rehabilitation","CORR - 0.T-002","Fire Sealing"
