"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"27620973-575d-48b5-81f1-cd5e5a7dfe3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"a8b76dfc-9074-4448-b2a3-40d9ae7ea995","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge"
"763e381f-9dcf-4baf-869d-9081cf5ca916","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3"
"28e39c01-93d7-42cc-a38f-3101ec7f94e1","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","B3","Wet Fire"
"28bc6305-f0a7-4cce-9d19-4a65aa56e365","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off"
"acf941c5-ecae-50ee-a0e0-cbae6fd57ed5","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","B3","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"9ae0ef20-499c-508b-b443-9b41e60f733c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"075fb329-4b3e-56e7-b991-1fcdd60e7ac0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"27f6ad42-fdbf-5acb-8b3f-aab324cb8da8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"aba88eae-09d3-539c-905e-7ffa00bcd785","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
"0443a209-5fbb-5792-aaf3-598380fd6e2f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In"
"3f6cad17-4b78-5fcc-ab28-d1f036c99c35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Correct cable used (eg Fire rated as required)"
"832405de-6374-5f71-aa89-6ae6c92e008c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Cable Support"
"d8212b07-c161-588d-a7fd-e0c5ffa0d1ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Segregation from other electrical services"
"eacc52be-eee6-5dbf-ad69-5b821035b41c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Type of cable fixing and spacing"
"e2f92528-28b6-5ffe-812b-cc7cb98d7d63","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","No cable joins between equipment"
"d9eb42f1-6ab0-5f3f-8ceb-997f6ea8f5fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit type"
"808e4b66-ee61-52e5-9d4c-c2324e6f0b9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","Conduit fixings"
"f20b3ca8-c8d2-5126-9410-e13a4ddb63e0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Rough-In","MASDS"
"05f43f40-ac2d-5a33-bf35-a13575d71b1e","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off"
"691f716f-5046-584c-89c0-22d377b256f9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensor locations as shown on drawings"
"d56e9750-8a63-5fd9-9140-4416f945ed42","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Warden intercom phone locations"
"387f2e8e-32e0-50d2-9cb1-a5b8fda03869","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Break glass alarm located per drawings"
"e569f0c6-4dac-5a8b-aeb9-6c6cc11197c6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Hold open devices located per drawings"
"c56393d9-d727-54ec-ad4b-8241c0591e60","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with Mechanical services"
"80c82fe4-24a6-5f2f-a66e-171917d081a3","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Interface with DDC"
"8d24d17a-2f56-5aff-81c6-72aa1cc2d4c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Sensors fixed correctly"
"beb4571d-df8e-556e-8bce-a6f8fcbb4e5b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","FIP installed & connected"
"692a87c9-4961-51ec-b862-920f71134553","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Connection of system to Tyco for Monitoring"
"c73f3728-91a5-589c-a28c-6b0347bcb87f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","MASDS Panel Fit Off"
"56c51bde-a77e-5cd9-8e25-f4ed396def14","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Installation Fit-Off","Strobes"
"622ccc50-6357-52c7-8fbd-e9a6d87cb86b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning"
"b8688364-9151-57b5-8773-52846b251887","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm all devices indicate at FDCIE"
"e333aebe-67c4-53ee-84dd-ece8fab5106b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","Confirm operation of all ancillary functions from FDCIE"
"3c0f6bb7-29a0-5307-8100-f5ea9d6ddc3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","FDCIE. Operate each alarm test, isolate and reset for each alarm zone"
"a88580f0-a497-57b7-a9cb-0ad4879d08be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"ab4b8460-69f7-5900-87b1-ad2a0abafeba","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Commissioning","ASE. Confirm the master alarm facility receives all alarms"
"96f2c06f-3177-5738-ae7a-ed5df4793dfa","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off"
"4fda979d-f0ed-5456-9c02-c111082778be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone A","Dry Fire","Fire Electrical Rough In and Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"51b0ea6d-bb92-404a-acdf-c1356d79c6bc","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 2","Zone B"
"71cb978e-6676-41c0-9c70-a48c923f252c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire"
"d36d926e-4ecb-4d76-a613-1bedfe51eba8","","checklist-sectioned","not-started","ENT-004 - Sprinkler rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off"
"c552119b-d7cb-561e-8c99-d5f015a6ba26","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start"
"c6754539-5d66-568c-ae31-cde70f6e25bf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Specification reference checked"
"e9e3873e-d513-5e34-90dd-261be15a652d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"348a0668-dbcd-5d1b-9157-a26be78d2e5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Pre-Start","Sprinklers"
"fb15201c-b23b-5d2d-a44e-c5d83ba04023","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In"
"f053d715-bf94-5100-af4f-14b940e15de5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"167c1ebc-df32-5f9a-a98d-6d03182e1859","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Hangers Location"
"7b05554c-7996-5ca5-80c7-6ddf981deb81","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Concealed spaces sprinker heads installed"
"1f265f00-6de9-5648-b050-cfe0e09e7dbd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Outlets capped"
"057f57f7-9125-5f11-924e-58438c3ab86d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pressure test carried out"
"ede704ad-1f1c-505d-82dc-7c890fcab1ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"4c2767b5-7af0-53ad-abf0-0b800084f92b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off"
"606f9338-c893-529c-92e9-fac4060d3bb8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Sprinkler heads fitted to final locations as per coordinated RCP"
"c28ba616-9685-5cc9-87a0-9e395ac7f9bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Installation Fit-Off","Pressure test fit off"
"b8255d1f-1ad8-5a72-b16c-8d81868bf57f","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off"
"6778a220-4887-52b0-8c77-6a6142cd2aa0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Sprinkler Rough In & Fit Off","Sign-Off","Inspected by Independent Certifier - Signature attached below as applicable"
"07de62fd-eba0-4ae8-b9ac-6954d7494f5e","","checklist-sectioned","not-started","ENT-006 - Hydrants & Hosereels rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off"
"0a28be42-bc83-5b00-8317-fa6f98c656c0","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start"
"04348e0c-59f4-50de-a846-09a201678337","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Specification reference checked"
"c9cdea1e-fa80-590c-a698-77f5578525d1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Area clear, tidy and accessible"
"7ae62481-f8b7-53f8-b1ee-c825c07eebcb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Pipe + Fittings"
"2fc7a111-ee96-5579-8937-2d0339f7e855","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Pre-Start","Hose Reels / Millcocks"
"348be255-8ed5-5ccc-bdd3-16f8e7ccc690","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In"
"2be7ac5d-52d6-5b12-a270-d24466604e9d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Mains & branches installed to drawing"
"bc1ba817-6244-5295-8993-0b168c9dea0c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Hangers Location"
"2bf34972-0542-52d5-bc3a-07bb38a309ce","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Rough-In","Pentrations sealed"
"4b2d38de-faa5-5fb8-972b-54b93dba0d2b","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off"
"7dbcdf74-c797-50f1-bbd6-0183cbd0d666","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Hose Reels (Minimum Clearances)"
"de2d7c65-270b-512d-a72c-a42cdde2244f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Millcocks (Minimum Clearances)"
"54d8581a-14ab-5058-a958-bdcb544e7532","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pressure Test"
"ff1709e0-d35b-591c-b599-8366d2e1bf35","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Pipe Identification Labelling"
"15bca50c-023b-5c76-80f9-fc3b6aaf7584","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Installation Fit-Off","Statutory Signage"
"fcda954f-4f66-51f9-82e1-7e6490367853","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning"
"fda17ab4-8eed-54c5-93d4-2936df0c73ad","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Flow Tests"
"7753c958-1111-5cf9-9f2c-e2d008dc62ef","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Commissioning","Certification"
"ca7cc9ce-c2a7-5078-8db6-382c610042e7","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off"
"4fc471e3-68a2-5fb3-8e1b-465a1ab2c4e5","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Hydrant & Hosereel Rough In & Fit Off","Sign-Off","Work(s) completed to specification/drawings & Area left clean/tidy - Builder final signature to be attached below if applicable"
"639167e4-abf9-44ca-9889-c4a9cb272937","","checklist-flat","not-started","ENT-009 - Pressure Test Report","checklist-flat","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Pressure Test Checklist"
"cef7e479-d816-5e14-86d8-3852a594bb5d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Pressure Test Checklist","Test Details & Results"
"35efc07e-2d67-555d-9ac4-9573206f7dc1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Wet Fire","Pressure Test Checklist","Sign-Off Test completed to specification/drawings & Area left clean/tidy"
"97859f0f-defb-4be2-807f-84b501ba4188","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","City Edge","Level 2","Zone B","Dry Fire"
"9c555c40-66e8-4eac-a4b1-e275c78cc277","","checklist-sectioned","not-started","ENT-013 - Fire Electrical rough in and fit off","checklist","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off"
"8898d058-42f8-5e03-bedd-b5cb28c74fb4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start"
"2dd702e0-13b8-57e8-bbca-ec1ea39fd2ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Specification reference checked"
"f6578577-6bcb-51b0-92a6-51853c3ed0ac","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Area clear, tidy and accessible"
"ab6d7caa-5f4f-5cde-bd33-fde97fe24a27","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Cable/Conduit/Tray"
"e3a6e6d7-a7a4-59ba-91e5-cb190a1aa9ee","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","City Edge","Level 2","Zone B","Dry Fire","Fire Electrical Rough In and Fit Off","Pre-Start","Fire Devices"
