"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"97a842cb-2f3c-41fb-81d7-53759bab9eb2","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections"
"77d38251-c3e6-400e-a6ff-81f8c22899a0","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 21 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"01b193be-6514-4658-ad46-2562851587fd","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 21 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"5618e28a-bf99-4f1e-8ef7-edc7823af2da","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 21 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"d7110039-1223-47f7-9f25-3e97982fc000","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 21 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"3cef75d5-7ecd-4bcf-88aa-abcdd4792332","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete"
"d3b744b9-5d11-41fa-ae43-808e23bb9f5a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation"
"d64a9b0a-ba74-4166-b390-dbf3c4b9207a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"3ce4e9de-eaa7-4689-9aaa-2ee42a07c03f","","checklist-flat","pass","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
"a0f34d2f-c38b-4dc0-9542-f9aa83174cd8","Signoffs not allowed on folder-progress: Signoffs Weld 1-4(5cf847c4-2d68-4cd6-be0d-c0ab6a5b2555)","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding"
"ec3b1ac8-12e3-4209-a5d7-8158e78b72af","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10"
"bc24bd82-6322-4d1e-a3b4-5821f5a59475","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"fb8c0ca8-c871-4fb6-89cb-4f4ee7cfaad8","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"e6fa9a85-3f08-4aee-be19-4372674341a6","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"1df3edca-af9a-4db4-b516-1c85685751c1","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"40be9996-7f66-443e-b92f-6c79f1876846","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"372349f5-be8d-47ce-8560-aa57039f1840","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"47eafff5-ab03-4a03-92af-a4aa2c10ebc1","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"6d2bae25-2e9f-49ef-b1e7-831c788df7a5","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"6cbf4fe5-6568-4270-b522-e10a90ee5c0a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"78d52c0b-19ce-43e9-a364-30387e422434","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 5","Electrofusion Welding"
"d9d2f7b8-456d-4ce3-a41e-32724d0d0bab","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6"
"723adc96-e028-4e3e-8038-d01a1050ed2b","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 6","Electrofusion Welding"
"9069ee82-7291-42cb-9459-8ccbaf32fa1a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7"
"80bba4fd-9769-400a-b536-fb09722a6269","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 7","Electrofusion Welding"
"9426184e-fed4-4e22-a299-87e22e5a13cb","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8"
"b93f6d25-3e28-4369-a07b-7ceea3a1f491","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 8","Electrofusion Welding"
"768c7528-49fc-4810-bc75-9dff968a80d3","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 9"
"8a00f74d-0b9d-4f92-93f7-f9f455a57126","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 9","Electrofusion Welding"
"0475fb59-1b09-4bda-9e69-ee8d99f37eaa","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10"
"09f09956-97ad-42d4-b7d1-20852483e266","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Electrofusion Welding","Welds 1-10","Weld 10","Electrofusion Welding"
"fd88a7c1-8b60-40a9-81c1-63c34adb8666","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01"
"99dba5a7-c9ea-4234-b70a-96b3b7c37c9a","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Wet Fire Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"26cdc87b-7d6e-5018-817f-5802207bf356","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 77 - Check Sheet 100% Complete","Seismic Joint Building Connection"
"566e8f01-c7a2-4d03-8634-29dd06b72edd","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete"
"5ea8ce48-6c8f-4293-adce-a72033b2dd85","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation"
"77c30b83-ae8b-4211-9922-239227c26473","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","RBG Combined Services HDPE Potable Water Pipework Installation"
"dd134bd5-251e-4d43-9e90-e1dc3eec3a93","","checklist-flat","pass","RBG Combined Services HDPE Potable Water Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","RBG Combined Services HDPE Potable Water Pipework Installation","RBG Combined Services HDPE Potable Water Pipework Installation"
"f0022d59-151a-433b-8c2d-eea6d4e05966","Signoffs not allowed on folder-progress: Signoffs Weld 1-5(064cabfc-38d9-42d1-9aaf-5d69c83b352b)","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding"
"a9e675a4-a87d-4c85-9905-397043bccd95","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10"
"f8a479b3-92ae-442e-891e-8640611316d1","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 1"
"f79f3f5e-049d-4c09-bbda-866e7a5e6326","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 1","Electrofusion Welding"
"54039482-047f-4971-9ac5-e69d941d17e8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 2"
"c1190b62-9d7d-4d95-9e6a-4f2d09a939ac","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 2","Electrofusion Welding"
"426ccb3f-e2a2-4d05-ac87-cd7acc73cfbf","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 3"
"b6a25e76-d9f5-47c2-a99b-04322635fdb8","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 3","Electrofusion Welding"
"3a024680-2509-4888-9da3-b636b6b666cc","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 4"
"e0ba5098-edeb-4852-b06a-0af7aea9d140","","checklist-flat","pass","Electrofusion Welding","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 4","Electrofusion Welding"
"d1c64ee6-2a60-4940-9819-a7a091ca4663","","folder-progress","no-status-not-started","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Electrofusion Welding","Welds 1-10","Weld 5"
"835f61d2-e8e4-4973-a12c-17f23ac00d37","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Pipework Pressure Test Report QCC-01.01"
"95b1f9b1-9f70-4fa0-8003-9de4ed287037","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Potable Water Reticulation","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"f7be4df0-8fcf-5763-ae22-b5d34ea90a6a","","checklist-flat","pass","Seismic Joint Building Connection","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 78 - Check Sheet 100% Complete","Seismic Joint Building Connection"
"899aeb50-a1fa-49d7-aa9a-6553b65ff01d","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 79 WFR - Check Sheet 95% Valve Box Incomplete"
"ed75d02d-7ad0-4072-a77b-d48d525af225","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 79 WFR - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation"
"ba81e9d8-1814-425e-ac4e-3052621f22b0","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 79 WFR - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation"
"c627dc8f-e3dd-4eb9-915a-333982df6e91","","checklist-flat","work-in-progress","Combined Services HDPE Fire Pipework Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections"," Combined Services In-ground Pipework","Area 5 ","Trench PE 79 WFR - Check Sheet 95% Valve Box Incomplete","Wet Fire Reticulation","Combined Services HDPE Fire Pipework Installation","Combined Services HDPE Fire Pipework Installation"
