"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"652928b3-520d-4922-a390-7a7d3f1a63eb","","checklist-flat","not-started","SYS - Fredon Compliance","checklist-flat","FALSE","FALSE","Compliance Documentation"
"8625df84-f6ff-5a0f-b4ac-b34f5f043499","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","Fully compliant, site specific Safety Manual and SWMS have been submitted and accepted by the Principal Contractor."
"4e1f2267-cca4-5abf-b9d5-b3a3adaa3b82","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works have been trained and inducted in the Safety Manual and the relevant SWMS for these works."
"978cfdf6-ca16-5e66-b702-2d9a0740d08b","","checkpoint-status","not-started","","","TRUE","TRUE","Compliance Documentation","All Fredon electrical personnel undertaking these works are qualified to carry out these works, and are trained, and competent in the use of all equipment and plant required to carry out these works."
"b2ace1a4-35e2-47fa-b513-284f2b0c0df8","","folder-normal","fail","","step","TRUE","FALSE","Site QA"
"aba99fe8-b976-4701-ab8f-928212836072","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works"
"3d8335f3-5b16-488e-9043-c94f8073b0d2","","folder-normal","fail","","step","TRUE","FALSE","Site QA","In Ground Works","B2"
"c47cd587-351e-4847-809c-1b151bdd5546","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","In Ground Works","B2","Retail"
"2fb8e54e-d3bc-46ff-a47a-ff9fa0cae1a0","","checklist-flat","not-started","ITP 175 In Ground Works","checklist-flat","FALSE","FALSE","Site QA","In Ground Works","B2","Retail","ITP 175 In Ground Works"
"33d186fd-3b77-599c-9168-aba9eda717c7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the latest revision drawings and specifications are being referred to"
"cc38dbc1-fa5c-595a-a614-5acd0707ca4c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that all new installations have been coordinated with other services, both new and existing"
"0be90be0-fdea-56c1-a5fb-e68a0443aea4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the latest co-ordinated service drawings are being referenced"
"e4cc4570-a8ec-551b-86b0-35823b5aa80c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the latest co-ordinated drawings are being referenced Not Required"
"23ef3b96-7284-5db1-87f0-43a5944668e8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure the fitting is compliant with Australian Standards"
"7afbc0fe-0248-5609-935a-0f4f46ce75fe","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Install fittings as per manufacturer's recommendations"
"b984bad8-5251-54fe-86ff-7d68968db005","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the correct fitting is being installed for each location as per drawings"
"0dced1b8-bf29-5f1a-ad47-cc09a5cddb43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the correct mounting method is being used i.e. surface, chain suspended, recessed etc. Check all drawings prior to installation"
"b579fb3f-a5c9-535c-b5ed-551833bb60fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure fittings are installed using the correct fixing type"
"d057e29f-209d-5474-b7cf-0678e086760d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that any required ceiling grid removal has been carried out by ceiling fixers only. UNDER NO CIRCUMSTANCE IS CEILING GRID / CHANNEL TO BE CUT BY FREDON ELECTRICAL PERSONNEL"
"48995c85-a849-507f-81d8-76d850667e79","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that ceiling mounted fittings are adequately supported according to their weight. Additional supports added to the ceiling where necessary"
"59a06704-fc9a-513c-91b9-49e42207ca49","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that all terminations are correct including lighting control terminations and are as per manufacturer's requirements"
"ab0cc0f3-052a-52e9-a8f1-35ca8cb84722","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","All light fittings have been installed in a tradesman like manner (Straight & level etc)"
"b70d90c4-b590-567d-a4c3-37248e2fe770","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Install fittings as per manufacturer's recommendations"
"8bd49d79-7c4b-5fd9-85b2-8317ac140a83","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the correct fitting is being installed for each location as per drawings and visibility of escape lighting meets AS 2293. NOTE: Directional arrows show correct path of egress and the luminaire has the Emergency label attached"
"07dd2f51-614d-5ca9-8273-d1dd63b91e43","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the correct mounting method is being used i.e. surface, chain suspended, recessed etc. Check all drawings prior to installation"
"4fd389fe-4d58-5c36-bc91-e1087a0116bd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure fittings are installed using the correct fixing type"
"b15d3035-97c4-5248-acad-3f6f3bb9269c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that any required ceiling grid removal has been carried out by ceiling fixers only. UNDER NO CIRCUMSTANCE IS CEILING GRID / CHANNEL TO BE CUT BY FREDON ELECTRICAL PERSONNEL"
"25b12a4c-a4b5-52cb-b716-a9261bb4a5c0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that all terminations are correct including monitoring terminations and are as per manufacturer's requirements"
"54b6c02f-f19c-56e5-a8d5-626c8937e364","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that ceiling mounted fittings are adequately supported according to their weight. Additional supports added to the ceiling where necessary"
"2b2ffc5f-297c-5556-a414-238982ea5125","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","All light fittings have been installed in a tradesman like manner (Straight & level etc)"
"4d8c4576-0a7f-52c1-8587-262ceb49e8dc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure all emergency lighting information is kept on As Built information. Fitting number. Circuit suppling fitting. Fitting serial numbers etc."
"4420187a-5353-528a-a9d5-96d933b284fc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure that the lighting control philosophy is understood. Cable requirements. Cable polarity. Cable connections."
"e4b479aa-a97b-5373-bda3-1ed618e9fc0e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Ensure all fitting information is kept on as built information. Fitting number. Circuit supplying fitting. Fitting serial number etc."
"e474d6af-51e9-5a95-a783-3c012af2278b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Visually inspect entire circuit for completeness Ensure fittings are protected if required Remove all rubbish - empty boxes etc."
"4efaaede-f4a2-5b08-8e57-e9b313c1ca2b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"186031e8-c5f4-5ce7-a656-16462b8b8baf","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Cross check and verify that the As Built Drawings are Complete and Correct"
"b0d1095d-fb49-5ac0-b6ce-6a0ca5671bae","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","ITP 173 Fit Off Light Fittings","Verify all inspections are complete and collate records"
"b212ac0d-b0c0-445a-8474-dd62409ea2cb","","checklist-flat","not-started","SYS - Documents","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","Attach - Fit Off Light Fittings ITC 173.1"
"d6f53cd2-2140-553c-8d65-709c53ea28cc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Retail","Attach - Fit Off Light Fittings ITC 173.1","Attach ITP / ITC"
"2d2137fb-624e-49f7-b423-d62046d9dd16","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial"
"b9adab21-24e5-4d8d-8647-4c946001fc71","","checklist-flat","not-started","ITP 173 Fit Off Light Fittings","checklist-flat","FALSE","FALSE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings"
"db4c0740-29e4-5c72-9653-3817823a182d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the latest revision drawings and specifications are being referred to"
"5a3b8a38-c8c1-59b1-a02d-1fec39ef8e73","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that all new installations have been coordinated with other services, both new and existing"
"9bb82356-415a-5e8a-a101-36614a6da61a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the latest co-ordinated service drawings are being referenced"
"4ad1243a-8213-57a9-8c67-0396d58086e4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the latest co-ordinated drawings are being referenced Not Required"
"60984787-d4ce-5026-b840-de885abe3584","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure the fitting is compliant with Australian Standards"
"036957d1-1b3a-5fe2-8bb9-cda3ae413713","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Install fittings as per manufacturer's recommendations"
"70ef7967-a395-5fc0-958c-f8404871850c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the correct fitting is being installed for each location as per drawings"
"a92e9715-9b4b-5572-87ad-5b898833ff9c","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the correct mounting method is being used i.e. surface, chain suspended, recessed etc. Check all drawings prior to installation"
"723b202c-74ef-5618-a502-f2d9155eb7f8","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure fittings are installed using the correct fixing type"
"bd7599be-b675-56cb-a604-aef896552e76","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that any required ceiling grid removal has been carried out by ceiling fixers only. UNDER NO CIRCUMSTANCE IS CEILING GRID / CHANNEL TO BE CUT BY FREDON ELECTRICAL PERSONNEL"
"72dbee36-5104-5233-a89f-574b7e7c52a4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that ceiling mounted fittings are adequately supported according to their weight. Additional supports added to the ceiling where necessary"
"4adb6599-05c3-55bd-a37a-bdabf90a4aed","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that all terminations are correct including lighting control terminations and are as per manufacturer's requirements"
"eb48f247-6160-51f8-bbda-3eb50c76cc3a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","All light fittings have been installed in a tradesman like manner (Straight & level etc)"
"3f8da45d-4785-5b8c-a861-f4af798e7493","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Install fittings as per manufacturer's recommendations"
"12a4f8ed-2b23-583a-b1e9-0951201f91de","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the correct fitting is being installed for each location as per drawings and visibility of escape lighting meets AS 2293. NOTE: Directional arrows show correct path of egress and the luminaire has the Emergency label attached"
"37f78b11-7c58-5c2a-9853-e3b971d726e6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the correct mounting method is being used i.e. surface, chain suspended, recessed etc. Check all drawings prior to installation"
"72f646aa-31fc-5d06-87ef-c84bc53a7cb2","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure fittings are installed using the correct fixing type"
"967e05ff-3689-5e16-8f5e-e36e4d364c9e","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that any required ceiling grid removal has been carried out by ceiling fixers only. UNDER NO CIRCUMSTANCE IS CEILING GRID / CHANNEL TO BE CUT BY FREDON ELECTRICAL PERSONNEL"
"53066a40-a863-5f70-be35-dc5b890e64df","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that all terminations are correct including monitoring terminations and are as per manufacturer's requirements"
"759a3b77-a59e-569a-9ef5-70d80cf51a12","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that ceiling mounted fittings are adequately supported according to their weight. Additional supports added to the ceiling where necessary"
"47045c15-8d22-5589-a261-3d374ab5edb4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","All light fittings have been installed in a tradesman like manner (Straight & level etc)"
"8d98c7ac-238a-5599-aee1-c5fcd789e3b7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure all emergency lighting information is kept on As Built information. Fitting number. Circuit suppling fitting. Fitting serial numbers etc."
"add79ccb-4008-5dde-bac9-cbcd350c0077","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure that the lighting control philosophy is understood. Cable requirements. Cable polarity. Cable connections."
"02cab76f-a3ba-51ad-b287-3525d278a3cb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Ensure all fitting information is kept on as built information. Fitting number. Circuit supplying fitting. Fitting serial number etc."
"673abf5b-bc56-53c8-801b-7dbc9c267396","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Visually inspect entire circuit for completeness Ensure fittings are protected if required Remove all rubbish - empty boxes etc."
"244bbb7d-5255-592b-b64d-826766fbc589","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Check that all ceilings, walls and floors are left neat and tidy and without any damage. IF DAMAGE OCCURS ADVISE FREDON SITE MANAGER IMMEDIATELY"
"66183820-95ea-5620-b1d9-6c96bf2e1125","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Cross check and verify that the As Built Drawings are Complete and Correct"
"c797ca5a-ff39-582a-8d88-9f95cff0222b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","Fit-Off","Fit-Off Light Fittings","R2","Commercial","ITP 173 Fit Off Light Fittings","Verify all inspections are complete and collate records"
