"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"06a004aa-ba78-408e-9c3f-d67094b6e32e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Daily Pre-starts"
"a17d6eaa-0a05-4b4a-b14e-63a4e2305a5d","","checklist-flat","pass","Pre-start Toolbox Talks","checklist-flat","FALSE","FALSE","Daily Pre-starts","Pre-start Toolbox Talks"
"1ea35700-53a5-5c7a-b213-6652e25c616f","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Preparation","Determine spoil removal, backfill material, compaction, cable marking protection & installment requirements"
"e4024712-92a6-5702-a22d-299a1d43f1b4","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","In ground conduits","Installation"
"826bf3c4-78db-5e9a-bf73-7ebdba8d2dcc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Confirm area of work is accessible & acceptable to commence (If not comment below)"
"c57f6894-e0b3-5e2d-9609-a6bb38accc8b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Setout & alignment as per drawing (include revision below)"
"dc5e7448-6cd8-534c-95ec-88778553676a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Mark out trench route - Arrange saw cutting if required"
"ff4610c2-f165-5f3f-a6a0-b741a466a4fd","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Excavate trench & install barricades as required - please take a photo"
"a2d5ff8e-9d68-5046-ada7-dcec58eff70a","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Determine which way cable will be installed & lay coupling in no friction direction, install conduit glue."
"5249178e-5c75-5921-8b3e-94ad18ae0a20","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Inspect trench by supply authority if applicable"
"735f6724-0e7d-5120-ad72-95f379e786be","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Install direction marker if applicable"
"68db10c9-0172-568f-877b-7713b7fad533","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","Mark up DGR for future as builts"
"ccc13bbd-327c-55bd-92b1-22595f96ca0d","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","In ground conduits","Installation","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"8b1b1667-7812-47bd-b11b-007c997c1eda","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","Fire Contractor"
"3d61946a-ff82-59c5-a6ed-7d1dfb091f50","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Fire Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"d9c23dab-b4ab-4b9e-ba93-98cb0fe0ad40","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","Security Contractor"
"13c44d8c-30e8-56db-8f4e-b083f1fbaac1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Security Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"155aa566-5a98-4351-8c8d-7ea526987fab","","checklist-flat","pass","Installation of in-deck/slab conduits","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","Installation of in-deck/slab conduits"
"2216b49e-455f-5007-ab18-0d0b5617f594","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Installation of in-deck/slab conduits","Confirm that the selected conduit is of adequate size for purpose"
"4d64b0c1-7b67-5d2b-ad42-83224d6c3f26","","checkpoint-status","pass","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Installation of in-deck/slab conduits","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"330f8391-1509-4fb4-b57b-40b81e56b5bd","","checklist-flat","not-started","Contractor","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","AV Contractor"
"a5bc83af-7c46-5955-98c8-dafbc0106335","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","AV Contractor","Has contractors ITP been received - Please take a photo / up load checklist"
"b4b257ab-38f9-4589-b26d-8262f0d192c0","","checklist-flat","not-started","Install Distribution Boards -Terminate Cables ITP006","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006"
"08a7d697-e789-5d6e-bf88-b7916555a4a7","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Check delivery of distribution board - Check for damage (paint finish, dimensions & door against drawing) - Please take a photo"
"b9efb1d5-e85d-5a87-b21e-4ae8bce0c44b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Locate & fix into position"
"37dfd91b-19fd-5409-91ae-2dba03120273","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Install sub mains cabling as appropriate (glands, tray & duct)"
"01ce8f96-421e-5620-a0cd-df32e36f6298","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Install lugs & terminate"
"259b79ea-e960-5194-b2a2-5bc6b8a18943","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Install sub circuit & terminate (if circuit not complete at the other end, it must not be terminated)"
"16fe33e2-c4d9-5ee7-ae13-2e5737e87952","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Clean & vacuum area - please take a photo"
"cda51dda-783d-5a2e-8951-e79c7c4773f1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Clearly identify services"
"3eec1cde-ab76-5c4e-b31a-5e63ed90eea9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Energise system"
"9dc04b6a-4bca-5218-a8fd-fa0f3839b4a0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Check typed schedule for accuracy & install"
"5519c04d-56f8-52a4-8de6-3c533b914de6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","Ensure switchboard cupboard & area is left clean - Please take a photo"
"623ee72f-c8ad-5780-ac1e-ce13482ae5ff","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Install Distribution Boards -Terminate Cables ITP006","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"5ff654e1-eb51-43a8-9301-e90ca38b4da3","","checklist-sectioned","not-started","Electrical Installation Testing","checklist","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing"
"28f81f0c-8ff9-5796-aded-a06ee793d8be","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Test Point/ Circuit Number"
"edbc2606-7f12-5041-b610-7b6cf2a9b5f6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Test Point/ Circuit Number","Main earth tested"
"0fcd36eb-c43d-5719-a039-b63e547e6693","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Continuity"
"ae89b922-01ff-54b6-b5d1-bb0cae1d15f0","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Continuity","Continuity tested"
"230321be-4fbe-5f76-b239-3291aac76b6a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","IR "
"005da3b4-0f5b-5713-bd46-3a02377f633b","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","IR ","IR tested"
"cb7355c4-2c2f-5431-b58c-6222eb7ac87a","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","CCC"
"e0842f4d-0a82-57fc-aca9-40623f609872","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","CCC","Correct Circuit Connections"
"10d3190d-b6a7-5c1f-980f-7a1c4c27cd59","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Polarity "
"7ea4f4ac-fbd9-5518-b465-88f8e93984da","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Polarity ","Polarity tested"
"ddcce69f-f2f2-5c26-be8c-171fa06ffd9c","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Fault Loop Impedance"
"5cf59447-d935-5934-9751-c337d3025624","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Fault Loop Impedance","Measured Loop Value R "
"62da1ac7-c650-51b0-9492-463cda722881","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","Fault Loop Impedance","Maximum Permitted Loop Value"
"caff302e-9d4f-52d8-872b-bb7d8c503332","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 6","Electrical Installation Testing","RCD "
"345a0b7f-8f21-5bf7-ad5b-d05d679281bc","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Electrical Installation Testing","RCD ","RCD tested"
"c7b27d80-071e-4b87-9d49-65264fdb9c9b","","checklist-flat","not-started","Mains, Sub Mains Cable in Conduits or on Trays ITP004","checklist-flat","FALSE","FALSE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004"
"caecf770-fee0-568c-a280-01019829eb31","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Measure cable runs with appropriate accurate measuring instrument (eg tape measure, wheel)"
"9fe14d0c-e646-5704-8788-b65af41e9b32","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Check cable sizes resistance of protective earth conductor - shall be low enough to permit passage of current necessary to operate protective device"
"f7ae8c07-fac0-5de1-9524-40e400cfb808","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Confirm length of cable if sub contract item & order"
"90832c3a-6000-5730-8bd6-f4dcb28c1993","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Install cable in appliance method (EG. Cable stands, electric winch, pulleys etc.) - ANY CABLE NOT TERMINATED IMMEDIATELY MUST HAVE THE ENDS TAPED COVERING THE BARE COPPER - please take a photo"
"d5d7ab0e-47c5-5973-b856-9652b444abe1","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","Trefoil cables & tie cables to support system (ensure spacing)"
"fa5d9830-2764-5eb4-a5f3-dff73be7d6d6","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 6","Mains, Sub Mains Cable in Conduits or on Trays ITP004","FINAL - Pass when happy to proceed with work(s) (Any issues please comment below)"
"79ca5169-16af-4ff8-b742-3b4b09499dc3","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","36 York Street","Level 7"
"67471eb1-0cd7-49c4-8bdc-84998a8a0554","","checklist-sectioned","not-started","Installation of lighting cabling and fit off","checklist","FALSE","FALSE","Site QA","36 York Street","Level 7","Lights"
"e20b6dc2-178f-55fd-93d7-75eeb5f056e2","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 7","Lights","Rough In"
"3446745a-557d-56f7-a61b-b05388020ec4","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Rough In","Confirm that the cable support system has been completed as per documentation"
"b5bef11d-6e9a-5f48-a0c8-9424b2803e96","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Rough In","Electrical cables have been appropriately sized & selected to ensure that they will support currently installed & future equipment"
"68718983-30f4-58ca-8605-c47091ed2feb","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Rough In","Mechanical protection has been provided to minimise the likelihood of physical damage to cabling"
"958ad890-86e5-5dbf-ba37-cb556d63b891","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Rough In","Cabling has been concealed where possible in ceiling spaces, wall cavities or risers"
"9e1a4f98-4ccd-5249-baa9-de787394a446","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Rough In","All lights have been wired as per drawings"
"7fe91ddf-0a8d-55c3-aafc-4848fcc31833","","checkpoint-group","not-started","","","FALSE","FALSE","Site QA","36 York Street","Level 7","Lights","Fit Off & Commission"
"e211dafc-0a8f-513d-93ae-ddaf59a09733","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Fit Off & Commission","Equipment/materials have been selected and installed as per drawings/specifications"
"c730673f-82f1-5a24-8950-3c821dfe6ca9","","checkpoint-status","not-started","","","TRUE","TRUE","Site QA","36 York Street","Level 7","Lights","Fit Off & Commission","Ceiling supports have been installed where required (ceiling fans / pendants"
