"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d7ef8b87-5d1a-4056-9b7f-860ed5de950f","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA - Mechanical  Inspections "
"6425f86f-7406-4857-a52f-0696b4a11d93","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20"
"162e8f12-0e28-4b41-9c22-701549b7ac78","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11"
"6e0721fb-5e6e-44a6-ba21-c5579dcc458b","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 11","Electrofusion Welding"
"83aebdd3-cc31-4bbf-89f8-ccfed917d9f8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14"
"7a4e0783-862a-46de-9572-6fc59f8759ee","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 14","Electrofusion Welding"
"5abe27fd-3b23-4fdd-98d1-5602c7ccdf7c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15"
"a160feaa-134c-461a-aeef-90623fe9d107","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 15","Electrofusion Welding"
"9fa9132c-8af5-43e0-835e-fcb16d3c3f5e","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 16"
"e7ba6ac7-c74b-42d6-9d73-6c0387cb59dd","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 11-20","Weld 16","Electrofusion Welding"
"061cc9da-262b-4efc-bcfb-c4c8ad924883","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30"
"b2f61d7f-0ecf-483c-ac0e-eb61615e07e1","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 22"
"d7c1a37c-9533-48f7-8bf4-6d73ca10ee2a","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 22","Electrofusion Welding"
"3b8755ac-35eb-4471-990a-70bfb901a5ac","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 23"
"88624593-9161-4604-a517-c6c47ad872b2","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 23","Electrofusion Welding"
"2e8498b3-696d-4198-8c91-24cbe67dbf1a","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 26"
"b75be41f-6fe7-4960-9296-d401affbfa55","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 26","Electrofusion Welding"
"7a63dedd-2206-4fc5-bf21-fe6749f0256d","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 28"
"a23c9e65-aec5-447f-854c-701372b99ba4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 28","Electrofusion Welding"
"1ed784b5-1d86-443e-bbcf-940db1a70340","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 29"
"a6d6ba17-55cb-4365-ad3a-1b03ae5fc24b","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 29","Electrofusion Welding"
"e68da930-9f4d-4b30-8823-74cf22cd5706","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 30"
"14ea7436-eab8-4166-a086-98313152af9c","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 21-30","Weld 30","Electrofusion Welding"
"12d7392d-c967-45a2-a4ee-bdfc1cdf88f8","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40"
"e8861a5b-85ad-41b6-9b6d-b82aef0cea1c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 31"
"9f63b991-22c4-4a58-b866-b1a77076d1ed","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 31","Electrofusion Welding"
"df520a98-ffe1-4992-8ece-620041af6596","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 32"
"0ec7e606-8afd-4c07-b5d8-20b4aa4e58bf","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 32","Electrofusion Welding"
"65b454bc-596e-4174-97f7-fbb1c74c71e4","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 33"
"55e0ddc9-2098-4a4b-9e4f-54fcea8dea34","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 33","Electrofusion Welding"
"68e4233f-e79d-41e5-88d6-c97d2697a33c","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 34"
"f72d6239-e544-41bd-b2f5-7d52085354d4","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 34","Electrofusion Welding"
"d0868949-a7df-47cf-9a18-1931916af845","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 35"
"609a9f86-3dab-4b1b-a20a-f33d348c05b8","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 35","Electrofusion Welding"
"a37c9d11-f3b3-4b6b-b032-f94e4f018fab","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 36"
"2d02bc41-60a5-4b6b-89b0-6e2eab13df5f","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 36","Electrofusion Welding"
"1cd72941-4742-4e73-9983-5561349b2322","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 37"
"d0d4523c-fc08-4214-8fb5-65d2539417fa","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 37","Electrofusion Welding"
"e3d7a68e-c7c3-418c-8811-c5d803e114f6","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 38"
"0f1fb4d4-f298-44f0-b11a-b9e842938976","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 38","Electrofusion Welding"
"cfe73459-4e1d-43e4-8952-0196bc6e4690","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 39"
"070ce141-8a25-49ab-b59a-2c94a3dcbe9f","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 39","Electrofusion Welding"
"adb14e9d-d3ef-46de-8715-2fbed4ce9c02","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 40"
"63193257-2d6f-4d39-a457-f5c9b07b3c93","","checklist-flat","pass","6abef8441bdaa7187397efdac2a3f8a8a44c059b21c9812b55bb9a02d5cd9103","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Electrofusion Welding","Welds 31-40","Weld 40","Electrofusion Welding"
"d073d443-bbfc-4384-b71e-680145169b38","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01"
"a7a10d17-48fc-4d76-a0d2-eac5ebf5fd71","","checklist-flat","pass","Pressure Test Report QCC-01.01","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Potable Water Reticulation - 95% Valve Box Incomplete","Pipework Pressure Test Report QCC-01.01","Pressure Test Report QCC-01.01"
"52301b2b-7935-4ef6-95d2-9554c9dda9a2","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - 100% Complete"
"eb9ec880-2eb9-4c3e-af41-8adb30955b91","","folder-progress","pass","","checklist","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - 100% Complete","Combined Services HDPE Natural Gas Installation"
"e6860139-1adf-4e36-a73c-b003648ee491","","checklist-flat","pass","Combined Services HDPE Natural Gas Installation","checklist-flat","FALSE","FALSE","QA - Mechanical  Inspections "," Combined Services In-ground Pipework ","Area 10","Trench PE 11 - Check Sheet 95% Valve Box Incomplete","Natural Gas Reticulation - 100% Complete","Combined Services HDPE Natural Gas Installation","Combined Services HDPE Natural Gas Installation"
