"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"92629502-633a-4afd-9e87-446d5bb71137","","checklist-flat","not-started","62704a049dd677552a734504db8d241c90c356cc5b215f556be0ff7a150d0d41","checklist-flat","FALSE","FALSE","Job Details"
"f3abeaa6-a1fb-47da-9a2c-e4800db7e734","","checkpoint-status","not-started","","","FALSE","FALSE","Job Details","Project details entered below"
"ef2b1446-26ae-4930-ae2c-91221f638998","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture"
"e9aade0f-c429-4132-ab20-1790a51f95eb","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels"
"96649801-bb7c-4adf-810d-4b2b56c74295","","checklist-sectioned","pass","d445abf1a31c2db1731abc4e69e7a97b58c2708cdb80c557fdb618a745b730f8","checklist","FALSE","FALSE"," Precast Manufacture","Panels","weld plate details"
"7e972815-4d6c-4bcf-8439-8b3339ef89ed","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details"
"52972272-b05c-474b-b9b9-4b155a13724a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Edge Detail"
"f1ddc90f-19db-4e38-89f9-ea93f3b9a674","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Bar Projections"
"eebcc785-e53d-4e96-8c52-4f375aece3fc","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","weld plate details","Weld plate details","Cast in items"
"1c1933a8-3fb9-4117-bdf9-69b0920eda3c","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30"
"9eb33580-ba79-460e-a31e-85930b3a7fd9","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1"
"be49fd85-f6be-4fa0-a274-d5ee741f3619","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 1 - 30","Panel -1","Pre-Pour Check"
"1cedb906-02db-559b-9c62-181591a83567","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Concrete Works","Bridgeman Sample Taken"
"c1d72265-2127-52c5-afb6-e8f0aede7ef9","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Concrete Works","Supervisor Approval"
"0c0bc6db-d999-595a-b0f9-2d3260111e1a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Post Pour Check"
"a43a4b73-1804-550f-9f60-9aea43465408","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Post Pour Check","Edge Detail"
"46fdcb26-a895-5f10-bb33-f2b0c8041319","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Post Pour Check","Bar Projections"
"f96629f4-8dbd-52b5-aae0-ca14e95bb340","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Post Pour Check","Cast in items"
"1f1658c5-eeea-5673-ae45-715e93ca20a3","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Stripping and Stacking"
"878b5531-b2ff-5252-a9f2-9253467f0041","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 31 - 60","Panel -48(Recast)","Stripping and Stacking","Stripping & Stacking"
"250a3f30-f8e5-4a33-9fee-8796c438ff67","","folder-normal","work-in-progress","","step","TRUE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90"
"a03bd149-22e7-4949-8a04-62bf21dd55d7","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61"
"3e4e889e-baaa-46f9-9939-6a40b5c18800","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check"
"8adeaea5-5fea-45d2-96ae-dd20662aaa7e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Dimensions"
"59e14692-b15e-4ebe-8ecc-68f11f39fbb7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Mould Clean"
"34d22bdf-2df0-4c4b-b151-81b6ab86daf7","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Mould Oiled"
"3f9d636d-1328-4e43-a6fe-17a100b2b62f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Mould - Workmanship"
"2b80fdac-4308-4ac3-afe5-49df1dfe7526","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Reinforcing"
"72a578dc-7579-427f-b24b-b8bdb1f8d831","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Cast In Items"
"6fb940a4-a4e8-49ed-b1b0-ca063865f625","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Marker Position and No."
"1afec982-97a7-45cd-ac31-aea30ec8c34e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Pre-Pour Check","Make mould to Green Status"
"b64d272e-1b05-43b6-8f81-84862754a308","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Concrete Works"
"870d6e41-ba74-474d-8742-a4d0a6ef4066","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Concrete Works","Concrete Works Details"
"c7ea2f71-813f-4c81-9e6f-c925d0e1f755","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Concrete Works","Wilco Sample Taken"
"7be4095b-39c6-4c6d-b974-7ecd761bc05c","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Concrete Works","Bridgeman Sample Taken"
"f4776148-8a32-4260-880b-efec1924905e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Concrete Works","Supervisor Approval"
"e281daa7-c990-443d-9954-ebc018e4a273","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Post Pour Check"
"7c7c9123-0695-4ba5-bab7-f20fbc5eccff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Post Pour Check","Edge Detail"
"4ff73672-00f7-4251-9b10-d08f293690ee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Post Pour Check","Bar Projections"
"ec5f2a6b-c0c4-4f6e-bb47-f282a5e8e422","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Post Pour Check","Cast in items"
"5b5d093f-92cf-40d0-b884-b5a61bb4b7c1","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Stripping and Stacking"
"b3a9646f-ea98-401a-a09a-99c1255580f2","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -61","Stripping and Stacking","Stripping & Stacking"
"09a6c673-4a2e-4cfa-9c95-8a63371cab43","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62"
"782971c1-d69b-4cbc-8478-3e4d4de33030","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check"
"4e6ecb8e-cf39-45b0-a3a4-8119d4db4f8b","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Dimensions"
"a8569904-74cf-461b-97ff-a3adb9b414be","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Mould Clean"
"b83b1f7c-d0ac-4e65-bd28-50697e949b17","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Mould Oiled"
"71501dcb-b348-47a6-b8cf-19080a23c0e8","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Mould - Workmanship"
"7edc504a-55e2-426f-aa86-20e790519d47","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Reinforcing"
"acbaa7a6-ea1b-4556-bf87-2446c457cb13","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Cast In Items"
"b81f04a2-f862-4341-90f6-232a12ee3c16","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Marker Position and No."
"893d333d-54d8-4a82-8c8c-1b3127010974","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Pre-Pour Check","Make mould to Green Status"
"d569b070-21b1-4b30-a3cb-218685abad3a","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Concrete Works"
"2a6b6fb9-5c95-43f9-8dc7-6b8292f87668","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Concrete Works","Concrete Works Details"
"9ab80d83-db48-4767-adb2-87f031f989c8","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Concrete Works","Wilco Sample Taken"
"374090b1-8ae4-4094-8de4-e4a02315aee0","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Concrete Works","Bridgeman Sample Taken"
"99302be3-cf4b-437a-bf97-e69a8f034696","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Concrete Works","Supervisor Approval"
"4abe6a95-5254-4fc9-8962-ba4f9e899873","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Post Pour Check"
"5e8f26b3-a743-44ad-9d99-eaddd22f8eab","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Post Pour Check","Edge Detail"
"a627f27d-4a8c-4eda-96ac-88e28a702f3f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Post Pour Check","Bar Projections"
"be6c10b3-0b4c-4e52-b237-0d9c06a4c169","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Post Pour Check","Cast in items"
"69c4231f-92e6-4f24-9359-afe1bb188949","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Stripping and Stacking"
"8bb10291-e9ea-4ca8-9a67-33ee35015594","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -62","Stripping and Stacking","Stripping & Stacking"
"01aa757d-dcca-4182-9f17-67ccc0fa0e20","","checklist-sectioned","pass","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63"
"c1a1c870-bd8e-4c2a-8689-203a1587e920","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check"
"791eca03-58b8-44e0-838e-971b3afe892c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Dimensions"
"5cfd9f5d-12e6-4d89-a4d2-6500b8969a5f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Mould Clean"
"e0dcb78e-f4a8-4ab7-8624-3060e01ab4e4","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Mould Oiled"
"7c5e9235-a690-4765-9b19-93487f5a9105","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Mould - Workmanship"
"936e621b-cf0d-4fff-a0ef-8bf566c39afd","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Reinforcing"
"8e4bedbb-3a86-4a11-a59d-f3d591f0b779","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Cast In Items"
"9a46a5b4-efb9-4be6-83db-7d6c4eb10295","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Marker Position and No."
"307826f3-dee7-4d42-8d9d-54d0bb485b85","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Pre-Pour Check","Make mould to Green Status"
"b35e2d00-889e-46e1-93bf-80c49fcfd183","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Concrete Works"
"0146dada-a1a0-4d53-a8f9-b6be94edb145","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Concrete Works","Concrete Works Details"
"67fdbc41-c4c8-4fe2-868e-cd4c099bf7ce","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Concrete Works","Wilco Sample Taken"
"6940fb9b-2f3a-46c9-a53e-e5a8aba7ee89","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Concrete Works","Bridgeman Sample Taken"
"3b91188a-c33e-4e21-bcae-89b0d8b8a9ff","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Concrete Works","Supervisor Approval"
"e8a00909-0e91-466e-8861-8daece59d6a6","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Post Pour Check"
"b870802d-e7a6-41b0-8123-6337de35e9e2","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Post Pour Check","Edge Detail"
"3a268f6f-5fd8-4b30-a712-dc8cfa983f3a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Post Pour Check","Bar Projections"
"24f9c37d-e44c-4d22-8c82-1a90148ae178","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Post Pour Check","Cast in items"
"eef2755c-d54d-4f5c-b73a-c2fd2036934c","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Stripping and Stacking"
"32bb86b7-4d7a-4444-b483-cfbc156abe41","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -63","Stripping and Stacking","Stripping & Stacking"
"874ca246-f604-45ee-a47a-81453bcadd4b","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64"
"321aa8f6-3db4-4361-9ffc-8eaa30981c35","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check"
"57f74ae4-629b-4854-aab7-ebcda8c57afb","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Dimensions"
"de76918a-5552-42c7-ba23-d5a7efc94307","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Mould Clean"
"b51e90c8-212b-4d3d-944f-e70ecbae7474","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Mould Oiled"
"b19c5f3a-9d95-4792-85cb-aa8b844635fe","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Mould - Workmanship"
"d7b5faf7-70ef-439c-9dbb-2a563ebab36d","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Reinforcing"
"a3b231c0-2289-4d41-974f-1413fcd04e94","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Cast In Items"
"66d0791b-51a1-44ac-8dab-db170d0fed2f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Marker Position and No."
"ddfc7354-3583-48c6-9541-052b720d5c6c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Pre-Pour Check","Make mould to Green Status"
"8f30dd0c-59a3-4f9e-9b9b-4622aced879b","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Concrete Works"
"2ab43470-9303-4ed3-9115-1adb4c2ccc7e","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Concrete Works","Concrete Works Details"
"13cb84db-b42d-481e-a22c-e616ae773f71","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Concrete Works","Wilco Sample Taken"
"99009aab-5595-4387-8a23-8653d1c6e7c3","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Concrete Works","Bridgeman Sample Taken"
"61219281-b469-4e1b-aa30-f3fda780a6d6","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Concrete Works","Supervisor Approval"
"333e9704-ce64-4c71-ac21-57817dfc7a73","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Post Pour Check"
"01cf5e33-f085-44ff-83c8-a6cba39f93e3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Post Pour Check","Edge Detail"
"233e8904-65b1-478b-a915-722ee13bf6df","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Post Pour Check","Bar Projections"
"83a65f5a-4dcc-4537-bc2c-d1807ab3a38c","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Post Pour Check","Cast in items"
"4db929f3-e34b-4d01-bf62-8923a3604da1","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Stripping and Stacking"
"d2e20532-9ed8-42ad-b804-c89e7bf1abab","","checkpoint-status","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -64","Stripping and Stacking","Stripping & Stacking"
"7a09a89b-232f-428b-8c18-5bb00d9029c0","","checklist-sectioned","work-in-progress","c2a401113ea2a6c910e13b22e51d11ac8959dfd9c7a21ffdb5c00d9d68a71100","checklist","FALSE","FALSE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65"
"38b590a1-6ad5-47a7-94d5-766704467c48","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check"
"2eb4ae4d-ab97-4d4e-bcf0-5926d2f1c23f","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Dimensions"
"45758cd8-bd61-4b50-882b-dd1af49157ad","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Mould Clean"
"a8ca8b83-2b83-464a-84f6-90d15a9d6001","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Mould Oiled"
"23dae743-02a7-4eec-aad1-db4d3bd04c55","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Mould - Workmanship"
"8730bc3a-bb6f-4e0b-a5d9-fc80153d7bb3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Reinforcing"
"ae8dbf4d-80a2-41ca-b8ff-8d975ba5ed9a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Cast In Items"
"bd38df1a-ff6a-4988-8527-cf29d03165c1","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Marker Position and No."
"63630532-66a4-4ce8-8bfe-d762ea4a1751","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Pre-Pour Check","Make mould to Green Status"
"90658ab2-2ee8-482a-ab93-7f5d7b9ae702","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Concrete Works"
"138e32a8-4608-4252-9b99-9846ab976b37","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Concrete Works","Concrete Works Details"
"997058e7-f027-4b25-a98c-f26f0b4d0582","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Concrete Works","Wilco Sample Taken"
"26173180-6fdf-412f-8397-21c3f874e3f6","","checkpoint-status","not-applicable","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Concrete Works","Bridgeman Sample Taken"
"739e015c-a9ae-41b3-91d9-b5b8ea6b734a","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Concrete Works","Supervisor Approval"
"58755a3d-507d-44e4-9634-cd535e24baf0","","checkpoint-group","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Post Pour Check"
"657936ca-bfbf-4434-aaae-6a54ab13cc51","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Post Pour Check","Edge Detail"
"f216af32-486e-4de6-b247-f35ba1d6e4b3","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Post Pour Check","Bar Projections"
"93734e2f-8fe7-4c15-8fbd-12d16bcd7dee","","checkpoint-status","pass","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Post Pour Check","Cast in items"
"ab9208b5-5977-43f6-b2f3-5534ba33fb47","","checkpoint-group","work-in-progress","","","TRUE","TRUE"," Precast Manufacture","Panels","Panels 61 - 90","Panel -65","Stripping and Stacking"
