"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"f32fe923-a9a5-40c9-bf3d-0a951c7f68b9","","fail","","folder","TRUE","FALSE","Site QA"
"81658017-0dea-438a-bbe9-86872c867d6e","","fail","","folder","TRUE","FALSE","Site QA","Level 1"
"e3486b85-6a1d-4fab-a53a-846ff4d74b16","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511"
"57f22067-8d5e-4838-857e-8126d49a51c8","","pass","","folder","TRUE","FALSE","Site QA","Level 1","Zone 1 - A1511","1028 - Sterile Store"
"c318a9e7-9b8e-4970-9c9e-5087c59afb0b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay"
"3ee45629-cfcf-4fc5-a6b3-5a2c1f10f10f","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay","Preparation"
"75110b07-b1fa-4615-9301-930be600199a","","not-started","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3082 - Trolley Bay","Carpet tiles"
"8f716f4d-401c-4b91-aecd-807d3c6736ac","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor"
"8d01bba6-d272-48bc-8ccd-1362be67e85e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor","Preparation"
"9fa0cadf-24eb-4a04-888c-e57c6a8101de","","pass","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3074 - Corridor","Carpet tiles"
"4a598586-0395-4bd4-931a-5e4e347afb3e","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite"
"c2af67a7-ae9e-4c62-b280-f5424fe868e7","","not-started","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Floor Prep Wet Room"
"d6112bb6-2b8a-4f7c-aa16-b21f017ba471","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Floor Vinyl"
"ef13275f-f352-49ef-b2b1-e47613a4dc5a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3220A - ICU 1 Ensuite","Wall Covering"
"d7659f99-e8fc-41f3-821d-0de3ce770fd2","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility"
"664bf216-b3cf-4e23-97b7-199529ecaddc","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Preparation"
"d97c706a-fafe-434d-8ae1-8be8402dd71e","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Floor Vinyl"
"09ac5043-d0af-4bd4-b73a-16b49323dee6","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3201 - Dirty Utility","Wall Covering"
"bb0987d3-494e-483a-8a73-b202e40f79c8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area"
"7adbfa29-ce44-494b-bfa1-3609f2a5bf97","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area","Preparation"
"c5899dec-4a58-491c-91fa-784afbd9ef61","","work-in-progress","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3203 - Handover area","Carpet tiles"
"658ab130-3090-4b19-9c17-e18384a40e1b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change"
"3130f814-cef8-4569-974b-a47d77b4ee42","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Preparation"
"b3971c6e-edbf-4169-8ccf-3049db652efa","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Floor Vinyl"
"a1764a63-d95a-45e0-a235-53b0957e87f5","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3202 - Lobby Staff Change","Wall Covering"
"650b36a6-326f-47ca-9f4d-9794e9abe91c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change"
"72c4ede9-3bd8-4ac7-87d4-aad9b79f2e23","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Preparation"
"0bebb328-1fdd-41c5-a3c2-a80aa2af45d3","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Floor Vinyl"
"a11d0e56-a1f1-48fb-ad82-a2aeaa2e1d0f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3204 - Staff Change","Wall Covering"
"250d03e2-6f25-4a2d-abf3-4d6f34f2079a","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff"
"7348dca1-cbb4-4d42-97b5-089f1f82d009","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Preparation"
"881d525f-4696-412d-ae51-66ba3be6c0c1","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Floor Vinyl"
"62574ed5-21ca-4d4a-90fc-994ed4d2e97c","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3205 - ICU Staff","Wall Covering"
"551d96e4-af0b-41b1-892a-3423d21b25ed","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry"
"96b22b84-1247-439e-ad84-fa03ba3ed071","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Preparation"
"8a4fb92e-aa2f-444b-b66c-9aac18d7df5f","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Floor Vinyl"
"18880e23-ab7f-4686-a6ac-7e52c5ba1322","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3078 - Pantry","Wall Covering"
"cfa3894d-7d73-430b-b68e-21fadc3089cb","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables"
"ba5239a4-c153-4bd6-9152-8f8ea0271083","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Preparation"
"b41fa7a0-a86d-45ca-bc35-a2b00b60a5c3","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Floor Vinyl"
"35b8fc4a-7283-49bf-a145-8e53dda4259e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3075 - Clean Consumables","Wall Covering"
"9f6af753-5f2e-41b8-95f3-d3b60f19356a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication"
"a1fcdac2-89b9-4f51-923f-be3acad5779e","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Preparation"
"326d0dca-b571-41bb-9bc0-543e3cb696b4","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Floor Vinyl"
"98564bdb-94b5-4816-ab5c-1e4506805964","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3073 - Medication","Wall Covering"
"22d009c5-e3a0-42ef-8d9d-734a03c23414","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20"
"20c7cc6d-8b9a-463c-8abc-b893be23daf8","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20","Preparation"
"c806cb81-5d51-45d1-9a38-152c00a97e30","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20","Floor Vinyl"
"14645a81-32a0-427d-b0d4-64318db73d2e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097 - Bedroom 20","Wall Covering"
"edcd0760-a4cf-45cc-8999-0ea1db69f4f6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097A - Ensuite 20"
"57b80add-dd4e-4e73-bde1-4ca7b630353c","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097A - Ensuite 20","Floor Prep Wet Room"
"b44462ac-744b-44a2-a254-62784b692511","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097A - Ensuite 20","Floor Vinyl"
"fc19b3ce-bcee-4621-92b0-006df1a17e8d","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3097A - Ensuite 20","Wall Covering"
"889964dc-0268-4561-a325-730fd3586d3d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096 - Bedroom 19"
"6019a127-b377-4830-8109-1024fb89b788","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096 - Bedroom 19","Preparation"
"52b3556e-c746-4f91-8d18-58205e7167f2","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096 - Bedroom 19","Floor Vinyl"
"92dbe85c-ec51-4d5a-855c-89e0d83e356b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096 - Bedroom 19","Wall Covering"
"6404cd4d-3b00-4c98-b966-59174aefadc6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096A - Ensuite 19"
"d162ca9b-5741-4a88-abfe-dcab19cc552f","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096A - Ensuite 19","Floor Prep Wet Room"
"05827903-d31d-4db2-abbc-8b34257a6722","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096A - Ensuite 19","Floor Vinyl"
"fbbbb3c6-6f5c-42c5-ab6a-9e679110d89f","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3096A - Ensuite 19","Wall Covering"
"24c44e30-23fe-4236-bc7a-67439ada6f07","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095 - Bedroom 18"
"6f98ba5c-915e-455f-989b-3c0548fd8579","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095 - Bedroom 18","Preparation"
"20bcd216-1bd0-419c-8593-01247dbd7b30","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095 - Bedroom 18","Floor Vinyl"
"3c65d121-84dd-41ce-981b-5d9d00e70fa7","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095 - Bedroom 18","Wall Covering"
"a2734c04-cdbe-4c9a-b6da-c05ed682561f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095A - Ensuite 18"
"b46a412c-3ca1-4675-a15f-3eaa007d9523","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095A - Ensuite 18","Floor Prep Wet Room"
"233ea291-5f46-4ba4-953a-a77d5bbea24a","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095A - Ensuite 18","Floor Vinyl"
"41ebc3be-10f6-4076-bf76-148ffc3489bc","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3095A - Ensuite 18","Wall Covering"
"fe2ba429-5b0e-4eef-96f3-861a48cd9e96","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094 - Bedroom 17"
"30859de6-0fd0-4dbb-a5b4-52e43e284193","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094 - Bedroom 17","Preparation"
"bf32ddab-a55a-41c4-88e7-09aa4f0af636","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094 - Bedroom 17","Floor Vinyl"
"182d3eb7-2866-49a6-acf8-fed2d0769ce2","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094 - Bedroom 17","Wall Covering"
"5b2a8aff-653e-4f16-8b44-06dd28e3570e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094A - Ensuite 17"
"b9c0d0c2-09d5-491f-80ea-d551edc32b55","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094A - Ensuite 17","Floor Prep Wet Room"
"ff3c1f17-7eaf-4769-9342-1fde86604227","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094A - Ensuite 17","Floor Vinyl"
"ce2a184b-08bd-4d76-aac8-7bb946cde96b","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3094A - Ensuite 17","Wall Covering"
"482f8df9-706d-4e5d-af95-c337b9a97f70","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093 - Bedroom 16"
"c7650190-a118-4d18-8303-f438c86f7143","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093 - Bedroom 16","Preparation"
"960fae18-6a40-4e79-994e-7d29821fd79f","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093 - Bedroom 16","Floor Vinyl"
"ad8db1bb-9486-494b-bae9-a678b12c7b56","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093 - Bedroom 16","Wall Covering"
"47d81f40-1286-473b-b239-8cc1d01180fd","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093A - Ensuite 16"
"f70b91fd-fbe3-42ab-9769-e261909cd5d2","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093A - Ensuite 16","Floor Prep Wet Room"
"ac46bd64-61d5-490f-83c3-82f1414bbc52","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093A - Ensuite 16","Floor Vinyl"
"0953ac03-b37c-44cb-bec0-a3657106c1a5","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3093A - Ensuite 16","Wall Covering"
"3f8e5702-1662-4066-878b-7a188c3dbab8","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092 - Bedroom 15"
"d7b71eff-3566-4fa0-b6a2-350d82b2a6de","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092 - Bedroom 15","Preparation"
"15a08574-8832-47a4-adfe-c082a6eb5a51","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092 - Bedroom 15","Floor Vinyl"
"1ea694d2-c22e-4336-89e9-8f251c3cef13","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092 - Bedroom 15","Wall Covering"
"c58df98c-1aa0-42b1-ba18-f6fb506e14fc","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092A - Ensuite 15"
"42af7408-03d2-4c57-b566-720a364c4535","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092A - Ensuite 15","Floor Prep Wet Room"
"7b1ff43f-876e-485f-8789-77c78b7519a3","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092A - Ensuite 15","Floor Vinyl"
"f0c24ff8-c794-4cb7-96f4-9b5ea0a90ca7","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3092A - Ensuite 15","Wall Covering"
"53a3ac7d-b0f7-4468-954c-7c2ce337b76d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091 - Bedroom 14"
"a98707e9-8199-4992-911f-58a33b808d34","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091 - Bedroom 14","Preparation"
"fd0b44c5-301c-4e74-bdbd-ba04b4eef331","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091 - Bedroom 14","Floor Vinyl"
"a324e134-ba56-4655-9b2e-b3c59ff2a090","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091 - Bedroom 14","Wall Covering"
"fc83d378-d460-4738-a8e5-83572446915d","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091A - Ensuite 14"
"6765258d-9249-4df3-b7d8-cd7b4c7b3f24","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091A - Ensuite 14","Floor Prep Wet Room"
"ebd25879-8abc-45b3-9224-274069867277","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091A - Ensuite 14","Floor Vinyl"
"70675440-41b3-4a7f-815c-7fe8b3e3fe71","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3091A - Ensuite 14","Wall Covering"
"19de8506-9301-46b6-b751-2b3470bc6422","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090 - Bedroom 13"
"3b591025-d972-4048-ad4d-5b828a77cc49","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090 - Bedroom 13","Preparation"
"69604d61-98c8-4b48-8249-0305105b167d","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090 - Bedroom 13","Floor Vinyl"
"70ffe2ea-9cd4-4f93-81b7-7752ca919759","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090 - Bedroom 13","Wall Covering"
"68385637-868f-4009-b3cb-8ab30c84af4b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090A - Ensuite 13"
"8f6e6ac6-c64a-4602-a94d-1571b4f92f61","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090A - Ensuite 13","Floor Prep Wet Room"
"c9af5ad0-b7ea-4dd7-bbda-6a3871e40312","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090A - Ensuite 13","Floor Vinyl"
"a04e6022-9268-4b66-bf04-d4c5c87236d3","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3090A - Ensuite 13","Wall Covering"
"5da55cfa-2619-4d6d-9f2f-d2697e3f7b4e","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071 - Bedroom 12"
"8dd7482c-474e-452c-9024-36407e35c0a4","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071 - Bedroom 12","Preparation"
"651d830c-62df-4f83-baaf-74f1a93f38e6","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071 - Bedroom 12","Floor Vinyl"
"2b73c4bb-fcc2-4169-bf6a-0a5a5d34725a","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071 - Bedroom 12","Wall Covering"
"58d3e234-0087-456b-aa45-1da7790c93ea","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071A - Ensuite 12"
"be7c1250-d69c-4c16-a2b3-8e9a2af211b3","","work-in-progress","Floor Prep Wet Room","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071A - Ensuite 12","Floor Prep Wet Room"
"99147ae5-ae1f-469c-a84a-f88d65692f75","","not-started","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071A - Ensuite 12","Floor Vinyl"
"bd17e2a6-3926-4011-a61e-1b4db7d18529","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 2 - A1532","3071A - Ensuite 12","Wall Covering"
"87b5c8df-812b-46e2-bda2-99788628efc9","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533"
"28d2fdb5-f0bc-44a0-b611-85b87739c261","","not-started","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","Entrance Matwell"
"0c708f0e-1b7f-4cfb-ab37-04932f35261d","","not-started","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","Entrance Matwell","Preparation"
"c392fbb8-0518-4969-a6d5-96d9a9e7bba1","","not-started","Entrance Mat","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","Entrance Matwell","Entrance Matting"
"20e36a9e-f9a0-4530-8020-e92ae1b1384a","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102 - Anaesthetist Overnight"
"3425b4f2-708c-4475-a99e-3e1e7bdc4bd7","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102 - Anaesthetist Overnight","Preparation"
"8b431b86-555c-4c20-a028-2dc0e5e46302","","pass","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102 - Anaesthetist Overnight","Carpet tiles"
"56b1151b-e3ff-4ebe-9690-49f91c477e8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102A - Anaethetist Ensuit"
"db5a164f-f539-457f-a74d-035cce0c1956","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102A - Anaethetist Ensuit","Preparation"
"5047ec0a-04cc-479c-8598-ead7c880125e","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102A - Anaethetist Ensuit","Floor Vinyl"
"dd4459f5-0377-47ec-b023-afc7dac7cd7e","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3102A - Anaethetist Ensuit","Wall Covering"
"a5910707-0632-4111-b0a6-7e42e47fc408","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3103 - ACC WC"
"167de880-c5ff-46db-be5d-df022543e94f","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3103 - ACC WC","Preparation"
"f08186ef-4d1c-4f49-89e7-8aebef6d07d1","","pass","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3103 - ACC WC","Floor Vinyl"
"74970386-25e3-4775-a18e-e0e5a9e4a1d4","","pass","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3103 - ACC WC","Wall Covering"
"7fa0e8ec-91e9-465c-ac92-3f26dabc5134","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3104 - Corridor"
"dda3cdae-d71d-4c02-b4cf-3cd135742dad","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3104 - Corridor","Preparation"
"b93fc3ea-45fe-4460-8b2c-68a77de42fa2","","work-in-progress","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3104 - Corridor","Carpet tiles"
"b8de8ac8-cce2-400b-80e8-fcdd52f3b944","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3101 - CNM Office"
"a17b047a-69e1-4c35-8fb8-1c7a688f9451","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3101 - CNM Office","Preparation"
"3f6c79a1-76f0-4c73-adf7-3246bcfa9acb","","pass","Carpet Tile Installation","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3101 - CNM Office","Carpet tiles"
"8f06af1e-ca56-47fa-807b-118d511e8f91","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3100 - Staff tea"
"d1862f8d-3add-4a84-ad25-2f8824c98221","","work-in-progress","Floor Prep","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3100 - Staff tea","Preparation"
"d05c68d7-a40a-4ddd-8f8d-9550f52468c7","","work-in-progress","Floor Vinyl / LVT / Marmoleum","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3100 - Staff tea","Floor Vinyl"
"876589ac-c841-48a2-8601-5b5615648b04","","not-started","Wall Vinyl / Cove / Splashback","checklist","FALSE","FALSE","Site QA","Level 3","Zone 3 - A1533","3100 - Staff tea","Wall Covering"
"7bb984c9-e1da-4cff-92b7-3263f6b9ed94","","work-in-progress","","folder","TRUE","FALSE","Site QA","Level 3","Zone 3 - A1533","3227 - Equipment"
