"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d8e7b1fb-b4f1-4454-a556-22fd3f8450eb","","folder-normal","","","step","TRUE","FALSE","Site QA"
"b73585f3-6a5d-4801-b2d4-17b08f835ef7","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores"
"63480db9-bb30-4de3-8926-76a240b377b2","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower"
"593b99ee-69e1-4e00-b649-352b36ae0fbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Lift Cores","Tower","Basement 3"
"8a3f5c55-22d9-4eca-ab57-3a8b7879c3ee","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3","Pour 1"
"db1bb65b-948e-478d-8c0e-b83a15dcb72d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Pre Pour"
"5018dc6f-a5ca-4791-a08b-5d97186204f3","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Formwork"
"ddce5672-7dae-4410-a038-8bade9869ce3","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Add checklist"
"7839b82a-912a-489c-99f9-196b80e01e79","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Formwork Handover"
"82bdbbde-5be6-4a1f-8ca8-1f67d976c217","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 1","Formwork Handover"
"70e4c293-250d-4bcd-9f8a-c278cfa46a6a","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 3","Pour 2"
"45ff7ab7-c161-421d-82ca-ffdc20ead286","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 2","Pre Pour"
"1b54e247-dcd2-44ce-9d49-894f306bfa18","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 3","Pour 2","Formwork"
"d321a447-60e0-41b0-a833-1ef287bdc798","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4"
"c0b92e87-74da-47a2-b71c-35cdc08453c2","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4","Pour 1"
"a510bc35-33db-4e34-8607-5d04a84e047a","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 1","Pre Pour"
"2152df1e-c374-439f-abd4-e2aaa0bfa4c6","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 1","Formwork"
"ece228c9-b675-4c98-b351-93f4bcd66391","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 4","Pour 2"
"33b9820c-549f-4709-bc9e-9f6bcda7de35","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 2","Pre Pour"
"79637e8d-06f5-4491-ae7c-dba3e632ad9b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Pour 2","Formwork"
"dae9f438-e690-4bc0-b03c-abea9558840e","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 4","Formwork Handover"
"9e47872b-d5ab-4bf9-9974-26963dc5d03f","","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Upper ground "
"e423f577-99da-4a10-9bb1-b88d30bcb1ec","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Upper ground ","Formwork Handover"
"b0609c12-a4af-4017-b176-45f717e8410f","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Upper ground ","Pre Pour"
"15381559-ac50-4fb3-86cc-a11a91fecbb8","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Upper ground ","Pre Pour"
"a2d12e77-8956-487d-adec-ea2040f839e7","Unsupported Children: checkpoint-status Handover Completed(811113af-5e10-47bf-be0e-b6be86d66cb9)","folder-normal","","","step","TRUE","FALSE","Site QA","Parish Hall","Level 1 part 2"
"8f936420-17a6-4bb7-b60e-649f2c84f570","","checklist-flat","","Formwork Handover","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1 part 2","Formwork Handover"
"68019511-cdae-441e-8718-110bf823fd87","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1 part 2","Pre Pour columns "
"c73b6879-27a9-4bb0-9b4f-a5cc7a30cd77","","checklist-flat","","Pre Pour Checklist - Slabs","checklist-flat","FALSE","FALSE","Site QA","Parish Hall","Level 1 part 2","Pre Pour slab"
"4d06b0a4-27ab-415e-9091-de7f4cf86467","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)"
"3a06c2f5-4a67-4591-b042-82798a007cda","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1"
"04e16ebc-2369-4aaf-804d-dbe1f8fc5f9d","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1"
"3940d687-3d7e-4430-b2fb-5f102fc9258d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1","Pre Pour"
"9ab29a05-81a5-4586-87dd-0ab832cabc61","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 1","Formwork"
"a53d3e1a-3a34-4324-92ed-c31bb6363e76","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2"
"6ab8097c-b962-4ad5-8640-d7d2defb8efa","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2","Pre Pour"
"b8f58bf1-cfe0-4e5f-a886-0c0ba93326d9","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 1","Pour 2","Formwork"
"fe9e465d-c819-4d93-8e6e-923d6ec0131b","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2"
"1897e508-968a-4e44-91b0-641213df5c7d","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1"
"189a32f2-c983-406f-80db-26b719d3074d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1","Pre Pour"
"8522298e-c508-4523-b811-b19810964872","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 1","Formwork"
"10c40a4f-2605-4dd8-9228-9f8599cc3168","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2"
"2a8a5a15-4010-43fc-800f-8a90af789724","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2","Pre Pour"
"9efa6861-7079-45a8-a8bd-79adfdb9247b","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 2","Pour 2","Formwork"
"d5aec77a-af40-4dd8-89d1-75290184daed","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3"
"780f7012-a1c7-4154-a7bd-2f8ef5c6fd65","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1"
"8be81a20-331b-42fd-936c-5a1d7af1be03","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1","Pre Pour"
"a906886b-113f-4c46-9b3c-a4160acaf50e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 1","Formwork"
"91278809-cb73-450a-89c4-d66dac5dbadb","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2"
"346f520e-1f70-43e2-8afe-1d22e160f8bb","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2","Pre Pour"
"cf8166c6-0ae5-459d-8c8a-dd7a3c4d04e7","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 3","Pour 2","Formwork"
"77315b42-f8c8-48fc-8425-47807b8b6a83","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4"
"b44df031-7aa1-4374-a5dc-b74bed6db1a8","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1"
"b6799c07-cd1a-4142-9c76-972f9135c09a","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1","Pre Pour"
"714c6760-1584-4bf5-9404-43ed7931e348","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 1","Formwork"
"6f0037f3-2145-47b5-829e-930db99ce1b9","","folder-normal","","","step","TRUE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2"
"011e3328-bb3c-4720-ae2a-befce7c0cad7","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2","Pre Pour"
"a9d24eac-58e3-4795-9ed9-56ba6ee3e925","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RAC (Residential Aged Care)","Level 4","Pour 2","Formwork"
"1a91678d-dbba-4817-8dca-83c3329a32c6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)"
"38209a5e-1aac-4983-9447-8ca1a9fa70b7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5"
"6ef7da20-efec-4341-9fad-a0ea19fa89e2","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1"
"808dffbf-4ff7-4138-ab21-83911082f14c","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1","Pre Pour"
"f7b806cf-2f03-4020-a6ef-28789d7fc6c2","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 1","Formwork"
"51a88903-7ce9-4992-a2d0-e6976a5908cd","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2"
"5de0d012-4c51-406d-8fbb-6a9d496f880b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2","Pre Pour"
"8fbfca5a-a084-412b-9082-daca657bc786","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 5","Pour 2","Formwork"
"56f583b0-a590-4b92-86c2-a192a30967e3","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6"
"773647a4-8f67-426b-aba3-0f84c85ad132","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1"
"3e35b790-e8ae-41ce-9303-5c4171936279","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1","Pre Pour"
"a43fdbaa-e0ff-4b02-aab6-a8738023254f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 1","Formwork"
"9c82be63-e256-4a47-a98e-efd251200bb9","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2"
"ba186a0e-a706-414a-ac2f-99b28b570ab2","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2","Pre Pour"
"1978c8c5-1e9f-4a0f-ac96-e97a1633420d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 6","Pour 2","Formwork"
"5dfc29bd-8bca-4e62-bf22-d13ec93a702d","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7"
"d55543c6-e859-40cc-b41a-f33a698b42db","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1"
"3347471c-1464-46af-8880-b0a4c9c12be1","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1","Pre Pour"
"cd5d53da-9c4f-4934-997f-b42dd4ec83d5","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 1","Formwork"
"8410b6e2-c866-4ed4-9d0c-e6da77db1863","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2"
"1fca2737-6a28-4f91-a79a-9b16f5a3db7c","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2","Pre Pour"
"f023cb89-f931-423c-b3aa-1fe9d0bd06e0","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 7","Pour 2","Formwork"
"37212b19-ecf7-4ba1-84f1-54bf7a30ade0","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8"
"f56a58c5-13f6-44a8-9671-6951d95c5139","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1"
"dd4ee4fe-4c4a-4e90-993b-d0aecd393d87","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1","Pre Pour"
"474d3c56-64a5-4da2-93ba-f8c06dc393e9","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 1","Formwork"
"357c3c77-94fe-4220-a268-da6f1c3cb80f","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2"
"74dffdf0-be80-4952-9b2b-e2027f7b7ebd","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2","Pre Pour"
"f68e0424-f8f3-4ad6-8309-f6a22ca231be","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 8","Pour 2","Formwork"
"77668cde-c2f8-466d-b87b-ad75ba69d2db","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9"
"f689e73b-cf6a-4524-b4f8-e96032d1e90a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1"
"5d453c08-6ff4-403a-ab92-d0a9bd6b07cf","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1","Pre Pour"
"671e83cf-331e-4f42-a814-c87e76bf893d","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 1","Formwork"
"7d16fca3-7f59-4b9d-9e72-f4e34b128a48","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2"
"555d1bae-5980-40a5-bb08-cb0f18b1fe35","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2","Pre Pour"
"30c879f5-5b5f-43c5-a174-738803e32ceb","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 9","Pour 2","Formwork"
"30981aff-e9c6-46a7-b5e1-a9d00d89f2e6","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10"
"dd23dbab-875b-4ad9-8990-2600358c6cda","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1"
"2a0e8a90-3831-43ae-9b5a-775608abc465","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1","Pre Pour"
"23fb5f58-15c5-458f-9523-79d34be1aeb5","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 1","Formwork"
"58caed62-988b-48b2-9603-201dfc3ec6c7","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2"
"07b2255c-ce3f-43a7-baaf-7147421bb145","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2","Pre Pour"
"348de2e3-c40c-41cd-b476-af33c2a7252e","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 10","Pour 2","Formwork"
"7c159adc-1eef-4f80-84e4-4c15564d5794","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11"
"aed004a1-6612-4ec6-a054-49558d2a714c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1"
"b0546ed9-19c5-4cb5-8f04-0f178ebfeaec","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1","Pre Pour"
"2b3d5727-95e3-4ca4-a536-dc1647320db1","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 1","Formwork"
"e613c108-cbe0-45dc-ae44-4966e8c54f8e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2"
"5658cc02-fbb2-43b4-94b5-c26dbc3ef199","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2","Pre Pour"
"20380a3a-9b5c-4273-b8ae-0ac49cd9d3ef","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 11","Pour 2","Formwork"
"86d34d88-009d-46d2-b7f6-2795fbe12471","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12"
"a0ef70dd-f222-45fa-af03-b2f548168edb","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1"
"6fc197e3-8512-44d2-a573-ea4d80ca2c71","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1","Pre Pour"
"38aecaed-a357-4acd-9da9-3c4b244a2973","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 1","Formwork"
"dc70e11f-c50a-42d7-8b4c-e8444ac6f4ac","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2"
"170f66ba-7ce4-49ad-afc0-6c5d91285396","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2","Pre Pour"
"7b97a545-58b3-42a1-b12a-26175f24235c","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 12","Pour 2","Formwork"
"85e92bec-3770-4630-b73b-1246c00a64c8","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13"
"705aaa04-a57e-45b6-b2e1-2386015f8c4c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1"
"0fe08498-b715-4898-989e-e647ee13d85b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1","Pre Pour"
"e9208ae0-4b6e-4082-828c-40cc79011357","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 1","Formwork"
"6d70f95b-396e-4e25-b8a6-d82614fea9eb","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2"
"a2f3b83c-fa82-4b52-ad05-3407f92269cd","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2","Pre Pour"
"5f166788-3034-4a4d-bb6b-c4d5834f3ea7","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 13","Pour 2","Formwork"
"971cbd27-72dc-4064-9500-3aef1e1e1e7e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14"
"d23d3c62-0382-4fa5-861e-dbf99f859c17","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1"
"5a7e0aed-8440-400b-b6b9-1bfe6e15af69","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1","Pre Pour"
"6501d23b-fd54-46e8-9126-c313d65a2d13","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 1","Formwork"
"312dcb21-cfad-49ad-a421-f3cce2ced805","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2"
"d6dbd2d3-913b-45fe-9529-d8503d5b323b","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2","Pre Pour"
"49fb164a-3931-4845-a782-579b056a3c73","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 14","Pour 2","Formwork"
"d89a80a0-e6f0-46fe-aedd-485cd7f2f61e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15"
"c52fd0a6-aa7c-42ef-9af4-f4d29599083a","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1"
"ecfe6cfa-c1af-4f90-872b-b2e834b6a94d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1","Pre Pour"
"b32139c1-04f4-4a5c-bb5e-c11ebf6c398f","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 1","Formwork"
"a0545437-90d9-4ecb-acff-4aeee64a1b73","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2"
"ae411b25-5730-45a9-9f14-dd46c865c429","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2","Pre Pour"
"950d4d43-1a5e-4496-a905-37003f3b8afc","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 15","Pour 2","Formwork"
"16083dd1-3245-4b71-b13c-f2d3a10ba7f0","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16"
"ccbee8ab-e90c-4cb8-9633-2d79b132a5ef","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1"
"e2e62562-30bb-4e96-a3d5-d03a07254599","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1","Pre Pour"
"1cc0ed9f-fa44-42cc-bcf9-02d6ef8a8785","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 1","Formwork"
"9f06a66c-36b2-4e22-af2c-898bbabe8abe","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2"
"8ddc895c-ba04-46b8-a369-d105c703674d","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2","Pre Pour"
"6243d854-4022-45bf-8faa-6855ae247927","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 16","Pour 2","Formwork"
"4690c4b5-db4b-43b0-a262-752ab96ced25","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17"
"d09c5672-bbc1-4a45-8981-a05305560494","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1"
"485d3b1c-f662-474a-a9b1-01c6b246e5e7","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1","Pre Pour"
"1c920387-f203-474c-9845-8d955c473af7","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 1","Formwork"
"6d788df3-fc23-40c0-98b3-af01a3c2463e","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2"
"b339136e-6546-4256-ad68-fdeeb6e4b51a","","checklist-flat","","Pre Pour Checklist - Columns","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2","Pre Pour"
"1ac96bd2-b946-44f4-966b-0f0844531ac9","","checklist-flat","","Reinforced In-Situ Concrete – Concrete Formwork","checklist-flat","FALSE","FALSE","Site QA","RL (Retired Living)","Level 17","Pour 2","Formwork"
"b7116482-38b3-4667-8f85-d144a373012c","","folder-normal","","","step","TRUE","FALSE","Site QA","RL (Retired Living)","Level 18"
