"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"32dd5aa5-4efc-467c-9954-cbe9e1746993","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure"
"24c0ff89-1837-475f-883b-64d2b1d2ef70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1"
"17ff1078-0546-47c0-b6ae-d267062d4fc7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Level 1","Structure"
"6c3e80c3-565b-4593-991c-dd6a99801fc7","Child Component(a2cc7f90-222d-41e8-8547-29ba63091be9) -- Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checklist-sectioned","pass","Structure/Concrete Checklist ","checklist","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB"
"a2cc7f90-222d-41e8-8547-29ba63091be9","Child Component Specified(615f4ec9-6a4b-44ef-b296-ca84a0f15886): DataPoint Select(b0d3ebb4-f892-45b9-9abc-8722bd4fd26a) has hidden property unsettable:true","checkpoint-group","not-applicable","","","FALSE","FALSE","Structure","Level 1","Structure","Concrete - Extension of pile to grid 212/ AA-BB","Component"
"8a051c4e-24fe-48d0-9176-beaabd387a5e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"ba80c642-151f-4d35-b55d-d7c09d2637f5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"967482c6-40f6-46a8-8c7d-c89b9c29df21","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 1","Bulkhead Install Section","All works completed, reviewed and approved"
"b5d4c487-8477-4357-9f5e-f34bd86f9159","","checklist-sectioned","pass","60ebbdc8b4b425f4da84aba2ce0f20a806b27545794103b49db07148fd0d5791","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2"
"da015f28-ee7d-4b73-af24-5ad30d1bc14d","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)"
"4d244840-f3ab-4f1a-9148-889f31fa7946","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)","All relevant drawings and revision numbers checked and attached"
"ef3ac2e6-6fce-4b01-bc41-9f427ad1bdb3","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)","Location checked and correct"
"ae65bcd7-60be-4899-b414-c0cf28127373","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)","Dimensions checked and accurate"
"d45983ba-e25c-404a-8c29-268edb86a4b2","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)","All elements securely fitted"
"5933ff1d-2e3b-45ab-a9e9-74695e7af2c1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Seismic Install (Beam Bracing)","All works completed, reviewed and approved"
"cbb2652c-cfae-4ce4-a0b9-91f697bc8740","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section"
"f59754bf-5ba8-442f-867c-97946bbaef89","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"0882e178-54c9-4897-99bd-b9019f320903","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"79da5b78-ae91-4e91-8abc-e168e71ee0ad","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"e1a72e85-c5fe-4c12-8d13-9623a104db50","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"ff9a11ba-2962-49bc-b5f1-7c18bdf10d2d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"a1b5380a-b098-440b-96df-0374dacfd684","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"440747c0-5292-40b0-8ccc-548bced27bb9","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 2","Bulkhead Install Section","All works completed, reviewed and approved"
"80e6e590-39f6-44d9-9848-7027f00de5ad","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3"
"3245ad0e-9db7-4a04-b9ce-24d097a6f6d0","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section"
"cc68cfbc-a10d-42e9-9975-78e0734ac4b1","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section","All relevant drawings and revision numbers checked and attached"
"8b7780cb-6717-4335-867b-f3b02d67cb71","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section","Location checked and correct"
"0edeb22a-d06d-4bcf-ab4f-61d5f91a05ab","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section","Dimensions checked and accurate"
"8bb657a4-903c-45b2-baf8-3df5fc6d8879","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section","All elements securely fitted"
"e8781ce3-fde5-4e71-bc21-152f58f0c72e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Seismic Install Section","All works completed, reviewed and approved"
"a5f42864-b3f6-4312-85cd-d6a34674133d","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section"
"82b82720-14e6-451a-80c8-71b97762fe26","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"62aaffd0-6cea-4d4a-b798-2bf24fb00d62","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"3941a549-a4ec-4d50-b775-d219186df45b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"e0390bad-efd8-46a6-b077-324ce14694ab","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"83e7fa5f-5d15-4fd5-9c3e-a59ce97dddf4","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"f460e359-89ab-4753-a39c-536f543ee8af","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"9ea4a871-6c4e-4e72-98c0-ddf8be21ad54","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 3","Bulkhead Install Section","All works completed, reviewed and approved"
"de210fff-a1c8-44c0-a00e-b55ab2ca12ed","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4"
"08e2c936-21d6-47fd-ab82-22e5535d744d","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section"
"0938da8a-4f2d-4dcc-9352-fdd8bff44f4b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section","All relevant drawings and revision numbers checked and attached"
"e1e375ae-a37e-4294-9dc0-76da47f1e3d7","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section","Location checked and correct"
"d3628ad0-6dee-4b7f-9558-15c6bbaca5ec","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section","Dimensions checked and accurate"
"78677497-6554-453a-845d-b66d9e722c59","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section","All elements securely fitted"
"da7a7d4e-de4f-4685-bba1-0973829e590d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Seismic Install Section","All works completed, reviewed and approved"
"206547d8-699f-409b-a409-cda81105eb57","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section"
"d360228e-7bc2-4767-86a7-8a84d5f95933","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"41bb9459-1b44-450c-ac93-28d28ef51448","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"709dceb6-923d-44ee-a09b-ede7aeb6cfba","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"7f5b7df0-acdb-4073-a0da-ffe33f405683","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"8eee8ea0-9c32-43f1-bc48-79874799f1d5","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"d2c81c8b-0657-4b1b-8441-0e77784a0946","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"41db9df2-8c34-4921-ac60-642333bc2fb9","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 4","Bulkhead Install Section","All works completed, reviewed and approved"
"54867a01-1021-427a-9dcf-eda54424ba5e","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5"
"ed88c031-142d-4943-923a-a416da6dc937","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section"
"ffdd1149-2b49-4cb4-8eb3-6143b4ccf002","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section","All relevant drawings and revision numbers checked and attached"
"5e0127fa-e51f-4f22-accd-b04018756c79","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section","Location checked and correct"
"d55a89e9-1d6a-428a-b70d-109902d28592","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section","Dimensions checked and accurate"
"a4984ca6-5816-469b-ac9e-75259f6d00b4","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section","All elements securely fitted"
"28f2c2bf-95e9-453f-b14d-587424302e5e","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Seismic Install Section","All works completed, reviewed and approved"
"76f9ed9b-485f-4a6f-bd3e-0389b674d97b","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section"
"60fde416-79f1-4a15-9638-154e0799b350","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"a9485ceb-add7-4ad8-bc51-23292e0b70f4","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"7ae13a2d-f67a-4eb9-8692-494b9feb6078","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"5fbc16d5-354a-4258-a14b-55347274e8cb","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"a50e394b-e568-46af-9844-a117287750cc","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"b58ba49e-d0a7-4067-b01d-2fea25e51c0a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"22e2d983-7bc0-4f4e-bb73-dead9d758876","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 5","Bulkhead Install Section","All works completed, reviewed and approved"
"dbf64a45-9b00-4f96-ae9d-ad72437ffe4b","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6"
"4101b47c-c4fc-4ca0-af5e-6ce8d71ed617","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section"
"0c5fdd54-1606-488d-9e1e-880b0ae0ca59","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section","All relevant drawings and revision numbers checked and attached"
"2d82aaf3-e5eb-4e56-881c-b32b69de727c","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section","Location checked and correct"
"b2ad85af-1be3-49fd-81c6-b3f0bc0f9497","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section","Dimensions checked and accurate"
"58f7eaed-d2b6-4610-85b6-73fca40d2176","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section","All elements securely fitted"
"375bd644-a6fd-42a4-9029-ceeac8208c4a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Seismic Install Section","All works completed, reviewed and approved"
"110bc231-b70a-490c-ad2f-ec5ff0326b12","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section"
"9852ebf4-0432-46b6-886b-a6783579540b","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","All relevant drawings and revision numbers checked and attached"
"99afe38c-3a20-498a-a9a1-787c34a74b68","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","Is setting out and construction according to grid and datum?"
"19ba689e-cc09-4a0e-8418-aa8bf41aae62","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","Is AFFL height following dimensions in the drawing?"
"5e532bc0-aa1b-4646-96d4-756f36adfb7f","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","Stud / Nogs spacing and height according to drawing?"
"04eb60f7-1bdf-4948-83e6-53744717877d","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","Is DPC isolating timber / steel plate from concrete and steel structure"
"36e95918-2cd4-4d82-b3dc-c35b4b27d548","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","Is bracing according to location / set out / height according to drawing?"
"a0f75090-cd94-4c94-b6fa-65711666998a","","checkpoint-status","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 6","Bulkhead Install Section","All works completed, reviewed and approved"
"9806f486-8208-4a49-9380-aefa3e1abcad","","checklist-sectioned","pass","af79dbbbc5f9d9726fc374ac6ec35a8da59fda9f7fd83667928b97c54d3a5db0","checklist","FALSE","FALSE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 7"
"2d1c829e-872a-494f-b707-a36ce3527e7a","","checkpoint-group","pass","","","TRUE","TRUE","Fit Out","Level 2","QA","Bulkheads & Seismic - Level 2","Zone 7","Seismic Install Section"
