"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"9aeeb75e-2990-4433-abb7-04b602991abd","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park"
"ac62c71a-1631-46a1-bcff-3e4936234cdb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Multi-Deck Car Park","Level 1"
"131c15a9-6a27-4bbf-a72a-2c8cf5f13f4f","","checklist-sectioned","not-started","ITP-212 Testing and Commissioning","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning"
"4b34daeb-291a-5a8a-a866-bf29b0457a8f","","checkpoint-group","not-started","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-212 – Testing and Commissioning","Safety"
"0b4768b4-b86d-58b7-98c5-f72b49155da5","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Cast In Items","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"f6b9d8da-4da9-56a7-a297-ed74c025187c","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Conduit Installation (Covering)"
"01a462e1-d3dc-5178-98fc-f03480c44528","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Conduit Installation (Covering)","Ensure sufficient concrete cover can be achieved"
"f05011b2-01ca-5b51-8046-e4f8d6759dfb","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Earthing"
"49738996-e598-53d7-a0bf-fdf6b2e6e814","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Earthing","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"dcb01b48-9e55-59a5-94de-f484ceb47495","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Concrete Pour"
"8cdfc85b-8e8f-5ef4-823e-12735131804f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Concrete Pour","Observe concrete pour with particular attention to critical area"
"25f8c78a-6b8e-573c-952e-0420249b23e9","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Final Inspection"
"267e2124-e307-5f83-8c6e-128ba679be5f","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"ae5ecc26-b5f3-50cc-93f7-36bfdbc6de8c","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Core 1 Landing","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"41cb4e56-12c4-4904-9e81-695d8e4ebb90","","checklist-flat","pass","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab"
"a561ddf0-4644-5fa5-ab58-4c479c65ff3f","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Attach any relevant photos & documents"
"95e1c617-44f4-571e-8273-c494a5919366","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","No Structural Implications"
"2e6acea3-8e99-56b7-96f0-03041d434a6e","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Marked Out Correctly"
"88739dc6-5a6d-5c7c-933b-1a9409c82563","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Glued & Tied Securely"
"3c6994c8-dcbc-5407-a5d1-ddb58978068b","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","As Installed Drawing Attached"
"40463940-6c82-5b1d-bc86-66638a309a6c","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Ends Capped"
"81614ea8-aa1e-5a60-9f48-7048b3e206b1","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Signed By Installing Tradesman"
"15aa659f-c214-5618-a6b0-c1cd87852922","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Ensure photos are taken"
"46d2a0f9-62fe-4335-a622-163a43b12441","","checklist-sectioned","pass","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab"
"25a855d7-8b81-5284-9320-abe6fe7b6ce1","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Coordination"
"b5868b7c-ec72-50b8-8160-f7341b9e91cf","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"e23d800d-0866-5b4b-83db-69b70aafaf96","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Coordination","Prior to installation submit conduit shop drawing for review to the satisfaction of structural engineer"
"8992033d-142a-5907-870c-98f4379b60db","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Metering / Setting Out"
"c9edc807-48b3-57a0-9908-87145ec71051","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Metering / Setting Out","Ensure that the latest service drawings are being referenced"
"9572f406-0064-527b-acc5-8344b5bcf8f5","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Metering / Setting Out","Ensure that the latest coordinated drawings are being referenced"
"162e19db-23ab-5f6a-ad54-b4159313773a","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Metering / Setting Out","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"e1a00fa4-d3e2-5b29-ad6a-b2eca80e3c09","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Metering / Setting Out","Engage certified surveyor for critical set out works"
"38b55df5-8a7f-550f-8486-bfb6a85a1a77","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Selection"
"2274d30e-b5e7-5c84-b6a6-be841bb8e9ef","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Selection","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"f9d82736-0fd1-5ab2-a4a8-9ee11db67d9c","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (General)"
"99db68d0-b1fd-5465-9691-a50a00d3b6f9","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (General)","Conduit to be measured and cut using correct tools"
"091fee42-ea83-52d5-982f-8b9cad761199","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (General)","All conduit bends to be sweeping using bending spring. Or large sweeping proprietary bends"
"1c128fe3-6f8d-5e71-be1b-44f065d56bd0","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (General)","All joins to be glued using PVC jointing cement"
"9e0defc4-86e9-56fd-9e58-17f67772c48b","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (General)","All conduit boxes to be correct type with correct number of entry points i.e. 2way, 3 way T, 4way"
"63f4ae96-055a-5485-a935-b22a86400c51","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Fixing)"
"908ef555-df9a-52c6-b7d0-8a996e46359f","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Fixing)","Ensure entire conduit installation is fixed to steel work using tie wire"
"d12cda5d-ee60-5f48-91fd-e01fbc3272b5","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Fixing)","Conduit should be tied to bottom mat of steel"
"dba052df-be93-5201-9afe-b6a2094b8756","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Fixing)","Ensure conduit installation is supported from deck over entire length"
"7cc77b9d-b762-5614-82f9-771692aacd01","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Cast In Items"
"b15a12da-5af0-5837-a206-f261abee88d9","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Cast In Items","Ensure that the void/materials are fixed securely at its final location with the correct dimensions to allow the final equipment to be installed at FFL and Adjacent to walls Floor Boxes & Cast in Light's etc"
"5eccc7f7-2608-562a-88d7-21789f2fcb31","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Covering)"
"625d51c4-1330-57b4-89f2-861027fc0475","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Conduit Installation (Covering)","Ensure sufficient concrete cover can be achieved"
"d5f3b707-0ef3-5589-aeff-3a6a3a0e736f","","checkpoint-group","not-applicable","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Earthing"
"1122501e-aea3-5653-a244-a0724e3aa2d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Earthing","Ensure that if the slab may be used as a floor for showers and bathrooms have an equipotential bond to the steel reinforcement."
"80d6b303-8682-5fc4-94f1-a5adfb4242a6","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Concrete Pour"
"52c6136d-0740-59d7-a6cc-d64232e4c5d9","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Concrete Pour","Observe concrete pour with particular attention to critical area"
"3f76c7d0-5698-540a-a6ef-7aab2532f92f","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Final Inspection"
"f9e65997-fe95-5af9-b1d9-a4f48ad6c8fd","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Final Inspection","Ensure that all changes made to the original drawing have been marked and noted on the Working Drawing located in the Site Office. These drawings MUST be kept updated for use as As built drawings."
"55c7b93b-75e6-501a-a50b-cc5d66fd8a39","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 In-Slab Works MDCP Level 1 Core 3 Infill Slab","Final Inspection","Cross check and verify that the As Built Drawings are Complete and Correct"
"0666d7b2-ee68-4584-b63d-a372adbe5606","","checklist-flat","pass","ITC-216.1 In-Slab Works","checklist-flat","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6"
"926e0d36-b1e6-5fc4-a565-ce8c72765c59","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Attach any relevant photos & documents"
"2f8dd2a7-741f-5228-baba-ea63f46a1b73","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","No Structural Implications"
"ac9ec13f-7d55-561c-a862-89be07048198","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Marked Out Correctly"
"f00a84cb-b577-5732-8619-a2170fbedbdf","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Glued & Tied Securely"
"4e87882a-879d-5996-9c6f-7a83ddaf62c9","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","As Installed Drawing Attached"
"ba775ac6-8930-5563-9f13-318c5cc4a89b","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Conduit Ends Capped"
"5d6a3294-e1af-5154-bc73-64d92ad31533","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Signed By Installing Tradesman"
"c6507245-3c0e-539f-a9e7-b2ae66d46291","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITC-216.1 Level 1 Pour 6","Ensure photos are taken"
"7d6e43a2-ac30-46df-8bc6-6e169c585a12","","checklist-sectioned","pass","ITP-216 In-Slab Works Installation","checklist","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6"
"2ad42d3a-f8e6-591f-b870-fae734b25d67","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Coordination"
"646a049d-60cb-5bf5-a807-2a6957f749a2","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Coordination","Ensure that all new installations have been coordinated with other services, both new and existing"
"113b5216-60db-5712-a7b5-12fa3a536a11","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Coordination","Prior to installation submit conduit shop drawing for review to the satisfaction of structural engineer"
"d035fa1f-66e6-5a13-8cd0-cbeec425275f","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Metering / Setting Out"
"a7c28242-9e90-5dce-a6c6-7a3073b1347e","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Metering / Setting Out","Ensure that the latest service drawings are being referenced"
"331d439f-2276-5cea-a837-affcf467ddd3","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Metering / Setting Out","Ensure that the latest coordinated drawings are being referenced"
"1dde4f98-80eb-5332-9673-8a337ec71a63","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Metering / Setting Out","Ensure correct datum points are identified confirm datum points with building works supervisor. Use correct set out measurement tools and equipment"
"a5507d85-7fed-5bba-b08b-9bba510bdb11","","checkpoint-status","not-applicable","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Metering / Setting Out","Engage certified surveyor for critical set out works"
"19fff3fe-f636-534b-a1b3-41b59919f574","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Selection"
"ce4a5e4c-087a-5383-bb2e-4f37995dec3f","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Selection","Identify circuit to be installed, confirm circuit cabling requirement. Select conduit size accordingly"
"8b9ce946-31ea-5b00-8f78-758d2a817120","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (General)"
"f919c903-5b08-5e82-851b-ec2a660f9fcd","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (General)","Conduit to be measured and cut using correct tools"
"d11f60f4-72e1-5331-9e4a-4346ce2b6689","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (General)","All conduit bends to be sweeping using bending spring. Or large sweeping proprietary bends"
"6d8674c2-bea7-582d-9491-320a48d8c6aa","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (General)","All joins to be glued using PVC jointing cement"
"08370bb8-8d1d-504a-9c5e-7666a3fd4ffb","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (General)","All conduit boxes to be correct type with correct number of entry points i.e. 2way, 3 way T, 4way"
"ca26f662-d828-5cd1-a523-664c7ee8c3f7","","checkpoint-group","pass","","","FALSE","FALSE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (Fixing)"
"d692927d-f55b-52fc-8f24-db316dc34756","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (Fixing)","Ensure entire conduit installation is fixed to steel work using tie wire"
"c8e0c252-0d78-5e26-b5c6-f9f447284289","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (Fixing)","Conduit should be tied to bottom mat of steel"
"9fe00054-67db-5674-bf3f-5da9f0d813f6","","checkpoint-status","pass","","","TRUE","TRUE","Multi-Deck Car Park","Level 1","ITP-216 Level 1 Pour 6","Conduit Installation (Fixing)","Ensure conduit installation is supported from deck over entire length"
