"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"aedc3686-8bc6-4aa8-a885-f82f6d643319","","checklist-flat","not-started","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"af11d9ce-762a-50b7-844f-5566b82978c1","","checkpoint-status","not-started","","","TRUE","TRUE","Job Details","Project details entered below"
"bafcc70f-08f3-4d78-8bc4-b55b930ecc7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture"
"1a39be66-eb87-4e74-a29c-706688e2ee27","","checklist-sectioned","pass","2e38763aea9cfef5386e9c397d1b9c4d03d3f1e56a7b082a6dc0712abde9da76","checklist","FALSE","FALSE","Precast Manufacture","Weld plate details"
"881fc2f7-4624-56d5-9fe5-7055b7581f7d","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details"
"ea7f4ad4-bffd-52af-9c67-f8eeef48f33d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Edge Detail"
"827675aa-3982-5083-b119-c9b76b38d07f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Bar Projections"
"93529ee4-6443-5c7e-8fc2-54a1d59d0bc8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Weld plate details","weld plate details","Cast in items"
"9d8622e4-44ed-41fa-b549-4ebc86b9c5ef","","folder-normal","work-in-progress","","step","TRUE","FALSE","Precast Manufacture","Panels 1 - 30"
"0880abe4-1680-46d9-8392-b59e4af53caa","","checklist-sectioned","not-started","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 1 - 30","Panel -1"
"b34683d2-3c28-576b-8188-83c8add0bd68","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 1 - 30","Panel -1","Pre-Pour Check"
"9b856476-82d4-56ce-8d2d-af30ca6b1e35","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Concrete Works","Bridgeman Sample Taken"
"8180b363-2217-5538-a4b9-d68b1ba7ffb3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Concrete Works","Supervisor Approval"
"1a49fde2-34f0-535b-9925-5f49d87a375a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Post Pour Check"
"b0a73451-d0dc-5ea3-b9a4-afe583e56473","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Post Pour Check","Edge Detail"
"077e6314-e843-5107-b9db-843399e69c97","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Post Pour Check","Bar Projections"
"229ff3ba-f1ff-5358-8044-1eeb9abec34d","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Post Pour Check","Cast in items"
"9c9e6170-ab04-5f7c-ba5e-86fd0b714283","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Stripping and Stacking"
"846f14d1-7324-56b3-be4b-048d1f4f7d66","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -35","Stripping and Stacking","Stripping & Stacking"
"e9f54de5-b33a-4544-8643-20f412ea042e","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -36"
"b667eecf-9b96-57f5-8080-ba02443aca4c","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check"
"5152faf0-9713-586d-bd8e-1dfb7bc57909","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Dimensions"
"2ff00416-f117-570e-ba6e-f859ee1612a0","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Mould Clean"
"37b66379-3663-53e0-9f5c-3f91d6f33f41","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Mould Oiled"
"ed6b3a01-80eb-502e-9872-c6216d1e030f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Mould - Workmanship"
"492dd768-e55e-5231-ac48-cddedbf2c961","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Reinforcing"
"ab6771af-e6e3-5e62-bf25-e337655de1af","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Cast In Items"
"58d1e7cf-50d3-5323-9107-977af7681528","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Marker Position and No."
"82be8195-0731-5b4d-a31f-a38b26d62fa3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Pre-Pour Check","Make mould to Green Status"
"39b27716-6c99-5fab-ad4e-f3bffa0841d7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Concrete Works"
"dc96d5bd-0c3e-550a-b142-e6f7dc98ad71","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Concrete Works","Concrete Works Details"
"c5989497-749a-5324-89df-5eabaa0318cb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Concrete Works","Wilco Sample Taken"
"5830ab9b-b6f3-55ba-92cd-d80d8352c453","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Concrete Works","Bridgeman Sample Taken"
"a387813b-042a-5d48-8e46-90fa7ff63273","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Concrete Works","Supervisor Approval"
"d2e60ae2-b8d5-5bb3-9688-6258527aaa6a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Post Pour Check"
"b376bc25-afbe-5ddc-8a82-c1adf06b9fda","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Post Pour Check","Edge Detail"
"4bef5941-cfa5-51f4-919f-55ab65548518","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Post Pour Check","Bar Projections"
"85002aa9-eb5e-5a2b-8514-3617762c6f40","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Post Pour Check","Cast in items"
"5574f303-833e-5bca-b468-6f52b1d9d009","","checkpoint-group","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Stripping and Stacking"
"5461a5b3-a895-5961-94c4-a8293e394a34","","checkpoint-status","not-started","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -36","Stripping and Stacking","Stripping & Stacking"
"77b3d8f9-6798-4a74-93fc-a4c688a189c7","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -37"
"219a9c01-ab68-5bf1-8c83-dcb9f66f0c01","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check"
"560865a0-114f-5ecc-a750-0f2db2b32b76","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Dimensions"
"4eedfd26-5e1a-5064-99ad-e599016009dc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Mould Clean"
"2bbc8092-c5a6-51d7-ac3d-0584dc75370f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Mould Oiled"
"a3cdd5e4-17cb-5175-a54f-b50e980c010e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Mould - Workmanship"
"472da25d-7887-569f-bda9-450c7a80f9a8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Reinforcing"
"7525cd2f-0e3b-536c-9255-f78cccda8b21","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Cast In Items"
"86f0ec11-edc4-5422-9111-dcaef1db6390","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Marker Position and No."
"8dc29162-9573-5fff-a723-9402b626d123","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Pre-Pour Check","Make mould to Green Status"
"90b328d0-b996-51a1-a8d3-fe49c40092d7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Concrete Works"
"c44659f1-b34f-5ee6-99d0-4b59e14161ea","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Concrete Works","Concrete Works Details"
"b882f25d-f69a-5db1-acf4-afd7a6396eb5","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Concrete Works","Wilco Sample Taken"
"bb5d3911-7617-5dce-8ff9-099cd21cb1d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Concrete Works","Bridgeman Sample Taken"
"8d900a2d-c60a-555c-a1e8-fe31768069d7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Concrete Works","Supervisor Approval"
"54b03d6e-b777-5801-807e-7ade92121ae3","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Post Pour Check"
"360b596f-2f1c-5527-b531-92deb7f45b68","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Post Pour Check","Edge Detail"
"8a325a82-6698-53b9-a792-4dfd8a9ee3c1","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Post Pour Check","Bar Projections"
"5465a156-dc53-51d5-a05c-857c0c49212f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Post Pour Check","Cast in items"
"af499fb3-6753-532a-8f72-f3a48f41e37e","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Stripping and Stacking"
"a76755d9-c250-5ea6-9e82-aad0bb2b5f20","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -37","Stripping and Stacking","Stripping & Stacking"
"b00c6453-9448-4a72-b275-194f8064231d","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -38"
"298d36d2-1a52-5e65-a1ed-8b3f5ea11a37","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check"
"2c7bb4c4-1e12-56bf-b395-c88752265a13","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Dimensions"
"6295da65-7c3f-5986-98eb-6001ced10e2b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Mould Clean"
"1f38218b-2129-54e6-9d5c-a623e87774f9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Mould Oiled"
"b85affea-cb63-55e5-a85b-6a06fb47510a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Mould - Workmanship"
"88ad3b37-9f46-5e24-a495-e03a912194b4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Reinforcing"
"7bade7fd-b92b-5673-b5a7-8300740b31a7","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Cast In Items"
"4bb60fc0-202a-55b8-9a21-a29a1d6e6bda","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Marker Position and No."
"5606a6b4-8b5e-53a7-8010-520a2c590dfc","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Pre-Pour Check","Make mould to Green Status"
"c9a53502-7760-509c-a50f-0dc89be08b27","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Concrete Works"
"c6eada52-82ea-51aa-9bc1-cb73239937f4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Concrete Works","Concrete Works Details"
"9b7025e2-3db2-51fd-a26b-ff078865fa68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Concrete Works","Wilco Sample Taken"
"ff85aceb-63ee-5dba-b272-49900eac01c6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Concrete Works","Bridgeman Sample Taken"
"fa13cd9d-2878-5fac-9b22-a6710e58f184","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Concrete Works","Supervisor Approval"
"65151916-7423-5864-8dae-862964d42fd5","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Post Pour Check"
"64ac1c48-0235-5f03-88f3-a3dbcd433283","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Post Pour Check","Edge Detail"
"c11e4819-954f-561c-a063-e37083ff6a62","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Post Pour Check","Bar Projections"
"89b98d86-45ed-5290-91ba-b1734ea88318","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Post Pour Check","Cast in items"
"a710b622-d858-564d-ba2c-a16e1860a8f9","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Stripping and Stacking"
"04f62637-2c41-58d9-9f97-6c3439067bd3","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -38","Stripping and Stacking","Stripping & Stacking"
"0f008284-8b54-458e-a2e8-b18d931cb6db","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -39"
"3e6f2e5d-49fe-5367-b4f5-9400c168a7a0","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check"
"54ec5b43-366e-51b7-b77b-14dcfca3a167","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Dimensions"
"00569a69-4289-53b3-91e3-62ce9c45209e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Mould Clean"
"724ef7c5-7637-5d3e-bb90-3bed8c8a2a1b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Mould Oiled"
"a2bd3730-1c1b-5161-92ff-4b9678b79a8e","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Mould - Workmanship"
"5c3c91d4-cda4-53fe-8b66-2439ab2af46f","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Reinforcing"
"2d804bc5-f80e-5bf0-828c-d9616fd1e0b8","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Cast In Items"
"7d865301-ec76-51b9-a055-fd9078368bf4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Marker Position and No."
"04017986-96fb-55be-b0f0-6321080bcfb2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Pre-Pour Check","Make mould to Green Status"
"6ada1478-4b23-51ac-b228-61409a65a8bd","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Concrete Works"
"b9032977-439f-5108-ae52-69a4e6689393","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Concrete Works","Concrete Works Details"
"7e402778-20f9-5f51-89fb-a7a7a39b8633","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Concrete Works","Wilco Sample Taken"
"a88e5e69-5bed-5b58-8b8e-14720516910f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Concrete Works","Bridgeman Sample Taken"
"e84534bb-c4c5-5127-9c65-83791f2c4264","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Concrete Works","Supervisor Approval"
"4301882b-75ab-50cc-bad2-ae6894896e12","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Post Pour Check"
"a4cbfbda-fbd2-5cdb-aef7-8381335afbd4","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Post Pour Check","Edge Detail"
"d4a97445-01d4-5469-ad07-e5d72f1790bb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Post Pour Check","Bar Projections"
"c19c66af-0016-53d8-9028-ceaa933c9416","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Post Pour Check","Cast in items"
"8bf6dfd9-44f1-50cc-9fa9-ea0673ceddd6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Stripping and Stacking"
"9666c9e3-9656-53a2-b3cd-a25b04d4b8a6","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -39","Stripping and Stacking","Stripping & Stacking"
"093cf323-49f5-4488-ae46-703749008b3e","","checklist-sectioned","work-in-progress","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -40"
"4e6f2763-a186-5031-a03b-60bf7f1e21e6","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check"
"33881f4f-1d1c-5d01-bf3e-444b4747a954","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Dimensions"
"36a1fb7b-6d10-5f1c-892c-0d773b7bc98b","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Mould Clean"
"e1e13274-0dd8-566e-99a7-298ac9d3d434","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Mould Oiled"
"cdedf100-dfdc-5216-b87d-5cd04f8f5bbb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Mould - Workmanship"
"d274725f-35f5-5c67-9cfe-7d2a641f072c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Reinforcing"
"669adf12-e157-5bd1-be11-ddd49419fe05","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Cast In Items"
"ccea8f65-4e4e-5ac3-a37b-f389ee1b8197","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Marker Position and No."
"b4f6ebac-bbf5-5bb8-8778-78d062599ae9","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Pre-Pour Check","Make mould to Green Status"
"eb6d1105-fb85-58ab-864a-2546851ea7b7","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Concrete Works"
"5a9373eb-8ba3-55b7-b4f5-bef51cbfcdf2","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Concrete Works","Concrete Works Details"
"239f8561-da28-5926-b59a-7fcaecf19cbb","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Concrete Works","Wilco Sample Taken"
"9e6bb776-330e-593a-9791-04c5470c0dc7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Concrete Works","Bridgeman Sample Taken"
"61359834-fa17-541c-b611-090f4f81e94a","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Concrete Works","Supervisor Approval"
"09389fd3-3430-5a4c-8e3a-b6c809d3a96a","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Post Pour Check"
"527d9154-23ce-59f2-b219-dc8521edca0c","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Post Pour Check","Edge Detail"
"0f549d48-0b64-5c1f-8eaa-1987050950d5","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Post Pour Check","Bar Projections"
"83187f24-3262-51b1-b2e8-4f22b2843854","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Post Pour Check","Cast in items"
"332ee9fc-8bcb-5751-a690-6a6c219c39e2","","checkpoint-group","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Stripping and Stacking"
"b417bf26-02f5-5ad3-81bb-5c984a7e80b8","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -40","Stripping and Stacking","Stripping & Stacking"
"8ec828ba-c3cf-46d0-a5a7-b7c582121ede","","checklist-sectioned","pass","Add Panel (v2)","checklist","FALSE","FALSE","Precast Manufacture","Panels 31 - 60","Panel -41"
"c896a952-2120-5be9-b303-f688d46f3753","","checkpoint-group","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check"
"7f8e74cf-563b-55ef-86e4-ab21b9744b51","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check","Dimensions"
"6f087fea-e902-50fa-bba4-8523a8fd96ce","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check","Mould Clean"
"457f81e5-5d85-5100-bd03-a19666a92902","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check","Mould Oiled"
"e7426259-c105-5cfb-92fa-54b2e862c7fb","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check","Mould - Workmanship"
"608a99a0-8a1b-5380-b90c-61e1144e7530","","checkpoint-status","pass","","","TRUE","TRUE","Precast Manufacture","Panels 31 - 60","Panel -41","Pre-Pour Check","Reinforcing"
