"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Reference Drawing"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"656c9593-ddac-4b15-95a0-c93db8c3e949","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"5b3deb69-b141-412b-84f9-4568cecfa06d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","WAIT (LG.B.140)"
"fb0eee57-f06a-46e4-804b-78e05c480b6b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Grid Sign off"
"40acb9a6-000d-488a-b607-7825c97f2837","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCPT (LG.B.088)","Pre Ceiling Sign off"
"dd351e6e-5c43-4ec0-98ea-bbb7a5d9c413","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCST (LG.B.033)"
"08116ff7-3042-4f67-84bf-c34c7a0a42ca","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCST (LG.B.033)","Pre Sheet Sign off"
"fa59312b-6749-437f-ab73-2c280600168b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCST (LG.B.033)","Pre Grid Sign off"
"96d39e95-f575-4593-92dd-9ddd2e3899b8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WCST (LG.B.033)","Pre Ceiling Sign off"
"b5dedfce-d33f-4811-957d-a075e853b7ed","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BLIN (LG.B.039)"
"95bde9aa-248c-4fc3-9589-54972bf7cc01","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BLIN (LG.B.039)","Pre Sheet Sign off"
"bad97aad-f00a-498e-a071-614eb454ae9e","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BLIN (LG.B.039)","Pre Grid Sign off"
"e084ddbb-f1ed-4014-ab52-cb1c1ae96f8a","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BLIN (LG.B.039)","Pre Ceiling Sign off"
"7c647906-c516-44db-a079-b24268ecc180","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.041)"
"0805b203-3ee5-4a50-ab0c-0c262783acc8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.041)","Pre Sheet Sign off"
"8019258b-387c-4f2b-9d92-629441c2e451","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.041)","Pre Grid Sign off"
"2533aa40-7909-4187-a4a6-80e8725b89d8","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","BEHAV ASSESS (LG.B.041)","Pre Ceiling Sign off"
"e656a159-9162-4bb4-8e1c-d3ceaca76a2b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURE LOBBY (LG.B.042)"
"3548c531-7d60-4d9f-9a30-790d46839233","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURE LOBBY (LG.B.042)","Pre Sheet Sign off"
"67b9c067-7d08-460e-8204-b86d44151ae4","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURE LOBBY (LG.B.042)","Pre Grid Sign off"
"02523dbd-2f30-4dfb-b124-147734fbe8ac","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","SECURE LOBBY (LG.B.042)","Pre Ceiling Sign off"
"5257e91d-fd56-4213-9bea-caab2a879e11","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)"
"c5da9b87-9970-4bb2-83f3-cdf88015a4d5","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Sheet Sign off"
"eb6c6d87-fb74-4868-8646-e35c92581e9d","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Grid Sign off"
"217bfb18-60ad-4053-9659-6a9d38fcc75b","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","AIRLOCK AMB (LG.B.093)","Pre Ceiling Sign off"
"9df3f0be-eaa3-4892-a9a4-8ac5969d4816","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)"
"3f690a7a-3964-4737-9d90-ad0f20c293e6","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Sheet Sign off"
"e189ad97-2ce5-4dc8-a46d-561c5dc8aac2","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Grid Sign off"
"d559922d-5b3c-4494-b242-2436325a188c","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WU AMB 5P (LG.B.094)","Pre Ceiling Sign off"
"f5f5114a-cd27-4c36-bd6d-cc2ca1db7db8","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)"
"17bfdd37-21a5-4617-9587-11677c17424a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Sheet Sign off"
"1961fac8-58e7-4572-8dde-6c7d7a45ecb3","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Grid Sign off"
"ba023213-b569-43a7-ba8e-268f2b20bd93","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area B","WC ST (LG.B.095)","Pre Ceiling Sign off"
"77465fb2-31c4-4080-b5cf-53d40aeb77a9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C"
"1d786f44-465a-495c-ae25-7e8ce5f86d96","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","SERVICE LOBBY (LG.B.673)"
"4f06d8d7-65ea-402e-a64c-e0cb44f03f8a","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","SERVICE LOBBY (LG.B.673)","Pre Sheet Sign off"
"0de21877-274b-4d0a-9866-f127728dd53f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","SERVICE LOBBY (LG.B.673)","Pre Grid Sign off"
"9caff110-7b99-4d8e-afa0-54ec896c7ceb","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","SERVICE LOBBY (LG.B.673)","Pre Ceiling Sign off"
"f1a2032d-598d-463b-88e5-7fa8bc02ba1e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)"
"08994e35-b406-4bd9-8e30-5028c9402212","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Sheet Sign off"
"f3117498-4453-4b87-ac22-89476df781a9","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Grid Sign off"
"a27224ed-50d7-4672-96b6-b7541c796cea","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Ceiling Sign off"
"f589b975-66f4-438d-9aac-8dd185c7224e","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ERISE (LG.B.593)"
"23b74cd1-8591-4817-93f9-289a9b00ceae","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ERISE (LG.B.593)","Pre Sheet Sign off"
"bb76600f-c0ec-43f7-b037-69d10134be5a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ERISE (LG.B.593)","Pre Grid Sign off"
"a01c2d30-c1bb-4789-86fd-622c74d40ef6","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ERISE (LG.B.593)","Pre Ceiling Sign off"
"858f45fa-4407-460d-b0ef-6ff0d9740034","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.594)"
"8f1fb364-d01e-4e66-9a04-17ccc9ebd6b9","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.594)","Pre Sheet Sign off"
"964fd140-a6b9-413b-9728-682ed2f8937f","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.594)","Pre Grid Sign off"
"c3567d7c-10f8-48de-8892-49268b1581ca","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.594)","Pre Ceiling Sign off"
"d9440d6e-83d6-43a3-a061-d6b31ed28c87","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.595)"
"b5bed1c9-0332-449f-8354-ddcfcf8a73c8","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.595)","Pre Sheet Sign off"
"e4a94c48-8cb1-4e0c-8863-a9cd48fc4929","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.595)","Pre Grid Sign off"
"942d9c03-b948-4f4e-89a0-94accb38f08e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","MECH (LG.B.595)","Pre Ceiling Sign off"
"10655e4b-af49-453e-8d66-ef7f57d5fe21","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","(LG.B.551)"
"b07efd35-5425-443e-9c76-c9fc63d633cb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","(LG.B.551)","Pre Sheet Sign off"
"cc213d55-6461-4210-b62e-f545f668de95","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","(LG.B.551)","Pre Grid Sign off"
"3ca0e937-1a98-4226-961e-81fb2dec1d1d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","(LG.B.551)","Pre Ceiling Sign off"
"7511a716-0193-4afc-aa49-eab08dc4a99d","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","STAIR PRES (LG.B.596)"
"2b31af01-29b2-4753-be53-b05aae7c81a9","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","STAIR PRES (LG.B.596)","Pre Sheet Sign off"
"a6e775b5-7732-438e-84a4-58a58d44ccac","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","STAIR PRES (LG.B.596)","Pre Grid Sign off"
"2cd4df34-4fae-493d-a662-d5e5997c3f85","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","STAIR PRES (LG.B.596)","Pre Ceiling Sign off"
"df7b0cf1-15fd-44dd-b3eb-f2b584d8a5a8","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)"
"3aab287d-afa0-49f0-a37b-2e074d4d745d","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Sheet Sign off"
"9e4f2c17-b818-4cf8-a281-ea1ab623bf26","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Grid Sign off"
"544d3055-1321-4c82-bd4d-c3a93e12b52d","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Ceiling Sign off"
"5947eb7b-638e-4288-9b7d-1bec0ae231c9","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)"
"7066ee31-c2d0-4f54-948f-f9bf59516f8f","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Sheet Sign off"
"40583404-5c6b-4c0b-9445-0e493ae34a27","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Grid Sign off"
"ca6e026c-7cdc-4375-9e85-77973ae1ff08","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Ceiling Sign off"
"ee3b579d-ef1e-48fb-a3df-743e6444f280","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)"
"01a09b92-a3c2-4f8f-8f2c-c5f361d3cecf","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Sheet Sign off"
"02ba032f-cdd3-4496-bd70-6ce3efb6c398","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Grid Sign off"
"94266f05-9432-44f6-abc9-2b470400bbfa","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Ceiling Sign off"
"3e1e6dd5-4d46-4e6a-98fc-409d20cdb87c","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)"
"de9a444f-b9de-460c-81ce-20e33fe61b59","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Sheet Sign off"
"6f6283b1-35d5-456a-8a45-0232aaaf4e2b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Grid Sign off"
"4ef24f75-ec0c-44a2-863a-8534ab0b782e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Ceiling Sign off"
"0d27feb0-5e35-4440-af5a-109368df5d6b","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST EQUIP (LG.B.301)"
"2eacb3cb-5d64-4323-9889-92e52482c247","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST EQUIP (LG.B.301)","Pre Sheet Sign off"
"3272e127-73bb-4268-b85c-004ffa79f889","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST EQUIP (LG.B.301)","Pre Grid Sign off"
"0c61dc3c-971f-4a35-8838-fc9ca5d03fa6","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST EQUIP (LG.B.301)","Pre Ceiling Sign off"
"f2fc404b-a35e-4d37-b686-9a05bad95f23","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)"
"a35384bb-7d2f-4286-92d0-f6a7ba2e6b5c","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Sheet Sign off"
"d7eaf7bf-4247-4ea3-89f6-22b8ba48459a","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Grid Sign off"
"11e2bd04-8536-423f-82b0-39c32ed3b639","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Ceiling Sign off"
"55dd1247-4cd2-4cf5-99d3-dd4103e01b24","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)"
"29f501b0-8906-406b-b0ec-dd9df8a09f76","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Sheet Sign off"
"8b482de9-0241-4ef3-ad76-6c608d1b1e45","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Grid Sign off"
"a5112233-580f-4729-82be-1f22eb68a403","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Ceiling Sign off"
"a0120502-6bd7-4d85-bfd2-73d66f2be728","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)"
"59ad3f44-e11a-41a1-97d5-ff2802b17eeb","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Sheet Sign off"
"712a3317-c26d-4508-910c-6c1e395495f1","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Grid Sign off"
"baec6477-3e53-4474-b450-3b046a7736ce","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CIRC (LG.B.080)","Pre Ceiling Sign off"
"3f5862a8-6c9f-4450-a0fd-d752dabdc2b8","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)"
"2e75a187-4507-4a01-a1a5-886e55b4d924","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Sheet Sign off"
"33994e75-5567-4132-8a35-196cc22b31d9","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Grid Sign off"
"1a3c96f3-59d7-46e6-be55-a500ffb8287e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Ceiling Sign off"
"64ee7c71-5f30-4cff-ba69-5bd01c875bf1","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)"
"49eaef67-aa7a-4bcb-8e6f-42be9c8aba09","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Sheet Sign off"
"49daad90-0331-427d-8067-cadefb0abcbf","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Grid Sign off"
"27298f1f-ca9f-4dc6-be32-1c03e70be3d7","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.099)","Pre Ceiling Sign off"
"929afddf-9dd0-4c16-9d96-d3f46971e5f4","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)"
"e37aebd1-5c42-470c-a9c0-c4d152f9e139","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Sheet Sign off"
"2e7d3a39-77d7-479e-9104-bdc4ab245e8b","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Grid Sign off"
"e26b0d9f-e332-4ace-9f40-f6540b1a720e","","checklist-flat","","Pre sheet install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.101)","Pre Ceiling Sign off"
"00afedfd-108c-49ff-847a-754b65c99954","","folder-normal","","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)"
"7f007e80-d10e-4256-a22c-330a3f5e3123","","checklist-flat","","Pre-Sheet wall Sign-Off","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)","Pre Sheet Sign off"
"3377f488-272c-486a-bafc-8f1932cf9713","","checklist-flat","","Pre grid install Ceilings","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.103)","Pre Grid Sign off"
