"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bd8b178e-db9b-49fc-b15f-f898a2c592a0","folder-normal has incorrect meta.stepType folder-progress","folder-normal","work-in-progress","","step","FALSE","FALSE","B02"
"c2bf966c-45ec-45fb-afcd-04352ca1930f","","folder-progress","work-in-progress","","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5"
"efa9b2d2-66ed-4d02-adba-e6bf5b523aaf","","checklist-sectioned","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor","checklist","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor"
"336c0d37-9dfd-4200-be00-bd7a3c95de4d","","checkpoint-group","not-started","SYS - Finger 1: Grids A - N & 1 - 6.5 Ground Floor:86ccb46d-335a-441e-8187-4fe6ed1eb282","","FALSE","FALSE","B02","Finger 1: Grids A - N & 1 - 6.5","Ground Floor","G15"
"9386a41c-d17c-4dfe-8cc1-e487adaaac05","","holdpoint","pass","SYS - Finger 4: Grids A - N & 18.5 - 24 Level 1:3eb6b090-d170-40e2-bc34-19179fce47d0:9d06de27-b51f-4dd4-9d21-159414841546:bc3a6cc1-c459-4c0e-a300-e559c67d7738","","FALSE","FALSE","B02","Finger 4: Grids A - N & 18.5 - 24","Level 1","170","Raise Remedial/ Main Contractor Signoff"
"a93a7307-419b-4d73-be14-3ee83b226036","","checklist-flat","not-started","SYS - B02 Handover Docs","checklist-flat","FALSE","FALSE","B02","Handover Documents"
"aa90b38d-ab06-4c53-b570-965f9a15c8c5","","checkpoint-status","not-started","SYS - B02 Handover Docs:67355f6e-0a83-4325-98cf-d623e84ddbae","","FALSE","FALSE","B02","Handover Documents","PS3s, warranties, user manuals and any other documents attached"
"16f9d74a-4847-488b-b1ac-c0fa0f1827e5","","folder-normal","work-in-progress","","step","FALSE","FALSE","B03"
"4d6a6035-15df-4a1c-943b-8e4758efc3ef","","folder-normal","pass","","step","FALSE","FALSE","B03","QA"
"f0727245-e699-4987-b874-24e6048638f1","","folder-normal","pass","","step","FALSE","FALSE","B03","QA","Ground Level : Bathroom"
"f214fd50-e9fb-4943-8e87-b341c62f86df","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G71"
"2c0196ac-56cb-5eab-9bac-717dbcd6d413","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G71","Area floor level acceptable "
"e8b498af-3944-53c1-90ae-330fa1fa7845","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G71","Wiring on the floor completed (photos attached)"
"dafa90df-215d-57d9-91cd-10428fe96871","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G71","Self leveling coverage completed"
"30d2df4c-7f74-57f0-8a0b-dad0ba241205","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G71","Raise Remedial/ Main Contractor Signoff"
"b5d4624c-fbcf-4d09-b24c-8435f090fbd7","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G72"
"659dd5d7-326c-57ea-b1f5-8cd46ec6fd55","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G72","Area floor level acceptable "
"60fc0687-398d-56f4-a44a-dcf64258435a","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G72","Wiring on the floor completed (photos attached)"
"926f03da-8f01-5b5c-bee5-9e7f398a537b","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G72","Self leveling coverage completed"
"325a05ad-2793-5798-9e04-e5c002b7afc6","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G72","Raise Remedial/ Main Contractor Signoff"
"09136ce7-7b56-41e3-bfa2-6fca2f3500c9","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G73"
"5bad1eb6-898d-552f-893c-23637b3f050e","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G73","Area floor level acceptable "
"7eb949b3-c83a-52dc-a51f-bed476a740f2","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G73","Wiring on the floor completed (photos attached)"
"03d4c510-4aed-5ee2-919f-ecd1b683bcbb","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G73","Self leveling coverage completed"
"4a340d5e-522c-58a3-b708-0e64b040a031","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G73","Raise Remedial/ Main Contractor Signoff"
"75ca1d36-5399-4893-ab35-9498284508af","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G74"
"b6b1a4ec-ea85-5929-a2f0-3df7b662ac3c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G74","Area floor level acceptable "
"1b87d4e5-21d5-5157-b238-87118372b4a8","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G74","Wiring on the floor completed (photos attached)"
"b8baa025-4031-5340-8671-973cdd6a443c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G74","Self leveling coverage completed"
"c6eb3c80-c7e1-5464-8070-2e5509912864","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G74","Raise Remedial/ Main Contractor Signoff"
"ec38154b-4ee2-48e4-bb54-16f3bf68a544","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G75"
"fa9a2586-271a-5ef6-a15b-8d0f6eee5f67","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G75","Area floor level acceptable "
"ac12658a-034a-51a8-b786-4e9ff573a307","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G75","Wiring on the floor completed (photos attached)"
"1b7efb6f-ef2d-5c88-964e-ab8d52b44ca3","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G75","Self leveling coverage completed"
"306518bf-9536-509d-8b03-d5017980d349","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G75","Raise Remedial/ Main Contractor Signoff"
"0596eed6-816e-484c-a776-15c70e73d627","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G76"
"fa6876ee-3846-5514-a38e-dfcd0be4c65c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G76","Area floor level acceptable "
"bb87b89a-c3cf-59eb-a01b-1a3a3b0d5502","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G76","Wiring on the floor completed (photos attached)"
"cc744a1c-a248-524f-aa2d-733bd5d3d241","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G76","Self leveling coverage completed"
"7917a9c3-a686-5031-b8a7-039dc09e8570","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G76","Raise Remedial/ Main Contractor Signoff"
"40589440-cabe-481f-8234-b7dcae162207","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G77"
"f15547c7-cbd8-5830-93e8-01a306905f6c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G77","Area floor level acceptable "
"45989916-59c0-5e88-b5f3-70d3f111dee9","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G77","Wiring on the floor completed (photos attached)"
"777146b7-7a88-591a-85f1-ebfc2c8c6d56","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G77","Self leveling coverage completed"
"0a37d208-932f-578e-8543-88850e5ee4d1","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G77","Raise Remedial/ Main Contractor Signoff"
"1fc8aae2-e306-4eef-8f13-b39ac7ca7564","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Ground Level : Bathroom","Apartment G78"
"d21c6602-118e-51ba-95fc-003ca1a76bc4","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G78","Area floor level acceptable "
"ccde585a-c319-5570-8239-28e03b0e6e0d","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G78","Wiring on the floor completed (photos attached)"
"7dd6964e-903c-5520-815c-32378ceba5bd","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G78","Self leveling coverage completed"
"4ab615b3-8c72-5ae4-b60f-d5b211125f46","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Ground Level : Bathroom","Apartment G78","Raise Remedial/ Main Contractor Signoff"
"21c0e1c5-15bb-4d3e-81b6-ee03c406ad03","","folder-normal","pass","","step","FALSE","FALSE","B03","QA","Level 1 : Bathroom"
"6530b87a-e7b9-4534-8d94-da9a37e5c9ab","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 171"
"bfed3c92-e072-508c-9d52-605b06709510","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 171","Area floor level acceptable "
"b8731333-69b3-536a-907b-ca19d2675332","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 171","Wiring on the floor completed (photos attached)"
"473506a0-cd68-5309-b611-8734434ca427","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 171","Self leveling coverage completed"
"55f377d1-db74-5560-bc92-6af173e2de7e","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 171","Raise Remedial/ Main Contractor Signoff"
"2b819456-fca5-4294-bd1a-064c28f4a5d1","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 172"
"85c87ca7-841b-5248-8fa3-4ba05161bf65","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 172","Area floor level acceptable "
"4dd6b29f-f2ce-5a04-944a-9580ff35c97b","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 172","Wiring on the floor completed (photos attached)"
"aa838613-9fc8-58f1-b230-0480f27ce941","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 172","Self leveling coverage completed"
"ce622272-1bdc-5101-a5ef-226dc817d7ad","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 172","Raise Remedial/ Main Contractor Signoff"
"b82205f0-e981-4b69-b3b0-a6839fb2cfe3","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 173"
"18b9ade0-c4a4-524a-97fa-cc89a85629a8","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 173","Area floor level acceptable "
"5041f1cd-2a57-554a-af0f-ce16888d923e","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 173","Wiring on the floor completed (photos attached)"
"1e3d73a2-22cf-53ad-bf49-2faeac41560d","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 173","Self leveling coverage completed"
"f273f3ab-a88f-538c-841e-1e54f71c52c8","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 173","Raise Remedial/ Main Contractor Signoff"
"c795e06e-d83d-4752-b768-6cd33b9b468d","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 174"
"87af5106-ca5e-52eb-9d44-f513facd9b63","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 174","Area floor level acceptable "
"9952289e-bda6-5d62-b0fe-3b10ebe84ee5","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 174","Wiring on the floor completed (photos attached)"
"931a1f23-ee81-5a5c-94b3-914b8e5a97f8","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 174","Self leveling coverage completed"
"e33f3442-24b1-5b13-862d-30a2d1fffe11","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 174","Raise Remedial/ Main Contractor Signoff"
"8ddfbfa8-48b3-4ae3-bd75-84c3bc18b7db","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 175"
"873d1058-310b-5b01-a2e4-55e0ddb66e77","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 175","Area floor level acceptable "
"bc3fcd53-9899-5725-9a47-da1c5362b487","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 175","Wiring on the floor completed (photos attached)"
"624b09bb-9c9f-5728-9a2e-5642d05b774a","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 175","Self leveling coverage completed"
"9dd0e184-5403-582d-a22f-4c70efb98ab0","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 175","Raise Remedial/ Main Contractor Signoff"
"8bb34c9b-7fd1-4023-a3a1-e07903373c41","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 176"
"a0065821-8a1c-5a7d-8f61-64fcf6af0df8","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 176","Area floor level acceptable "
"7daa90a0-02f4-54ec-8e66-117bdf612cba","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 176","Wiring on the floor completed (photos attached)"
"bfcb8031-c15b-57bb-96ff-d2d817df4cfa","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 176","Self leveling coverage completed"
"b723f3c3-29fd-5ce7-9089-34be3f068708","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 176","Raise Remedial/ Main Contractor Signoff"
"de6b7665-88de-48dd-8feb-642c6c4e91e3","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 177"
"ddb8fa25-4e05-58f7-a6f9-735792f0354f","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 177","Area floor level acceptable "
"d6808108-8146-5b67-a310-b5ebdb0ce639","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 177","Wiring on the floor completed (photos attached)"
"69606b53-62e7-5d18-855f-c67f77ad210c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 177","Self leveling coverage completed"
"faa14b66-ae9a-5915-a229-6ceec69f5c74","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 177","Raise Remedial/ Main Contractor Signoff"
"cb178986-b5aa-4a61-8d29-89333a508b8e","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 178"
"a5a8406f-314c-55dc-beec-7f1d2935e737","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 178","Area floor level acceptable "
"4e12e19b-6156-5612-996d-e363914af73e","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 178","Wiring on the floor completed (photos attached)"
"b6e64931-a763-540a-8ccf-0be544ff401c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 178","Self leveling coverage completed"
"e8623ce0-353c-539b-a9e9-e9cdb134e6e7","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 178","Raise Remedial/ Main Contractor Signoff"
"e1a73346-e0ae-407e-be61-425834d97cef","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 179"
"9801f707-b342-599b-a9d7-898b5306683c","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 179","Area floor level acceptable "
"75900278-823c-53f6-98e3-2dbb2f6e8eea","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 179","Wiring on the floor completed (photos attached)"
"8558acef-449b-5f21-8623-880f51841648","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 179","Self leveling coverage completed"
"e479ba25-a31a-5a27-9139-2ad6fa75ba8c","","holdpoint","pass","ZSYS - Underfloor Heating (archived):5fedae48-c9e1-4cd7-9114-4eb884341f3f:8899d371-d993-4fdb-8920-a66f061283d0","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 179","Raise Remedial/ Main Contractor Signoff"
"81acf049-96fb-47f2-aede-af48c72be2a2","","checklist-flat","pass","ZSYS - Underfloor Heating (archived)","checklist-flat","FALSE","FALSE","B03","QA","Level 1 : Bathroom","Apartment 180"
"6bc65c9d-0714-5256-87bd-c49fd033d947","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):aa4e049b-c15b-46a7-8e98-4410c9fe0e90","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 180","Area floor level acceptable "
"9bc16f7b-a52a-5726-9e3a-e31ff2c58e78","","checkpoint-status","pass","ZSYS - Underfloor Heating (archived):1eed88eb-642c-4046-be6b-10760dfdbe00","","TRUE","TRUE","B03","QA","Level 1 : Bathroom","Apartment 180","Wiring on the floor completed (photos attached)"
