"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"70513420-2675-400f-865a-e38ff25d6488","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation"
"d0a0d546-66a9-4bf2-99d5-496a00b2e3a6","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater"
"aa993fa1-58eb-4e0a-9e7e-614d53ca03c3","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)"
"f62772cd-967b-4e73-8b20-fe4ea42b9a99","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist"
"d1c909f9-ae57-5673-98cd-9176fe03d82b","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Standard Double Cesspit 1A(SWDCP 1A) to Stormwater Soakpit 1 (SWSP1)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"b3456497-f822-5ea0-90a0-796c4e3a0207","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:aa4ffd2b-9cce-45c7-a007-9d9d3a889795","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Correct Soakpit installed to specified height and sitting level"
"7a8cbc44-098f-5e70-bc6a-d44166f43a3b","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:34ed79c2-51f2-41b0-8c7d-707a4472065a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Risers Installed (if applicable)"
"53df8ebc-8b80-5600-a65d-c3c0e9794c08","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:d4813821-e51d-4537-8278-8bef6a8bfbc3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Joints & connections correctly sealed as specified"
"a6179268-782d-56f1-8bb3-ad3e1229f3cf","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:908437b8-5111-43ba-b1a0-dea6f1ec3041","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Soakpit benching completed and acceptable"
"65a49bba-0757-5bb8-97f6-672c64e1b7f4","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:7dff9e22-46aa-4598-98cf-87ff89670be5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Concrete Lid Installed and sitting appropriately"
"2a7412fe-bec4-5b52-8d5e-fcd6b0e43434","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:920f1501-075f-4ec2-a2ad-5151fc19e2f7","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Cast Iron Lid Installed and sitting flush"
"14f590a1-2533-52f3-a98c-93743337f154","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:ffba0fce-1e87-443e-84de-36a15035f9fb:3511c752-109c-4ca5-8b09-26c6cb7650ba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Soakpit Install","Signoff on Completed Work (Council etc)"
"4fbfb2b7-21e5-553d-bf1f-f0870543ad1f","","checkpoint-group","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill"
"64c18402-2e46-5db0-82dd-059e853f48a5","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:703d9d9a-9a4d-408f-a6c0-f9ae40b5e08c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","Backfill methodology and material confirmed"
"0f900a49-6ecf-5357-8886-33273ad58442","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:946595d8-eb21-415f-99db-5ce5a55f5b2b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","Any formwork/ debris removed from area"
"84378a15-5f87-5ce2-a8ec-9674947e87df","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:3bece902-9f31-4dbe-a81f-cbea05ba5048","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"1d7709cc-dd87-5ea1-813f-228e200d09c5","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:f507f3b8-62f1-4eb4-ada2-dba0e99a480b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"0ff64413-85d0-5c71-8a3d-862cf0aee788","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:4e402f1b-2f42-497f-9500-bb027bd2a73f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","General photos and observations during backfill"
"3b082c5b-d1d0-5f4e-ad5a-9f94a34f7b3b","","checkpoint-status","not-started","Drainage - Soakpit Install Checklist:bd6fe07b-992c-4349-8435-d8cd2766531c:d2246ea0-1593-4b63-9313-877bf5a83229","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 2(SWSP2) to Catchpit standard single 2A (SWCP 2A)","Drainage - Soakpit Install Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"36092cc7-c2e1-473f-a115-a877d6d1cd19","","folder-normal","not-started","","step","TRUE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)"
"ab5493e0-76cb-4079-a536-9e490171fce0","","checklist-sectioned","not-started","Stormwater- Pipeline Installation Checklist","checklist","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist"
"ad24d133-ce94-5a09-a2bf-c22251c1999e","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying"
"26b612a4-7f8d-5bd2-8b51-d4db652d6a9a","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0e7aaaa3-b759-4859-b836-2d8db0e93825","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Latest consented drawings"
"1a63a108-2ca7-5c96-af78-17c17a90bfb4","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:48b9b4e0-5649-4bc9-87a0-b179262693cc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Setout completed checked and accurate"
"3de2bea4-425c-5a5f-9f41-01cb7647f2b9","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e3b4f544-f151-4f36-8301-84ac59ec0f67","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Excavation Accurate - Location & Depth"
"23b6db29-0951-55fa-adcd-b6ab7fa3720c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3b5b1990-1547-45ca-a0fc-7c2dada5ce89","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Ground Conditions Checked & Acceptable"
"ad8da800-4b07-5195-9d2e-32e833cd8900","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:f4c14850-749f-415e-ad60-4ac5d54034f9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding depth and material correct"
"f37b502c-3ec9-531a-9dc5-4d81e10dd363","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:49164952-313a-4b22-92ab-3b847456b693","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Correct pipe laid to specified level and grade (all joints sealed correctly as specified)"
"a538c515-a3c1-5e43-9d97-cede7f0da712","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:d27c0140-2652-49c4-b093-b61ea6421f8a","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Connections to manholes complete and approved"
"43e89849-ea49-5491-b306-465583bcce17","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:9f1341e4-974b-446c-82c5-1c365476fdba","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Downpipes have been checked, installed and approved"
"e8071e33-e31b-551e-bbf8-c98791f4b25f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:66273d08-a3ff-40b9-bb80-476c78573c3f","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"b65a8bb0-6495-5204-b70b-01cba661f535","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:c8e8b675-41b0-4bd4-ba43-7d4ad4ea7bdc","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"a86e4e74-14e9-53a5-ab2b-a8bd1c672a9d","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:2d7339b5-9c3c-472e-88be-1274d95fae9d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"ef647da6-a8df-575e-b7af-079d54b6c150","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:0961e97c-8ada-404c-ad74-2904d17d1402","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","All Cess Pitts have been checked, installed and approved"
"3df4d616-9d29-5242-81e9-9a76ff8b9ffa","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:3a50c613-e53a-450c-80ee-79d3b5fdbf55","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Location confirmed"
"9196bad2-ed90-5cd0-b6f9-75b8d2d832c3","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:a7af3f46-3793-48a3-8c2e-e30ac62b04b5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Heights are correct"
"a238be98-9dc8-5dcb-952d-6d7a7b800c9e","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:cb9aae7e-d22c-4433-b2f9-441e783eb6c8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Caps are secure"
"314830d8-7ce0-5b4d-9891-b285b5397077","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:5c517e65-621c-49c1-ac0f-1487bcf6d65c","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Pipe Laying Completed"
"4e00dcf8-634c-516c-a5ce-bb5e96365733","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:bd0edfc9-e6fb-42a4-bf63-bddc0ae5358b","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Bedding Sound"
"93a5287d-00e5-5552-8643-55418945cf0c","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:7a3633d0-cb1d-4456-aa88-e669f9ab1678","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Soil Removed"
"a445b690-4c4d-5c74-b752-0cdc23fb98b7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:e2eee042-ea5b-4720-bd88-396227607c17","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Trench Compacted"
"37e635af-2018-5be3-83c8-da5e86faa844","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:972937fa-1913-4765-a4d9-fca9bf01efc1","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Hard Filled"
"82b73da1-51b1-55ea-bcb4-4d3c9074ad40","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:ea1108a1-ab36-44be-b4b0-f8ba8a655b54","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Install Tests completed, reviewed & approved"
"4433dac9-f916-53e6-a465-acf0faaf8494","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:8d403cc0-6693-4a14-896c-fcbfa116a6d9","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Local Authority Inspection Passed"
"8a9cff07-6e42-5976-9218-9b6d02e7c673","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:3afc0d28-4a74-4381-aba1-ab6bbc1bc7ca:71b6e6bc-2d00-4ab8-a1fc-379a04914c72","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Pipe Laying","Area of Work Inspection Completed & Sign Off"
"fc8280fb-e341-51f8-bcbc-729aff1f5857","","checkpoint-group","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9","","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill"
"f2a5cb2c-192f-541d-a4eb-3c0399ac6f63","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:5189e464-7ecd-4c78-8d87-06a10c81f1e8","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill methodology and material confirmed"
"a0074df5-8181-5ef4-99bf-a46a56f7ad5b","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e8233221-50c5-4e57-80da-b6247bc47cdb","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","Any formwork/ debris removed from area"
"4f57445d-0412-57d5-a637-8589563a1ab0","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:88e16a35-9b12-408f-abe1-0d72356f8ac5","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","Any waterproofing/ drainage / service requirements completed and inspected"
"8041b9b4-e17b-558d-992d-674f8b93206f","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:2be963c6-9cac-4fda-b7ed-5911896e1d34","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","Approval given to commence backfill - attach any other relevant inspections and observations closedout"
"19271104-9b1e-5715-bd1e-829e43225cc7","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e3fbc0b4-b1ef-444d-bf09-7fc7dca2dfe3","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","General photos and observations during backfill"
"a8ca96fa-4313-5482-b84f-dde106cabf22","","checkpoint-status","not-started","Stormwater- Pipeline Installation Checklist:6b9d2086-f639-4c65-83ae-0f003272baa9:e63cdfb5-e127-4e8a-922a-c3874991123d","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Stormwater- Pipeline Installation Checklist","Backfill","Backfill completed correctly and heights checked/ correct"
"cd04e930-8812-4dd2-98d4-9e42d348ded5","","checklist-flat","not-started","Cesspit Installation","checklist-flat","FALSE","FALSE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Cesspit Installation"
"94675012-b812-5977-9bfc-ddf5646bd10b","","checkpoint-status","not-started","Cesspit Installation:d73c2ce4-128f-4992-924c-a0a0238009a4","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Cesspit Installation","Setout & position checked and confirmed"
"5b30567f-bd4d-518c-a2a0-b07d30ddec1f","","checkpoint-status","not-started","Cesspit Installation:195f701e-2691-4cc9-8f5c-8dc05f8e03b0","","TRUE","TRUE","Drainage Installation","Stormwater","Stormwater Soakpit 3(SWSP3) to Proposed Field Catchpit3A (SWFCP 3A)","Cesspit Installation","Cesspit installed as per standards"
