"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b683adb2-4923-4991-8a13-a5722e04e8bb","","folder-normal","not-started","","step","TRUE","FALSE","B01"
"68495235-ead8-4a9c-a54f-0e3be05f8e13","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor"
"672784cb-4846-4708-b435-d0ce2f173184","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care"
"82b6aa77-7cb9-4db1-9709-c2e426e2349a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Ground Floor","Area A - Dementia Care","Apartment 1 (Accessible)"
"fd70ac4d-ad84-4c3a-9c2c-a9491a83edd2","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 125","Rough In"
"adf0b31a-b7d5-4b7d-a8e1-92a9917e3724","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 125","Installation"
"2607267e-468b-4b43-850c-ae5db28bd6f2","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 125","Care/ALS Fit Off Checklist"
"efa5959e-2e62-4a82-b3c1-33bd73e21bab","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","Care 126"
"5855c6d2-c025-4783-aadf-f5f25b1a2284","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 126","Rough In"
"7199913f-8bf4-421d-b309-cb216dc4c095","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 126","Installation"
"12fbc5c4-ad19-4dfb-9b07-180247b38cfd","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 126","Care/ALS Fit Off Checklist"
"3a30d067-4ce3-4430-91f3-bfbd8daccbba","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","Care 127"
"c92e4cf2-9ed7-48a6-8d85-6ef92b598a59","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 127","Rough In"
"b8658a93-88d2-463f-8e12-c704b106c9fe","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 127","Installation"
"591492d8-e985-43a3-b34f-c0ce7090669c","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 127","Care/ALS Fit Off Checklist"
"2c424fc5-1f8f-43a6-8e48-c65fac3a3754","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","Care 128"
"dbb3345d-c988-42c1-b8ca-f487c7d1fb36","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 128","Rough In"
"c267f057-bcbd-494f-873f-df531177cfb3","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 128","Installation"
"86db9f19-4095-4310-abc7-ad42db6259cb","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 128","Care/ALS Fit Off Checklist"
"5ce94fd7-61e7-4d9b-97fa-b095d4e9fa1d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","Care 129"
"66fe780c-c715-4394-9a5a-2ff79742e143","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 129","Rough In"
"f2047c66-977a-443c-99cc-05bf4edf73cb","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 129","Installation"
"9e52347e-9b00-48ab-89e5-dc3d325b756a","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 129","Care/ALS Fit Off Checklist"
"aed62255-ae3a-476b-ad32-493c33bcc6db","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","Care 130"
"1ea04358-81cf-4b13-89d3-03a7617d28cd","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 130","Rough In"
"b7ab8333-eee8-4cf9-8a9e-8d4083576fb7","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 130","Installation"
"c8fe0aa4-a33d-4d40-ba4d-a53d073ed888","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","Care 130","Care/ALS Fit Off Checklist"
"66fca17b-a371-4341-8a21-8e4c46d026d8","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 131"
"1d0ce713-e79d-4070-affb-a7075970fbb8","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 131","Rough In"
"5569c05f-c7f9-4081-9c15-45e15a071321","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 131","Installation"
"03ae1629-6e4c-4def-8978-81b13ee83ca3","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 131","Care/ALS Fit Off Checklist"
"6cb81155-61c2-4b21-bb72-30b0301d4ce1","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 132"
"166a6ab7-68f8-4e9b-b661-63acbb75439a","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 132","Rough In"
"65b37893-f924-4d40-a722-f5251bf476e5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 132","Installation"
"50a58b67-8551-450f-8e6a-ca1d52af7c12","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 132","Care/ALS Fit Off Checklist"
"1484b0b3-fec7-4dc7-b96f-19eea3ca712c","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 133"
"1f8fedcc-b7d5-4a3d-b4b6-203fb53c3268","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 133","Rough In"
"fde79bba-4c4b-4fa4-9686-eb9c47fe3c71","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 133","Installation"
"a1e004a0-c8e1-45b4-811a-3a8eea01053a","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 133","Care/ALS Fit Off Checklist"
"0f75ef58-aac0-48d5-b015-54e6edee9a4a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 134"
"dd665cf5-3b9b-4b64-a108-b7ebbe801562","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 134","Rough In"
"b0897a7a-59ea-410d-ad4f-c09dde9af7ca","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 134","Installation"
"2c62f078-a625-4951-8c68-18544198e975","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 134","Care/ALS Fit Off Checklist"
"3700a66b-d475-43a5-836b-3ff503638aa4","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 135"
"7f5087ca-ce24-43b8-9910-97578955178c","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 135","Rough In"
"a744c760-3bd0-47f9-9c60-69a0b2e7bce8","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 135","Installation"
"ec9e641d-725e-4013-be78-201da23351de","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 135","Care/ALS Fit Off Checklist"
"2a2a2f04-4405-426b-b882-543ce02af51d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 136"
"f49ad0a9-ce43-4e06-83e2-50b8b6303a03","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 136","Rough In"
"cc8614f9-37c6-4ac4-b959-49351a9b14b1","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 136","Installation"
"ca589078-c7e6-4aba-a122-84af23ed3e5a","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 136","Care/ALS Fit Off Checklist"
"23d094cf-5f73-4cef-89b3-5a4c55386ec9","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 137"
"6dbf4ac5-31e3-4b87-82e7-7fcb0912a7b2","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 137","Rough In"
"9993e680-ef45-4905-8009-8025387dcddb","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 137","Installation"
"249df56a-afdd-4890-9751-c1f354506ad6","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 137","Care/ALS Fit Off Checklist"
"e63aeb52-873f-4c86-8a2e-07930a835d21","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 138"
"86dc54d5-e073-4c6f-a051-c1938e596f73","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 138","Rough In"
"a63ac54a-8564-43a0-9e62-873c6a03aaa7","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 138","Installation"
"2a750c6e-6c10-4d89-93e2-e0a713ec86d2","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 138","Care/ALS Fit Off Checklist"
"dd5900ee-987f-471e-9d68-8e66272b0ab2","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 139"
"85b15ea6-8dc4-4813-b4de-563a9f12cf02","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 139","Rough In"
"d00363a6-c86e-47fd-8394-f332883a241f","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 139","Installation"
"d72cffda-87f0-4ae6-8267-ab54258724ee","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 139","Care/ALS Fit Off Checklist"
"aeb233d9-ffcc-4229-9813-7bb0809d3ce3","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 140"
"c2d252f8-71a2-4c38-8e63-a46a570d3016","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 140","Rough In"
"7d4cecce-9625-4e4f-8147-aeaedf340df2","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 140","Installation"
"bd536196-e916-47f5-944b-67357c7170ac","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 140","Care/ALS Fit Off Checklist"
"96cb8ee4-92c3-48d7-9d88-5dc8b27a36dd","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 141"
"62042308-73d9-4726-9138-39978b64f788","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 141","Rough In"
"a3de9b39-139d-45a3-b8b9-0660166f34b5","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 141","Installation"
"e5f62aa5-a95b-4053-af36-38c7ddc83781","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 141","Care/ALS Fit Off Checklist"
"448f8697-f9af-46cf-879b-93d2dce382dd","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 142"
"eed46ade-27ad-49bd-8c1e-01e89e2f082b","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 142","Rough In"
"43095cdd-be79-4033-a4f9-2a3947a46119","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 142","Installation"
"0d3ee3f7-ed8f-42e6-8a16-b65f94a51a4e","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 142","Care/ALS Fit Off Checklist"
"bd56e609-afb6-40c9-bca8-70ee9260d3bc","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Apartments","SA 143"
"0e8b00e8-b40a-4e7d-8374-c051621810f9","","checklist-flat","not-started","Rough In","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 143","Rough In"
"5c43077b-02ca-4179-bce6-9442348e8a37","","checklist-flat","not-started","Installation","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 143","Installation"
"3a46280a-74b2-4fe0-8466-9e0941cce55e","","checklist-flat","not-started","Care/ALS Fit Off Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Apartments","SA 143","Care/ALS Fit Off Checklist"
"3728d99e-91b1-4245-a03c-20ad94b13e7d","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas"
"1b62534c-89bf-4dc0-a419-8d405c2b8c63","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Lounge"
"71a70ebb-7141-4921-943d-a763219ab095","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Lounge","Rough In (Cavity Pockets & PMJ)"
"9684f9db-8593-4dec-891d-a19eae1bc9a5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Lounge","Common Area Checklist"
"3c466488-2a2c-476c-a313-8730bc2f5f1a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Corridor"
"2dee016c-ed59-4c36-b1a5-bff9f5bb685a","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Corridor","Rough In (Cavity Pockets & PMJ)"
"e4e710ad-08ff-4f2a-af61-64c2cb4a5675","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Corridor","Common Area Checklist"
"2453ca75-7908-4416-b9c6-afc834904ee0","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Care Hub"
"a339824b-c79f-4c8a-a9b2-694c3a36c64f","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Care Hub","Rough In (Cavity Pockets & PMJ)"
"128f0cb8-4e5f-4e8b-9835-cc1f980c7cf5","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Care Hub","Common Area Checklist"
"e96a5f2a-18ba-427b-9169-bc12e913e92e","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Nurses Station"
"4e085ef9-edb2-4945-b3de-6b5890f48614","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Nurses Station","Rough In (Cavity Pockets & PMJ)"
"3325b60a-8598-4149-b80c-75670865f69e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Nurses Station","Common Area Checklist"
"9e9d133d-a4fb-42f0-bf08-4a9bdb6ba71c","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Dining"
"eab6fd0e-c907-42fa-ae3c-1547c01bb2be","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Dining","Rough In (Cavity Pockets & PMJ)"
"a8941f8d-0c37-4bf8-854c-3a49a09abfbb","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Dining","Common Area Checklist"
"dae0c5ad-85af-4108-a860-ce43dfdc309a","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Lift Lobby 2/3"
"89342e8c-3e6a-47ab-a160-54bbc6e186b6","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Lift Lobby 2/3","Rough In (Cavity Pockets & PMJ)"
"7cb7753d-28ff-4a21-9615-8d6e3d7e349e","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Lift Lobby 2/3","Common Area Checklist"
"c0560863-82de-4150-9f1e-8fe20ec33ec9","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","Stair 4"
"427cf186-08a7-404e-a983-f1bc8f06c708","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Stair 4","Rough In (Cavity Pockets & PMJ)"
"090c83ec-944c-4629-a7da-da2c6568f8d6","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","Stair 4","Common Area Checklist"
"5235ccab-ce14-4938-92da-fe88238cd738","","folder-normal","not-started","","step","TRUE","FALSE","B01","Level 1","Area B - Common Areas","NCS Room"
"11df7fa4-1769-4f49-8ab5-0c4511679a54","","checklist-flat","not-started","Rough In (Cavity Pockets & PMJ)","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","NCS Room","Rough In (Cavity Pockets & PMJ)"
"061dccc3-bb85-4c05-9100-eaf397b532b3","","checklist-flat","not-started","Common Area Checklist","checklist-flat","FALSE","FALSE","B01","Level 1","Area B - Common Areas","NCS Room","Common Area Checklist"
