"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d516bb46-7961-4cc9-ac3e-ffaf4b3af258","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's"
"842e5247-fc12-4ca3-b17e-193ac9a094b7","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA / ITP's","Roofing"
"15aabfc0-5267-48d1-8b60-4568564fc36e","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium"
"eac1ac88-fc42-48d6-8147-656d96bbf7c2","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding"
"4408716e-53c9-4964-886f-6d42ad07c556","","checklist-sectioned","not-started","Soffit Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding"
"320a1458-7e2a-5ac3-986c-39a9efe2efeb","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roof Fascia Capping Aluminium","Soffit Cladding","Soffit Cladding","Material Inspection"
"35f18746-096c-580c-ba2d-d5223ef75a9e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","Non-Conforming Items to be Rectified"
"02966f0a-1a74-5a02-8272-3eb9de4ec83d","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","Follow up work satisfactorily"
"17cbfad7-bee3-5145-8995-372fbb742a16","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Flashing/Capping Installation Checklist","Signoffs","All items have been completed and demonstrated satisfactorily"
"2c356b1f-39c7-4128-9be9-2f8dc7265c0c","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Parapet Wall Cladding checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding"
"5a979b7a-cff5-51a6-a14c-8c0ee0f17e26","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Material Inspection"
"3cd9e259-9e4f-513a-9c16-f127566a68e4","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Material Inspection","Wall Cladding - 50mm ASKIN panel Parapet lining"
"fddfe232-2c50-5812-a55f-d8aae4bb71c7","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Material Inspection","Top hat support: 0.75mm Top Hat"
"dd7f2213-3970-5fb0-bcb1-41a7f414dbeb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Material Inspection","Flashing Material: 0.61mm Colorbond Matt"
"89b2b7c3-0f5f-5a51-83e5-44d22097c3af","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation"
"52c2b2dd-3394-5a18-ad6b-4b8949fd698b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Insulated Panel Wall Cladding - Butyl Tape to Side, Top, and Bottom"
"7dbd48cd-241f-5508-a1da-21c439c42b4b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Is primary structure adequate to support cladding or secondary framing?"
"37a4e723-9d93-550d-bccb-fdbb2cb49540","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Top hats installed at correct spacings to meet Manufacturers recommendations."
"e6eb0e90-8aad-5d0d-a05e-612a41505efb","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Wall cladding fixed to sub frame as per Manufacturer's recommendations."
"c500d1a4-3956-5ec2-a460-ee152fed0165","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Wall cladding flashed to make watertight."
"798537fe-1a9c-50bc-b037-590d0d16fc63","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Area clean and free of debris"
"11d6bf72-b183-524d-bf80-8b4f84f4cb54","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Installation","Materials in good condition"
"79502d05-d6dd-57b1-a935-9326d244f198","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs"
"f289d0ea-9deb-53c0-b925-bc63e1536ec3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"b2934cac-c157-56c8-8ea8-00615f736154","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","Inspected and accepted by Authorized Representative"
"0f67c06a-28c7-55fa-b77c-d69b1172a7d9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","Reinspection requested by Subcontractor"
"d2ccba8e-5374-5c0f-9f25-3fea15f29bb6","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","Non-Conforming Items to be Rectified"
"e81b20d5-8f98-589c-9ca1-39043349505f","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","Follow up work satisfactorily"
"d7612d66-d8b2-5a98-80c3-efc5a1313ba1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Parapet Wall Cladding","Signoffs","All items have been completed and demonstrated satisfactorily"
"5d5656f3-bc0a-4a36-8370-73f4a7cfb6ad","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 1 Roof Penetrations checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations"
"d298efd3-538c-581f-99ea-fa49b3d3bcfe","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Material Inspection"
"8e6d7b0e-3d71-5533-b587-8303947e4bed","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Material Inspection","Flashing Material: 0.61mm Colorbond"
"f9a2a72a-ceb9-545c-9e8b-56b4e848c8b0","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation"
"ca175e42-b6ec-54cb-bedf-3abc1b117c3c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Penetration: Hole cut to correct size to allow clearance."
"0833d95a-6f7d-5744-9a00-45121b2ac13b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Roof sheets weathered correctly"
"3f722493-89bc-5495-836e-f110acbdb6c1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Soaker flashing lapped, sealed and fixed correctly."
"92c72104-6abc-5e1c-8cc0-0989f1779d56","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Adequate support under soaker to prevent ponding."
"dfd5c54b-0929-58ce-95b5-584d37ab2011","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Side and front aprons / upstands formed to correct size"
"39836aec-4531-57f8-8216-47c893395393","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","to fit the purpose."
"4c8dcefc-1ce6-591f-a3ef-26658f01ed36","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Adequate support around penetration to prevent roof"
"9533c8e5-9124-5a35-a3e3-08e7eba6265c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","sheet from buckling."
"6f5aadc7-e043-5a75-9542-146c2cbad444","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Area clean and free of debris"
"8db326c2-b419-5821-8453-3ab9382cffb5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Installation","Materials in good condition"
"3d2204a1-d847-5b86-99ae-02ebc00bea00","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs"
"9844c961-475d-5b01-b52d-c937cd06365e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"36e6708c-35b0-50c9-9eea-2ed65eb26af3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","Inspected and accepted by Authorized Representative"
"fa2f6a84-bf38-53b1-8b35-36df86a1c39e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","Reinspection requested by Subcontractor"
"85f7f88f-942b-58a2-8004-e733ecbe9436","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","Non-Conforming Items to be Rectified"
"fce3bb62-8ed2-5ebc-b655-626b170af23b","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","Follow up work satisfactorily"
"cd7071de-5a75-5dc6-999a-0266bbfd66dc","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 1","Roof Penetrations","Signoffs","All items have been completed and demonstrated satisfactorily"
"f9b000d4-f011-4b48-9a87-956e627fe4c7","","folder-normal","not-started","","step","TRUE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2"
"7821f98f-4846-4caa-861f-16f1c3b7d05a","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 2 Box Gutter Installation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation"
"34e77de9-9ade-5f40-8415-7fdc0e575d3d","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection"
"ce092c12-65cf-58e9-b95b-09694f069494","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Box Gutter Brackets:"
"25d444f7-4bc5-51a4-bb39-f1a1c6c75837","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 60mm Anticon"
"3db78b0a-78b3-5a26-b889-2f48d6a85582","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Box Gutter Insulation - 4mm Polyair - 1200mm"
"d7ff6bb0-637d-5a59-a90c-8356f7267473","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Box Gutter - Spandek gutterboard"
"e916080c-1ebc-5686-8599-5f5c7777de4c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Box Gutter: Stainless Steel 316"
"6dea9503-95e4-5f04-8e6b-487a2243b98a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Gutter Flashing: Stainless steel to match 316"
"d090309c-ecf5-5211-94f6-5cc9f619f7c3","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Syphonic Outlet"
"fc1cd54e-6d93-5d0a-bee3-8b46651499e5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Material Inspection","Overflow Outlet 0.70mm 316 Stainless Steel"
"c0903999-522e-5d50-9457-c69064a79964","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation"
"6109d40d-7f2a-55ad-9286-a68d3457aee9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Gutter Brackets installed with fall as per Specification."
"66848dda-c082-58a3-b9df-704e4be69f5e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Insulation installed under gutter board"
"5abdb758-d7c2-5cd6-b8f6-ce73dd5ce6f5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Deletion of Valley Gutter replace with Apron & Soaker"
"e749c68b-4f8b-565b-8d57-c60233578a43","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Gutter Board installed"
"e4fe15ab-af04-5c64-aaa5-d57f56f2b67e","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Box gutter installed to sizes as shown in specification and drawings."
"508548be-3e42-5863-932b-e95442d302a5","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Sumps installed to correct locations and sizes as specified and as shown on drawings"
"f379d5fa-b135-5113-a54c-9d11c56a43d0","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Pops installed under the sump"
"94d9d3b1-0e69-5c3f-acab-2f4d9e7ef164","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Outlets installed to correct sizes."
"8f5e86d8-ce86-57b0-98f9-d1a7af58ae66","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Overflow outlets installed at each downpipe location and to correct size as indicated."
"4f56e5be-5848-51c0-aa88-a12c35669630","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Gutter flashing installed with minimum of 100mm off from the sole of the box gutter"
"cb56778d-d6d9-5230-bcab-1e823bab8ed1","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Area clean and free of debris."
"cf86dbb6-aa44-547d-8c87-a59274e8019a","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Installation","Materials in good condition"
"052c1414-78e9-57ce-9cbc-dd9e74b83cd2","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs"
"059cd392-c484-51d6-a150-9f04f940f494","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","Inspected and accepted by S&H authorised representative as complying with relevant Australian Standard and legislation"
"985de736-f1df-5a57-a5a4-3cb7aa065ef0","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","Inspected and accepted by Authorized Representative"
"35872d41-f5ed-5d26-8fa4-d654929c2b68","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","Reinspection requested by Subcontractor"
"76d9a3de-1ddf-5fda-a20f-40d1645d0ae9","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","Non-Conforming Items to be Rectified"
"6ff244fd-33e7-5f55-a76a-4bc492cf7b8c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","Follow up work satisfactorily"
"c8b6a24d-a847-545c-a700-c9377f5cd466","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Box Gutter Installation","Signoffs","All items have been completed and demonstrated satisfactorily"
"d5fd2166-f657-4dea-9451-b93985fb8f00","","checklist-sectioned","not-started","Roof - Zone 3 / Roof 2 Insulation checklist","checklist","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation"
"d1feeb66-00d7-5b3f-a39f-9dfcb3007c75","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation","Material Inspection"
"5ebc3c80-ca55-59b8-8d6a-79d7d09f5abe","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation","Material Inspection","Insulation: Roof - Glasswool on Medium Sarking - 145mm"
"13da5222-f1f5-52e8-9ca1-8f0f534e684c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation","Material Inspection","Thermal spacer: Ashgrid 1200mm - 120mm"
"497751fb-aed2-5d57-aa34-341db2a40daa","","checkpoint-group","not-started","","","FALSE","FALSE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation","Installation"
"cf0d0d86-00a2-5042-b16f-b00eba6c1c9c","","checkpoint-status","not-started","","","TRUE","TRUE","QA / ITP's","Roofing","Roofing Zone 3","Roof 2","Insulation","Installation","insulation to entire roof area"
