"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3ab4f696-a60e-4a29-a9d3-3698d34b5a61","","not-started","","folder","TRUE","FALSE","Site QA/ITC's"
"dd7b4b90-ca9c-4f9f-8aa2-90529fc53d53","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND"
"f7c9053d-4aae-423b-ac18-561945955980","","not-started","","folder","TRUE","FALSE","Site QA/ITC's","GROUND","ZONE 1"
"7307e1ab-751a-442c-afb3-4e272d6b149f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL"
"a127ed93-9191-5f4c-a3be-3f383682fed7","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.ALL.001 AUDIOL","Room Checklist"
"f43960c0-b7c5-50ea-9687-b968cbd313d4","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.006 ST GEN","Room Checklist","Stop and Sand"
"7f365bfc-450c-5bbd-b1bd-c2049eeaebfe","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.006 ST GEN","Room Checklist","Frame Ceilings"
"84454abd-c6be-56dd-b816-6511983bf13a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.006 ST GEN","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"201a2c11-5ec1-5573-94cf-cd6a1bcf97d1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.006 ST GEN","Room Checklist","Bulk Tile / Sheet Ceiling"
"58513d8f-10b8-58d4-b4c2-e1ccd8bfb30a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.006 ST GEN","Room Checklist","Final Inspection"
"5dcc7690-1811-4592-9d96-eff2805dc2ca","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA"
"b1695b0b-0f5d-5e09-bb52-284723cc00d2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist"
"40b95e15-4420-507c-9db5-3dedeb5cb3ba","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Setout"
"2b590290-4c14-5fe3-b23c-38387bfde3f9","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Soffit Insulation"
"ff6c020e-327c-5e8e-bbec-253aea209daa","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Frame Walls"
"80198d9f-b1ce-55a1-9540-87a0f3429f56","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Install Noggins"
"952a90af-6196-5cdf-a841-9339442e0b88","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"c7d63c91-2388-5004-a618-e4e833437bda","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"055f0330-a35d-55c0-a3ca-89d6ca4f0c6b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Plaster wall Sheeting"
"45c18e75-4ba5-547c-9a3e-67bd3d994e0b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Stop and Sand"
"42cedd0d-fb2a-5ac5-adb5-8ee208cb88b4","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Frame Ceilings"
"9523e710-b4aa-5a9d-9ae8-343a8521095f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"b03be7af-9117-5ed3-a9ef-e27fbb49cc1b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Bulk Tile / Sheet Ceiling"
"7040385a-529c-5193-ad1f-63155b79e35f","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.007 BIN AREA","Room Checklist","Final Inspection"
"56d9604a-4ba4-43c8-a920-3c1d51133e46","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST"
"0891516b-85e9-543a-9571-17f9f6ac7d28","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist"
"40913314-a8be-5f28-8b35-5f1598e94184","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Setout"
"7980c68f-626e-5269-b9db-fdb4e774a4e6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Soffit Insulation"
"ac07470b-061a-5894-bec9-bab71cfca772","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Frame Walls"
"a089c3a9-b4f2-5a56-9c15-f4f31c13bf31","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Install Noggins"
"4f4a8547-157e-5e22-b719-6fdc0c406e16","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"f992169e-a23f-551b-bba8-499b73f0bd0d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"b6793edd-f61c-5b24-bb3e-a161245bb820","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Plaster wall Sheeting"
"265975f0-f39f-5cbd-aa2f-cc5e12c327cd","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Stop and Sand"
"a996b4e8-e695-5c1b-8c76-a433d5797708","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Frame Ceilings"
"19b10099-dd88-5ea6-80b3-e765951a130a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"76c733c7-18b9-554d-8650-f3a85b98acd8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Bulk Tile / Sheet Ceiling"
"551df50d-ddef-59b7-97e0-97546702809e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.008 CLINICAL WASTE ST","Room Checklist","Final Inspection"
"322a519b-0137-48e1-9488-8dd3b4906219","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN"
"541ac953-d113-5642-afe4-b1ff63bb4842","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist"
"5d877bf5-1bfc-5f1f-8048-16cae8c0777b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Setout"
"882b5e8b-3871-5fe7-9084-27b5adb369b6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Soffit Insulation"
"74ab5fca-cf6b-5950-82bc-62d8db8952cb","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Frame Walls"
"1f9d146a-a4d4-5ce0-9240-4ca99e0ddaf2","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Install Noggins"
"f8a5fd92-1d79-5d47-8be1-d03de3dadbb6","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"e7d8caae-7f82-50d2-8f60-ade8d781399b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"59e5dc3f-33b7-54c2-b06f-9455dbc5b645","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Plaster wall Sheeting"
"d9e1c5b5-59d9-5270-879d-bee62b2b8e80","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Stop and Sand"
"21939937-49c0-508f-a475-f88d8c59fc4b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Frame Ceilings"
"d2dd543c-6cd1-51a5-be2e-3411775112f8","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"5162c29b-01f3-5643-9311-99cf2d210ade","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Bulk Tile / Sheet Ceiling"
"4ed3dc59-4fdd-5677-b646-5d0122cc6294","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.009 ST DLIN","Room Checklist","Final Inspection"
"86054540-d52a-4635-b264-92d4f85b9317","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)"
"1ad325dd-818a-5ced-a3ef-c272ca9f697b","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist"
"f9371b53-284f-5bc1-b4c2-ddc0a55fa62e","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Setout"
"3bd71ac7-9a8b-5f1c-97a4-4a91052d6803","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Soffit Insulation"
"77befd63-7605-5b32-b013-19bc7beb3652","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:b4fa5a06-cd55-4d70-b2e6-161dd839241f","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Frame Walls"
"fb43d980-681b-5fd2-80a4-52b938dd7f5d","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:abdf22ef-6ab9-407f-83b3-5c78911d51f6","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Install Noggins"
"45f32528-ce74-5343-8039-b0fa9c692f95","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:72b61898-83fd-4446-b249-ed7dbbe0bf93","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Acoustic wall junctions photographed (1 photo per corner) and wall insulation"
"dcd6c7e6-2fb8-594b-8db1-de7fbebfa764","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:efd71e5d-1e74-49b5-af3f-6c649f2d9d1d","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Specialist wall linings installed – Yes / No / NA option?"
"b594e63a-7a0d-56c3-937a-e569cffb9e1a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:cb05cdd1-1e52-42eb-aea7-55a0130affb2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Plaster wall Sheeting"
"c89959a8-a535-5eb7-b8d2-d0e3ede9f8fd","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:47befba7-a4b7-497f-81b5-6a42aa758886","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Stop and Sand"
"0fe9b465-9f19-5585-a6ef-7e81eaddce9a","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:98f5e5e8-73e1-426c-abc6-3e0b93dad4d2","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Frame Ceilings"
"bbaaa492-ea93-5ec2-9147-6e4ab3427039","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:fcc5b159-d9a7-4655-836a-6e93ab700085","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Service Ceiling Tiles Installed (if applicable)"
"f1d01bbc-a102-5a17-add3-8e2fa8e736f1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:d878a31d-244d-478d-a4b8-f8448960599e","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Bulk Tile / Sheet Ceiling"
"c577b217-f494-5f98-8103-cbd2fc2f6208","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:934a0e7a-5010-4b3e-937d-9ea3bd04e795","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.010 STAGING AREA (UNDERCOVER)","Room Checklist","Final Inspection"
"a6e2c427-020d-4b49-a2c8-cc7067a75a76","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6","checklist","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.011 WKSHP ENG"
"29e50220-1c6e-5971-83a6-e27f0b4b5774","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f","section","FALSE","FALSE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.011 WKSHP ENG","Room Checklist"
"0227eb18-dfa3-5594-9842-c06225632b2c","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:279f94db-a55b-408a-b4c0-d18f0b58371c","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.011 WKSHP ENG","Room Checklist","Setout"
"b6858640-aae4-5adb-aed6-d1bf75f6d9d1","","not-started","a6fd5fd0d99038b19f5eb92badcfbdfec8cab7924c41118d66a6ee0094ef34b6:69fd37a0-2b3c-4c93-8db6-04098c7d534f:6c486c63-a152-465e-a133-4dd5ca535866","checkpoint","TRUE","TRUE","Site QA/ITC's","GROUND","ZONE 1","GR.BOH.011 WKSHP ENG","Room Checklist","Soffit Insulation"
