"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ccc8f6c3-2f23-4f1b-983d-a6e203670de0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Building A"
"ed3e743b-c8c8-4b63-827a-f19eccce84b4","","folder-normal","pass","","step","TRUE","FALSE","Building A","Ground floor"
"830c8cd8-2646-47fc-ad7c-6888c3d6f059","","checklist-flat","pass","Photos","checklist-flat","FALSE","FALSE","Building A","Ground floor","Underslab - Waste Water"
"f7aebb82-ca42-40bc-98c2-5e2e1d91337f","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building A","Refuse Room"
"cd71b5fc-c95e-4e99-9860-94f8706e8d66","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building A","Underslung"
"b23a3c4c-7a02-4b5c-af69-eb3117af36f3","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1"
"8e3f0fa2-da1c-41d5-9434-3eacdb09e9f6","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101"
"3f210217-6a9e-4e02-bf21-4023950039c8","","folder-normal","not-started","","step","TRUE","FALSE","Building A","Level 1","Unit A101","Bathroom"
"bea3b00c-d47d-4a3c-b88c-059338487b4a","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Kitchen"
"5ae69c54-7f36-41d7-8708-72f694139ab6","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Kitchen","Kitchensink checklist"
"c5198b7b-cc1b-4027-99c8-5d43c51f5a67","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Laundry"
"39439471-78e6-4f7f-b630-a30b5530e0fa","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Laundry","Laundry"
"9d2f1dc7-7779-4477-95f3-6a3fc6dff58b","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B102","Laundry","FWG"
"3be3184c-4243-4ce5-88f1-6a72d44582a0","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Hot Water Cylinder"
"36900c99-b436-4796-8adc-de8f7eaacd3f","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Hot Water Cylinder","HWC"
"8d8ff519-4e60-47ce-be0e-d8a1d935d765","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Underslung"
"17a0898b-84e1-49d3-8f31-b6a5779e3641","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Underslung","Underslung Pvc"
"fced846c-0f7c-408f-838b-21fc9c6017da","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B102","Acoustic Lagging"
"a0bf88d3-3794-464d-aa1b-fe68cd4366b6","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B102","Acoustic Lagging","Acoustic Lagging Checklist"
"550f40ac-1b8f-4edc-9b11-ac4c9f3fe31c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103"
"f87e91b7-8de1-4c8b-8a4d-ebd9c55d972e","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Bathroom"
"a654c41a-05b5-470c-9fc7-6edf9557c009","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Bathroom","Toilet"
"72979610-539d-4956-9bb3-a5569f8ac501","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Bathroom","Wash Hand Basin"
"71a73a05-c8ed-47dc-a7dd-a29506cbd755","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Bathroom","Shower"
"229b185b-cff9-4a77-9f9d-74ed5c38cc6b","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B103","Bathroom","FWG"
"29f0a658-640b-4b4d-831e-8379043e993e","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Bathroom","Shower Tray"
"1545875b-435e-41c6-820d-c95e7b3ee05a","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Kitchen"
"4754e049-655c-4d87-a26b-71ccc4b3447c","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Kitchen","Kitchensink checklist"
"7d9f966a-fede-4824-960c-eed53e49639d","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Laundry"
"aeceb657-3f37-4a33-935a-afc2e3563043","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Laundry","Laundry"
"53eb4b60-c676-4c3c-a6b9-dfe8b7e36323","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B103","Laundry","FWG"
"be2afb7a-2012-4657-b0e3-34e37e0d69d0","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Hot Water Cylinder"
"ac40d0e9-33be-4448-8e12-6e3d3b450a2a","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Hot Water Cylinder","HWC"
"433cd283-5eae-43d7-a49a-bbcaa6ef563f","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Underslung"
"d73422fa-24ff-41be-aa79-fd7d1820cc9a","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Underslung","Underslung Pvc"
"5a04d679-c875-4545-8865-d04afc9fd460","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B103","Acoustic Lagging"
"84d21af5-670e-4180-9053-078af5203442","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B103","Acoustic Lagging","Acoustic Lagging Checklist"
"1afe3bc3-a9e5-46a2-8703-a28dd7ab13df","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104"
"e4d5d58b-c49a-457d-a3cf-79796698e846","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Bathroom"
"f0af0fe6-5970-4ef6-90fe-3935138a329a","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Bathroom","Toilet"
"5dff01b1-6e9d-4713-9005-f7a2b2915124","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Bathroom","Wash Hand Basin"
"e403ade9-d31c-4b44-96f5-6cdb23038a70","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Bathroom","Shower"
"349c22f7-ffd0-4b8a-8553-2d0a712b2554","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B104","Bathroom","FWG"
"43488cf0-24b0-47ca-8738-f4f2bc5fb529","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Bathroom","Shower Tray"
"b47672b8-893d-4bb6-a885-7fa7702011bf","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Kitchen"
"afac394e-a029-4798-be38-e132ce7c3fa6","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Kitchen","Kitchensink checklist"
"8b077a69-a940-42a2-9dcc-1ef45e58eeb3","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Laundry"
"05bafa6a-5032-4fc1-a031-9f592d3536fb","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Laundry","Laundry"
"562c7896-5775-4e1d-ae66-3460cf987b36","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B104","Laundry","FWG"
"95322924-2fa9-4834-81aa-c285364715ac","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Hot Water Cylinder"
"77f1dde1-ea25-47b7-801f-5b350edad959","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Hot Water Cylinder","HWC"
"2528559f-5e39-4e0f-bfbc-a2e074c46078","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Underslung"
"b7f51913-2c36-4a53-ae18-698ca6c15ff0","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Underslung","Underslung Pvc"
"fd64f1bc-25ec-445a-a3b7-11132171bb69","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B104","Acoustic Lagging"
"7a8de690-d0d2-45e1-9e45-17ee7f2b6d6a","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B104","Acoustic Lagging","Acoustic Lagging Checklist"
"3490ab67-9b45-4096-bb53-0f075d9e13f0","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Corridor"
"b48093dc-2811-4360-8d86-a88700d3bdde","","checklist-flat","not-started","Photos","checklist-flat","FALSE","FALSE","Building B","Level 1","Corridor","Photos"
"8bc8d34f-4c7d-4932-872e-9a55cd43c8dc","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105"
"7183026e-765a-4c73-9191-1a48d74db589","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Bathroom"
"a049fb32-d5b3-475c-bafd-1076daf760ba","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Bathroom","Toilet"
"df0fae24-396d-4f39-aeef-2daa1f54d259","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Bathroom","Wash Hand Basin"
"f112c34f-ac68-4002-9d5c-45c66490cbe5","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Bathroom","Shower"
"81b5ed9e-9a77-4dec-b6c1-f8ee79c8c84f","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B105","Bathroom","FWG"
"8614d928-2595-4bb9-a3c9-7aacb73060a8","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Bathroom","Shower Tray"
"c4075b93-2c98-42ba-9017-3962254a6850","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Kitchen"
"c233876e-b345-4dff-9430-27763af600a1","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Kitchen","Kitchensink checklist"
"b2b4f199-c8d7-4d96-accb-d065e63c41f3","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Laundry"
"c8b652b2-44f3-421e-b818-02495264f892","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Laundry","Laundry"
"2cd63acc-4581-4a59-8015-3e97ec69965f","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B105","Laundry","FWG"
"7b1fe4e7-f2b1-42b9-a93c-bed00634e593","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Hot Water Cylinder"
"f112224a-2648-4c2c-b4a9-332093ca432b","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Hot Water Cylinder","HWC"
"77de1a7d-12e0-4b85-bf22-e6b0a58e8f58","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Underslung"
"81b5a26d-ff9f-455a-a1ba-1a84d6062d9f","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Underslung","Underslung Pvc"
"f143789c-bf04-4d9c-bbf5-ead8f5f15471","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B105","Acoustic Lagging"
"4c1f0d97-f01d-4584-82ce-171ff4a7687b","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B105","Acoustic Lagging","Acoustic Lagging Checklist"
"fff448e1-359e-42ef-b85a-93e0ec415204","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106"
"892e8e2a-61a4-478f-b68e-a4923db3dede","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Bathroom"
"08f6507d-7e6f-4bca-8f7d-4b908e9fe327","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Bathroom","Toilet"
"6bf29d31-d08c-4080-8c65-ad5111229e3b","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Bathroom","Wash Hand Basin"
"f0d7f358-f63c-4429-8eb6-473ce7488a06","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Bathroom","Shower"
"83b1b333-9547-4a5d-9f21-8fea2fbe197f","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B106","Bathroom","FWG"
"21dbc5f4-11c9-46d9-9d66-1a264d5bbb33","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Bathroom","Shower Tray"
"f05ce036-fd22-453b-9bf9-e7cd13b00bc6","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Kitchen"
"f6218bff-acde-4843-8902-b493a0d5c0f4","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Kitchen","Kitchensink checklist"
"fc89e4ba-49e3-403a-b5ca-ddb03d5b2724","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Laundry"
"1d130b3b-20b2-426b-89a2-de004cafd0d1","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Laundry","Laundry"
"9681f15d-4861-44ae-a712-1d3a16f8e041","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B106","Laundry","FWG"
"e1c9d5eb-647e-4262-b0c7-52ae0f197d87","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Hot Water Cylinder"
"8f6c81c5-55ea-4a8e-a439-6e96f18351c3","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Hot Water Cylinder","HWC"
"51ba5ac8-27aa-4617-919c-f6b4bb57b6af","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Underslung"
"dc63ef36-c106-4a1e-80d4-1f8d63c27107","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Underslung","Underslung Pvc"
"e3dff4a8-5486-4b37-8b18-87e009a43df8","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B106","Acoustic Lagging"
"ccc998c4-f0c4-4fc5-b6be-4d839ee96ce5","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B106","Acoustic Lagging","Acoustic Lagging Checklist"
"ff8f2ee0-2958-4323-8fb6-c7306839db8d","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107"
"dbc0e2cd-c356-46c8-bf39-0b6fbfe95099","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Bathroom"
"47d0cd0b-d13a-4b00-88b1-1d206445d3f6","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Bathroom","Toilet"
"beef4158-de13-4e0e-a299-a8a9f8be7288","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Bathroom","Wash Hand Basin"
"71410e4e-005d-436f-87a2-5e01c954f7cd","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Bathroom","Shower"
"5364fc3c-0ef0-4dab-9a03-0ba8480d0373","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B107","Bathroom","FWG"
"8ed9c515-ef0b-4e26-b705-7764e062c559","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Bathroom","Shower Tray"
"4c09ef47-c618-4a92-bacf-c0d93e7b108f","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Kitchen"
"09e80aa8-5abf-4a47-898e-c91f141cf696","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Kitchen","Kitchensink checklist"
"8e3a3194-88ee-42a2-9716-35d38b484b9c","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Laundry"
"6590395e-57ec-4f11-858b-1f154b8a7478","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Laundry","Laundry"
"16b578ab-40a5-4171-87ca-b0bd0c1965ae","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B107","Laundry","FWG"
"185d56a5-49b1-4326-a142-be30f6ec0bb9","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Hot Water Cylinder"
"8d1a22c1-b540-43d8-b4e8-baf2f7002d62","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Hot Water Cylinder","HWC"
"f3866404-84c3-46dc-a214-642189af0eac","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Underslung"
"02a5ea39-17a4-4c5b-85ba-5d9c4995131a","","checklist-flat","not-started","Underslung Pvc","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Underslung","Underslung Pvc"
"32c105f4-7a63-467e-99b0-f5604352ef31","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B107","Acoustic Lagging"
"3b800fc1-19f3-4641-97d4-38adf0b12eaa","","checklist-flat","not-started","Acoustic Lagging Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B107","Acoustic Lagging","Acoustic Lagging Checklist"
"0fd27547-0361-4ceb-9712-948130dfa632","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B108"
"2f00cfb1-134d-4171-adce-f841f28edb1b","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B108","Bathroom"
"610ec20a-2791-4c92-b264-2b0e0ba9a40c","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Bathroom","Toilet"
"37538da2-8e79-4649-afb0-8accbb0344a5","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Bathroom","Wash Hand Basin"
"57e7cec6-0df1-44fd-992e-efe9d95d9e3b","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Bathroom","Shower"
"68a72348-7467-4374-9a69-c7a7477cfbcd","","checklist-flat","not-started","FWG First Fix Checklist","checklist-flat","TRUE","TRUE","Building B","Level 1","Unit B108","Bathroom","FWG"
"7eb245c9-eeda-470a-ac70-4aeb263ace28","","checklist-flat","not-started","Shower Tray","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Bathroom","Shower Tray"
"d0162235-84bd-4065-970f-7bac14bb4704","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B108","Kitchen"
"0260c7fe-264c-4d50-a326-4de5db4f1cbe","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Kitchen","Kitchensink checklist"
"15efa371-9a7d-4cc6-8aad-fd9d593a4eff","","folder-normal","not-started","","step","TRUE","FALSE","Building B","Level 1","Unit B108","Laundry"
"7b504e40-b8df-4521-888f-5ad65e77aac3","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Building B","Level 1","Unit B108","Laundry","Laundry"
