"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1aaed0a5-fc27-470d-ad90-a08ba3523b78","","fail","","folder","TRUE","FALSE","Site QA"
"c297c7aa-cdbc-4f11-8f95-f5215168c7eb","","fail","","folder","TRUE","FALSE","Site QA","Multigate Office"
"75865981-7e93-491b-ba1b-6df16f3d58e7","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure"
"81e3d7c0-4f4e-422a-ae17-d94b07ca5b8b","","pass","","folder","TRUE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)"
"0261fff3-f86e-4c19-bda6-ce59be8ed14a","","pass","Excavation - GPL-QSE-ITP-STRUC-003 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East"
"5ba8777d-e62e-59a1-a9e5-3a3a34cd11a9","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Excavation (Compacted Fill)","East","Prior to Works"
"7aaabef6-b110-55ad-a7ef-39fae54d91c2","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","During Works","Confirm Form Worker has labour below deck inspecting all joints (particularly at columns & walls) and is immediately cleaning any slurry"
"93aefaef-5eda-5c52-a687-83a83b1175fe","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works"
"23cf3f27-493e-588c-afd6-7f975ddd988e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Confirm finish of concrete is adequate for application (broom/trowel/helicopter finish), refer to AS3610"
"aa67a0e2-748f-53bf-bf23-7b5334545d0f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Confirm stripping is complete and all edgeboard, setdowns etc are clear of formwork"
"59717343-77d7-57d5-ad4c-ede32091459f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Obtain as-built survey and set-out for next level (attach survey plan)"
"c0a8c22c-d042-5934-9bd6-bbb8ff528f7d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Confirm tolerance of finished concrete surfaces are as follows:"
"cebb2a84-dd21-5946-9293-271ca1f0f6ba","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Confirm initial stress is conducted, after concrete has reached 9 MPa"
"20fdc9d0-899f-5175-9dcb-9f8353cab3d1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Confirm final stress is conducted, after concrete has reached 22 MPa"
"a7c3593f-6d51-53e5-94a2-16126479ea22","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Obtain all concrete tests at 1 days, and attach test results"
"deae196b-bb9c-517f-b254-0d264d85d42f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Obtain all concrete tests at 4 days, and attach test results"
"63537dcc-15d7-5743-abc5-46f477c8294d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Obtain all concrete tests at 7 days, and attach test results"
"0efcd60a-5c47-5d94-923a-47cc326d4be0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","After Works","Obtain all concrete tests at 28 days, and attach test results"
"edefed86-896b-514e-9561-914346b1fe8d","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","Sign Offs"
"dd459913-696e-520a-a1bd-23d6aa63bc64","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","Sign Offs","Orwell Sign Off"
"b8600e2f-01ed-5419-9e8d-a7fdc2f716fd","","pass","","signoff","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (B)","Sign Offs","Request Sign Off"
"495af8df-0ab7-4ec5-8afc-16ef3f88c311","","pass","Suspended Slab - GPL-QSE-ITP-STRUC-007 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)"
"9d8fb30b-ce8e-517b-aa1f-fb1f0a09b85a","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works"
"b00c03e5-71af-586c-8a8e-b19802e7b349","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Confirm set-out of grids, verticals, RL on slab below (attach survey plan)"
"31e3c3b1-78ed-5e74-baf3-b870f9d0aaca","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Confirm formwork shop drawings and certificate has been received"
"136f7718-57c5-5d38-9d1d-86fe575ad12d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Confirm scaffold top-up complete"
"22a24768-d2df-53df-8c9c-292770f90bfd","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Confirm safe means of access to new deck"
"09eee105-956a-5edd-8f10-1ede65d4e5fe","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Confirm MPa, slump and agg size of concrete"
"7b38c1bc-3dcd-555f-ad42-c765d718f7a6","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Prior to Works","Check quantity of concrete required prior to ordering"
"52188199-8a18-5c47-b27f-991b01734e6b","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works"
"8c479716-9914-58da-9966-f1572b26f5ad","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm deck is safe, handrails installed and edge protection is provided to full perimeter of deck"
"5f0bf12c-12e5-5175-87fc-7dbb51e8ac6d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm formwork deck is suitable to achieve required finish to concrete."
"d839742f-1807-58ba-9eaf-1ec5ebc31a1f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm as-built survey of deck is complete (attach survey plan)"
"0c377d0c-08e7-52f1-af82-a6f0824d13a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm tolerance of deck, edgeboard, setdown, penos etc are as follows:"
"2daddbef-23b7-5a69-8c2b-6663360a65bb","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Formworkers ITP"
"f90956e5-291c-5f96-9c24-a1a69b750238","","pass","","signoff","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Formworkers Deck Handover Certificate"
"2b2b809a-564e-56ed-9bc2-fd7849221773","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Formwork Engineer sign off certificate, Confirm that certificate references props, braces and compliance with design & AS3610"
"dda2c6e6-9daa-5c26-8fe4-27134add29cb","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Install slip joints to all load bearing walls and corbels where required"
"eddcdae9-1877-524f-82fd-5d008376421d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Hydraulic ITP (for cast-in elements), include relevant mark-ups"
"6d92bbd2-9ed4-55b3-8544-5e422f94a37e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Electricians ITP (for cast-in elements), include relevant mark-ups"
"572ec5e9-d1a9-5883-95c7-1955e6cc88bf","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Fire Services ITP (for cast-in elements), include relevant mark-ups"
"b99a36fe-15bd-54de-8751-dcb713f049a1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Mechanical ITP (for cast-in elements), include relevant mark-ups"
"750a22d7-35c9-5b24-9916-0024d6918507","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm that sufficient plastic bar chairs are used everywhere"
"ac1ebe2b-c28f-5841-a0cc-af8ca44e10f7","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm starter bars to columns/walls/stair are installed in correct location"
"5e9fa2fe-559e-5dac-a1aa-a68930e1075f","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Check top RLs for all reinforcement, ensuring adequate concrete cover confirm with Concreter"
"30760a9c-2e44-5601-b8aa-464a98baf25d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Reo Fixers ITP"
"ba6bbd12-531d-5019-bc4f-bc7eb244c971","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm that PT end condition (pan/edge stress) are correct and as per design"
"4dbf79cc-31a0-53e6-af4f-c93d71c08a89","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm that correct size chairs are used under PT"
"2cefe8f2-4dc4-51f3-afd9-0a2f80c80f5e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Post Tensioner ITP"
"d190f1a5-0e18-5d6a-b64b-291b103b8207","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Principal Structural Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"a8b11a8f-9b3f-57ca-962c-51f6097c311a","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Post Tensioning Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"d07b008b-582e-5227-bee4-00ccac40b07d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm correct concrete supplied (attach docket)"
"a8eb8f34-4ae1-53b0-be6a-01b9df9b8b90","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm concrete tester onsite to take samples"
"2a4c1513-bcd1-5eb7-a2f5-9b16921dfea8","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm vibrating is occurring evenly"
"e8cbdf5d-ffff-5a55-9d06-9b87b5bcf89d","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm falls to drainage points in slab"
"ea0911ca-d8f4-5ba5-85a5-ea59d2fdf74d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Attach Concreter ITP"
"ffcaf87b-724b-56a8-8fd3-033c3f4f5efe","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Ensure a representative from each of the following is on site and witnessing the pour:"
"378600d0-2713-5971-a840-d7f42a4d47a5","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","During Works","Confirm Form Worker has labour below deck inspecting all joints (particularly at columns & walls) and is immediately cleaning any slurry"
"44f83a43-6731-5009-8db4-4ee5a9e26987","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works"
"d7d84ed4-59ea-52bd-a283-a5327aaeab66","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Confirm finish of concrete is adequate for application (broom/trowel/helicopter finish), refer to AS3610"
"4e880eee-4e51-52f7-ac9f-283f2cd2e1b9","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Confirm stripping is complete and all edgeboard, setdowns etc are clear of formwork"
"e2204cd3-2363-55e1-9fb6-278701fb6621","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Obtain as-built survey and set-out for next level (attach survey plan)"
"428f795c-48fd-59b4-bc3d-7fce1790e626","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Confirm tolerance of finished concrete surfaces are as follows:"
"9a3ed3ff-c621-5d89-9866-9e88096cbbef","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Confirm initial stress is conducted, after concrete has reached 9 MPa"
"6418dac5-e71d-52c9-bffb-1a7289ac718b","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Confirm final stress is conducted, after concrete has reached 22 MPa"
"9c512ebe-0851-5933-9b54-222988a633e4","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Obtain all concrete tests at 1 days, and attach test results"
"7798364d-59f8-58e9-a785-f26554485c8e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Obtain all concrete tests at 4 days, and attach test results"
"bb2cab02-3a4a-52a5-861c-17308930499a","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Obtain all concrete tests at 7 days, and attach test results"
"02659e2b-5a86-5f76-90a8-c7e1738e3b6e","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","After Works","Obtain all concrete tests at 28 days, and attach test results"
"4f0ce005-714c-5709-902a-fe2f2d311073","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Sign Offs"
"89ab2f05-32fb-50f5-aa70-5c28c1010c69","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Sign Offs","Orwell Sign Off"
"e7c0c85e-2b46-5c11-8e2a-8499811e255e","","pass","","signoff","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (C)","Sign Offs","Request Sign Off"
"48cf8b91-03c3-456e-ad4b-0ae883368b26","","pass","Suspended Slab - GPL-QSE-ITP-STRUC-007 (Rev 00)","checklist","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)"
"e3fe49e9-ab94-5271-8fb7-7cb97f2d3140","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works"
"1e073389-c3b6-5cd5-b66b-c15e0f180388","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Confirm set-out of grids, verticals, RL on slab below (attach survey plan)"
"a7b80b0c-d7f8-52e6-958c-c75abc8e46c0","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Confirm formwork shop drawings and certificate has been received"
"40db1033-51a8-5bde-8aef-4e8ccc74fbef","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Confirm scaffold top-up complete"
"55c34497-faa5-5c85-b79f-430de10535a1","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Confirm safe means of access to new deck"
"1752838d-1d6f-5a8b-9d5e-91123a39d7cc","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Confirm MPa, slump and agg size of concrete"
"f1c928d2-ce35-5217-bdff-f017f3aba292","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","Prior to Works","Check quantity of concrete required prior to ordering"
"23ce5165-d471-5858-a54d-39b13dfcf468","","pass","","section","FALSE","FALSE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","During Works"
"109d5e7f-ce56-52b0-b23f-4bd3edf5548a","","pass","","checkpoint","TRUE","TRUE","Site QA","Multigate Office","Structure","Level 4","Suspended Slab (D)","During Works","Confirm deck is safe, handrails installed and edge protection is provided to full perimeter of deck"
