"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"d5e4ea84-8d21-40ff-9274-5228b9685b4c","","checklist-flat","work-in-progress","SYS - PT - Overall Pre-set","checklist-flat","FALSE","FALSE","Overall Pre-set"
"b0e1cccd-e9fc-5fc9-becb-8b9e6d396f32","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Overall Pre-set","Overall Pre-set"
"23c6456d-84cd-51a0-b2a5-ed0b01c89e45","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","System information:"
"2d650379-6245-5604-9d4e-8e674b2f2720","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","SSP Attached"
"5acdd6d7-fd35-5a35-9ce3-48eca1713c25","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Overall Pre-set","Task Analysis Attached"
"1f807f9a-9565-5fb6-bf50-82a2d5979d18","","checkpoint-no-status","no-status-started","","","TRUE","TRUE","Overall Pre-set","Relevant Drawings Attached"
"ce106812-b477-4220-a8df-ebe208a728b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"eab2d2b3-6a21-4fc2-b1ff-a397da4ff8f4","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA","Block 01"
"119f158f-5e20-428f-98cb-d084523cc1e7","","folder-normal","pass","","step","TRUE","FALSE","QA","Block 01","RoofSafe Rail System"
"2b0844de-8025-4e52-9db1-782ed56d1392","","checklist-flat","pass","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE","QA","Block 01","RoofSafe Rail System","Pre-Fit Off Checklist - Rail 01"
"c7466fb6-228d-5d39-85a6-cb53398a5a31","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point","Details of Rail Carriages/Cable Travellers"
"d10ae963-b960-519c-81d4-599809a61e84","","checkpoint-status","not-started","","","TRUE","TRUE","QA","Data Plate, Access Point","1 photo required of carriages/travellers"
"6d101795-4e28-4090-86db-d3f6339dd1f7","","folder-normal","not-started","","step","TRUE","FALSE","Roof Access Requirements"
"ea29204f-8cc0-44ad-892f-30a3ce2ea0b8","","checklist-flat","not-started","Roof Access Requirements","checklist-flat","FALSE","FALSE","Roof Access Requirements","Roof Access Requirements - Hatch/Ladder"
"672bf0c7-d06b-561c-9df8-f94b143fa8e5","","checkpoint-status","not-started","","","TRUE","TRUE","Roof Access Requirements","Roof Access Requirements - Hatch/Ladder","Brief description of roof access requirements for Recert Team"
"df6f3787-f671-4de6-8255-94bb86cccd85","","checklist-flat","not-started","SYS - PT - Practical Completion","checklist-flat","FALSE","FALSE","Practical Completion"
"d3192eec-fe9a-5832-bd9b-32d010f9a547","","checkpoint-no-status","no-status-not-started","","","TRUE","TRUE","Practical Completion","System installed and ready for review from Project Manager."
"fa37dc5d-6e9b-5deb-80ba-966b563b8990","","holdpoint","no-status-not-started","","","TRUE","TRUE","Practical Completion","Request Review from PM"
"7e7db969-db55-58f3-b1a9-0435f1d5ca0c","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","Project Manager has reviewed, checked and approved system."
"20c4d803-184b-5879-8c66-bf427867b324","","checkpoint-status","not-started","","","TRUE","TRUE","Practical Completion","PM to send to PBI admin to close out and archive"
