resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,
,,,,,,,,,,,,MA,,Medical Air Copper ,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,Motorised Valve Low Temperature Heated Water (x3),part of pipe QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 10,,,,,,,,,
,,,,,,,,,,00TRA014,Corridor ,T05,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T05,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,FD ,Fire Damper Ø250,Fire Damper,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper Ø250,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00TRA005,Corridor ,R04,Holyoake EC-125 600x600,Return Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0B-MEP2-AHU023-FCU-014,Temperzone IMDL130,FCU 70 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,FD,Fire Damper Ø200,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper Ø200,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO001,Toilet - Staff,E01,Holyoake EC-125 200x200,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x200,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO002,Toilet - Staff ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x200,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO003,Property Bay - Staff,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO018,Store - Hazardous Goods ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,DG01,Holyoake DG-52 600x300,Door Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO025,Corridor ,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0B-BOH-EAF043-ATT-226,NCS NSM-350-9,500 L/s Attenuator ,Attenuator QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO014,Store - Genral Waste ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-0B-EAF-4B-BOH-EAF-043,Fantech PCEEC45 Ø450,In Line Centrifugal Backward Curve fan 500 L/s,Fan Install QA,,
,,,,,,,,,,,,112-0B-BOH-EAF043-ATT-227,NCS NSM-400-6,500 L/s Attenuator ,Attenuator QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00BHO016,Bay - Mobile Equipment ,FD,Fire Damper 200x200,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 300x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper Ø150,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 600x300,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,112-0B-MEP2-AHU023-FCU-015,Temperzone IMD280Y,30 L/S OA,FCU Install QA Checklist,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,00ENG039,Communications Room ,112-0B-MEP2-ACU-002,PKFY-P100VKM-E 1840x1858x740,Mitsubishi Electric Wall mounted Indoor unit . ,DX AC Unit Install,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct,Flexi duct QA check list,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Low Temperature Heated Water  Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Motorised Valve Chilled Water,part of pipework QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 11,,00ENG055,Fire Pump + Alarm ,112-0B-EAF004-FLT-018,IPSCO AL50 2440x1280,Filter type 3 2000 L/s,Filter Template,,
,,,,,,,,,,,,112-0B-EAF004-ATT-278,NCS NSM-300-9 900x900x650,2000 L/s Attenuator ,Attenuator QA,,
,,,,,,,,,,,,112-0B-FPR-H-001,EEP A693868 440x900x80,Wall Mounted Electric Heater complete with electronic thermostat ,Radiant heater Template,,
,,,,,,,,,,,,112-0B-FPR-EAF-004,Fantech PUDEC56 Ø560,In Line Centrifugal Backwards Curve 2000 L/s fan,Fan Install QA,,
,,,,,,,,,,,,112-0B-EAF004-ATT-234,NCS NSM-300-12 1200x600x400,2000 L/s Attenuator ,Attenuator QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting,Steel duct Install QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,Level 1,,,,,,,,,,
,,,,,,,,Zone 1 ,,,,,,,,,
,,,,,,,,,,01PAO006,Specimen Collection Bay ,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-015,Temperzone IMDL90Y,FCU 30 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLC049,Consult ,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T03,Holyoake EC-125 600x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP004,Store - Equipment ,E01,Holyoake  EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake  EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP011,Corridor ,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600 ,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-008,Holyoake HCV-150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-010,Holyoake HCV-200,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP007,Gymnasium ,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-002,Holyoake HCV-250,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-001,Holyoake HCV-250,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP009,Hand Therapy/Splinting ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S07,Holyoake CFPP 450/24 600x600,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP008,Gymnasium ,S02,Holyoake CFPP 450/24 450x450,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S02,Holyoake CFPP 450/24 450x450,Supply Grille  ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R07,Holyoake EC-125 600x600,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-003,Holyoake HCV-175,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-004,Holyoake HCV-250,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-005,Holyoake HCV-225,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-006,Holyoake HCV-200,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP012,Store - Equipment ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake EC-125 200x201,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLC050,Consult ,T06,Holyoake EC-125 600x600 ,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-007,Holyoake HCV-150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,SD,Smoke Damper 150x150,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01WCO030,Parenting ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP003,Office - Clinical Workroom ,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600 ,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-009,Holyoake HCV-175,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-AHU003-ATT-009,NCS Cylindrical Attenuator HP-2D-M 600x315Ø,160 L/s Attenuator,Attenuator QA Checklist ,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP050,Toilet - Accessible ,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP002,Reception/Clerical ,S25,Holyoake CFPP-R 615/30 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct ,Flexi duct QA check list,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Low Temperature Heated Water Black Steel ,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipework Intall,,
,,,,,,,,,,,,,,Motorised Valve Low Temperature Heated Water (x2),part of pipework QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 2 ,,,,,,,,,
,,,,,,,,,,01TRA045 ,Corridor ,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01TRA032,Stairs - Circulation,FD,Fire Damper Ø200,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper Ø200,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct ,Flexi duct QA check list,,
,,,,,,,,,,,,,,Low Temperature Heated Water Black Steel,Steel Pipe QA Checklist ,,
,,,,,,,,,,,,,,Drain Condensate PVC,PVC Pipe Install,,
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 3 ,,,,,,,,,
,,,,,,,,,,01PAO005,Specimen Collection Bay,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO004,Specimen Collection Bay,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-014,Temperzone IMDL90Y,FCU 30 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO003,Specimen Collection Bay,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO002,Specimen Collection Bay,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO016,Corridor ,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T06,Holyoake EC-125 600x600,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO007,Office - Clinical Workroom ,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO012,Property Bay - Staff ,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-016,Temperzone IMDL60Y,FCU 30 L/S OA,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO010,Store - Consumables,S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-017,Temperzone IMDL40Y,FCU 25 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO011,Store - Equipment 14m2,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-018,Temperzone IMDL60Y,FCU 45 L/S OA ,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO013,"Toilet - Patient, 4m2",T02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 300x250,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO015,"Reception/Clerical, 10m2 ",S04,Holyoake CFPP 600/30 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 350x300,Smoke Damper ,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PAO001,Waiting 10m2,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01TRA016,Corridor ,S06,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-004,Temperzone IMDL90Y,FCU 45 L/S OA ,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01WCO031,Meeting 12m2,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,112-1A-CLP-AHU003-VAV-056,Holyoake HCV - 150,Variable Air Volume Terminal w/ 200mm spacer and access panel between VAV assembly and reheat coil ,VAV QA checklist,,
,,,,,,,,,,,,112-1A-AHU003-ATT-056,NCS Cylindrical Attenuator HP-2D-M 600L 315Ø,105 L/s Attenuator ,Attenuator QA,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP001,Waiting 10m2,S06,Holyoake CFPP 450/24 600x600,Supply Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E06,Holyoake EC-125 600x600,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01CLP011,Corridor ,SD,Smoke Damper 300x300,Smoke Damper,Smoke Damper QA check list,,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,,
,,,,,,,,,,,,FD,Fire Damper 250x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 750x550,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 900x700,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 300x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,,
,,,,,,,,,,,,R06,Holyoake EC-125 600x600,Return Grille ,,,
,,,,,,,,,,,,112-1A-MEP5-AHU004-FCU-003,Temperzone IMDL130Y,FCU 125 L/S OA,FCU Install QA,FCU Template ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01ENG018,Communications Room,112-1A-MEP5-ACU-003,PKFY-P100VKM-E 1840x1858x740,Mitsubishi Electric Wall Mounted Unit,,DX AC Unit Install ,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,Ceiling ,,,,Ducting ,Steel duct Install QA,,
,,,,,,,,,,,,,,Flexiduct,Flexi duct QA check list,,
,,,,,,,,,,,,,,Chilled Water Black Steel,Steel pipework QA,,
,,,,,,,,,,,,,,Low Temperature Heated Water  Black Steel,Steel pipework QA,,
,,,,,,,,,,,,,,Drain Condensate PVC,Pipework PVC Install,,
,,,,,,,,,,,,,,Motorised Valve Chilled Water ,part of pipework QA,,
,,,,,,,,,,,,,DVAC,Dental Vacuum PET/PVC,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,DCA,Dental Compressed Air Copper,HTM02 -01 B1 carcus test,HTM02-01 B3_4 Leakage Test ,"HTM 02-01 B12 Verification of Drawings, HTM 02-01 B13 - Purging and Filling HTM 02-01 B14 - Quality Specifications "
,,,,,,,,,,,,,,,,,
,,,,,,,,Zone 4,,,,,,,,,
,,,,,,,,,,01PBO001,Toilet - Accessible Public ,T02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,E02,Holyoake EC-125 300x300,Extract/Transfer Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PBO007,Toilet - Public,E01,Holyoake  EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,SD,Smoke Damper 300x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 300x250,Fire Damper ,Fire Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01PBO010,Toilet - Public ,E01,Holyoake EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01ENG017,Riser,FD,Fire Damper 450x350,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 400x600,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 600x350,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 200x200,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 300x300,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 900x400,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 650x300,FD,Fire Damper QA check list,,
,,,,,,,,,,,,FD,Fire Damper 300x600,FD,Fire Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 650x300,SD,Smoke Damper QA check list,,
,,,,,,,,,,,,SD,Smoke Damper 300x600,SD,Smoke Damper QA check list,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,01WCO029,Meeting 12m2,S05,Holyoake CFPP 450/24 600x600,Supply Grille ,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,T01,Holyoake  EC-125 200x200,Extract/Transfer Grille,,Grilles & Diffusers QA Checklist,
,,,,,,,,,,,,R02,Holyoake EC-125 300x300,Return Grille,,Grilles & Diffusers QA Checklist,
