"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"883e0405-ea15-447c-bf83-728c9c0b5b27","","folder-normal","work-in-progress","","step","TRUE","FALSE","Block A"
"52919794-a52a-4f88-a022-9d8cdf43a864","","folder-normal","not-started","","step","TRUE","FALSE","Block A","Ground Floor"
"00f17fcd-6842-41c3-bda2-d3251809517b","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Bathroom"
"4decda33-7ce5-494a-96e1-19e38321b522","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Bathroom","Toilet"
"0961bf78-7b98-4df3-b1a6-018133dc7b50","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Bathroom","Hand Basin"
"07c56700-74e7-46a2-946f-fcc99eb27b6f","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Bathroom","Shower Tray"
"9fdcf771-2478-42d3-8fdc-59e33d789d24","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Bathroom","Shower"
"175eb257-4fa0-4ff8-977c-a45a1cf510f8","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Underslung PVC"
"98ed9a4c-028e-44de-b85b-35650590d95a","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Pressure Testing"
"c055dfcd-d825-456e-9746-5f0720d8b84b","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 1","Stacks"
"65a2938c-5ae9-42e9-905e-70de166e7f8c","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2"
"aeca0737-f0f4-458c-a644-7c6e37adb2d7","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Main Bathroom"
"cb92b995-db98-49a9-bfac-a35b93e9efb7","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Main Bathroom","Toilet"
"28fd4622-f093-4e0a-ba11-c55177a31404","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Main Bathroom","Hand Basin"
"4481c1f5-9b06-4bd8-b1b4-323c5e33c1ce","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Main Bathroom","Shower Tray"
"89f6ba33-26a6-4c08-9531-e874c7ba9f5c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Main Bathroom","Shower"
"518c11b4-1a16-4d74-a3d3-25fc19f61481","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Guest Bathroom"
"a813e78b-a91b-4db3-87c9-8eb4dcccfe99","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Guest Bathroom","Toilet"
"ed9c7804-6c9c-415b-9e9e-6028a83d0cd6","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Guest Bathroom","Hand Basin"
"21144e0e-1e14-45f7-9b60-6dee228b7875","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Guest Bathroom","Shower Tray"
"ff9e7298-2747-4853-b722-4d1fd20b18ea","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 32","Level 2","Guest Bathroom","Shower"
"4d3d5b83-d772-4d72-9bee-e1a5a139e8f1","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33"
"7431719c-1ab1-4155-a2b0-b9337eed3208","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1"
"0daf0140-5a09-4409-be66-67d715bc2b4d","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Kitchen Sink"
"90b47809-46a1-42b1-844b-c71aca9cc001","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Hot Water Cylinder"
"1e1dec57-5c18-4250-9ec2-da0a76ced900","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Laundry"
"ce0b9ace-3d4b-4d98-89d8-7b7a982390fc","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Hose Tap"
"7d9f398c-3fd5-4ab1-8913-0f6fe8cf0d62","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Bathroom"
"2c4d61da-b12b-4eac-8004-babd5463c6cf","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Bathroom","Toilet"
"c0cb0181-a19f-45ba-84b3-7319ebfd735d","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Bathroom","Hand Basin"
"0caf4496-6130-4d0f-8935-64c536702559","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Bathroom","Shower Tray"
"1483dc15-3b7e-4c97-93e5-410d73ada2e6","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Bathroom","Shower"
"4236c756-9143-4426-8ef1-3026cc66f176","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Underslung PVC"
"448e48c9-b247-46d2-b25f-7420d883ecbd","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Pressure Testing"
"259165bc-36b1-4749-aac2-54323cc38316","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 1","Stacks"
"b0bc3365-a0ff-427a-a2eb-e3274e828bf4","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2"
"cacf4ca7-e932-4610-b549-7be577bf3555","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Main Bathroom"
"05d6b070-6882-44c7-b43f-49458e4cf2b3","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Main Bathroom","Toilet"
"bd3cbb45-799f-43c0-b750-1e876672cb74","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Main Bathroom","Hand Basin"
"2965b03c-62a0-46c7-ad6a-65f6fcc03924","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Main Bathroom","Shower Tray"
"5297fa40-1657-45ee-83f7-08e430d0108c","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Main Bathroom","Shower"
"4d344b21-5866-4867-b960-4e95df114c1c","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Guest Bathroom"
"b090a9d0-4d96-4419-b0f2-a217cd71cc32","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Guest Bathroom","Toilet"
"826bddab-7aa3-4ad1-b5dc-efbcf57c0a59","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Guest Bathroom","Hand Basin"
"44dc0c79-9a67-4fa8-89a0-bbedd98305a8","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Guest Bathroom","Shower Tray"
"838040c8-93f0-4957-9e09-4f79449f42aa","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 33","Level 2","Guest Bathroom","Shower"
"c70c7506-dc76-4319-be89-d4179fb6e7b8","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34"
"2bcebe0c-a496-42b5-93dc-b7092d151e9d","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1"
"ae8ae76e-535f-490f-828e-05afc8052ef4","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Kitchen Sink"
"f797460f-9d02-43f8-9bce-28366740dfeb","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Hot Water Cylinder"
"c21f1bc2-0817-4d4f-8f4f-cbe1f8448c60","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Laundry"
"6b1dcc54-b425-43f8-b3fd-3ba646e6b19d","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Hose Tap"
"32dd8500-7dba-4d06-8acf-5f611d2154b5","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Bathroom"
"2475a3b6-f74a-416d-ae42-8088c8e2a3ea","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Bathroom","Toilet"
"a90fb0ca-8c83-4e9a-b8f9-cdcbf2472a08","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Bathroom","Hand Basin"
"5985ea26-594f-418b-8a45-3db273a778a2","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Bathroom","Shower Tray"
"7a86a174-ed7d-4e11-bcd0-dc45bdba59a1","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Bathroom","Shower"
"6ce16319-f80d-4411-88fc-55fabf7cb13c","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Underslung PVC"
"86a4b6e8-48e6-4611-aafc-4601833f1a75","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Pressure Testing"
"f8861c34-f2ce-4839-80bd-9476aed761c4","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 1","Stacks"
"f3d695e2-4974-4b58-a950-0d6980394330","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2"
"7e22347d-9cec-4a79-926a-e670da1be3ab","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Main Bathroom"
"fff05572-4157-4b7f-8b2a-c93d4d54752f","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Main Bathroom","Toilet"
"ac5660e4-516d-4790-a35f-1ca7e3bf5e7c","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Main Bathroom","Hand Basin"
"560005cd-3bfc-4edb-b98a-ba0a1c8015ee","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Main Bathroom","Shower Tray"
"c2d9105e-4513-402a-861b-4c64aa43c653","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Main Bathroom","Shower"
"7cccb352-0d6d-46c3-9e76-8ee8e3d3aa94","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Guest Bathroom"
"7eca0828-0a78-428d-8913-195d5cec186c","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Guest Bathroom","Toilet"
"29109239-8913-43e7-a2b8-0f8eb633a3d8","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Guest Bathroom","Hand Basin"
"18a5ac2b-83a7-4e07-a88e-be0f3c71ce83","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Guest Bathroom","Shower Tray"
"62405057-aca2-492e-9e1a-d4f5cc513b2e","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 34","Level 2","Guest Bathroom","Shower"
"8d1e6861-bb93-4d61-bd76-346809532367","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35"
"32c4eabe-67d1-4078-a3eb-6558bdb193d8","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1"
"4c0115ca-3ba8-4259-91b7-1b7fa78c1b58","","checklist-flat","not-started","Kitchen Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Kitchen Sink"
"1b0ecb33-372b-4742-8cc2-11eefa067aa4","","checklist-flat","not-started","Hot Water Cylinder Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Hot Water Cylinder"
"4cec05ae-5594-4d6d-83ca-36db6a561a8a","","checklist-flat","not-started","Laundry","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Laundry"
"db6919ca-a042-4320-be7a-251b99a9b551","","checklist-flat","not-started","Hose Taps Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Hose Tap"
"5595ff0b-d43e-4578-a15f-2e79e59ee625","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Bathroom"
"cd6fdb7e-0e77-444e-a4ec-80ed34254b3d","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Bathroom","Toilet"
"139845b3-7db9-49e6-98ed-7060a6023d8e","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Bathroom","Hand Basin"
"857624ce-cd7b-488e-a2da-92aa30b9946d","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Bathroom","Shower Tray"
"0972ad4e-fa73-495f-b1c5-2ce6e3d482a8","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Bathroom","Shower"
"1fc1d3bb-847a-44a8-a2f6-1b792dabd4c8","","checklist-flat","not-started","Underslung PVC","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Underslung PVC"
"1c5a3026-708a-48fd-91cc-d80a3b6fa879","","checklist-flat","not-started","Pressure Testing Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Pressure Testing"
"e969559a-2307-49c9-9616-0eb94f136bb6","","checklist-flat","not-started","Stacks + Vents Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 1","Stacks"
"14bd5697-349e-4f02-bbd5-02c7d170e5aa","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2"
"61c4e5e2-fee8-41d0-977a-bae5e41ebff8","","folder-normal","not-started","","step","TRUE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2","Main Bathroom"
"018195ab-dabf-44c8-98d6-e26849e261af","","checklist-flat","not-started","Toilet Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2","Main Bathroom","Toilet"
"2fc202fc-e991-4a36-80e7-19821d85ca7d","","checklist-flat","not-started","Hand Basin","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2","Main Bathroom","Hand Basin"
"8324ceac-250a-4b8b-9b01-b8bd6695a115","","checklist-flat","not-started","Shower Tray Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2","Main Bathroom","Shower Tray"
"8507d6a3-761d-4506-91c8-d3a5cfac521f","","checklist-flat","not-started","Shower Checklist","checklist-flat","FALSE","FALSE","Block B","Ground Floor","Ground Floor (Second Fix)","Unit 35","Level 2","Main Bathroom","Shower"
