type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.3 - Acceptance of Box Culverts,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 619.22,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the Box Culvert free of defects and to drawing dimensions?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.4 - Acceptance of Precast Reinforced Concrete/HDPE Pipes,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 701.05,,,,,,,,,,,,,
label,• 701.05(e),,,,,,,,,,,,,
label,• 701.31(a),,,,,,,,,,,,,
label,• IFC Drawing,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the Pipes free of defects and to drawing dimensions?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,"1.5 - Acceptance of Precast Covers, Grates, Lids and Pits",,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,VR Clause 705.04,,,,,,,,,,,,,
label,(a)(ii),,,,,,,,,,,,,
label,705.04 ,,,,,,,,,,,,,
label,(d),,,,,,,,,,,,,
label,705.07,,,,,,,,,,,,,
label,• IFC Drawings,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Have proposed precast Covers, Grates, Lids and Pits been approved for use? ","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Prior to start of works ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE/PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Shop Cards,"Yes,No",,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.6 - Bedding and Backfill Materials,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 701.09(e),,,,,,,,,,,,,
label,• Table 701.091,,,,,,,,,,,,,
label,• Table 701.092,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is material free from perishable matter and lumps?,"Yes,No,N/A",,,,,,,,,,,,
button,• Does the material comply with Table 701.091 & Table 701.092 below? Has the material been approved for use?,"Yes,No,N/A",,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Table 701.091,,,,,,,,,,,,,
label,"Material || Sieve - AS (mm) 75.0, 37.5, 19.0, 2.36, 0.075 :: Percentage Passing (by mass)",,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Bedding || 19.0 :: 100 / 0.075 :: 5-40,,,,,,,,,,,,,
label,Selected Backfill || 37.5 :: 100 / 0.075 :: 5-40,,,,,,,,,,,,,
label,Ordinary Backfill || 75.0 :: 100 / 2.36 :: 40-100,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,– – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – – ,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Table 701.092,,,,,,,,,,,,,
label,Test || Test Value,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Plasticity Index (Max.) || 20,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Freq: Prior to start of works,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: H,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: H,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: PE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Bedding and Backfill Material Conformance,"Yes,No",,,,,,,,,,,,
holdpoint,HOLD POINT,,,,,,,,,,,,,
checkpoint,1.7 - Pipe/Box Culver/PIT Size & Class,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
textbox,• SIZE,,,,,,,,,,,,,
textbox,• CLASS,,,,,,,,,,,,,
textbox,• DIA = 150 / 225 / 300 / 375 / 450 / 525 / 1050,,,,,,,,,,,,,
textbox,• PIT REF,,,,,,,,,,,,,
textbox,• PIT REF,,,,,,,,,,,,,
textbox,• PIT REF,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,1.8 - Stage/Zone,,,,,,,,,,,,,
label,Ref docs: Site Layout,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• 1A / 1B/ 1C/ 1D / 1E / 1F / 1G / 2A / 2B / 2C / 2D / 2E / 2F / 2G / 3A / 3B / 3C / 4A / 4B / 4C / 5A / 5B / 5D / 6A / 6B,,,,,,,,,,,,,
textbox,• STAGE,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
section,2.0 Excavation,,,,,,,,,,,,,
checkpoint,2.1 - Excavation of Trench Pipes/Culverts,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 701.15,,,,,,,,,,,,,
label,• Table 701.151,,,,,,,,,,,,,
label,• 701.08,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the trench clearance width between 300mm to 600mm?,"Yes,No,N/A",,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,Table 701.151,,,,,,,,,,,,,
label,Pipe Type || Nominal Pipe Diameter or Width (mm) || Horizontal Clearance to Wall of Trench :: Min. (mm) / Max. (mm),,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
label,"Corrugated Metal Culvert || All || 300 mm / 1,000 mm",,,,,,,,,,,,,
label,Other || All || 300 mm / 600 mm,,,,,,,,,,,,,
label,--------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,
button,• Is the excavation at a sufficient depth for pipe/box culvert bedding?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
checkpoint,2.2 - Excavation for Pits,,,,,,,,,,,,,
label,Ref docs: VR Clause 705.05,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Is the pit excavation not less than 400mm from external pit wall to side of excavation?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the excavation at a sufficient depth for pit bedding?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
section,3.0 Bedding,,,,,,,,,,,,,
checkpoint,3.1 - Bedding - Pipes,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.16,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Is the Pipe Diameter less than 1500mm? If so, has 100mm of bedding been placed?","Yes,No,N/A",,,,,,,,,,,,
button,"• Is the Pipe Diameter greater than 1500mm? If so, has 200mm of bedding been placed?","Yes,No,N/A",,,,,,,,,,,,
label,(D = Pipe Diameter/Culvert Width).,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
checkpoint,3.2 - Bedding - Pits,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 705.05,,,,,,,,,,,,,
label,• Table 701.091 & 701.092,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has bedding been placed and compacted to a thickness not less than 80mm on clay foundation?,"Yes,No,N/A",,,,,,,,,,,,
button,• Has bedding been placed and compacted to a thickness not less than 150mm on a rock foundation?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Bedding and Backfill Material Conformance,"Yes,No",,,,,,,,,,,,
checkpoint,3.3 - Bedding Material - Compaction,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.20,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has bedding been compacted to refusal?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
section,4.0 Installation of Pipes/Pits/Culverts,,,,,,,,,,,,,
checkpoint,4.1 - Laying of Pipes,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 701.17 (a) ,,,,,,,,,,,,,
label,• 701.17 (e),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Are pipes being laid from downstream end?,"Yes,No,N/A",,,,,,,,,,,,
button,• Are socket ends of pipes being placed facing upstream and fully entered?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the pipe in full contact with the bedding for the full length of each section?,"Yes,No,N/A",,,,,,,,,,,,
label,• The compacted bedding shall be shaped to accommodate the joint collar and ensure that the pipe is supported along its full length.,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: I,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: PE,,,,,,,,,,,,,
label,CYP D&C JV - Key: S,,,,,,,,,,,,,
label,CYP D&C JV - Sign/Date: SE,,,,,,,,,,,,,
checkpoint,4.2 - Installation of Pits,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 705.07,,,,,,,,,,,,,
label,• 705.08,,,,,,,,,,,,,
label,• 705.09,,,,,,,,,,,,,
label,• 705.11,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have pre-cast pits been installed at the correct location and to the dimensions shown on the drawings?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have subsurface drainage connections been cored at appropriate dimensions?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Test results for fibres and fibre content (if applicable) (Compliance Certificate provided by Supplier),"Yes,No",,,,,,,,,,,,
checkpoint,4.3 - Step Iron Fitting,,,,,,,,,,,,,
label,Ref docs: VR Clause 705.12,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have pits greater than 1.0 meter been fitted with step irons? ,"Yes,No,N/A",,,,,,,,,,,,
label,• Step irons shall not obstruct openings or be fitted to a wall which has openings.,,,,,,,,,,,,,
button,• Have step Irons shall be installed in accordance with the manufacturer’s instructions and are an approved proprietary type?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Material Conformance Certificates,"Yes,No",,,,,,,,,,,,
checkpoint,4.4 - Shaping the floor and Surface Finish,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 705.13,,,,,,,,,,,,,
label,• 705.14,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the drainage pit floors been smoothly shaped from the inlets to the outlet for a height of one third of the diameter of the outlet pipe with cementitious mortar?,"Yes,No,N/A",,,,,,,,,,,,
label,• Surfaces shall be finished uniform in appearance with a Class 2 surface finish in accordance with the requirements of Section 610.,,,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,4.5 - Jointing - Pits,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 705.14,,,,,,,,,,,,,
label,• 705.16,,,,,,,,,,,,,
label,• 610.32,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,"• Has the joints between drainage pits, access chambers and pipes shall be made watertight using a cementitious mortar?","Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,4.6 - Jointing – Pipes,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.18,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Are rubber rings to be used on rubber ring joint pipes clean and free of debris?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have all interlocking joint reinforced concrete pipes been jointed or wrapped with 200mm wide external joint rubber band?  Has the rubber band been placed between the spigot and socket?,"Yes,No,N/A",,,,,,,,,,,,
button,• Have pipes with lifting holes been placed with lifting holes uppermost? Have lifting holes been plugged after pipe installation?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
checkpoint,4.7 - Fitting of Covers,,,,,,,,,,,,,
label,Ref docs: VR Clause 705.17,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
label,• Pit Downstream,,,,,,,,,,,,,
textbox,○ Pit Number,,,,,,,,,,,,,
textbox,○ Lid Class,,,,,,,,,,,,,
textbox,○ Lid Type,,,,,,,,,,,,,
label,• Pit Upstream,,,,,,,,,,,,,
textbox,○ Pit Number,,,,,,,,,,,,,
textbox,○ Lid Class,,,,,,,,,,,,,
textbox,○ Lid Type,,,,,,,,,,,,,
label,Freq: Each Lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Survey Conformance Report,"Yes,No",,,,,,,,,,,,
section,5.0 Installation of Box Culverts ,,,,,,,,,,,,,
checkpoint,5.1 - Laying Box Culverts,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.17 (a) (c) (d),,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Have consecutive sections of box culverts been firmly butted together?,"Yes,No,N/A",,,,,,,,,,,,
button,• Does the mortar have a minimum 28 day compressive strength of not less than 40MPa? Is it at least Type C Class? ,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,• Technical Data Sheet,"Yes,No",,,,,,,,,,,,
section,6.0 Backfilling,,,,,,,,,,,,,
checkpoint,6.1 - Backfill – Pipes/Culverts,,,,,,,,,,,,,
label,Ref docs: VR Clause 701.19,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the haunch zone been extended from top of bedding layer to 1/3 pipe diameter? Haunch zone material to be same as bedding layer. Haunch zone to be compacted to refusal in max 150mm layer.,"Yes,No,N/A",,,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area to be paved? If so, has excavation below design subgrade level been backfilled with select backfill material? And within the pavement layer backfilled with appropriate pavement material?","Yes,No,N/A",,,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area to be paved? If so, has excavation below design subgrade level been backfilled with select backfill material? And within the pavement layer backfilled with appropriate pavement material?","Yes,No,N/A",,,,,,,,,,,,
button,"• Is the pipe to be backfilled in under an area not to be paved? If so, has the trench been backfilled with select backfill material to a level 0.3m above the top of the culvert? Ordinary backfill may be used above that level.","Yes,No,N/A",,,,,,,,,,,,
button,• Has the backfill material been backfilled in max 150mm layers?,"Yes,No,N/A",,,,,,,,,,,,
label,Freq: Each lot,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
label,"Remarks / record (eg. test frequency, reports, certificates, checklist etc): ",,,,,,,,,,,,,
button,NATA Test Report: Compaction,"Yes,No",,,,,,,,,,,,
checkpoint,6.2 - Backfill - Pits,,,,,,,,,,,,,
label,Ref docs: VR Clause 705.18,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the pit been backfilled in layers not exceeding 300mm? Pit backfill to be compacted to refusal using hand held equipment.,"Yes,No",,,,,,,,,,,,
label,Freq: Each Lot ,,,,,,,,,,,,,
label,VERIFY OF ACCEPTANCE BY,,,,,,,,,,,,,
label,Symal Infrastructure - Key: S,,,,,,,,,,,,,
label,Symal Infrastructure - Resp: SE,,,,,,,,,,,,,
section,7.0 Completion,,,,,,,,,,,,,
checkpoint,7.1 - As-built Survey,,,,,,,,,,,,,
label,Ref docs: ,,,,,,,,,,,,,
label,• VR Clause 705.19,,,,,,,,,,,,,
label,• 610.47,,,,,,,,,,,,,
label,• 610.46,,,,,,,,,,,,,
label,Acceptance criteria: ,,,,,,,,,,,,,
button,• Has the pipe been laid with adequate fall and invert levels within ±10mm of design?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the invert level of pipes at pipes ±50mm of design?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the line of the pit cover been installed ±10mm of the design kerb line? ,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the pit cover level ±10 mm of the design level for that point?,"Yes,No,N/A",,,,,,,,,,,,
button,• Is the offset of entry pits within ±20 mm of kerbs/barriers?,"Yes,No,N/A",,,,,,,,,,,,
