"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"ec990272-67ab-4108-8b18-64fb89a20bb4","","folder-normal","","","step","TRUE","FALSE","Site QA"
"be61cda7-83c3-40a9-bfc6-0a810fb55fec","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A"
"aadc0d3e-d7a8-4418-a150-ba63c0eef067","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark"
"cd86483f-45b0-4c44-b99f-64e10341d6c8","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas"
"7c74cd6d-4cda-4141-be2f-3823ada47e42","","folder-normal","","","step","TRUE","FALSE","Site QA","Building A","Level Basement / Carpark","Common areas","Lift / Lift Lobby"
"fced0afd-c7df-401e-8082-16a0ac3d131a","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 3","MATV"
"570f69d6-6f50-4898-93e1-1e37e24cc7c0","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 3","MATV","Common Area"
"c5af4096-bd29-404d-a277-a9acf5b75bfd","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 3","MATV","Common Area","Lounge G.49.1 - 1 TV"
"e0321724-4414-4def-b31b-c25f7dddbf67","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4"
"0f88eaf6-0e7b-4f5a-95a0-6720bb460baf","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS"
"4147df5f-02c6-418f-a3e5-f078496ac44b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Common areas"
"a3b9e239-61e4-4273-8d81-fd8878b3db9e","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 A"
"706ac7a8-a55a-47e8-bcd6-e6f7e27448cf","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Common areas","Memory Pod G.90 B"
"558fd598-f143-4ea4-9ca9-b116a7eecd2d","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Common areas","WC G.92"
"377be580-acd7-4cb5-a4f5-34736f2eafa5","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Common areas","Stairs G.83"
"d7bf4399-8323-4bd8-86ce-1bb24131cdbc","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms"
"8fe60515-08a9-4539-aa10-bbbe3745f68a","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.65"
"88598c28-6220-4eec-b485-036ffa83729c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.66"
"ee975c34-e545-4aa2-b915-d974aabf1e4b","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.67"
"bc4983c8-b774-46cd-bc25-c8d362f574a3","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.73"
"7f5ea7bb-2f26-46d4-95f6-430eb42a847b","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.74"
"c5787a54-b555-4a5d-86a9-a593a168a4f6","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.75"
"fee94031-66ca-4b1d-933b-9154ca2f0f13","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.76"
"e05698a3-5b4b-42cf-9a38-853b4099c19a","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.77"
"22cf366d-6637-4619-a235-ae71af29855c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.78"
"aa6a5865-f58a-434d-9e4b-63207e647ad1","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.79"
"bfc1dd87-4d8b-4c71-becf-7ad0182edd79","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.80"
"bbf2102e-6ea1-41f6-a3fb-bb7eb0e3b215","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.82"
"abfc4919-e2b1-43bd-9237-8333ea54e69d","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.87"
"41b32c30-85e8-41af-b357-0befea66c008","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.88"
"d88febc3-e697-436b-b876-0d55b845be8a","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Memory Rooms","Memory G.89"
"58186409-b5a7-41ce-9ff1-d4759306d5d7","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Displays"
"b9d32f07-263b-460f-aa7f-53b610f8c009","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.81 DF"
"a707aecb-95f6-429e-a66a-3cd0262b20f6","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","PERS","Displays","Display 4 CIRC G.62 DF"
"5ea8e23b-bcb9-4ffa-81b9-62a8a747f096","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS"
"8a6cbcdb-9ebc-41f0-8558-a3917c70b112","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Common Area Data"
"68e4f222-fae8-46ca-9fd6-6f0c4f19223a","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Common Area Data","QUIET G.64 - 2 Data"
"b2a5bd41-0e1d-44fc-bba5-16e2fea8051a","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Common Area Data","Drug G.69 - 2 Data"
"f8f21f35-40ff-4053-8317-233dc8ba8371","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Common Area Data","Wind Lobby Intercom G.60"
"ff5e2c0c-5d93-4f8b-af4b-daefdcf79abe","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI"
"36729798-4b06-49fa-8abf-2ce6ab60af2b","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","CIRC G.62 - WIFI"
"b137125a-e345-49dd-9101-9e26be116f3d","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","CIRC G.63 - WIFI"
"3743e72b-c5c1-4207-af34-2fc1acb1fd0c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.76 - WIFI"
"e4cb527d-110c-4132-873b-2172bd6a8e4c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.80 - WIFI"
"551fea7c-46e1-4657-add1-64b4eff1aae5","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.87 - WIFI"
"8af08f13-b5cb-488c-b739-1101376c01be","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","OUTSIDE MEMORY G.89 - WIFI"
"8c92ff3f-37fe-4dcf-b695-f5c3e5dd15a3","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","WIFI","MEMORY POD G.90 - WIFI"
"804d8de0-fc2b-40a4-8223-b4ae509b6c0e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Service areas"
"8678d33e-3118-47d3-a0f1-ccad52c8185c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","GCS","Service areas","Services (Riser)"
"ea19bf2b-30b5-481f-8b59-841e588d87cb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS"
"4291e2e0-10f6-40f6-9781-c192aae22acb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors"
"18cb20ad-1be3-496c-bc12-1dbe45e9f956","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Wind Lobby G.60 Slidding Door"
"759d7650-b890-4fc2-82d6-76b21d33d5d0","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Waiting G.61 Double Door"
"713d2f2c-10bc-49ec-a0fc-09e71c84f2ec","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Drug G.69 Single Door Mortise"
"542ef5b8-66d7-4379-a19a-8d97b431b235","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","CIRC G.62 Double Door"
"ee1a7985-24c5-41e0-a225-f9e94368dabc","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Memory Pod G.90 Double Door"
"796d2637-6cbb-4787-b36e-4fc12811727c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Dly Con 2 G.84 Single Door"
"d9f2c4d5-703b-48af-8870-1cf63f599e0e","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Doors","Stair Memory Door"
"4f885c85-c779-4d61-bd4b-2ca849518878","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras"
"b0148875-f83e-4b40-bb6a-f52d97251f66","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras","C-G08"
"ff97696d-9446-4965-ac23-c18044108434","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras","C-G09"
"48fbaa91-fc54-4e0d-8d21-078384b4ef03","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras","C-G10"
"172478ce-9d71-4efc-879b-60f4972d358c","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras","C-G11"
"80517a98-e850-4303-9002-4c44fe2152e4","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","ESS","Cameras","C-G12"
"114d1e66-8380-4569-aed1-2d9ac126c67e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","MATV"
"b2fe45d8-c787-4d05-b6ea-40495cd6f82b","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","MATV","Common Area"
"3b764a0b-8cb5-4301-94c6-de97fed3f494","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","MATV","Common Area","Quiet G.64 - 1 TV"
"4520bdb9-cc73-410c-acc3-18f4ba67d69d","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Ground","Stage 4","MATV","Common Area","Memory Pod G.90 - 1 TV"
"e54e706e-6515-4a9a-acbf-395fda59c8b1","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1"
"a429a7a3-5cc3-4f9e-bdd8-fa9cd9b4133e","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1"
"ad428c7d-7ebc-4f70-8b03-51e1c1ac14bb","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS"
"77f53515-8f63-4cfa-9ac1-be94e8482cad","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Common areas"
"2d02e418-f81d-4fa2-a2b7-9b832fb02403","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Common areas","Lift Lobby Hallway"
"ef983656-8b93-4fb5-aed2-0a6e2e55bba2","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Common areas","Library 1.56"
"3a0095d2-975a-456f-a2bd-1a3146cf2cbf","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms"
"c8645eca-3dd1-453a-b45b-f090307b6e3e","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.01"
"9d2384eb-ac88-471e-84e0-1557ce7d368b","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.02"
"abbf7dbe-1b57-4cfa-9a8d-ca5125cf3755","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.03"
"2e495094-3fc9-4ba2-a7fb-d1a571a77259","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.11"
"3027431a-7f0e-45be-8708-710c84d0476f","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.12"
"c9b8b13c-f40e-4797-a745-3fa7133938cf","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.13"
"74a22df9-780e-4a79-b0f8-35aba6e840cd","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.14"
"a570aa0d-d132-4278-a03f-1b88bfd371aa","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.15"
"464ec74c-386c-4047-8cc8-0537e6469ec3","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Rooms","Room 1.16"
"1949b13c-aecd-4437-8926-015384070e78","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Displays"
"c68a36ba-e398-40ab-b477-e4bd67311fb9","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Displays","Display 7 CIRC 1.04 SF"
"eeea1fcb-7657-4b05-be06-4f99878fb520","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","PERS","Displays","Display 8 CIRC 1.10 DF"
"66d846ef-1ddb-4132-8797-21f2dd3ab536","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS"
"1fdc231c-6bb5-40e5-9fa6-a62a7f213027","","folder-normal","","","step","TRUE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data"
"9311ec97-cf2f-468d-9c88-c2f4bdfaccd9","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data","Staff Room 1.17 - 1 Data"
"c9de307f-b860-49b4-bf5f-c90188655884","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data","MDR 1.20 - 6 Data"
"8117eea0-13cb-4089-a8af-087a7295f590","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data","Nurse Station 1.19 - 6 Data"
"bee0a816-a9f4-421c-a394-5c1b978c4749","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data","Electrical Board - 4 Data"
"e5dd824f-0111-43ee-801d-121df930f068","","checklist-flat","","Pre Wire (Pohutukawa Care Building)","checklist-flat","FALSE","FALSE","Site QA","Pohutukawa Care Building","First Fix","Level 1","Stage 1","GCS","Common Area Data","DB CBD 1.08 - 2 Data"
