"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a52bebed-a08d-494f-b777-33c66b65a1bd","","fail","","folder","TRUE","FALSE","Site QA"
"fa149cf2-0d3c-4a8d-b021-e7fdf0fa8486","","pass","","folder","TRUE","FALSE","Site QA","Basement"
"5f37cc6f-3967-532b-b6fb-746056421317","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Basement","Sewer Stacks / Storm Water Stacks"
"59b2a98e-40e0-50a4-8447-31b68466421a","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Basement","Commissioning"
"c13370b0-c293-4282-bf55-40a16f4cd828","","pass","","folder","TRUE","FALSE","Site QA","Lower Ground"
"848d8aed-79f6-4025-ad4a-e1f4fbf4d56c","","pass","Basement & LG Rough in Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Plumbing Rough-In"
"4b190447-4959-58ea-b12e-5d422d58f95a","","pass","QA - Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Fit Off"
"005e7e39-9976-50a8-a59c-36dd3ed57794","","pass","QA - Sewer Stacks / Storm water stacks","checklist","FALSE","FALSE","Site QA","Lower Ground","Sewer Stacks / Storm Water Stacks"
"e8808c02-728f-57dc-9b8a-0b3475c8d855","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Lower Ground","Commissioning"
"57b31524-11b0-49e3-ae32-ea15dea3fbf6","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground"
"acacbbf2-06de-4c6b-b8c9-9bc2b4acd1d3","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","Lobby"
"15c2e1ad-bd92-54b2-9c1f-55c1271dbb45","","pass","QA - Meter Cupboard / Copper Riser","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","Lobby","Meter Cupboard / Copper Riser"
"a4f4a117-0567-473b-b9fb-66bc8206700c","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.01"
"6000171a-5287-522f-8ebd-78b84944c05d","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Plumbing Rough-In"
"252e741e-d7af-48a2-a946-3f998cac35fc","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Fit Off"
"ec576bcf-18fa-56d5-9b1e-9da04bd1a000","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.01","Commissioning"
"f536577c-a37d-458c-8e2a-6a4250c3c80f","","pass","","folder","TRUE","FALSE","Site QA","Block C - Lower Ground","CLG.02"
"1393f4cc-ca74-50b6-83ea-5c408b8ce9f8","","pass","QA - Plumbing Rough-In Water/Gas/Sewer Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Plumbing Rough-In"
"8c556f70-b7ea-4b87-8e64-694117dcc444","","pass","Plumbing Fit Off Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Fit Off"
"ca79fbd6-55ff-587d-bedb-5b85b12e16c6","","pass","QA - Commissioning/Handover & Testing Checklist","checklist","FALSE","FALSE","Site QA","Block C - Lower Ground","CLG.02","Commissioning"
"34b464b7-7bf7-4705-8ee8-f25376b0da75","","fail","","folder","TRUE","FALSE","Site QA","Block A"
"5bcfa4da-5337-4f39-be05-e03859a2c434","","fail","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor"
"b9a84ee3-4514-463b-b6c3-a22d58747314","","not-started","","folder","TRUE","FALSE","Site QA","Block A","Ground Floor","Lobby"
"47c512dd-6314-43d0-9b07-5023fc1c92cb","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block B","Roof"
"9495ced2-6597-4da7-b411-d28b9ec65adb","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C"
"0bf2ad6b-0419-465f-9169-f09faae21eb0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor"
"492d09b8-d0cc-4fac-a591-bef414062c47","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","Lobby"
"be8b580e-1a2b-4865-80db-52f5cc04db77","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","Corridor"
"6d08386f-c33a-4a85-8cb0-46a6fb3ad527","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.13"
"18f0ef9a-88c7-4a92-bfc1-c14205246169","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.14"
"9240722f-435a-42ca-b4b1-649a207164cd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.15"
"fc4908f1-2f2e-438a-9273-5872a9f9524b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.16"
"b9d2eed0-a3a2-4d25-9156-bc7f128b3ac3","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.17"
"6d6ebd07-c558-4df3-a30a-6452fa76eebb","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.18"
"aff40420-5b5a-442f-93bd-2875bf243fe5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.19"
"aa296e98-76cc-45f4-9184-61c9acd64adf","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Ground Floor","CG.20"
"cefbb6bf-9b65-44b3-8025-bcd65b9ae2a6","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1"
"cb64ca43-151c-4add-851e-7c98b724d228","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","Corridor"
"a109d15b-5289-4c89-b400-4b1df3ef2729","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.13"
"5737dad1-52de-41f5-92df-52e5fd804de7","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.14"
"bfa79460-7635-49ce-8014-c0f291d258e0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.15"
"348bf530-fdc9-4dbb-89b5-ef41f6e46e30","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.16"
"23d87369-eb4b-40a4-9f71-ebd57e087216","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.17"
"4f1883fb-730e-49f8-9199-aa6964dec3ac","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.18"
"e1081065-3ee9-48c4-96b4-8e61728a0684","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.19"
"048dd65f-2855-4f2a-855c-97f0d2a5ea42","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 1","C1.20"
"f5f3af8c-720a-4c9c-a7f1-8f67935aff84","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2"
"dc1b6c43-3b98-40f0-88df-d71c0a56a47a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","Corridor"
"fba37284-2eca-4b44-8e14-0cc7028251d4","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.13"
"917d6006-8933-4a1a-9d8f-3ea46d0b84bb","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.14"
"fdc8f412-8a36-4811-87d6-f9335e670060","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.15"
"968e1270-1efd-4c2c-9c14-84e8318a7b51","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.16"
"74fa1ca1-b4d8-4455-973a-a68bc579e96e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.17"
"734e4b90-7af8-4a19-bb1a-55ba980e55d4","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.18"
"0e04abf3-ebbd-44e1-8b6b-84e49f3a6382","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.19"
"5bc63e5b-fb52-45bb-8a0d-447d5f037f76","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 2","C2.20"
"97e37aa2-53f5-4677-90ce-cae7a74084b4","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3"
"34ceedce-4940-47fd-8277-23c89a697550","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","Corridor"
"978d75cd-37ff-40de-9cbe-dd42db480c88","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.13"
"6401758c-96ea-43d1-83d1-eed5b7d8cc98","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.14"
"39ee442b-bd45-4cdf-a6b5-12ac2e80e75b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.15"
"485af2da-77c2-4831-8a6c-f21e8f83135e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.16"
"04a68d96-44ea-4be8-a148-cb7ee7426e0d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.17"
"ccb848ab-a255-48ee-9ab3-8686f87f06a2","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.18"
"210cdd4c-5e7f-45a3-ad83-02bab8f516d8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.19"
"3ddb3d4a-e680-43bf-a2d7-b0accb4ec1fd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 3","C3.20"
"6b9e565c-cb6e-4b5f-a242-352f0a08a82b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4"
"3d97047c-82fd-481b-b67c-797b7e7187e9","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","Corridor"
"eca01881-8975-4f00-950c-11ddbdd765fd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.13"
"8c5046d4-187e-4a81-b8cb-90ee01115037","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.14"
"a07c12f1-fea5-4055-83fd-831ba37df31e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.15"
"ccb4fa04-342e-4f7c-98b5-f4e75473162a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.16"
"5cd31d5c-66a8-4694-8701-c40a1ffc3737","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.17"
"d7968ebc-4d65-460a-8497-2e57c1be685e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.18"
"6627a6f4-b254-432f-a253-0f1acac21cc2","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.19"
"980dc1c7-ea67-478b-ace0-e492524f6947","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Level 4","C4.20"
"cafef61c-2491-426b-ba71-3c473e090827","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block C","Roof"
"6b9a0a9a-fe93-4db1-89e6-bc4062bffd7f","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D"
"884e79fa-f212-4e3e-b7bb-1d3356e29cbd","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor"
"7450201d-35cf-4b56-996a-e2929117f451","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","Lobby"
"72291200-9ee5-4239-8a17-72e005be5660","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","Corridor"
"585fc470-a584-418a-8648-36d8cf309fb8","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.21"
"f67b2715-4b8b-40a4-b686-cab958ffb51c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.22"
"d08f0f09-cf67-4517-8142-027d3a63c523","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.23"
"4bc255fd-7677-4a8f-9b20-40dcac584d0d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.24"
"345fd9f5-569c-46aa-9340-87e62f99714a","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.25"
"aa64eabe-9f81-4618-a9d3-9425e04f1faf","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.26"
"03fdb30a-51ff-4099-8044-a551ec625973","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.27"
"bfa78809-12ee-4737-a2ab-742ba4a0673c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Ground Floor","DG.28"
"6ef61287-746c-4639-9238-6d695f2c2996","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1"
"dfdbd17b-5def-439d-a579-316fef9f8fca","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","Corridor"
"90bb1d7d-7c4f-46d7-9ae8-7a0fb815e55c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.21"
"8c749caa-1726-4666-9aad-05e8acc706f9","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.22"
"763250c0-5a10-477a-a7cf-228c6da91131","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.23"
"6b58b93a-b2e3-41c0-b61a-bcfeeeca4301","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.24"
"20ec4310-8402-483c-867d-45678995acb0","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.25"
"5db7bb0e-8a70-4af8-b0b8-f9e09d69ce5e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.26"
"7b05a0e4-d092-4d98-9978-3017efbd8f81","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.27"
"6dc12162-49ac-46a5-b000-2890dc8148fa","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 1","D1.28"
"daabcfcc-32d5-48aa-b34a-3beabcbe95f1","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2"
"3f0f7a0a-589a-4333-a53c-eaf9c5e88be5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","Corridor"
"75ad82d8-32a6-48b3-9efa-294ba181fc3c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.21"
"99cf70e2-62cd-4b45-92a0-5f6c54618df3","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.22"
"d885f0eb-838a-4ad6-b7c4-45cfb213b528","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.23"
"46511c82-2c2f-481b-84b9-7d92c446e48b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.24"
"868cd2bc-444d-4713-b85c-d8f36d048a72","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.25"
"8e634dbf-d238-441d-9508-fd53c27b8267","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.26"
"a8794c7d-999b-4d6e-b561-912fac7c1867","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.27"
"b97d2f54-9d6d-4815-a094-0f52aacf92da","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 2","D2.28"
"8a141ff7-8ad9-40b9-b80e-9f4900af7cc9","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3"
"2e5652d5-9499-4d53-933c-a4b8730b682d","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","Corridor"
"7fb064c7-90a9-48ea-ab73-85f314def46f","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.21"
"2ea13224-ff1f-4515-9575-c215759de7d1","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.22"
"7ad67e8b-5991-4bcb-9734-6d42b3c5e09c","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.23"
"a5c38e46-9350-46cb-a2bc-7b7f0a4aaba5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.24"
"a85b82c2-18a7-4697-b6b7-7dd73736ff12","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.25"
"414273a7-51e7-481e-af10-4cd1b516ec41","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.26"
"3d321f79-fb42-42b2-b823-14bbcfd8435e","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.27"
"a7b2ebc0-4727-48e4-9002-ae6f0778a436","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 3","D3.28"
"14280ce5-cc51-45b5-814f-a684521147e5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4"
"a675a77f-ddcf-4367-8e73-d85a2780f5b5","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","Corridor"
"2594a6f3-2398-416f-9672-5bddb65f5e89","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.21"
"c24e6de1-2853-4ec9-8e66-97b3458389f7","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.22"
"b8492575-1cc2-470f-9d00-45fb0a8ff987","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.23"
"4afb8699-5d8c-47df-8499-cf46b9f9d398","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.24"
"c2a3443f-2c16-412d-9412-21bb0cbf7717","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.25"
"a4b3bff1-07a1-4d5d-9922-7ad86d5fbf2b","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.26"
"88ac53f4-a33f-4951-9023-e943c4f13163","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.27"
"e9bd6181-c177-4751-805e-0d3375d05358","","no-status-not-started","","folder","TRUE","FALSE","Penetrations","Block D","Level 4","D4.28"
