"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"6ae5f494-0463-4ad5-a3a5-774cae30d614","","work-in-progress","","folder","TRUE","FALSE","Site QA"
"dc0a4c0a-46ef-4245-aa19-7d7403b19b8c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater"
"75d1e6f2-5e53-427d-b5b3-5f88de3242c5","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Stormwater","N0"
"59bee503-33bd-43a6-8172-ad1241fe0f37","","work-in-progress","","folder","TRUE","FALSE","Site QA","Stormwater","N1"
"a4817768-0cf0-4b05-a3c2-0292069c3fdd","","work-in-progress","2972ed2e599407c858d0bfefe6ec741c358aa6d9a4f802e41ef3b8b5a65826ee","checklist","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater"
"ea39b08e-b815-5072-be34-43b2cef55b58","","work-in-progress","","section","FALSE","FALSE","Site QA","Stormwater","N1","ITP - Stormwater","1. Pre-construction (P&G / EStablishment"
"5e064bd8-c540-5a02-8611-33d5c90e2bef","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Stockpiles"
"91830bcd-1a7a-5fb7-93ce-1deeb68bb751","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Stockpiles","6.2.1 - Stockpiles"
"c370f1b3-26c5-5318-8ec6-d43476a56de0","","pass","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Stockpiles","Hold Point (Engineer)"
"a9eb22b1-7464-55ed-b379-95b78411f869","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Earthfill"
"5000b4f2-162d-52b2-9248-385d229154e2","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Earthfill","6.3.1 - Earthfill Placement and Compaction"
"7f35073c-b6d4-51e5-9e80-869a3e244ba1","","not-applicable","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Earthfill","Hold Point (Engineer)"
"55160775-cdc5-50f2-8b56-69b3955c5c78","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Granular (Hinuera Sands or Imported Sand/Gravel)"
"45a60936-19c8-5188-bb31-4d0f0fd8eae1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.4.1 - Proof roll Testing"
"f221ca42-7e35-5bca-86af-683679593fbd","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.4.2 - Compaction Testing"
"fe00355c-156d-56ab-b1ec-1b6516d52ec0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.4.3 - Scala Penetrometer Testing"
"1c7f7115-87b8-5ddf-8e18-053e68b9f1bf","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Cohesive (Imported Silt/Clay and Sand/Silt Blend)"
"59125544-15da-5b26-bb41-5c8a121be49d","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Cohesive (Imported Silt/Clay and Sand/Silt Blend)","6.5.1 - Vane Shear Strength Testing"
"89fbae61-3790-512f-ac37-2c5167019dcf","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Bulk Fill - Cohesive (Imported Silt/Clay and Sand/Silt Blend)","6.5.2 - Air Voids Testing"
"d1c783bc-f7ea-5e17-ac59-2cfb72c7e7e6","","work-in-progress","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subgrade Fill - Granular (Hinuera Sands or Imported Sand/Gravel)"
"9a25e8fd-51dd-5d08-ba71-65384c467e56","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subgrade Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.6.1 - Proof roll Testing"
"06aac816-6079-59d7-b996-6edca731c3b7","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subgrade Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.6.2 - Compaction Testing"
"2045b308-6622-5efb-9042-f58e22e20f80","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subgrade Fill - Granular (Hinuera Sands or Imported Sand/Gravel)","6.6.3 - Scala Penetrometer Testing"
"2d0cedf5-c969-507b-83d0-a9471ad5c2d5","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Eastern Gully Weir Fill - Cohesive (Imported silt/clay)"
"865d4133-965d-5e07-8a36-a21ecaeed1a0","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Eastern Gully Weir Fill - Cohesive (Imported silt/clay)","6.7.1 - Shear Vane Testing"
"48b6cb13-5aa1-5c0c-879c-fd18ce33d2f1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Eastern Gully Weir Fill - Cohesive (Imported silt/clay)","6.7.2 - Air Voids Testing"
"fab129ac-2772-5823-aba4-03d9ef8bc960","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Eastern Gully Weir Fill - Cohesive (Imported silt/clay)","6.7.3 - Water Content Testing"
"429dcd41-b483-5914-8b51-798cae801633","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Cut Batter"
"78000214-a856-5a7c-b02c-b7886ce7e459","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Cut Batter","6.8.1 - Cut Batter Inspections"
"2d6cb92d-daee-5c92-be03-449bb7579e26","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Cut Batter","Cut Batters- temporary cut"
"a1c86b4f-bc08-535b-a69b-f6ddf2db081b","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Surcharge Fill"
"d1886f21-47b4-52ed-867b-29a8946e1511","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Surcharge Fill","6.9.1 - Surcharge Fill Installation"
"b55441e1-2b5c-5b13-a59a-560da02ca310","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Respread Topsoil"
"8890c74b-ffbf-5e8e-8abb-107ea6986d07","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Respread Topsoil","6.10.1 - Topsoil Respread on Steep Ground"
"6f2f9514-8421-51a0-86d7-ef647d650745","","not-applicable","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Respread Topsoil","Hold Point (Engineer)"
"3088dd1a-8fbb-5ffe-bddf-538eac474ce8","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage"
"d19add95-fdcd-5e7b-8269-4c37f9de463f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","6.11.1 - Filter Cloth Wrap Inspection"
"e87bb8d7-96b4-57e8-9e6a-60be88d62b47","","not-applicable","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","Hold Point (Engineer)"
"f4966011-af99-55d6-8f0b-518fd4bc1461","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","6.11.2 - Trench Backfill"
"8f69b2d9-5dd3-57be-aa81-339345580aa1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","6.11.3 - Drainage Outlets and Inspection Points"
"3c46391d-5fba-5d77-97b2-c9d1d34c587e","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","6.11.4 - Subsoil Flushing"
"bb9c8ae4-391d-5d16-a2c7-8eb651f4c1cb","","not-applicable","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","Hold Point (Engineer)"
"ff16155c-5d6a-5de5-be16-f5124482ad95","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Subsoil Drainage","6.11.5 - Survey"
"56d2210e-dff8-5856-84a1-e02bd6120331","","work-in-progress","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Geotextile and Geogrid"
"594a4f20-de91-54c9-9f57-42ff8900e880","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Geotextile and Geogrid","6.12.1 - Geotextile Installation and Lap Length"
"adbc5e18-777a-58a5-9e6e-56272d2ba820","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Geotextile and Geogrid","6.12.2 - Geotextile Inspection"
"8feef573-ac0d-50eb-b0d7-a2604e0b36e7","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Geotextile and Geogrid","Hold Point (Engineer)"
"6bd8f24b-9310-5759-a044-9106e9432bc3","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Geotextile and Geogrid","6.12.3 - Geogrid Prep Inspection"
"669c8e53-558f-5702-b9a0-43d221984cd0","","not-applicable","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Settlement Monitoring"
"974e7415-03ff-594e-a6f9-7206abf8741f","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Settlement Monitoring","6.13.1 - Settlement Pin Installation"
"9b8a71d7-8e37-5d29-a751-666ce5ee29a6","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Settlement Monitoring","6.13.2 - Settlement Survey"
"2b86ffff-0a26-53c0-bb4a-45fcbee4fab1","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","Settlement Monitoring","6.13.3 - Retaining Wall Settlement Targets"
"4d4b8e3a-ffa5-56b2-8e00-3ee55360fbff","","work-in-progress","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities"
"77106778-552e-5d2f-934b-ea77d1e50c72","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities","8.1.1 - Construction Record Compilation"
"ce88d404-e542-5c63-b02d-a874f1e23053","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities","8.1.2 - Survey Records"
"02a9379d-48de-56d2-99e3-b6f001ded870","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities","8.1.3 - Redline Drawings"
"0d374fd2-18ba-5b77-813a-3f5d22430e03","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities","8.1.4 - Defect, Snag and Punch List"
"b2494e9a-5272-5708-b033-e6c1188fa76e","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)","AREA 1B CH1740-CH1990 BULK EARTHWORKS","SECTION 8 – POST CONSTRUCTION (FINAL INSPECTION AND HANDOVER) - Site Post Construction Activities","8.1.5 - Photos"
"8c0bd824-2790-4d1c-ae00-cc7475ef6001","","work-in-progress","ITP - Pavement SIL","checklist","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL"
"37619d57-f6fc-5b78-a90d-d5093add53b6","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements"
"9e42c248-8f68-5c19-bf1c-ea4fd29b7932","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.01 - Construction Pack"
"1f6bfdb1-d95c-58da-b8d2-0dccd08869f3","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.02 - Survey Setout"
"bb54e1ca-bdf0-52d8-864e-a2c41eda0c01","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.03 - Service Location"
"ca552551-3f0d-5e09-95be-39daa9cf4145","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.04 - Internal Permits"
"8571eb4f-c372-5fde-8ab0-e01cb4c8c48c","","not-applicable","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.05 - External Permits"
"fd43f2d4-59bf-5c95-9d8a-89fdc07a4eba","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.06 - Approved Construction Drawings"
"fa694f61-1979-5e45-8996-efadccefc150","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 3 – PRE-CONSTRUCTION (P&G / ESTABLISHMENT) - 3.01 Site Requirements","3.01.07 - Previous Layer QA Sign Off"
"1b38ef82-ade0-502b-855b-cf937a505452","","work-in-progress","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 4 – ENGINEERS HOLD POINTS - 4.01 Engineer Nominated Hold Points (Engineer’s inspections)"
"b4348f30-a26f-5875-b949-8b82ce598573","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 4 – ENGINEERS HOLD POINTS - 4.01 Engineer Nominated Hold Points (Engineer’s inspections)","4.01.01 - SIL Inspection"
"857a4237-824a-52d5-b236-b0c338e191a1","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 4 – ENGINEERS HOLD POINTS - 4.01 Engineer Nominated Hold Points (Engineer’s inspections)","AUTHORITY HOLDPOINT"
"2a06cd4e-9a20-5c47-b1c4-8077db263865","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 4 – ENGINEERS HOLD POINTS - 4.01 Engineer Nominated Hold Points (Engineer’s inspections)","4.01.02 - Subgrade Inspection"
"465b3dec-7a0c-5a27-a12d-78af8be74134","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 4 – ENGINEERS HOLD POINTS - 4.01 Engineer Nominated Hold Points (Engineer’s inspections)","AUTHORITY HOLDPOINT"
"896db47a-aaad-5639-b110-6976018056ff","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 5 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - PAVEMENT AND SURFACING - 5.01 Subgrade Materials"
"c72bb604-81d0-5962-a632-0d49752ee1dd","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 5 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - PAVEMENT AND SURFACING - 5.01 Subgrade Materials","5.01.01 - Pavement Subgrade CBR"
"c7eebf29-934c-5a1f-a38a-0ad33d91452f","","pass","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 5 – MATERIAL, PERSONNEL & THIRD PARTY APPROVAL - PAVEMENT AND SURFACING - 5.01 Subgrade Materials","AUTHORITY HOLDPOINT"
"78cb8b70-51ae-520e-84a9-265a6af2e35e","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)"
"49db1870-ea8a-5e49-ac30-fe71ca9ba958","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.01 - SIL Conformance"
"71b39832-b33f-577f-9fcf-a52b3418ae1b","","pass","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","AUTHORITY HOLDPOINT"
"8953aaaa-8aa7-5a94-8b8a-a7af14db80c5","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.02 - SIL Maximum Dry Density & Optimum Moisture Content"
"bd14e9da-32c7-5f80-b789-d5590faf137e","","pass","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","AUTHORITY HOLDPOINT"
"37a5a761-83a6-5abe-95ae-59061678fae9","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.03 - Plateau Density Test"
"f88f9e4c-3d72-581a-b6f9-21ee038ff565","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.04 - NDM"
"fbf8efb5-ad52-55bd-92af-721f98668cea","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.05 - Benkelman Beam"
"2c9088ca-db93-51b8-8a6f-96e37f5ffddc","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","5.02 - SIL (Clean Pit Sand)","5.02.06 - Organic Material"
"ade57961-4716-5b6a-b7a6-d7cce4f56b11","","pass","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 6 – CONSTRUCTION ACTIVITY – PAVEMENT AND SURFACING - 6.01 Construction"
"1ef74443-78f7-5335-8122-718398748e17","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 6 – CONSTRUCTION ACTIVITY – PAVEMENT AND SURFACING - 6.01 Construction","6.01.01 - Subgrade Prep"
"766b1674-b18c-5117-bb0d-618fde82d2b0","","pass","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","SECTION 6 – CONSTRUCTION ACTIVITY – PAVEMENT AND SURFACING - 6.01 Construction","AUTHORITY HOLDPOINT"
"f99e5c6f-86da-5c49-8071-154397844143","","work-in-progress","","section","FALSE","FALSE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)"
"41b19507-7388-53c1-87d7-42824ef77488","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","6.02.01 - SIL Scala Testing"
"1d3c0c72-cec7-5560-8769-c2eaa730e0a1","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","6.02.02 - Layer thickness"
"0daddd83-4ef5-5d57-b483-5cfd768d7165","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","6.02.03 - Plateau Density Test"
"bdbab5af-fa02-590a-92df-a80573286385","","pass","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","6.02.04 - Sand SIL layer compaction"
"96c3e4e1-79df-5394-96c9-59b309961efe","","work-in-progress","","checkpoint","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","6.02.05 - Proof roll"
"7a86a7d9-a8cf-5f54-80d2-e02e0f3e9d07","","work-in-progress","","signoff","TRUE","TRUE","Site QA","Earthworks","Area 1","Area 1B (CH1740-CH1990)"," AREA 1B CH1740-CH1990 SIL","6.02 SIL (Clean Pit Sand)","AUTHORITY HOLDPOINT"
