"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"518af03f-84a5-4f27-87b2-4bf913aa93b8","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works"
"7824f13e-1208-4ea2-baae-7792d14add68","","folder-normal","pass","","step","TRUE","FALSE","In-Ground Works","South & West"
"96bedfd2-c0f8-4f73-a33c-d52368f20593","","checklist-sectioned","pass","Excavation & Shoring - GPL-QSE-ITP-STRUC-001 (Rev 02)","checklist","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation"
"9511dbed-3060-5a2f-b02a-c10170d08ef4","","checkpoint-group","pass","","","FALSE","FALSE","In-Ground Works","South & West","South - Shoring + Excavation","Shoring - Prior to Works Commencing"
"dbfe51c7-6d0a-5471-842e-b68a3b30ee97","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all hydraulic cast-ins have been cut down and flush with the slab"
"9d40ac05-55e2-572b-b79d-f9ea45cc6e2f","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all precast stitch plates have been continuously welded and epoxy painted"
"862e2cf6-82e1-5972-a7ef-fa9ceb3ef857","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all precast stitch plates have been fire rated, in accordance with Structural Engineers Details"
"c1cb5678-ef49-5aed-b22e-61c66707e807","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all packers have been removed from base of precast panels"
"36af7350-7845-5e93-8b3b-c1bb557144fc","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all packers have been removed from sides of precast spandrels"
"c6af3eff-0f34-5d03-a15b-31d9cd136ed4","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that bases of precast load bearing columns have been fully grouted"
"8f1fa75c-702a-5c6d-8bb4-bc04058db61e","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that bases of non load bearing columns have soft joints (backing rod and caulking)"
"e0ebcf69-e3c7-52b1-8bef-dac87f55a90d","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm all caulking to precast (both horizontal & vertical) is complete"
"492bc946-353c-5104-9a17-039975b1ee56","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm all precast props and excess material removed from level"
"cbe5a13d-e415-5106-99ff-7d05de11d316","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that surveyor Benchmark and grid lines are visible on slab If not contact surveyor and re-instate"
"42e478c4-c84b-572b-b8c4-c009ef964f14","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Confirm that all structural defects are rectified and signed off"
"87656866-e676-54ca-944a-8bb96bd75d01","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Conduct walk with Finishes Foreman of entire floor, and agree handover"
"8f5b5a28-fe32-5ed8-aa13-94c3a8544b2e","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","Authorised By: FA     Issue Date: 51218"
"069964be-f449-5c36-a137-3ded3ad67416","","checkpoint-status","not-started","","","TRUE","TRUE","Structure","Basement 1","Structure Handover","GPL-QSE-ITP-STRUC-007 (Rev 01) Structure Handover to Fitout"
"d7fcb2ed-1116-4585-934e-18c5b54640f7","","folder-normal","work-in-progress","","step","TRUE","FALSE","Structure","Basement 2"
"03470204-9567-4cf9-90f5-a48495ef53a3","","checklist-sectioned","work-in-progress","Suspended Slab - GPL-QSE-ITP-STRUC-005 (Rev 03)","checklist","FALSE","FALSE","Structure","Basement 2","Slab"
"e93c78e8-b2de-5034-b33d-fe501f0bde9b","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 2","Slab","Prior to Deck Handover"
"09cd84a8-2f66-5b27-ba8b-2bb13dcce0d6","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Deck Handover","Confirm deck is safe, handrails installed and edge protection is provided to full perimeter of deck"
"0a9ae34f-359a-500b-9926-041663fdb998","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Deck Handover","Confirm means of access to deck, 2 x stretcher stair access"
"6f977cc5-f477-5255-ba92-618bfa974a35","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Deck Handover","Confirm Formworkers Deck Handover Certificate and ITP is received and sighted"
"5abe155c-fa53-5abc-9215-7976114f21e3","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 2","Slab","Prior to Concrete Pour"
"2c7b4cc6-1dd6-5668-9595-1c5178eb0ad3","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Confirm As-Built Survey of deck is complete"
"61208db6-6214-5e83-83eb-50e92a9908ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Confirm Formworker has received As-Built Survey of deck, and has rectified errors prior to any trades commencing on deck"
"bd3f43d2-c4d1-5a85-927d-69766377a162","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Confirm all beams and decks constructed as per Structural Concrete Profiles"
"a4bdbc5a-39e3-543d-8b6d-7de941b107f0","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Install slip joints to all load bearing walls and corbels where required"
"61c2cf36-b6db-56a6-8b5d-6c0607f03113","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Clean off decks and beams prior to pour, and ensure all exposed off-form soffits are free of any dust, stains and rust marks  Hose down if necessary"
"086b7768-a0c9-5dc2-a375-aa46b46f97d7","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Check if concrete has falls, and ensure shutters, timbers, spacers are used to create folds where necessary  Cross-check the following drawings:"
"21fecdc8-b350-55cc-b059-7768b25fd3b5","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Check top RLs for all reinforcement, ensuring adequate concrete cover  Confirm with Concreter"
"eb398c47-7bca-5ba3-b22d-6c6b854d5691","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Confirm that plastic bar chairs are used everywhere, particularly at exposed off-form soffits"
"ae50b5f4-6739-5e87-b494-ea84fed87f4c","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Formwork ITP"
"8dd14682-1a1c-5a21-a2c6-3fb04bc1993f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Formwork Engineer's sign off certificate  Confirm that certificate references props, braces and compliance with design & AS3610"
"7cd85f5d-7e5c-5294-8cb1-4d81d37b5d1e","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Hydraulic ITP (for cast-in elements), include relevant mark-ups"
"6a023b29-4e20-510b-9446-c5c2dfd00541","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Electricians ITP (for cast-in elements), include relevant mark-ups"
"b32c8a8e-acd8-5549-b2d2-bef35713f172","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Fire Services ITP (for cast-in elements), include relevant mark-ups"
"c6c93a81-bb1c-5e6e-8e20-ae45385065b3","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Mechanical ITP (for cast-in elements), include relevant mark-ups"
"537d894c-5ae3-5d34-910c-92553b2702ae","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Precast ITP (for cast-in elements), including relevant mark-ups"
"0f5b4184-c03e-57c5-bfb7-61c262b57fc2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Reo Fixing ITP"
"5a213a89-4c68-5308-bd52-591c0b3cc682","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Principal Structural Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"0b5b0030-1486-5f1f-b1b2-f5560b3fcd7b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Attach Post Tensioning Engineer Inspection Report, and confirm that all actions are closed out with photos sent to engineer"
"40ec3229-8cf5-521b-b6ee-c8651005819d","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Check quantity of concrete required prior to ordering"
"32012c22-6393-58a4-a6ad-23b3ba19df58","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","Prior to Concrete Pour","Confirm MPa, slump and agg size of concrete prior to ordering"
"eafd20ab-f6af-5c68-b8cb-7e5c8ebe561c","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 2","Slab","During to Concrete Pour"
"0bd3f2c1-3f1a-5e30-8f82-abd963c9598b","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Ensure concrete truck dockets have correct concrete strength, and attach delivery docket from each batch"
"c308135b-55d2-54b4-8d69-16c74ad74051","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Confirm concrete tester on site during concrete pour, and the following tests have been requested"
"aed46646-afa9-54f8-93c4-cc0ec2a9ab09","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Ensure that no water is added to the concrete mix, whether in the truck or pump"
"6b525dd4-4783-5716-af91-2d9c26dd5ba8","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Confirm concrete has falls to drainage points in slab"
"25bc490c-c8b3-5185-ae97-909c51dd787c","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Ensure a representative from each of the following is on site and witnessing the pour:"
"15fb2287-1020-5fb9-8c66-ef24bc34319a","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Confirm Formworker has labour below deck inspecting all joints (particularly at columns & walls) and is immediately cleaning any slurry"
"cd077d58-c22c-544b-83f8-bf74cdc9cb31","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","During to Concrete Pour","Confirm that all protection to precast panels is maintained at all times during concrete pour"
"4d68e501-f758-53d0-bbc9-f5b50979ad0a","","checkpoint-group","work-in-progress","","","FALSE","FALSE","Structure","Basement 2","Slab","After Concrete Pour"
"2aed59c4-5564-50e7-8698-720725aa89f9","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm Surveyor is out next day to carry out survey of finished concrete Attach As built Survey Plan"
"dee9a3c3-4e3a-52fe-87ec-febf879391a5","","checkpoint-status","work-in-progress","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm tolerance of finished concrete surfaces are as follows:"
"32eff3f4-fff1-59c5-900b-ddd2d18cd59b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm saw joints are installed to engineers requirements, generally 36hrs after the pour"
"e93e84e0-6065-50c7-8069-2280cc348cf6","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm finish of concrete is adequate for application (broom/trowel/helicopter finish), refer to AS3610"
"8683c361-03b7-5ea1-bcc2-97cf6b8d59b7","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Obtain all concrete tests at 1 day, and attach test results"
"1eb49a09-3a65-57fa-ab27-b22b626aba23","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm initial stress is conducted day after the pour, after concrete has reached 10MPa on 1 Day results"
"c1aeadc2-15e8-5013-be24-cd040867f1df","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Obtain all concrete tests at 4 day, and attach test results"
"3ff0839a-862f-5d88-89e7-8a43f47d9efd","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Confirm final stress has occurred after concrete has reached 20MPa, and attach Stressing Records"
"88091071-57ab-5fd8-9b89-13fc04282ee0","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Obtain all concrete tests at 7 day, and attach test results"
"0a63039e-05c1-59fb-8706-b9f32af4e245","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","Obtain all concrete tests at 28 day, and attach test results"
"4fe628ba-ab7c-5466-bc6b-150509f318ac","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Slab","After Concrete Pour","GPL-QSE-ITP-STRUC-005 (Rev 03) Suspended Slab"
"fd31d187-d941-4d2b-9e22-d5cab4338325","","checklist-sectioned","pass","Walls/Columns/Verticals/Precast - GPL-QSE-ITP-STRUC-006 (Rev 03 - 05122018)","checklist","FALSE","FALSE","Structure","Basement 2","Core"
"9952a45c-232c-516c-8853-47c1fedaea11","","checkpoint-group","pass","","","FALSE","FALSE","Structure","Basement 2","Core","Prior to Concrete Pour"
"a36a4da6-7cae-58e1-8a04-2114da145d71","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm all precast panels have been inspected for damage prior to lifting off truck, and evidence issued to precast supplier"
"538dca59-644b-5f9c-8f90-72469a821e17","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm position of wall/column is in accordance with architectural set out from gridline, as noted in Architectural Concrete Profiles"
"cfd97065-321c-5deb-8e83-19d9ae909f28","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm positions of all precast panels have been verified by surveyor"
"48d19cd8-cec9-51da-af8f-927df5fa77c9","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm starter bars to columns and walls installed in correct location, as noted on Structural Drawings"
"1aa76fab-3d13-5d42-9678-8e4d991ee571","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Check for reinforcement cover as per structural documents, as noted on Structural Drawings"
"d2d4d5d3-ee48-5277-a314-9f17df818e8c","","checkpoint-status","not-applicable","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm all hydraulic services installed and plumber marks up as built drawings ie Cast in Downpipes Attach Subcontractor sign off"
"ad414e0d-46f5-5970-97e6-96a9d1eeb8db","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm position of block outs or penetrations installed to walls, as noted on:"
"5bc28230-1f11-5f1d-8ca7-082195224f06","","checkpoint-status","pass","","","TRUE","TRUE","Structure","Basement 2","Core","Prior to Concrete Pour","Confirm RL to top of wall/column is acknowledged by Formworker and Concrete Placer"
