"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"b1b44885-769a-474b-9770-80ca3df582f0","","checklist-flat","no-status-started","9be491f1c30e7d5d091f86202fdb952c95979007c64799c168f88db500017a73","checklist-flat","FALSE","FALSE","Job Details"
"4f8771e0-804e-41ba-b293-d904103a490f","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Site Info"
"3e97ff3c-f707-4552-ab1a-631ef5ea69af","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Latest Drawings"
"581cf87e-7bfe-43df-962c-49b117b7734a","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Architectural Drawings"
"c8b83231-8036-4b3c-b65a-dd4c41c5a454","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Plans"
"1a0b026e-50e5-4956-ac12-2f2d3a611e91","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Job Details","Additional Pre Start Docs"
"28301cf4-67dc-4131-a3f4-55957d5707c1","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Job Details","Order Numbers"
"477a3bd5-cf78-427e-a0e0-925651726787","","folder-normal","fail","","step","FALSE","FALSE","Health & Safety"
"724782fb-282b-455c-8908-042726ef4b5d","","checklist-flat","no-status-started","df00e11d689b0cd5fdda29373d1dc053d0812dccb7e91a591d365a6a64c0011e","checklist-flat","FALSE","FALSE","Health & Safety","Prestart H&S Documents"
"09231a51-320a-406a-840d-cd55d011715e","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Health & Safety","Prestart H&S Documents","All  Pre-start H&S Documentation Completed, Reviewed & Attached"
"1a7aebf2-defb-43c1-9b17-0b72a0dcbf86","","folder-normal","fail","","step","TRUE","FALSE","Health & Safety","Daily/Weekly Health & Safety"
"5304286b-e2f4-4b6b-b123-a20b485e59b4","","folder-normal","work-in-progress","","step","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks"
"d1808901-f9e9-4165-abfa-301b58e9c7ae","","checklist-sectioned","work-in-progress","H&S - Toolbox Talk","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist"
"e5fde7ad-a78f-5dcf-bd57-ca960d7e3517","","checkpoint-group","not-started","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Toolbox Talks","Toolbox Checklist","Details "
"51e5dda3-a52a-563a-9a94-f409aff14b29","","checkpoint-status","pass","Z - SYS - Site Inspection Checklist v2 (old version):c052ad84-7b03-4525-8253-7bf7d7c7f6f0:10003977-6eff-43c7-a0a5-0383a17dfb32","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 09.06.22","Fall Hazards","Stairs"
"8f252d69-4cac-4318-9981-40a02a19665b","","checklist-sectioned","pass","e6d8916ea61761b85d4594243b10143178fdb72d59cf84f5d6e73d1ff7725deb","checklist","FALSE","FALSE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22"
"2107040e-b853-52a4-bac0-674fd9da5440","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Details"
"ea080d8d-9d86-5adf-a2ed-80205d0d755d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Details","Details Complete"
"190d5079-7c75-538d-9dc4-d38d462b2523","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Control"
"56dbaab4-9a4e-56e5-b422-644b1674aa12","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Control","Hazard Board and signage up-to-date"
"9bad4694-e0a4-5d19-a77c-722704add79e","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Control","Environmental plan - issues"
"feb5390b-d2e2-55fd-a0d5-bfb5a262ee34","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Control","Safety inductions for all on-site"
"9a5fe6ce-24d0-5824-9b36-c6183d038a61","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Control","Safety notice board current"
"5d93138d-4f79-57bb-9f7f-bdf1a1981a93","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Facilities"
"029c9af8-fa8c-53bd-b31a-3bd5c01a5f96","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Facilities","Offices clean, adequate & good lighting"
"472c6d6d-e5eb-574a-8082-01062bd79ef1","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Facilities","Smoko sheds - clean, portable water"
"5b7ed4ca-8761-5084-8758-b386e87139aa","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Facilities","Toilets - clean, washing water"
"b9a1f221-cbd3-516d-98f3-f46775d4f7ad","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Site Facilities","Tool /equipment sheds adequate"
"377de760-5853-5886-b9e3-aaaa428d3eb8","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","General Site Tidiness and Access ways"
"b3c3d6a0-de79-58d1-8967-b0196ea061da","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","General Site Tidiness and Access ways","Clear, safe access to work areas"
"ac788377-952d-52e6-a743-f72c301922e5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","General Site Tidiness and Access ways","Stairways and accessways clear"
"5790862f-3777-5033-aa24-ace3be37a7ea","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","General Site Tidiness and Access ways","Hoardings /fence and gates secure"
"6056ec7a-b86c-5843-bec1-119be7a94c79","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","General Site Tidiness and Access ways","Loose materials secure from wind"
"e4cafb9d-ccc2-54f0-85bb-4b1d9f0a01e8","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Personal Safety Equipment"
"0a179697-26a6-5a11-be25-be0115ab4b6c","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Personal Safety Equipment","Signage displayed and legible"
"816aeebe-79a0-5c25-a284-43edbb63b451","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Personal Safety Equipment","Hardhats being worn"
"2c0c09c5-662f-56a4-95ef-3809a3f30b49","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Personal Safety Equipment","Correct footwear being worn"
"b3859d73-8a3c-506f-86ad-6eccb0aa7eb6","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Personal Safety Equipment","Glasses /ear muffs /vests /masks used"
"66ea3658-7500-5b54-abc9-89b8fcc7572b","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","First Aid/Fire Prevention"
"de55cd49-0393-5133-b401-b5af54342543","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","First Aid/Fire Prevention","First Aid Box Available"
"ef38df32-74f2-53d0-ab59-149f4d404b8b","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","First Aid/Fire Prevention","Accident register"
"c7a132ff-5136-52a1-a963-a408078d044d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","First Aid/Fire Prevention","Fire Extinguishers"
"5cb22647-a622-5325-8311-f45f5756473d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","First Aid/Fire Prevention","Evacuation"
"9686595a-c9fa-59c1-ac53-fa00c81e02f8","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment"
"955f9eae-910b-5dce-a345-a028977b7f36","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Proper lift assessment plan done"
"aa7c30d6-3b4e-5990-976e-173a70e4a31b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Crane certification current"
"a796379b-4339-5874-a8bd-f77adea496f8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Slings/chains certified"
"ec7fc2f0-06b8-5828-b3c4-2ceac727f982","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Operator procedures in place"
"3272ce0a-e802-5227-bd86-af86e4a3d245","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Inspections being done"
"1a2a372b-4cd3-50c2-b1a5-ca546acabe9f","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Man cage available"
"7c086f32-d590-526d-98f1-2e13184b504d","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Cranes/hoist/lifting equipment","Emergency plan in place"
"c1261df8-12cd-5cbf-bfd4-55dfefb2f38b","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Compressed air equipment"
"f4f19513-bc10-557b-8acd-e06404f9f669","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Compressed air equipment","In good condition"
"b7e949f1-2966-5d60-950c-a8e84fa456db","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Compressed air equipment","Appropriate guards fitted"
"655919b0-4d8e-5f77-8365-d0100ef66b5a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Compressed air equipment","Trained user"
"f7abf00c-eddb-5c07-89cb-f0135dc2d696","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Excavations"
"6941d3ae-38da-5dcb-8b8e-155c4a1ededa","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Excavations","Correctly Shored"
"33ccc06d-6dee-5584-aed8-d6a8ce3bf5f5","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Welding/gas cutting"
"7038c2ba-7edf-5664-ba9b-ac4901477bce","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Welding/gas cutting","Hot work permits being issued"
"18f0e0a8-1657-550f-bd4f-86d62475bd95","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Welding/gas cutting","Fire extinguishers on hand"
"2c18dd54-a022-5452-94d2-5fe75c2aba6a","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Welding/gas cutting","Operators using PPE"
"b40d7b06-96b5-51b4-8849-9cd201c361eb","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment"
"d1ee6702-d690-58c1-83d8-739f1b39e86e","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Main board lockable /weatherproof"
"f5903dca-f541-5e2a-9724-50c2bb51af2f","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Current tagged and damage-free leads"
"e43a30da-1520-58b6-bbe5-2c13cc5f0c0a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Current tagged plant"
"814eb2aa-3db3-5377-9f75-332db0121b5b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Current tagged lifeguards"
"e7fee989-d5db-5ff8-a479-ea5ed8b6be0b","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Leads safely placed"
"b77b06d8-9795-5cb6-b3fe-4909859439e2","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Equipment in good condition"
"60fe2483-ba6b-52a9-bf63-ecd637f13d8c","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Appropriate guards on equipment"
"f7d17913-2eb2-5e0c-96d0-0555344131b4","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Electrical Equipment","Adequate temporary lighting"
"87740543-6ffe-59fb-9a30-e48a8d21c5e1","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Chemicals"
"1f251247-cacd-5fc4-94a3-9bb09329caa8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Chemicals","Correctly stored"
"c242ea77-cd43-55ee-bd91-38398d522254","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Chemicals","Safety Data Sheet (SDS) available"
"998e1c0d-06f7-50a9-92b3-8af00b1a3548","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Chemicals","Operators using PPE"
"f46c2ae9-ea00-5c46-8607-26d51ee27344","","checkpoint-group","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Tools"
"96505189-9380-56ba-b00e-1c2f74d5b378","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Tools","PAT tool WoF current and secure"
"52ef1969-7d3d-57c8-9b45-ca51589d5072","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Tools","Staff trained in tool use (SWPS)"
"f2b154a5-a542-53fe-9ce5-e23bb699c0d1","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Tools","PAT signage on site"
"8881018e-52ed-576b-80e6-a97923199fab","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding"
"6d3680ef-f2bb-51ae-b61d-b6612bf131e5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Notifiable weekly Scaftag/current"
"6dc7e00f-9010-5e59-84b2-656224ac6ef2","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Handrails/mid-rails"
"c7ffebb4-6058-53b1-95b8-93e04cb31858","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Toe boards"
"d3e55811-fef1-5af0-87db-dc4c6f92fe22","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Platforms"
"b3b125fa-6d1f-54de-bffb-fcdf1d749de5","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Ladders/stairs"
"09fa7ba7-62d4-5d8d-b00c-f3fd54fbc355","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Base sound"
"c1b3299a-edd0-53ff-97e0-37b8ca485358","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Work platforms clear"
"f27c15bc-1fc8-57ae-97d7-23ec5ce64366","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Platforms trip free"
"fcd04373-e105-567b-a4e5-10136dea7b55","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Planks tied down"
"edd9719c-7695-5cb8-914f-f945398e5f08","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Headroom clear"
"8b1d516a-bcb8-598f-80c2-97d566c03d37","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Scaffolding","Ties/bracing adequate"
"7387836b-c60d-56bb-a742-86f4b8de4d1e","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Ladders"
"175d1231-85d8-568e-abe6-52c6a6890932","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Ladders","Good condition"
"51ca8926-509f-50a7-8179-9d99f8390b6a","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Ladders","Secured top and bottom"
"a409573b-efb4-5320-96f8-2bce963adf0d","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Ladders","Stays to step ladders"
"d4829828-dc6d-5d3d-b51e-7218ef9c367e","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Ladders","Working 2 steps down"
"d9966104-80d2-5b88-807d-a4282174b996","","checkpoint-group","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Fall Hazards"
"0a511c3f-8de1-519f-a4f3-d58f03b3ade8","","checkpoint-status","pass","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Fall Hazards","Fall Hazards"
"e3974daf-8586-58c3-a4ee-59e038110213","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Fall Hazards","Floor openings"
"24f823e9-9b4a-50eb-81fa-fe6e206ee7a2","","checkpoint-status","not-applicable","","","TRUE","TRUE","Health & Safety","Daily/Weekly Health & Safety","Site Safety Inspections","Site Inspection Checklist 17.06.22","Fall Hazards","Lift shafts"
