type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.9 Pits - Fitting of Covers,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 705.17,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Frames for drainage pit covers shall be cast into the top of the drainage pit or bedded on fresh mortar, 5 mm thick, consisting of two parts of sand, one part of cement and sufficient water to produce a mix of suitable consistency.",,,,,,,,,,,,,,,,,,,,
label,○ Height shall be within 10mm of the design level.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.10 Pits - Pit Lids,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All stormwater pits shall be provided with a locakable pit lid minimum Class D with in-fill material or fibre glass Terra Firm Enduro or similar.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.11 Pits - Backfilling Around Drainage Pits,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 705.18,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Backfilling around drainage pits shall be placed in layers not exceeding 300 mm loose thickness and compacted to refusal using hand held mechanical equipment.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-002-CIV-Stormwater Drainage Pit Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.12 Pipes - Trench Excavation,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.15,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Excavation for pipe shall have a horizontal clearance between the pipe and the excavation wall of:,,,,,,,,,,,,,,,,,,,,
label,"> 300mm, < 600mm for RCP",,,,,,,,,,,,,,,,,,,,
label,> 150mm for Flexible Pipe,,,,,,,,,,,,,,,,,,,,
label,○ The base of the trench shall be compacted to refusal using mechanical plant.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.13 Pipes - Bedding Placement,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.16,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Bedding material shall be provided and placed in the full width of the trench to the below minimum:,,,,,,,,,,,,,,,,,,,,
label,> 100mm where D<1500mm,,,,,,,,,,,,,,,,,,,,
label,> 200mmwhwere D≥1500mm,,,,,,,,,,,,,,,,,,,,
label,○ Bedding material shall be placed and compacted in layers <150mm loose thickness,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.14 Pipes - Bedding Testting,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.20,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Test a minimum of 20% of all lots for each culvert. (Lot = 1 layer of bedding). The number of tests per lot shall be three,,,,,,,,,,,,,,,,,,,,
label,○ Bedding shall be compacted to refusal using hand held mechanical equipment and material (Swell ≥ 2.5%) and mean moisture ratio of 92% between the completion of rolling and the placement of overlaying layer,,,,,,,,,,,,,,,,,,,,
label,METHOD: Compaction Test,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.15 Pipes - Placement of Pipe - RCP,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 701.17, Section 701.20",,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Laying of pipes shall not commence until the Contractor has verified that culvert bedding complies with the specified lines and levels and compaction requirements, and pipes are not damaged. Laying of pipes or box culverts shall commence from the downstream end.",,,,,,,,,,,,,,,,,,,,
label,○ Rebate and socket ends of pipe segments shall be placed facing upstream and be fully entered.,,,,,,,,,,,,,,,,,,,,
label,○ Gaps between spigot and socket are in accordance with the manufacturers specifications,,,,,,,,,,,,,,,,,,,,
label,○ The lower portion of the pipe shall be in contact with the bedding layer and shaped to accomodate the joint collar along its full length,,,,,,,,,,,,,,,,,,,,
label,"○ Before proceeding to install the next length of pipe, the conformity of the assembled joint shall be verified by checking that the position of the rubber ring on the spigot, and the clearance and overlap between the spigot and socket, are within the values specified by the manufacturer.",,,,,,,,,,,,,,,,,,,,
label,○ The spacing for multiple row culverts shall be as shown in Table 701.171,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.16 Pipes-Placement of Pipe - Flexible Pipe,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 701.17, Section 701.22",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All buried flexible pipe sections supplied shall be assembled in accordance with the manufacturers specifications.,,,,,,,,,,,,,,,,,,,,
label,"○ Before proceeding to install the next length of pipe, the conformity of the assembled joint shall be verified by checking that the position of the rubber ring on the spigot, and the clearance and overlap between the spigot and socket, are within the values specified by the manufacturer.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.17 Pipes - Lifting Holes,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 701.18,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Lifting holes shall be plugged off in accordance with the manufacturers specifications after the pipe is installed.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.18 Pipes - As-built survey pick-up,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 710.10,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Each run of underground drainage shall be Survey verified prior to backfilling.,,,,,,,,,,,,,,,,,,,,
label,– Offset pits to kerb +/- 20mm,,,,,,,,,,,,,,,,,,,,
label,– Plan location pits not adjacent to kerb +/- 100mm,,,,,,,,,,,,,,,,,,,,
label,– Invert level of pipes at pits +/- 50mm,,,,,,,,,,,,,,,,,,,,
label,"– departure from design grade +/- 10mm in 10m, provided minimum grade is not less than 1:250",,,,,,,,,,,,,,,,,,,,
label,METHOD: Survey,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.19 Pipes - Backfill Placement,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: IFC Drawings Section 701.16,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Backfill material shall be placed the full width of the bedding material and compacted in layers <150mm loose thickness.,,,,,,,,,,,,,,,,,,,,
label,○ Filling shall not be placed within 2.0m of the open end of the pipe where a further section is to be placed.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual inspection, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5.20 Pipes - Backfill Testing,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: IFC Drawings Section 701.20, Section 701.29",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Test a minimum of 20% of all lots for each culvert. (Lot = 1 layer of bedding or backfill),,,,,,,,,,,,,,,,,,,,
label,○ Backfill material shall be compacted to a density ratio > 97%. Material which has a swell equal or greater than 2.5% shall be maintained at a mean moisture ratio of 92% between the completion of rolling and the placement of overlaying layer,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual inspection,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: CHK-001-CIV-Stormwater Drainage Pipes Installation,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-group,Post-construction / Post-installation Activities,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.1 Flushing & CCTV,,,,,,,,,,,,,,,,,,,,
label,"REFERENCE: Section 701.28, Section 701.30",,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: All culverts shall be flushed clean from end to end on completion and maintained in proper working order.,,,,,,,,,,,,,,,,,,,,
label,"○ All drainage lines constructed shall be inspected, after completion of earthworks to subgrade level and prior to construction of pavement layers, by an independent testing organisation using closed circuit television (CCTV) to verify that the flow of water is not obstructed and to check for visible signs of defects.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Record Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, CCTV Reports",,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.2 As Built Survey,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 701.10,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Provide record of dimensional measurements to demonstrate the drainage lines are installed within the tolerances specified in Section 701.10,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE,,,,,,,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, As Built Survey Report",,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.3 Repairs to Damaged Pipes,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Section 701.31,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Where inspections after backfilling identify any of the following defects they shall be notified as a non-conformance:,,,,,,,,,,,,,,,,,,,,
label,○ cracks wider than 0.5 mm,,,,,,,,,,,,,,,,,,,,
label,○ spalling of concrete,,,,,,,,,,,,,,,,,,,,
label,○ exposed reinforcement,,,,,,,,,,,,,,,,,,,,
label,○ joints that are not fully engaged.,,,,,,,,,,,,,,,,,,,,
label,Any pipes with defects greater than the following limits shall be removed and replaced:,,,,,,,,,,,,,,,,,,,,
label,○ longitudinal cracks greater than 2 mm,,,,,,,,,,,,,,,,,,,,
label,○ circumferential cracks around the full circumference with width greater than 3 mm or with lateral displacement of the cracked sections exceeding 3 mm,,,,,,,,,,,,,,,,,,,,
label,○ circumferential cracks around part of the circumference with width greater than 4 mm,,,,,,,,,,,,,,,,,,,,
label,○ penetrations with area greater than 400 mm2,,,,,,,,,,,,,,,,,,,,
label,○ pipe joints that are separated.,,,,,,,,,,,,,,,,,,,,
label,The Superintendent may agree to accept pipes with defects as noted above subject to demonstration that repairs will ensure that pipes will operate effectively for their design life. Consideration will only be given to products and procedures with proven performance and to the following types of treatments:,,,,,,,,,,,,,,,,,,,,
label,○ hot sprayed epoxy coatings for cracks not wider than 4 mm with no lateral displacement,,,,,,,,,,,,,,,,,,,,
label,○ fibre glass reinforced epoxy sleeving for cracks not wider than 4 mm with lateral displacements up to 3 mm,,,,,,,,,,,,,,,,,,,,
label,"○ spalled concrete, exposed steel reinforcement and penetrations shall be treated as patch repairs and repaired with polymer modified cementitious repair materials in accordance with the requirements of Section 689.",,,,,,,,,,,,,,,,,,,,
label,"The Contractor shall submit details of proposed rectification treatments including manufacturer’s product specifications and warranties, the area and thickness of repair treatment, detailed repair procedures, and inspection and test plans.",,,,,,,,,,,,,,,,,,,,
label,No repairs shall be undertaken without the Superintendent’s approval of the repair materials and procedures.,,,,,,,,,,,,,,,,,,,,
label,All repairs shall be inspected using CCTV to verify compliance with the repair specifications.,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Document Review for Repair Procedure, CCTV Report Review, Visual Inspection",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each lot,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,,,,,,,
label,"VERIFYING DOCUMENTS: This ITP, Approved Repair Procedure, Post Repair CCTV Report",,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6.4 Non-conformance Report (NCR) Closure,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: MRPA Quality Management Plan,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure that any NCRs pertaining to the lot / element / Work area that this ITP covers, have been closed in Teambinder.",,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,"FREQUENCY: Once, prior to closure of this lot / element / Work area",,,,,,,,,,,,,,,,,,,,
label,CATEGORY: HP*,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,Final Inspection,,,,,,,,,,,,,,,,,,,,
label,"On behalf of Metropolitan Roads Program Alliance, it is hereby certified that the Works represented by the item of work listed have been tested in accordance with the Project Quality Plan and conform in all respects with the requirements of the Contract.",,,,,,,,,,,,,,,,,,,,
text,Name:,,,,,,,,,,,,,,,,,,,,
text,Position:,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
holdpoint,Sign ITP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
checklist-flat,CHK-003-Civil-Material Delivery Inspection-Precast Pits and RCPs,itp,,,,Yes,CHK-003-Civil-Material Delivery Inspection-Precast Pits and RCPs Rev 0,eda3aa5c-306f-477e-83a4-0bf807433b49,,,,,,,,,,,,,
checkpoint-status,Referenced Documentation,,,,,,,,,,,,,,,,,,,,
label,Document Title: CHK-003-Civil-Material delivery inspection-Precast Pits and RCPs,,,,,,,,,,,,,,,,,,,,
label,ITP Description: Material delivery inspection-Precast Pits and RCPs,,,,,,,,,,,,,,,,,,,,
label,Document Number (in Teambinder): MRP-0000-MRPA-ALT-ITP-00XX,,,,,,,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 003-Civil,,,,,,,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,,,,,,,
label,Revision Date: 6/12/2023,,,,,,,,,,,,,,,,,,,,
label,ITP created by: Victor Mira,,,,,,,,,,,,,,,,,,,,
label,ITP approved for use by: Victor Mira,,,,,,,,,,,,,,,,,,,,
checkpoint-status,1 - Delivery Details,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA:,,,,,,,,,,,,,,,,,,,,
text,Enter: Delivery Docket Number:,,,,,,,,,,,,,,,,,,,,
text,Enter: Delivery Date:,,,,,,,,,,,,,,,,,,,,
text,Enter: Element ID (s):,,,,,,,,,,,,,,,,,,,,
label,Attach: Delivery Docket and packaging Slip,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,2 - Packaging Inspection-Quantity,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Does the number of packages in the delivery match that listed on the freight list/packaging slip?,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,3 - Packaging Inspection-Delivery Contents,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Do the contents of the delivery match the freight list/packaging slip?,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Document Review, Visual",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,4 - Packaging Inspection-Birth Certificate,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Is the delivery accompanied by Precast items Birth Certificates?,,,,,,,,,,,,,,,,,,,,
label,○ Precast components are to be marked on the birth certificate.,,,,,,,,,,,,,,,,,,,,
label,○ Cast date and lot are to be marked on the birth certificate.,,,,,,,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,5 - Packaging Inspection-Transport,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Is the condition of packaging acceptable.,,,,,,,,,,,,,,,,,,,,
label,○ Precast items are protected from damage during the transport,,,,,,,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,6 - Fault IDs:,,,,,,,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: For each precast type delivered, check for the following:",,,,,,,,,,,,,,,,,,,,
label,1 - Identification markings match the Precast type,,,,,,,,,,,,,,,,,,,,
label,2 - Precast Pit fabricated as per drawings - inverts size.,,,,,,,,,,,,,,,,,,,,
label,3 - Precast Pit Fabricated as per drawings - Inverts position (Distance from the bottom and edges).,,,,,,,,,,,,,,,,,,,,
label,4 - Precast Pit Fabricated as per Drawings - Invers Position - Correct Wall (orientation).,,,,,,,,,,,,,,,,,,,,
label,5 - Precast Pits - Inverts coliding.,,,,,,,,,,,,,,,,,,,,
label,6 - Precast Pits and RCPs - Inspect for Cracks.,,,,,,,,,,,,,,,,,,,,
label,7 - Precast Pits and RCPs - Inspect for Spalling/Damage to concrete surface.,,,,,,,,,,,,,,,,,,,,
label,8 - Precast Pits and RCPs - Inspect for Exposed Reinforcement.,,,,,,,,,,,,,,,,,,,,
label,9 - Precast Pits and RCPs - Inspect for correct Lifting mechanism.,,,,,,,,,,,,,,,,,,,,
label,10 - RCPs - Inspect rubber rings,,,,,,,,,,,,,,,,,,,,
label,11 - Precast Pits and RCPs - Inspect for other fabrication defects (specify on the following lines),,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each Delivery,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 1,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,
text,Enter: Panel Identification,,,,,,,,,,,,,,,,,,,,
text,Enter: Quantity,,,,,,,,,,,,,,,,,,,,
text,Enter: Fault ID if any,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 2,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,
text,Enter: Panel Identification,,,,,,,,,,,,,,,,,,,,
text,Enter: Quantity,,,,,,,,,,,,,,,,,,,,
text,Enter: Fault ID if any,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 3,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: For Each Precast type delivered:,,,,,,,,,,,,,,,,,,,,
text,Enter: Panel Identification,,,,,,,,,,,,,,,,,,,,
text,Enter: Quantity,,,,,,,,,,,,,,,,,,,,
text,Enter: Fault ID if any,,,,,,,,,,,,,,,,,,,,
label,"METHOD: Visual, Measure",,,,,,,,,,,,,,,,,,,,
label,FREQUENCY: Each precast type delivered,,,,,,,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,,,,,,,
label,RESPONSIBILITY: PE/SE,,,,,,,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This Checklist,,,,,,,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,,,,,,,
checkpoint-status,7 - Check for Faults - 4,,,,,,,,,,,,,,,,,,,,
label,REFERENCE: Item 6 on this Checklist,,,,,,,,,,,,,,,,,,,,
