"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"79cb1f43-a2b9-4387-86c6-4f448726d9fd","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP"
"e81e2c4a-3698-4414-b0e6-9db508d7553f","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing"
"317497b4-0a92-452a-af24-38402c70ecf7","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor"
"bbad046e-4d52-4903-a11a-364e253dbc44","","folder-normal","work-in-progress","","step","TRUE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities"
"8c91325f-a69c-49ab-8d98-baf4281757c6","","checklist-sectioned","work-in-progress","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male"
"6844d5f6-602e-5e7d-af43-5b58e34701f3","","checkpoint-group","work-in-progress","","","FALSE","FALSE","TM-ITP","Waterproofing","Ground Floor","North Lobby Amenities","Male","Details"
"81ff1f63-89af-516e-b9e1-ab6518e6e72e","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER"
"7b6fdc62-2158-5ffa-8f32-5b636269734e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"42185299-47b5-56ec-bfb0-a8aa005ab208","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","18. FINAL INSPECTION"
"0dc0abe0-05b9-5aff-8b0d-0e9663b997af","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","18. FINAL INSPECTION","Final Inspection (1)"
"e3e4ca71-afc3-5e76-b0f0-7e86667fc112","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","18. FINAL INSPECTION","Prepared By:"
"8992a138-1539-53f5-84ac-d82116582d6b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","18. FINAL INSPECTION","Final Inspection (2)"
"311e06a3-f797-50f3-897a-823a1ca97b48","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","North Amenities","Accessible","18. FINAL INSPECTION","Approved By:"
"a8d9d765-9273-42cd-bdaf-454ce7ae82ef","","folder-normal","not-started","","step","TRUE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities"
"399e046a-24f0-45b0-bff2-b8468962e107","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Male"
"2c132983-b3bd-56a0-9fbf-43bf5f5da1dd","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details"
"f005b43c-4b45-55ea-bacb-bed77e836c9b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"799e833f-67b4-5ed4-ab31-052c8bae09c2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"85b96e8b-6f91-52f3-93f7-7f3d251f666c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"aaa488e8-4a8e-566b-933d-0098c368f68a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"792da1ef-cf71-5b9d-8e1f-c204b7585fc9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"d51d4051-b75d-5562-bba2-9d6d886cd995","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","6. 24hr Curing (Typical*)"
"e663bbc3-274f-5f2e-bcca-218c041b9640","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","7. 2nd Coat Keratrade WPM applied"
"a1e5b63d-2039-53e2-b1c9-a1eb462d24d7","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","8. 48hr Curing (Typical*)"
"abd163b0-dcd2-5e07-91f4-1b97e25eff8b","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"a80d2008-32f9-5666-91d8-3db5b767a887","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","10. 24hr Water Test"
"c231ef34-cfae-5ed5-9200-275f9f831a61","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","11. Final Water Test Measure Completed - AS3740-2010"
"f3a451c5-c8a5-5f8b-8903-fd2836f607cf","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","12. Drain Down by waterproof installer"
"252a2b20-f852-52ae-9723-5bdbe5b62c91","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","Details","13. Waterproof installer to check / provide go ahead"
"16264fa2-2750-5dd1-ab26-1e16d072d03f","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","14. RECTIFICATION ITEMS"
"901e6640-3a3b-5f01-92f5-33ff702cebc2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"01ae2d05-d27f-5307-bd1e-0215a3cbf28c","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"76f23c8d-aa83-5aef-af8e-fbc5dc89182e","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","14. RECTIFICATION ITEMS","Verify with Tiler"
"3d930ffa-940c-5e08-99cb-186d17a9176a","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","17. QUALITY ASSURANCE FROM BUILDER"
"fb6e1598-cd2a-5355-9c67-d4bff9080301","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"12f8df18-5b6a-5f34-b1a6-c2a23285a245","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","18. FINAL INSPECTION"
"5cec3633-1a2c-55e8-88a8-0b3399758876","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","18. FINAL INSPECTION","Final Inspection (1)"
"d79a241c-91a5-56dd-806c-e036a3cb032e","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","18. FINAL INSPECTION","Prepared By:"
"99f5ee4e-739c-5127-a1bb-e8189b1e632e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","18. FINAL INSPECTION","Final Inspection (2)"
"380254dc-eb96-52af-96f1-0b0ae546d232","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Male","18. FINAL INSPECTION","Approved By:"
"b13bffa8-9e78-49a6-bcf7-bd86fa1eb62a","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Female"
"bf9ef269-f6a6-5917-ad9e-36a23106b090","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details"
"4bac33f4-c208-54fb-82bb-fc9b65601407","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"ed88a4d0-17fc-5ad6-a2fe-3a7ae8c455ac","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"8de8b876-07df-5303-a0a3-94e44200c1f9","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"bf251eec-1a81-5094-bb26-a61cfcb33345","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"552e0073-c96b-5a5b-bd50-bc11ff9e8b6e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"61e14551-27e7-5f07-8b3d-588400fb8fc8","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","6. 24hr Curing (Typical*)"
"b127b857-99dd-5d5e-bae7-f26b43e9c4d4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","7. 2nd Coat Keratrade WPM applied"
"5a73b5c7-27d0-5b37-9edd-725b92bce8bb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","8. 48hr Curing (Typical*)"
"88e0a974-9dbf-5206-8de9-39b1c8a3d1d2","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"30f71ea1-55c3-5b11-9321-305adc18d2bd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","10. 24hr Water Test"
"eb013517-8aae-50e2-be79-1f0de23e4fe4","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","11. Final Water Test Measure Completed - AS3740-2010"
"639837d3-a325-5dd1-8416-ac801d1d238e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","12. Drain Down by waterproof installer"
"89ac5453-96d2-5a7c-96d9-12ea926686d9","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","Details","13. Waterproof installer to check / provide go ahead"
"fed9e717-757e-544e-bd4a-a9f2cd99d506","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","14. RECTIFICATION ITEMS"
"77e555f2-0d9c-5b27-8a21-ac6ca414d6fb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"c1ce91f7-fc7f-5d02-b8cc-b525d6d71c07","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"4b9d3a85-0a19-50bf-9fd9-0e6a29cd3412","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","14. RECTIFICATION ITEMS","Verify with Tiler"
"22feae4d-640f-5585-904d-e70bc4fd4428","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","17. QUALITY ASSURANCE FROM BUILDER"
"b6bef4e3-90fb-5965-98db-0cca0e272e19","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"0ff4f8ea-6674-5ba5-b943-1dc758a546e3","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","18. FINAL INSPECTION"
"15b2acda-3cd6-5691-9cbc-0e5d8e960d72","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","18. FINAL INSPECTION","Final Inspection (1)"
"1a3e40b6-556b-581f-bdd8-ea6023437b99","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","18. FINAL INSPECTION","Prepared By:"
"bb2ccbfb-ca71-5dd4-ba46-ca21750dd3fb","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","18. FINAL INSPECTION","Final Inspection (2)"
"8e09add3-a528-59f9-b45a-57464abed135","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Female","18. FINAL INSPECTION","Approved By:"
"d74a0eb6-aa0b-4fa2-a4c6-7f58a46df720","","checklist-sectioned","not-started","Waterproofing ITP","checklist","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible"
"e765e50c-c856-5a89-bfee-92655c32aae4","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details"
"158e0d45-82c5-5ef7-a56f-86fef1ea28b0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","1. Waterproofer to inspect substrate to confirm acceptability. Ensure clean, dry, devoid of contamination and excess dust removed and vacuumed."
"76d807ab-62d3-5669-8b59-c613d402a903","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","2. Polyurethane fillet to internal vertical corners in shower, at junction of concrete with puddleflange, clearout, pipework"
"9ea715c7-e925-56db-901f-6632f847dd60","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","3. Primer A Eco to be applied to porous substrate (Data Sheet attached) All concrete and wall linings"
"35e0fa4a-4a98-5b37-b4bb-a7cbd480eadc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","4. Prime Keragrip Eco for non porous primer (Data sheet attached) Angles, puddlefalnges, threaded pipework"
"e2aa1935-ee03-5799-8d68-0ba1910ed55f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","5. 1st Coat Kera Trade WPM (Data Sheet attached) Applied to floor 150mm high and 200mm above shower rose and extending 200mm past shower screen location. Extend to vanity 150mm min. surround to side and above vanity shelf. Extend 150mm below level of vanity."
"23cf5815-d6a4-5662-8256-5958edcc92dd","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","6. 24hr Curing (Typical*)"
"d3c77b6e-2923-5bed-a216-a1e1984903bc","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","7. 2nd Coat Keratrade WPM applied"
"0fb499b4-a6d2-5f7d-a599-218198188cb3","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","8. 48hr Curing (Typical*)"
"62158447-6d50-50fb-bff7-c7557c4ddbdf","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","9. Dry Film Thickness (DFT) Test completed min 1.13mm"
"b7ebb344-7ca9-5e7d-b10d-5661c7455a24","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","10. 24hr Water Test"
"35aabda4-8ea7-59c0-ba9f-4fa4febe0900","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","11. Final Water Test Measure Completed - AS3740-2010"
"442623e1-8d37-5785-92c2-1476a7daa18a","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","12. Drain Down by waterproof installer"
"a6debff0-4b0d-5b19-83fa-30de0653ca39","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","Details","13. Waterproof installer to check / provide go ahead"
"36a8be8f-0007-5c2c-8436-d80d782f0c72","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","14. RECTIFICATION ITEMS"
"a2b05cd3-8089-5fa8-b7e3-0b439e487e51","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","14. RECTIFICATION ITEMS","RECTIFICATION ITEMS"
"b6de6640-e2e6-5ddb-a1e3-43fadb21ef4f","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","14. RECTIFICATION ITEMS","15. Area Handover to Tiler"
"e51bb2ad-5b4c-5b65-9a26-caf3fc4357ae","","holdpoint","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","14. RECTIFICATION ITEMS","Verify with Tiler"
"c6c7359a-d7ba-5f72-b8e2-5875ea8c72d1","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER"
"7d776e30-2bf0-580b-8f61-b03309eee24e","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","17. QUALITY ASSURANCE FROM BUILDER","Quality Assurance from Builder"
"04744f03-8096-57a4-97ac-016577fb3bae","","checkpoint-group","not-started","","","FALSE","FALSE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","18. FINAL INSPECTION"
"0b52da2c-1077-5a3a-a801-97c8766618e0","","checkpoint-status","not-started","","","TRUE","TRUE","TM-ITP","Waterproofing","Level 1","South Amenities","Accessible","18. FINAL INSPECTION","Final Inspection (1)"
