"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5bd822eb-73dc-427f-a305-05ddaa91b3d0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01"
"dc902f98-0eca-46d5-86fd-315440124e08","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2"
"79585953-e2e9-432f-9c20-6d24813a7832","","folder-normal","work-in-progress","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A"
"45a93894-a0ea-4356-80a1-85995ef1934e","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 2","Area A","ALS Corridor- Grid lines"
"3aa2d98d-4539-4463-a0c3-bcf06f792f87","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lounge","Stopping"
"822c8866-4f83-4371-83e9-aac8dd055571","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lounge","Painting"
"5b2f5418-f947-42fc-8f8d-c4e61b7bfc95","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Comms"
"a942ea31-4397-41bb-abc8-fff1c4086800","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Comms","Internal Lining - Ceilings"
"3e8b8fe9-ce7c-4400-8aaa-48e5024c0486","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Comms","Internal Lining - Walls"
"ebbb8ea5-6d2e-4b2d-bfbf-c40e3d3df905","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Comms","Stopping"
"b234e8fd-02e2-4b70-890b-546c0e2a9f3a","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Comms","Painting"
"a6e739b8-da67-479c-9641-d21ccbe2bd47","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","EDB"
"b530288c-5786-4bba-8278-582664eaf66a","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","EDB","Internal Lining - Ceilings"
"e28a3dd9-912b-452a-b27d-a21a9e265750","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","EDB","Internal Lining - Walls"
"e55f5611-0c81-40d7-9c64-86606f6cf20b","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","EDB","Stopping"
"1269411a-5846-44d6-aa8a-9ac26d734aa2","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","EDB","Painting"
"ba377cae-e4ef-46e3-88b0-db72523121c8","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Stair 1"
"842d196a-7929-45f5-a5f4-252d17231084","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Stair 1","Internal Lining - Ceilings"
"9e92fbc9-e51b-4653-987c-2db4fb3d34c8","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Stair 1","Internal Lining - Walls"
"f2deeacf-b6ce-4295-8fb9-05c98acfd512","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Stair 1","Stopping"
"788203c1-e2b1-4f4f-bdf1-1d85b0ce2d71","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Stair 1","Painting"
"513e690d-867b-461e-b8e6-461553384f39","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lifts / Lobby"
"150e4b15-9f29-4ca5-a9d3-0ce015b666b5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lifts / Lobby","Internal Lining - Ceilings"
"7e205242-6440-4f20-8259-ca8e7346fa94","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lifts / Lobby","Internal Lining - Walls"
"893915a4-6167-4e3c-b46f-b76f61915a0a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lifts / Lobby","Stopping"
"648a37ed-0d72-4282-9b53-8708d65c4ac4","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Lifts / Lobby","Painting"
"3cd998a4-1be9-4886-9046-5382e754d055","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Void"
"7d1c0883-78ec-44d0-af9e-247d0dcecc38","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Void","Internal Lining - Ceilings"
"68c561a5-5a53-4e29-95f0-ee4de9910406","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Void","Internal Lining - Walls"
"75139b78-abc5-491b-b201-258d90de6505","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Void","Stopping"
"963f4ff8-3c46-49ff-aa61-88a5df2e5fc7","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Void","Painting"
"bfc3fb30-a037-4687-b9b5-eb71c3bba041","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 179"
"020f9dc2-358d-46bd-845e-83a91a04ad49","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 179","Internal Lining - Ceilings"
"feb524b4-913b-4081-ac68-73c4f6f91bc2","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 179","Internal Lining - Walls"
"a314a7b2-78b6-45a1-9bdd-4c51190ee354","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 179","Stopping"
"b9adc334-04c1-4e91-90a9-475d389fdd9d","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 179","Painting"
"4fa82781-e735-431d-9272-843947be0a88","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 180"
"00db1bf8-912e-404f-8e00-fad0a91685c7","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 180","Internal Lining - Ceilings"
"9180ae43-0b0d-4df0-8a4e-3e5f4711ff9e","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 180","Internal Lining - Walls"
"9b0089e0-aa5c-4a0e-b045-4dbc52e94610","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 180","Stopping"
"87a6c7fd-e07a-4f8e-98dc-07877810d8d1","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 180","Painting"
"a59a8075-be9f-4fed-83ac-46dad9c80327","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 181"
"f3fab6a8-259c-4ba3-8993-47f07f19fa41","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 181","Internal Lining - Ceilings"
"5b5d833f-5daf-49bc-a983-623fd2c29ac3","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 181","Internal Lining - Walls"
"78be58b0-6043-4438-bfe3-4a158a0dd9e2","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 181","Stopping"
"2ace4ac9-8dc5-4f6c-a2df-b148ab484675","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 181","Painting"
"b9c0e629-61a3-4e11-b97a-237d23965a0f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 182"
"8c5ccde5-1e09-40dd-a0e1-1ea93f9ba6f7","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 182","Internal Lining - Ceilings"
"26b85b61-f648-4a8c-8852-f033f731c19d","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 182","Internal Lining - Walls"
"51cca5a7-fb8c-4e53-8a37-94d020a1baf1","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 182","Stopping"
"5c9fb6af-767d-4d68-bad9-22efcf5d4a40","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 182","Painting"
"02eb5567-7f87-46be-9351-75184c491bd2","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 183"
"d158515b-babd-4a73-81f2-861b6908899f","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 183","Internal Lining - Ceilings"
"b791d449-4261-467a-a5eb-f2421aac2186","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 183","Internal Lining - Walls"
"86ea6adb-0101-4538-8433-0e539bd5c6ac","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 183","Stopping"
"e299212a-b334-49ae-ac9c-a50cf56b5184","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 183","Painting"
"f85f7dd9-3522-4ffc-a1c1-ae2b339f3628","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 184"
"c7dbfa92-a230-4166-99c2-e8d9b21299e2","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 184","Internal Lining - Ceilings"
"44827f38-a2cd-40e7-bcc2-605f9adf63aa","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 184","Internal Lining - Walls"
"c36451d9-7215-4368-bf6f-e6043a289a25","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 184","Stopping"
"81df792d-4464-45d9-a15f-5a3246a8d82c","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 184","Painting"
"f205b862-de9a-47d8-a8ad-1212950e110f","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 185"
"5e50950b-2331-4a1e-bbf1-e04f35b63879","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 185","Internal Lining - Ceilings"
"e8ed528e-70eb-43df-a621-375c2c30d927","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 185","Internal Lining - Walls"
"ef7975c9-b237-45e3-a51f-197e22ba471c","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 185","Stopping"
"503e7031-9622-4ab9-9e65-81396b2431fc","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 185","Painting"
"5a41e56a-690b-44a2-adb2-bffc63415fd3","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 186"
"203f61a0-ff0f-4e23-8640-68cddab46890","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 186","Internal Lining - Ceilings"
"77d44912-9ead-46ed-bee3-e6b449f2fabb","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 186","Internal Lining - Walls"
"97edac5d-6394-416b-9012-e154599a7f21","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 186","Stopping"
"c7ba59b5-7882-4563-86a6-c3f2044435ec","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 186","Painting"
"cbf2cd96-ff73-4ebc-a72d-2c7bf990469a","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 187"
"7d5f9fdc-8818-4552-bc72-d11eaf9efdce","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 187","Internal Lining - Ceilings"
"21ecd9d6-e1f4-4505-8963-767417a79169","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 187","Internal Lining - Walls"
"abf24f1f-e5d4-42cc-b498-c8ad7e375cac","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 187","Stopping"
"ffccbe2b-436e-444c-8efd-3a9d4ea32e48","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 187","Painting"
"a7c4eff7-afc7-4ee5-bfe8-8367d2cc7db5","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 188"
"76040979-cf46-48b1-be38-f0bd61771648","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 188","Internal Lining - Ceilings"
"df31aa05-9683-431e-8baf-00ba28ed01ae","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 188","Internal Lining - Walls"
"1a577785-20fe-4297-a7fc-96d94fb386ca","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 188","Stopping"
"22900f40-641f-4d29-801f-93243eeb6b29","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 188","Painting"
"4d265fa3-4d82-4db4-9332-25774cd0c980","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 189"
"58449aa3-dc6a-43bf-b362-8fb9e3756f2c","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 189","Internal Lining - Ceilings"
"ee7a3e39-fd07-4d6b-96af-d252190a0502","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 189","Internal Lining - Walls"
"425e9059-fd53-490e-af70-6ebc6a57281d","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 189","Stopping"
"bfe6ebe1-b3f3-4e11-80a7-a54864fd66c0","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area A","Apartment - ALS 189","Painting"
"ccadeb83-1181-40e5-a1ac-5648e75b33ca","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area B"
"43a4d1a4-4cb1-458d-b593-6b0b361a3b49","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Corridor- Grid lines"
"e47d6b33-749f-49f1-bd0e-ad4d6d4e8ca8","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Corridor- Grid lines","Internal Lining - Ceilings"
"1fcaf69c-2001-4fab-997b-1992fdafb8bd","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Corridor- Grid lines","Internal Lining - Walls"
"cc8b7d7e-dc2b-4b21-b9a4-6f715e8c0d79","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Corridor- Grid lines","Stopping"
"18bcfc75-ce56-45ce-acfb-d89a69d6e868","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Corridor- Grid lines","Painting"
"15132c8a-4124-4ee1-95fa-7ee2cdef3f26","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge"
"c061b22e-f228-4c30-a267-361b0b340caa","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge","Internal Lining - Ceilings"
"2bcdc118-2548-4fc7-bae1-d5500df90137","","checklist-sectioned","not-started","POST - S - Internal Lining - Walls","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge","Internal Lining - Walls"
"263ee8d4-1e8e-4669-b738-1f6965940b3a","","checklist-sectioned","not-started","POST - S - Stopping","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge","Stopping"
"a02b92a1-a50d-4216-aedb-80515c9b4ad1","","checklist-flat","not-started","POST - S - Painting","checklist-flat","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge","Painting"
"1ea90605-ba6d-46aa-a582-fc164210489d","","folder-normal","not-started","","step","TRUE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge 01"
"46ff4a03-7344-4f2e-a4fa-ad20c4615ef5","","checklist-sectioned","not-started","POST - S - Internal Lining - Ceilings","checklist","FALSE","FALSE","Stage 1 - B01","B01 - Level 1","Area B","Lounge 01","Internal Lining - Ceilings"
