"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"acae8e9e-4bd2-4cb9-92e9-2f5391bdedc6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)"
"d653557b-d41e-445b-9a57-fdb20ca75bb2","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground"
"c7fb5a79-cb6b-4e9b-9673-1939dde6b86a","","checklist-flat","pass","Reference Drawing","checklist-flat","FALSE","FALSE","Zone A (Building B)","Lower Ground","Reference Drawing"
"8753136d-4a51-4c61-b4b8-6ed3db6a1ed6","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A"
"c155ff40-ede8-4cef-9221-353145c7a1d6","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area A","CONS (LG.B.001)"
"4f8c2320-a6da-4e28-8c17-566c1f3a81f2","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.107)","Pre Ceiling Sign off"
"85b31d07-a2d2-43e7-b278-5e0a90faefbe","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WCPT (LG.B.108)"
"5b84f975-408b-4536-ac95-abea72ec3a7e","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WCPT (LG.B.108)","Pre Sheet Sign off"
"e6143fdd-5829-4e51-87ba-f29da1f2d1a6","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WCPT (LG.B.108)","Pre Grid Sign off"
"2df509df-3c9b-4df5-b88e-ab4584586457","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WCPT (LG.B.108)","Pre Ceiling Sign off"
"b3ab7d25-b38f-4de0-b321-f442c6ac5773","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.109)"
"1963a539-d1ef-4da4-ad75-ac81441be182","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.109)","Pre Sheet Sign off"
"8edc7f6e-e4a8-427a-9547-bef1e73f0796","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.109)","Pre Grid Sign off"
"ce841a25-15ca-49dc-9649-b23cdd7a9fdc","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ANTE (LG.B.109)","Pre Ceiling Sign off"
"d7e905c8-673c-4818-ad00-ad487e128e1e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PT BAY RESUS (N) (LG.B.110)"
"fd53f129-b578-4c37-9dac-4c94c1bc8917","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PT BAY RESUS (N) (LG.B.110)","Pre Sheet Sign off"
"f14e3754-ff64-4997-b0c4-91368363a205","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PT BAY RESUS (N) (LG.B.110)","Pre Grid Sign off"
"9f4f1f92-aa1c-41ad-9ece-fce2e5974f0f","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PT BAY RESUS (N) (LG.B.110)","Pre Ceiling Sign off"
"e27ea42c-3a3c-4e02-bce9-01a5f718206b","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.111)"
"6e8f0032-3fb8-4b4e-9329-cff19a1eeaae","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.111)","Pre Sheet Sign off"
"d8538203-689a-4696-aaff-48031c536394","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.111)","Pre Grid Sign off"
"ed58d2c2-e31a-4f96-ae84-0f7a6b39545c","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ENS (LG.B.111)","Pre Ceiling Sign off"
"8f744923-e5ab-473b-975e-c663663ba389","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","AIRLOCK ISO (N) (LG.B.112)"
"4692df4f-0fdc-4a78-90f2-210261392dfa","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AIRLOCK ISO (N) (LG.B.112)","Pre Sheet Sign off"
"ef488825-311a-438c-9030-46b1668a8284","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AIRLOCK ISO (N) (LG.B.112)","Pre Grid Sign off"
"c57db92b-8e4a-4281-a5f6-52e6be54ae17","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AIRLOCK ISO (N) (LG.B.112)","Pre Ceiling Sign off"
"cda9b74e-e6bd-4867-aea1-2d1bcd3a32b4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.113)"
"b8c9adcf-124e-4d2e-b7b2-428ccf764367","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.113)","Pre Sheet Sign off"
"14636544-d9ce-4546-8305-1223894cfe38","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.113)","Pre Grid Sign off"
"7432d65f-ae7e-4c7e-9498-b4d40988f95a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.113)","Pre Ceiling Sign off"
"cfc59b55-e9ce-437e-b079-d7bb1a5a5831","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.114)"
"396073e6-604c-411b-bff9-bb89e682b152","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.114)","Pre Sheet Sign off"
"6d6ee347-9a67-4373-83a0-3fdddc377627","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.114)","Pre Grid Sign off"
"b27c0ffa-a3dc-463a-b634-b31418fa08e9","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","BMEQ (LG.B.114)","Pre Ceiling Sign off"
"3ed862f0-f806-4217-9bda-262c7bbf99b9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)"
"884dadb0-6f53-41e0-8d04-1c7fbefcb802","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Sheet Sign off"
"7b369cfe-df67-4e61-8025-7515b427ba0c","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Grid Sign off"
"5557ec86-51b3-4f14-9ac0-0adb468d3e07","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR RESUS (LG.B.115)","Pre Ceiling Sign off"
"27bf24d1-36ca-4971-83be-f08dc6ee8010","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.116)"
"46e497e1-a786-4e7c-a84b-c141bcff5d13","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.116)","Pre Sheet Sign off"
"05580456-9ddb-48df-9523-076477e246f4","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.116)","Pre Grid Sign off"
"24976cfa-b838-4da4-b2f3-d3231305696e","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","HWPPE (LG.B.116)","Pre Ceiling Sign off"
"5b62a55f-6b53-4a15-90af-dd171994c161","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)"
"b559b659-aa19-4e27-a961-3fe373f591a3","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Sheet Sign off"
"fc4e952f-2f10-4f50-bad3-2e8673ffe0dc","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Grid Sign off"
"e894d8ed-7dde-4128-960c-9cbc1d65974b","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.119)","Pre Ceiling Sign off"
"624377f8-0e0c-4c71-9153-c59f39dadfd2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)"
"5269ab2a-0727-4f8c-a9ba-45b93111d344","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Sheet Sign off"
"38d981fa-1aac-4a6d-91db-fe7117c73a50","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Grid Sign off"
"1477353e-b055-419c-b8fe-9be1a65f5d84","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","CARER (LG.B.120)","Pre Ceiling Sign off"
"4c463a85-a4dd-4ec7-8633-c3e3f3da44de","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)"
"f2b8f7a6-a67e-4821-b1af-23d5260a8556","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Sheet Sign off"
"ad49a6a9-405f-43b3-b30c-f91475bfedc2","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Grid Sign off"
"95dcf628-2ab0-40c0-9a20-76e582fb80d4","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PROCED FT/ACUTE (LG.B.122)","Pre Ceiling Sign off"
"f2d841c1-6117-4037-86c9-9c663cdaf880","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)"
"0071e988-9fef-4f4a-a4ec-fdf8b899370c","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Sheet Sign off"
"2f796baf-0895-49b4-a83f-266aa68d7a4a","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Grid Sign off"
"93a3e7f5-9575-49d8-8928-e004cc5acf08","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","AH ASSESS (LG.B.123)","Pre Ceiling Sign off"
"519d7165-7cae-4aed-ad27-f2b9c6cd3c3a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.125)"
"7a801e2e-ef27-4aff-9f56-030f5f31ea4e","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.125)","Pre Sheet Sign off"
"e1b841e1-b6cc-45cb-849a-3aa27fff549c","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.125)","Pre Grid Sign off"
"bf062a75-8924-4fb0-a458-29abc29a8d1b","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST CLEAN (LG.B.125)","Pre Ceiling Sign off"
"be7a6ac2-8c5f-4d47-a4c8-f2ee8901e2dc","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)"
"058eb070-7dff-41eb-82d1-2b97b9b03ddc","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Sheet Sign off"
"4db5313a-43ac-4d65-a59a-dba51c098d47","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Grid Sign off"
"6cf53cda-f2e7-42de-8138-6b65e856bc30","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.133)","Pre Ceiling Sign off"
"0ac8b5fe-019f-455c-aeea-4534335ba569","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)"
"7d61a219-7fb4-41a7-be4e-05dcaa91bfe9","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Sheet Sign off"
"9f8b06ef-6a08-443e-a29b-806569655ce8","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Grid Sign off"
"8ab92bc6-bfd9-4588-9726-4f321c34800f","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","TRAVEL (LG.B.135)","Pre Ceiling Sign off"
"ca269c62-e974-42c7-b723-0d38fcc02283","","folder-normal","not-started","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)"
"42b71600-484f-4eb7-a224-e5991859702b","","checklist-sectioned","not-started","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Sheet Sign off"
"2fcba0d6-8f71-4e02-90c8-a8d46ff74f02","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Grid Sign off"
"5707e4d9-0eaa-42f7-a67e-8fbbc5f2756a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","ST O2 (LG.B.141)","Pre Ceiling Sign off"
"5c2467bc-aeba-40a7-b96e-13a67862390d","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.227)"
"3df9b32b-af13-45ea-96da-939b64c130ad","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.227)","Pre Sheet Sign off"
"05543c88-e77b-4a43-a3cb-8f65cccf7fd7","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.227)","Pre Grid Sign off"
"3ea9fea5-9a54-4cf4-9c92-b0cddee2dd05","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.227)","Pre Ceiling Sign off"
"426c1cc1-ea48-4f52-8d9a-0c903fed19b2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.228)"
"bae9f899-87a4-48d8-8541-2bc2ec98c4c8","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.228)","Pre Sheet Sign off"
"13d2e204-066e-47d2-8b26-575eeb413f53","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.228)","Pre Grid Sign off"
"998d6fbb-f0e5-40aa-9178-33346b8dcf3b","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.228)","Pre Ceiling Sign off"
"9202bf9d-f785-4106-b1a4-a823c10b6a6a","","folder-normal","fail","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.229)"
"c8be85f3-213e-4d4d-af01-63fc153e584a","","checklist-sectioned","fail","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.229)","Pre Sheet Sign off"
"dd712ba5-b9ef-4c50-be9e-85b9e75717d4","","checklist-sectioned","work-in-progress","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.229)","Pre Grid Sign off"
"89a9fbeb-baf2-45d8-b4e6-966227a2dafc","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.229)","Pre Ceiling Sign off"
"3f188857-3ba8-4bfd-a6a1-1a0f882908eb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)"
"738b91db-4262-4ccc-8cd6-416962217206","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Sheet Sign off"
"1bbc14d3-b238-4e75-8c7e-dc923d5c7a7f","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Grid Sign off"
"afd2358f-16fc-443d-b1eb-eed82e057c1a","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.230)","Pre Ceiling Sign off"
"f7bf7c9d-ac61-4643-9019-3a39d1f25094","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)"
"83471e46-ef34-49bb-920a-8b9ec6e540c7","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Sheet Sign off"
"e934ead6-60b3-44bb-abde-4f289a02b738","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Grid Sign off"
"234ac135-28c0-4b4b-a0db-179ab5097662","","checklist-sectioned","not-started","Pre sheet install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","WS PPE (LG.B.231)","Pre Ceiling Sign off"
"eac871c6-0b24-4922-8e22-404f47ef3a99","","folder-normal","work-in-progress","","step","TRUE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)"
"5ae020fb-02be-4d90-ad9b-5dfb470cc587","","checklist-sectioned","work-in-progress","d5e18135643396fa473fe5432bcc718be44b53a476ddefa2042251e8f76d9c2c","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)","Pre Sheet Sign off"
"277653d0-8e66-40ce-9e07-9094988827d5","","checklist-sectioned","not-started","Pre grid install Ceilings","checklist","FALSE","FALSE","Zone A (Building B)","Lower Ground","Area C","PBTR A (LG.B.232)","Pre Grid Sign off"
